"congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation"
73,1933-03-04,"House","WI",100,"REILLY, Michael Kieran","R000155",1869-07-15,5,5,23242,63.6331279945243,"Missionary"
74,1935-01-03,"House","WI",100,"REILLY, Michael Kieran","R000155",1869-07-15,6,6,23912,65.4674880219028,"Missionary"
75,1937-01-03,"House","WI",100,"REILLY, Michael Kieran","R000155",1869-07-15,7,7,24643,67.4688569472964,"Missionary"
89,1965-01-03,"House","CA",200,"REINECKE, Edwin","R000159",1924-01-07,1,1,14972,40.9911019849418,"Greatest"
90,1967-01-03,"House","CA",200,"REINECKE, Edwin","R000159",1924-01-07,2,2,15702,42.9897330595483,"Greatest"
91,1969-01-03,"House","CA",200,"REINECKE, Edwin","R000159",1924-01-07,3,3,16433,44.9911019849418,"Greatest"
79,1945-01-03,"House","IL",100,"RESA, Alexander John","R000163",1887-08-04,1,1,20971,57.4154688569473,"Lost"
89,1965-01-03,"House","NY",100,"RESNICK, Joseph Yale","R000164",1924-07-13,1,1,14784,40.476386036961,"Greatest"
90,1967-01-03,"House","NY",100,"RESNICK, Joseph Yale","R000164",1924-07-13,2,2,15514,42.4750171115674,"Greatest"
84,1955-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,1,1,15656,42.8637919233402,"Greatest"
85,1957-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,2,2,16387,44.8651608487337,"Greatest"
86,1959-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,3,3,17117,46.8637919233402,"Greatest"
87,1961-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,4,4,17848,48.8651608487337,"Greatest"
88,1963-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,5,5,18578,50.8637919233402,"Greatest"
89,1965-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,6,6,19309,52.8651608487337,"Greatest"
90,1967-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,7,7,20039,54.8637919233402,"Greatest"
91,1969-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,8,8,20770,56.8651608487337,"Greatest"
92,1971-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,9,9,21500,58.8637919233402,"Greatest"
93,1973-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,10,10,22231,60.8651608487337,"Greatest"
94,1975-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,11,11,22961,62.8637919233402,"Greatest"
95,1977-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,12,12,23692,64.8651608487337,"Greatest"
96,1979-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,13,13,24422,66.8637919233402,"Greatest"
97,1981-01-03,"House","WI",100,"REUSS, Henry Schoellkopf","R000165",1912-02-22,14,14,25153,68.8651608487337,"Greatest"
78,1943-01-03,"Senate","WV",200,"REVERCOMB, William Chapman","R000167",1895-07-20,1,1,17333,47.4551676933607,"Lost"
79,1945-01-03,"Senate","WV",200,"REVERCOMB, William Chapman","R000167",1895-07-20,2,2,18064,49.4565366187543,"Lost"
80,1947-01-03,"Senate","WV",200,"REVERCOMB, William Chapman","R000167",1895-07-20,3,3,18794,51.4551676933607,"Lost"
84,1955-01-03,"Senate","WV",200,"REVERCOMB, William Chapman","R000167",1895-07-20,4,4,21716,59.4551676933607,"Lost"
85,1957-01-03,"Senate","WV",200,"REVERCOMB, William Chapman","R000167",1895-07-20,5,5,22447,61.4565366187543,"Lost"
105,1997-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,1,1,19047,52.1478439425051,"Silent"
106,1999-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,2,2,19777,54.1464750171116,"Silent"
107,2001-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,3,3,20508,56.1478439425051,"Silent"
108,2003-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,4,4,21238,58.1464750171116,"Silent"
109,2005-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,5,5,21969,60.1478439425051,"Silent"
110,2007-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,6,6,22699,62.1464750171116,"Silent"
111,2009-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,7,7,23430,64.1478439425051,"Silent"
112,2011-01-03,"House","TX",100,"REYES, Silvestre","R000170",1944-11-10,8,8,24160,66.1464750171116,"Silent"
103,1993-01-03,"House","IL",100,"REYNOLDS, Mel","R000178",1952-01-08,1,1,14971,40.9883641341547,"Boomers"
104,1995-01-03,"House","IL",100,"REYNOLDS, Mel","R000178",1952-01-08,2,2,15701,42.9869952087611,"Boomers"
72,1931-03-04,"Senate","NC",100,"REYNOLDS, Robert Rice","R000179",1884-06-18,1,1,17059,46.7049965776865,"Lost"
73,1933-03-04,"Senate","NC",100,"REYNOLDS, Robert Rice","R000179",1884-06-18,2,2,17790,48.7063655030801,"Lost"
74,1935-01-03,"Senate","NC",100,"REYNOLDS, Robert Rice","R000179",1884-06-18,3,3,18460,50.5407255304586,"Lost"
75,1937-01-03,"Senate","NC",100,"REYNOLDS, Robert Rice","R000179",1884-06-18,4,4,19191,52.5420944558522,"Lost"
76,1939-01-03,"Senate","NC",100,"REYNOLDS, Robert Rice","R000179",1884-06-18,5,5,19921,54.5407255304586,"Lost"
77,1941-01-03,"Senate","NC",100,"REYNOLDS, Robert Rice","R000179",1884-06-18,6,6,20652,56.5420944558522,"Lost"
78,1943-01-03,"Senate","NC",100,"REYNOLDS, Robert Rice","R000179",1884-06-18,7,7,21382,58.5407255304586,"Lost"
83,1953-01-03,"Senate","NE",200,"REYNOLDS, Samuel Williams","R000180",1890-08-11,1,1,22790,62.3956194387406,"Lost"
81,1949-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,1,1,18575,50.8555783709788,"Lost"
82,1951-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,2,2,19305,52.8542094455852,"Lost"
83,1953-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,3,3,20036,54.8555783709788,"Lost"
84,1955-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,4,4,20766,56.8542094455852,"Lost"
85,1957-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,5,5,21497,58.8555783709788,"Lost"
86,1959-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,6,6,22227,60.8542094455852,"Lost"
87,1961-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,7,7,22958,62.8555783709788,"Lost"
88,1963-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,8,8,23688,64.8542094455852,"Lost"
89,1965-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,9,9,24419,66.8555783709788,"Lost"
90,1967-01-03,"House","PA",100,"RHODES, George Milton","R000187",1898-02-24,10,10,25149,68.8542094455852,"Lost"
83,1953-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,1,1,13256,36.2929500342231,"Greatest"
84,1955-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,2,2,13986,38.2915811088296,"Greatest"
85,1957-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,3,3,14717,40.2929500342231,"Greatest"
86,1959-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,4,4,15447,42.2915811088296,"Greatest"
87,1961-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,5,5,16178,44.2929500342231,"Greatest"
88,1963-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,6,6,16908,46.2915811088296,"Greatest"
89,1965-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,7,7,17639,48.2929500342231,"Greatest"
90,1967-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,8,8,18369,50.2915811088296,"Greatest"
91,1969-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,9,9,19100,52.2929500342231,"Greatest"
92,1971-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,10,10,19830,54.2915811088296,"Greatest"
93,1973-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,11,11,20561,56.2929500342231,"Greatest"
94,1975-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,12,12,21291,58.2915811088296,"Greatest"
95,1977-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,13,13,22022,60.2929500342231,"Greatest"
96,1979-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,14,14,22752,62.2915811088296,"Greatest"
97,1981-01-03,"House","AZ",200,"RHODES, John Jacob","R000188",1916-09-18,15,15,23483,64.2929500342231,"Greatest"
100,1987-01-03,"House","AZ",200,"RHODES, John Jacob, III","R000189",1943-09-08,1,1,15823,43.3210130047912,"Silent"
101,1989-01-03,"House","AZ",200,"RHODES, John Jacob, III","R000189",1943-09-08,2,2,16554,45.3223819301848,"Silent"
102,1991-01-03,"House","AZ",200,"RHODES, John Jacob, III","R000189",1943-09-08,3,3,17284,47.3210130047912,"Silent"
66,1919-03-04,"House","MO",200,"RHODES, Marion Edwards","R000190",1868-01-04,2,2,18686,51.1594798083504,"Missionary"
67,1921-03-04,"House","MO",200,"RHODES, Marion Edwards","R000190",1868-01-04,3,3,19417,53.160848733744,"Missionary"
81,1949-01-03,"House","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,1,1,14149,38.7378507871321,"Greatest"
82,1951-01-03,"House","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,2,2,14879,40.7364818617385,"Greatest"
88,1963-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,3,1,19262,52.7364818617385,"Greatest"
89,1965-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,4,2,19993,54.7378507871321,"Greatest"
90,1967-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,5,3,20723,56.7364818617385,"Greatest"
91,1969-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,6,4,21454,58.7378507871321,"Greatest"
92,1971-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,7,5,22184,60.7364818617385,"Greatest"
93,1973-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,8,6,22915,62.7378507871321,"Greatest"
94,1975-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,9,7,23645,64.7364818617385,"Greatest"
95,1977-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,10,8,24376,66.7378507871321,"Greatest"
96,1979-01-03,"Senate","CT",100,"RIBICOFF, Abraham Alexander","R000191",1910-04-09,11,9,25106,68.7364818617385,"Greatest"
88,1963-01-03,"House","OH",200,"RICH, Carl West","R000206",1898-09-12,1,1,23488,64.3066392881588,"Lost"
71,1929-03-04,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,1,1,16690,45.6947296372348,"Lost"
72,1931-03-04,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,2,2,17420,47.6933607118412,"Lost"
73,1933-03-04,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,3,3,18151,49.6947296372348,"Lost"
74,1935-01-03,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,4,4,18821,51.5290896646133,"Lost"
75,1937-01-03,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,5,5,19552,53.5304585900068,"Lost"
76,1939-01-03,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,6,6,20282,55.5290896646133,"Lost"
77,1941-01-03,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,7,7,21013,57.5304585900068,"Lost"
79,1945-01-03,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,8,8,22474,61.5304585900068,"Lost"
80,1947-01-03,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,9,9,23204,63.5290896646133,"Lost"
81,1949-01-03,"House","PA",200,"RICH, Robert Fleming","R000209",1883-06-23,10,10,23935,65.5304585900068,"Lost"
68,1923-03-04,"House","NV",100,"RICHARDS, Charles Lenmore","R000211",1877-10-03,1,1,16587,45.4127310061602,"Missionary"
73,1933-03-04,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,1,1,14064,38.5051334702259,"Lost"
74,1935-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,2,2,14734,40.3394934976044,"Lost"
75,1937-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,3,3,15465,42.3408624229979,"Lost"
76,1939-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,4,4,16195,44.3394934976044,"Lost"
77,1941-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,5,5,16926,46.3408624229979,"Lost"
78,1943-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,6,6,17656,48.3394934976044,"Lost"
79,1945-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,7,7,18387,50.3408624229979,"Lost"
80,1947-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,8,8,19117,52.3394934976044,"Lost"
81,1949-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,9,9,19848,54.3408624229979,"Lost"
82,1951-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,10,10,20578,56.3394934976044,"Lost"
83,1953-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,11,11,21309,58.340862422998,"Lost"
84,1955-01-03,"House","SC",100,"RICHARDS, James Prioleau","R000214",1894-08-31,12,12,22039,60.3394934976044,"Lost"
98,1983-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,1,1,12833,35.1348391512663,"Boomers"
99,1985-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,2,2,13564,37.1362080766598,"Boomers"
100,1987-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,3,3,14294,39.1348391512663,"Boomers"
101,1989-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,4,4,15025,41.1362080766598,"Boomers"
102,1991-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,5,5,15755,43.1348391512663,"Boomers"
103,1993-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,6,6,16486,45.1362080766598,"Boomers"
104,1995-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,7,7,17216,47.1348391512663,"Boomers"
105,1997-01-03,"House","NM",100,"RICHARDSON, Bill","R000229",1947-11-15,8,8,17947,49.1362080766598,"Boomers"
73,1933-03-04,"House","PA",100,"RICHARDSON, William Emanuel","R000230",1886-09-03,1,1,16983,46.4969199178645,"Lost"
74,1935-01-03,"House","PA",100,"RICHARDSON, William Emanuel","R000230",1886-09-03,2,2,17653,48.331279945243,"Lost"
94,1975-01-03,"House","NY",100,"RICHMOND, Frederick William","R000232",1923-11-15,1,1,18677,51.1348391512663,"Greatest"
95,1977-01-03,"House","NY",100,"RICHMOND, Frederick William","R000232",1923-11-15,2,2,19408,53.1362080766598,"Greatest"
96,1979-01-03,"House","NY",100,"RICHMOND, Frederick William","R000232",1923-11-15,3,3,20138,55.1348391512663,"Greatest"
97,1981-01-03,"House","NY",100,"RICHMOND, Frederick William","R000232",1923-11-15,4,4,20869,57.1362080766598,"Greatest"
66,1919-03-04,"House","OH",200,"RICKETTS, Edwin Darlington","R000236",1867-08-03,2,2,18840,51.5811088295688,"Missionary"
67,1921-03-04,"House","OH",200,"RICKETTS, Edwin Darlington","R000236",1867-08-03,3,3,19571,53.5824777549624,"Missionary"
66,1919-03-04,"House","MT",200,"RIDDICK, Carl Wood","R000237",1872-02-25,1,1,17173,47.0171115674196,"Missionary"
67,1921-03-04,"House","MT",200,"RIDDICK, Carl Wood","R000237",1872-02-25,2,2,17904,49.0184804928131,"Missionary"
98,1983-01-03,"House","PA",200,"RIDGE, Thomas Joseph","R000243",1945-08-26,1,1,13644,37.3552361396304,"Silent"
99,1985-01-03,"House","PA",200,"RIDGE, Thomas Joseph","R000243",1945-08-26,2,2,14375,39.356605065024,"Silent"
100,1987-01-03,"House","PA",200,"RIDGE, Thomas Joseph","R000243",1945-08-26,3,3,15105,41.3552361396304,"Silent"
101,1989-01-03,"House","PA",200,"RIDGE, Thomas Joseph","R000243",1945-08-26,4,4,15836,43.356605065024,"Silent"
102,1991-01-03,"House","PA",200,"RIDGE, Thomas Joseph","R000243",1945-08-26,5,5,16566,45.3552361396304,"Silent"
103,1993-01-03,"House","PA",200,"RIDGE, Thomas Joseph","R000243",1945-08-26,6,6,17297,47.356605065024,"Silent"
90,1967-01-03,"House","MI",200,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,1,1,10560,28.911704312115,"Silent"
91,1969-01-03,"House","MI",200,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,2,2,11291,30.9130732375086,"Silent"
92,1971-01-03,"House","MI",200,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,3,3,12021,32.911704312115,"Silent"
93,1973-01-03,"House","MI",200,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,4,4,12752,34.9130732375086,"Silent"
94,1975-01-03,"House","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,5,5,13482,36.911704312115,"Silent"
95,1977-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,6,1,14213,38.9130732375086,"Silent"
96,1979-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,7,2,14943,40.911704312115,"Silent"
97,1981-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,8,3,15674,42.9130732375086,"Silent"
98,1983-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,9,4,16404,44.911704312115,"Silent"
99,1985-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,10,5,17135,46.9130732375086,"Silent"
100,1987-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,11,6,17865,48.911704312115,"Silent"
101,1989-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,12,7,18596,50.9130732375086,"Silent"
102,1991-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,13,8,19326,52.911704312115,"Silent"
103,1993-01-03,"Senate","MI",100,"RIEGLE, Donald Wayne, Jr.","R000249",1938-02-04,14,9,20057,54.9130732375086,"Silent"
80,1947-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,1,1,17296,47.3538672142368,"Lost"
81,1949-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,2,2,18027,49.3552361396304,"Lost"
82,1951-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,3,3,18757,51.3538672142368,"Lost"
83,1953-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,4,4,19488,53.3552361396304,"Lost"
84,1955-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,5,5,20218,55.3538672142368,"Lost"
85,1957-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,6,6,20949,57.3552361396304,"Lost"
86,1959-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,7,7,21679,59.3538672142368,"Lost"
87,1961-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,8,8,22410,61.3552361396304,"Lost"
88,1963-01-03,"House","NY",200,"RIEHLMAN, Roy Walter","R000250",1899-08-26,9,9,23140,63.3538672142368,"Lost"
102,1991-01-03,"House","CA",200,"RIGGS, Frank D.","R000252",1950-09-05,1,1,14730,40.3285420944559,"Boomers"
104,1995-01-03,"House","CA",200,"RIGGS, Frank D.","R000252",1950-09-05,2,2,16191,44.3285420944559,"Boomers"
105,1997-01-03,"House","CA",200,"RIGGS, Frank D.","R000252",1950-09-05,3,3,16922,46.3299110198494,"Boomers"
75,1937-01-03,"House","IL",100,"RIGNEY, Hugh McPheeters","R000256",1873-07-31,1,1,23166,63.4250513347023,"Missionary"
105,1997-01-03,"House","AL",200,"RILEY, Robert","R000258",1944-10-03,1,1,19085,52.2518822724162,"Silent"
106,1999-01-03,"House","AL",200,"RILEY, Robert","R000258",1944-10-03,2,2,19815,54.2505133470226,"Silent"
107,2001-01-03,"House","AL",200,"RILEY, Robert","R000258",1944-10-03,3,3,20546,56.2518822724162,"Silent"
87,1961-01-03,"House","SC",100,"RILEY, Corinne Boyd","R000259",1893-07-04,1,1,24654,67.4989733059548,"Lost"
79,1945-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,1,1,18233,49.9192334017796,"Lost"
80,1947-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,2,2,18963,51.917864476386,"Lost"
82,1951-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,3,3,20424,55.917864476386,"Lost"
83,1953-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,4,4,21155,57.9192334017796,"Lost"
84,1955-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,5,5,21885,59.917864476386,"Lost"
85,1957-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,6,6,22616,61.9192334017796,"Lost"
86,1959-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,7,7,23346,63.917864476386,"Lost"
87,1961-01-03,"House","SC",100,"RILEY, John Jacob","R000260",1895-02-01,8,8,24077,65.9192334017796,"Lost"
93,1973-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,1,1,15100,41.3415468856947,"Silent"
94,1975-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,2,2,15830,43.3401779603012,"Silent"
95,1977-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,3,3,16561,45.3415468856947,"Silent"
96,1979-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,4,4,17291,47.3401779603012,"Silent"
97,1981-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,5,5,18022,49.3415468856947,"Silent"
98,1983-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,6,6,18752,51.3401779603012,"Silent"
99,1985-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,7,7,19483,53.3415468856947,"Silent"
100,1987-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,8,8,20213,55.3401779603012,"Silent"
101,1989-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,9,9,20944,57.3415468856947,"Silent"
102,1991-01-03,"House","NJ",200,"RINALDO, Matthew John","R000262",1931-09-01,10,10,21674,59.3401779603012,"Silent"
66,1919-03-04,"House","NY",100,"RIORDAN, Daniel Joseph","R000264",1870-07-07,9,9,17771,48.6543463381246,"Missionary"
67,1921-03-04,"House","NY",100,"RIORDAN, Daniel Joseph","R000264",1870-07-07,10,10,18502,50.6557152635181,"Missionary"
68,1923-03-04,"House","NY",100,"RIORDAN, Daniel Joseph","R000264",1870-07-07,11,11,19232,52.6543463381246,"Missionary"
94,1975-01-03,"House","OK",100,"RISENHOOVER, Theodore Marshall","R000268",1934-11-03,1,1,14671,40.1670088980151,"Silent"
95,1977-01-03,"House","OK",100,"RISENHOOVER, Theodore Marshall","R000268",1934-11-03,2,2,15402,42.1683778234086,"Silent"
74,1935-01-03,"House","RI",200,"RISK, Charles Francis","R000269",1897-08-19,1,1,13650,37.3716632443532,"Lost"
76,1939-01-03,"House","RI",200,"RISK, Charles Francis","R000269",1897-08-19,2,2,15111,41.3716632443532,"Lost"
96,1979-01-03,"House","PA",200,"RITTER, Donald Lawrence","R000277",1940-10-21,1,1,13953,38.2012320328542,"Silent"
97,1981-01-03,"House","PA",200,"RITTER, Donald Lawrence","R000277",1940-10-21,2,2,14684,40.2026009582478,"Silent"
98,1983-01-03,"House","PA",200,"RITTER, Donald Lawrence","R000277",1940-10-21,3,3,15414,42.2012320328542,"Silent"
99,1985-01-03,"House","PA",200,"RITTER, Donald Lawrence","R000277",1940-10-21,4,4,16145,44.2026009582478,"Silent"
100,1987-01-03,"House","PA",200,"RITTER, Donald Lawrence","R000277",1940-10-21,5,5,16875,46.2012320328542,"Silent"
101,1989-01-03,"House","PA",200,"RITTER, Donald Lawrence","R000277",1940-10-21,6,6,17606,48.2026009582478,"Silent"
102,1991-01-03,"House","PA",200,"RITTER, Donald Lawrence","R000277",1940-10-21,7,7,18336,50.2012320328542,"Silent"
77,1941-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,1,1,12881,35.2662559890486,"Greatest"
78,1943-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,2,2,13611,37.264887063655,"Greatest"
79,1945-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,3,3,14342,39.2662559890486,"Greatest"
80,1947-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,4,4,15072,41.264887063655,"Greatest"
81,1949-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,5,5,15803,43.2662559890486,"Greatest"
82,1951-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,6,6,16533,45.264887063655,"Greatest"
83,1953-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,7,7,17264,47.2662559890486,"Greatest"
84,1955-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,8,8,17994,49.264887063655,"Greatest"
85,1957-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,9,9,18725,51.2662559890486,"Greatest"
86,1959-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,10,10,19455,53.264887063655,"Greatest"
87,1961-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,11,11,20186,55.2662559890486,"Greatest"
88,1963-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,12,12,20916,57.264887063655,"Greatest"
89,1965-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,13,13,21647,59.2662559890486,"Greatest"
90,1967-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,14,14,22377,61.264887063655,"Greatest"
91,1969-01-03,"House","SC",100,"RIVERS, Lucius Mendel","R000280",1905-09-28,15,15,23108,63.2662559890486,"Greatest"
104,1995-01-03,"House","MI",100,"RIVERS, Lynn Nancy","R000281",1956-12-19,1,1,13894,38.0396988364134,"Boomers"
105,1997-01-03,"House","MI",100,"RIVERS, Lynn Nancy","R000281",1956-12-19,2,2,14625,40.041067761807,"Boomers"
