candidate,date,pct_trend_adjusted,state,cycle,party,pct_estimate,hi,lo
Trump,2024-06-28,,North Carolina,2024,REP,44.81175,47.3058275,42.052487500000005
Kennedy,2024-06-28,,North Carolina,2024,IND,7.965434999999999,10.772905,5.27063125
Biden,2024-06-28,,North Carolina,2024,DEM,38.20555,40.937909999999995,35.534684999999996
Trump,2024-06-27,,North Carolina,2024,REP,44.484,47.16,42.04387249999999
Kennedy,2024-06-27,,North Carolina,2024,IND,8.05711,10.7128675,5.4206335
Biden,2024-06-27,,North Carolina,2024,DEM,38.518950000000004,41.03964,35.757655
Trump,2024-06-26,,North Carolina,2024,REP,44.47615,47.263752499999995,42.0544575
Kennedy,2024-06-26,,North Carolina,2024,IND,8.20774,10.97753,5.60791325
Biden,2024-06-26,,North Carolina,2024,DEM,38.489450000000005,41.269259999999996,35.7126525
Trump,2024-06-25,,North Carolina,2024,REP,44.23635,46.712329999999994,41.7695525
Kennedy,2024-06-25,,North Carolina,2024,IND,8.377794999999999,11.040099999999999,5.78486925
Biden,2024-06-25,,North Carolina,2024,DEM,38.48805,41.109854999999996,35.773582499999996
Trump,2024-06-24,,North Carolina,2024,REP,44.2008,46.676425,41.824287500000004
Kennedy,2024-06-24,,North Carolina,2024,IND,8.565484999999999,11.252424999999997,6.03335825
Biden,2024-06-24,,North Carolina,2024,DEM,38.439750000000004,41.11168250000001,35.892599999999995
Trump,2024-06-23,,North Carolina,2024,REP,44.02105,46.46689,41.572267499999995
Kennedy,2024-06-23,,North Carolina,2024,IND,8.574774999999999,11.328624999999999,6.1127345
Biden,2024-06-23,,North Carolina,2024,DEM,38.58695,41.146927500000004,36.0893
Trump,2024-06-22,,North Carolina,2024,REP,43.910399999999996,46.37820750000001,41.32854
Kennedy,2024-06-22,,North Carolina,2024,IND,8.688555000000001,11.462819999999995,6.131799750000001
Biden,2024-06-22,,North Carolina,2024,DEM,38.397800000000004,40.8759675,35.842470000000006
Trump,2024-06-21,,North Carolina,2024,REP,43.96925,46.4046125,41.614630000000005
Kennedy,2024-06-21,,North Carolina,2024,IND,8.61768,11.088394999999998,6.057957000000001
Biden,2024-06-21,,North Carolina,2024,DEM,38.3788,41.02179499999999,35.775172500000004
Trump,2024-06-20,,North Carolina,2024,REP,43.95815,46.3642675,41.64151
Kennedy,2024-06-20,,North Carolina,2024,IND,8.660879999999999,11.183802499999999,6.2991744999999995
Biden,2024-06-20,,North Carolina,2024,DEM,38.3836,40.858819999999994,35.8766575
Trump,2024-06-19,,North Carolina,2024,REP,44.394400000000005,46.8963675,41.97074
Kennedy,2024-06-19,,North Carolina,2024,IND,8.25616,11.0671675,5.48471025
Biden,2024-06-19,,North Carolina,2024,DEM,38.0298,40.557455000000004,35.375595000000004
Trump,2024-06-18,,North Carolina,2024,REP,44.361000000000004,46.7713925,41.9405175
Kennedy,2024-06-18,,North Carolina,2024,IND,8.23968,11.036927499999997,5.506841499999999
Biden,2024-06-18,,North Carolina,2024,DEM,38.04205,40.5652725,35.64426
Trump,2024-06-17,,North Carolina,2024,REP,44.39535,46.826435000000004,41.8807675
Kennedy,2024-06-17,,North Carolina,2024,IND,8.21896,11.199379999999998,5.32969675
Biden,2024-06-17,,North Carolina,2024,DEM,38.0497,40.46628499999999,35.624267499999995
Trump,2024-06-16,,North Carolina,2024,REP,44.6278,47.0985075,42.2246525
Kennedy,2024-06-16,,North Carolina,2024,IND,8.125565,11.1233325,5.044584
Biden,2024-06-16,,North Carolina,2024,DEM,37.93814999999999,40.441202499999996,35.304390000000005
Trump,2024-06-15,,North Carolina,2024,REP,44.498850000000004,47.080777499999996,42.023495
Kennedy,2024-06-15,,North Carolina,2024,IND,8.194289999999999,11.04905,5.435919500000001
Biden,2024-06-15,,North Carolina,2024,DEM,37.92775,40.414417500000006,35.41221
Trump,2024-06-14,,North Carolina,2024,REP,44.57415,47.0811,42.373065000000004
Kennedy,2024-06-14,,North Carolina,2024,IND,8.172,10.863809999999999,5.5394345
Biden,2024-06-14,,North Carolina,2024,DEM,37.96085,40.34336249999999,35.492967500000006
Trump,2024-06-13,,North Carolina,2024,REP,44.48865,46.680922499999994,42.1555625
Kennedy,2024-06-13,,North Carolina,2024,IND,8.049525,10.579522499999998,5.330392999999999
Biden,2024-06-13,,North Carolina,2024,DEM,38.025000000000006,40.272040000000004,35.5911575
Trump,2024-06-12,,North Carolina,2024,REP,44.4324,46.840327499999994,42.056595
Kennedy,2024-06-12,,North Carolina,2024,IND,8.01826,10.610569999999994,5.327017
Biden,2024-06-12,,North Carolina,2024,DEM,37.9307,40.3988975,35.695130000000006
Trump,2024-06-11,,North Carolina,2024,REP,44.31725,46.7391825,42.0618
Kennedy,2024-06-11,,North Carolina,2024,IND,8.248809999999999,10.700659999999996,5.63327325
Biden,2024-06-11,,North Carolina,2024,DEM,37.9949,40.229482499999996,35.637597500000005
Trump,2024-06-10,,North Carolina,2024,REP,44.6188,47.01329,42.235515
Kennedy,2024-06-10,,North Carolina,2024,IND,8.3064,10.8271,5.755592249999999
Biden,2024-06-10,,North Carolina,2024,DEM,38.1251,40.622035000000004,35.905807499999995
Trump,2024-06-09,,North Carolina,2024,REP,44.65645,46.9335475,42.469547500000004
Kennedy,2024-06-09,,North Carolina,2024,IND,8.308695,10.831809999999995,5.58813575
Biden,2024-06-09,,North Carolina,2024,DEM,38.04815,40.347747500000004,35.798965
Trump,2024-06-08,,North Carolina,2024,REP,44.57585,46.7203325,42.3548175
Kennedy,2024-06-08,,North Carolina,2024,IND,8.29956,10.772947499999999,5.755460749999999
Biden,2024-06-08,,North Carolina,2024,DEM,37.997749999999996,40.5254025,35.6709175
Trump,2024-06-07,,North Carolina,2024,REP,44.6004,46.70072999999999,42.475395
Kennedy,2024-06-07,,North Carolina,2024,IND,8.236564999999999,10.671334999999997,5.8981465
Biden,2024-06-07,,North Carolina,2024,DEM,37.97855,40.10906,35.820775
Trump,2024-06-06,,North Carolina,2024,REP,44.57525,46.595774999999996,42.5342225
Kennedy,2024-06-06,,North Carolina,2024,IND,8.191334999999999,10.366415,5.8807725
Biden,2024-06-06,,North Carolina,2024,DEM,38.1357,40.243505,35.988847500000006
Trump,2024-06-05,,North Carolina,2024,REP,44.6741,46.869245,42.484845
Kennedy,2024-06-05,,North Carolina,2024,IND,8.52574,10.674714999999999,6.044300000000001
Biden,2024-06-05,,North Carolina,2024,DEM,37.74385,40.03897,35.349245
Trump,2024-06-04,,North Carolina,2024,REP,44.86025,47.0609575,42.56164750000001
Kennedy,2024-06-04,,North Carolina,2024,IND,8.72031,10.928605,6.54753075
Biden,2024-06-04,,North Carolina,2024,DEM,37.656549999999996,39.9232725,35.3790775
Trump,2024-06-03,,North Carolina,2024,REP,44.8881,47.159785,42.7212125
Kennedy,2024-06-03,,North Carolina,2024,IND,8.58727,10.7563925,6.3309785000000005
Biden,2024-06-03,,North Carolina,2024,DEM,37.70325,39.86814,35.1668125
Trump,2024-06-02,,North Carolina,2024,REP,44.2164,46.5283875,41.97911
Kennedy,2024-06-02,,North Carolina,2024,IND,9.499445000000001,11.869924999999999,7.1710020000000005
Biden,2024-06-02,,North Carolina,2024,DEM,38.1527,40.5038,35.820652499999994
Trump,2024-06-01,,North Carolina,2024,REP,44.2581,46.39637,41.95381750000001
Kennedy,2024-06-01,,North Carolina,2024,IND,9.42625,11.83138,7.160923
Biden,2024-06-01,,North Carolina,2024,DEM,38.08295,40.450885,35.86905
Trump,2024-05-31,,North Carolina,2024,REP,44.2259,46.443712500000004,42.08602
Kennedy,2024-05-31,,North Carolina,2024,IND,9.503625,11.8946225,7.2599582499999995
Biden,2024-05-31,,North Carolina,2024,DEM,38.025800000000004,40.406949999999995,35.6106
Trump,2024-05-30,,North Carolina,2024,REP,44.5143,46.71975249999999,42.274882500000004
Kennedy,2024-05-30,,North Carolina,2024,IND,9.4722,11.797657499999998,7.243572250000001
Biden,2024-05-30,,North Carolina,2024,DEM,37.80545,40.062934999999996,35.41616500000001
Trump,2024-05-29,,North Carolina,2024,REP,44.289550000000006,46.4515,42.0696075
Kennedy,2024-05-29,,North Carolina,2024,IND,9.693819999999999,11.873125,7.652562
Biden,2024-05-29,,North Carolina,2024,DEM,38.116299999999995,40.5194225,35.76869
Trump,2024-05-28,,North Carolina,2024,REP,44.5701,46.6439525,42.345319999999994
Kennedy,2024-05-28,,North Carolina,2024,IND,9.499505,11.787929999999998,7.29681025
Biden,2024-05-28,,North Carolina,2024,DEM,38.174499999999995,40.5768025,35.8232475
Trump,2024-05-27,,North Carolina,2024,REP,44.6002,46.764644999999994,42.37926
Kennedy,2024-05-27,,North Carolina,2024,IND,9.49784,11.914512499999999,7.4057115
Biden,2024-05-27,,North Carolina,2024,DEM,38.2049,40.4268425,35.7695375
Trump,2024-05-26,,North Carolina,2024,REP,44.67315,46.860895,42.5180775
Kennedy,2024-05-26,,North Carolina,2024,IND,9.572815,11.811179999999998,7.43379225
Biden,2024-05-26,,North Carolina,2024,DEM,38.1686,40.243137499999996,35.85734
Trump,2024-05-25,,North Carolina,2024,REP,44.614850000000004,46.81330499999999,42.547382500000005
Kennedy,2024-05-25,,North Carolina,2024,IND,9.492194999999999,11.7254775,7.3431635
Biden,2024-05-25,,North Carolina,2024,DEM,38.14375,40.3691775,36.074555
Trump,2024-05-24,,North Carolina,2024,REP,44.49535,46.7421825,42.3687825
Kennedy,2024-05-24,,North Carolina,2024,IND,9.558455,11.543944999999999,7.4324509999999995
Biden,2024-05-24,,North Carolina,2024,DEM,38.195750000000004,40.326137499999994,35.9861675
Trump,2024-05-23,,North Carolina,2024,REP,44.359399999999994,46.5252275,42.34105999999999
Kennedy,2024-05-23,,North Carolina,2024,IND,9.52992,11.790709999999999,7.459737250000001
Biden,2024-05-23,,North Carolina,2024,DEM,38.278850000000006,40.285160000000005,36.1891775
Trump,2024-05-22,,North Carolina,2024,REP,44.4212,46.561047499999994,42.373125
Kennedy,2024-05-22,,North Carolina,2024,IND,10.109,12.2401825,8.165585
Biden,2024-05-22,,North Carolina,2024,DEM,38.30265,40.4745325,36.2100825
Trump,2024-05-21,,North Carolina,2024,REP,44.69285,47.18393,42.285937499999996
Kennedy,2024-05-21,,North Carolina,2024,IND,9.073145,11.354742499999999,6.73693675
Biden,2024-05-21,,North Carolina,2024,DEM,38.23075,40.710445,35.5361925
Trump,2024-05-20,,North Carolina,2024,REP,44.721500000000006,47.0922925,42.291282499999994
Kennedy,2024-05-20,,North Carolina,2024,IND,8.888874999999999,11.15378,6.575251
Biden,2024-05-20,,North Carolina,2024,DEM,38.14685,40.6479975,35.39914
Trump,2024-05-19,,North Carolina,2024,REP,44.7091,47.0880075,42.1875
Kennedy,2024-05-19,,North Carolina,2024,IND,8.977095,11.296917500000001,6.64419225
Biden,2024-05-19,,North Carolina,2024,DEM,38.32355,40.84182,35.64108
Trump,2024-05-18,,North Carolina,2024,REP,44.8298,47.236830000000005,42.3712975
Kennedy,2024-05-18,,North Carolina,2024,IND,8.79414,11.111732499999997,6.4933179999999995
Biden,2024-05-18,,North Carolina,2024,DEM,38.7113,41.125775,36.1771925
Trump,2024-05-17,,North Carolina,2024,REP,44.892250000000004,47.1602275,42.64203
Kennedy,2024-05-17,,North Carolina,2024,IND,8.792105,11.049914999999991,6.604783500000001
Biden,2024-05-17,,North Carolina,2024,DEM,38.7071,41.08510750000001,36.37701
Trump,2024-05-16,,North Carolina,2024,REP,44.84875,47.3140675,42.703545
Kennedy,2024-05-16,,North Carolina,2024,IND,9.02929,11.2293225,6.9354745
Biden,2024-05-16,,North Carolina,2024,DEM,38.6749,41.0541275,36.4525225
Trump,2024-05-15,,North Carolina,2024,REP,44.9384,47.196135,42.665879999999994
Kennedy,2024-05-15,,North Carolina,2024,IND,9.1578,11.247304999999999,7.120541749999999
Biden,2024-05-15,,North Carolina,2024,DEM,38.59845,40.915265,36.2283625
Trump,2024-05-14,,North Carolina,2024,REP,44.8312,47.11510749999999,42.541529999999995
Kennedy,2024-05-14,,North Carolina,2024,IND,9.06211,11.337057499999998,7.006864500000001
Biden,2024-05-14,,North Carolina,2024,DEM,38.57345,41.0400925,36.08054
Trump,2024-05-13,,North Carolina,2024,REP,44.814,46.9994975,42.686302500000004
Kennedy,2024-05-13,,North Carolina,2024,IND,9.089235,11.294109999999996,6.9929967500000005
Biden,2024-05-13,,North Carolina,2024,DEM,38.5578,40.9478025,36.2241125
Trump,2024-05-12,,North Carolina,2024,REP,44.9824,47.2724975,42.6193825
Kennedy,2024-05-12,,North Carolina,2024,IND,8.90753,11.191174999999998,6.68799525
Biden,2024-05-12,,North Carolina,2024,DEM,39.0371,41.459235,36.435652499999996
Trump,2024-05-11,,North Carolina,2024,REP,44.995900000000006,47.263110000000005,42.79003
Kennedy,2024-05-11,,North Carolina,2024,IND,8.853385,11.0238675,6.723484750000001
Biden,2024-05-11,,North Carolina,2024,DEM,39.099599999999995,41.5373075,36.65771
Trump,2024-05-10,,North Carolina,2024,REP,45.103899999999996,47.2850075,42.965247500000004
Kennedy,2024-05-10,,North Carolina,2024,IND,8.93544,10.91019,6.72268425
Biden,2024-05-10,,North Carolina,2024,DEM,39.065349999999995,41.4329,36.658995
Trump,2024-05-09,,North Carolina,2024,REP,45.17485,47.1874825,43.0860825
Kennedy,2024-05-09,,North Carolina,2024,IND,8.948465,10.937707499999998,6.8235325
Biden,2024-05-09,,North Carolina,2024,DEM,39.075050000000005,41.256125000000004,36.827065
Trump,2024-05-08,,North Carolina,2024,REP,45.389700000000005,47.5877825,42.99286
Kennedy,2024-05-08,,North Carolina,2024,IND,8.57029,10.814939999999998,6.236713999999999
Biden,2024-05-08,,North Carolina,2024,DEM,39.23265,41.67954249999999,36.7892575
Trump,2024-05-07,,North Carolina,2024,REP,45.4142,47.6835775,43.26643
Kennedy,2024-05-07,,North Carolina,2024,IND,8.663255,10.830597499999998,6.425921000000001
Biden,2024-05-07,,North Carolina,2024,DEM,38.977199999999996,41.35951,36.6040625
Trump,2024-05-06,,North Carolina,2024,REP,45.456050000000005,47.562077499999994,43.1788225
Kennedy,2024-05-06,,North Carolina,2024,IND,8.413554999999999,10.590237499999999,6.383749750000001
Biden,2024-05-06,,North Carolina,2024,DEM,38.97425,41.276842499999994,36.5571725
Trump,2024-05-05,,North Carolina,2024,REP,45.677,47.997249999999994,43.305040000000005
Kennedy,2024-05-05,,North Carolina,2024,IND,8.3399,10.4666775,6.19571
Biden,2024-05-05,,North Carolina,2024,DEM,39.0059,41.5806925,36.47871
Trump,2024-05-04,,North Carolina,2024,REP,45.59255,47.792725,43.4623375
Kennedy,2024-05-04,,North Carolina,2024,IND,8.24495,10.446749999999998,6.042207750000001
Biden,2024-05-04,,North Carolina,2024,DEM,39.061949999999996,41.34992,36.714572499999996
Trump,2024-05-03,,North Carolina,2024,REP,45.653499999999994,47.750409999999995,43.51717
Kennedy,2024-05-03,,North Carolina,2024,IND,8.17954,10.264039999999998,6.2931947500000005
Biden,2024-05-03,,North Carolina,2024,DEM,39.06275,41.3353275,36.5547175
Trump,2024-05-02,,North Carolina,2024,REP,45.4897,47.55105,43.407545000000006
Kennedy,2024-05-02,,North Carolina,2024,IND,8.479175,10.498827499999999,6.41736975
Biden,2024-05-02,,North Carolina,2024,DEM,39.1379,41.344817500000005,36.663529999999994
Trump,2024-05-01,,North Carolina,2024,REP,45.5066,47.625897499999994,43.45206
Kennedy,2024-05-01,,North Carolina,2024,IND,8.695325,10.720889999999997,6.750676
Biden,2024-05-01,,North Carolina,2024,DEM,39.102050000000006,41.1204975,36.867684999999994
Trump,2024-04-30,,North Carolina,2024,REP,45.46975,47.4892075,43.387487500000006
Kennedy,2024-04-30,,North Carolina,2024,IND,8.807755,10.800799999999999,6.845597499999999
Biden,2024-04-30,,North Carolina,2024,DEM,39.07055,41.12844499999999,36.891725
Trump,2024-04-29,,North Carolina,2024,REP,45.401849999999996,47.67841000000001,43.035965
Kennedy,2024-04-29,,North Carolina,2024,IND,8.09342,10.736575,5.730418
Biden,2024-04-29,,North Carolina,2024,DEM,39.61525,41.99721499999999,37.000355
Trump,2024-04-28,,North Carolina,2024,REP,45.24185,47.700795,42.816047499999996
Kennedy,2024-04-28,,North Carolina,2024,IND,8.391855,10.896339999999997,6.00883825
Biden,2024-04-28,,North Carolina,2024,DEM,39.64335,42.178189999999994,36.9737925
Trump,2024-04-27,,North Carolina,2024,REP,45.12505,47.441007500000005,42.71853
Kennedy,2024-04-27,,North Carolina,2024,IND,7.934845,10.483855,5.4954185
Biden,2024-04-27,,North Carolina,2024,DEM,39.7238,42.2149125,37.442595000000004
Trump,2024-04-26,,North Carolina,2024,REP,45.088350000000005,47.39318,42.778982500000005
Kennedy,2024-04-26,,North Carolina,2024,IND,8.010375,10.316355,5.6608885
Biden,2024-04-26,,North Carolina,2024,DEM,39.661,42.2550275,37.2707775
Trump,2024-04-25,,North Carolina,2024,REP,44.88095,47.045755,42.814119999999996
Kennedy,2024-04-25,,North Carolina,2024,IND,7.981730000000001,10.2816625,5.751029
Biden,2024-04-25,,North Carolina,2024,DEM,39.7054,42.14778,37.3526425
Trump,2024-04-24,,North Carolina,2024,REP,45.0369,47.19037,42.807669999999995
Kennedy,2024-04-24,,North Carolina,2024,IND,7.954275,10.1754525,5.7110337499999995
Biden,2024-04-24,,North Carolina,2024,DEM,39.759100000000004,42.13983,37.4243775
Trump,2024-04-23,,North Carolina,2024,REP,44.27465,46.436715,41.901869999999995
Kennedy,2024-04-23,,North Carolina,2024,IND,8.489845,10.983439999999998,6.1402645
Biden,2024-04-23,,North Carolina,2024,DEM,39.8898,42.276732499999994,37.436622500000006
Trump,2024-04-22,,North Carolina,2024,REP,44.27365,46.4786475,42.1925575
Kennedy,2024-04-22,,North Carolina,2024,IND,8.50712,10.844319999999998,6.1849615
Biden,2024-04-22,,North Carolina,2024,DEM,39.8481,42.0544325,37.579162499999995
Trump,2024-04-21,,North Carolina,2024,REP,44.82015,47.172235,42.7085225
Kennedy,2024-04-21,,North Carolina,2024,IND,8.312915,10.7510725,6.03372275
Biden,2024-04-21,,North Carolina,2024,DEM,39.5322,41.9653475,37.006145000000004
Trump,2024-04-20,,North Carolina,2024,REP,44.983149999999995,47.238550000000004,42.658744999999996
Kennedy,2024-04-20,,North Carolina,2024,IND,8.03477,10.4607,5.6349595
Biden,2024-04-20,,North Carolina,2024,DEM,39.6496,42.294435,37.186697499999994
Trump,2024-04-19,,North Carolina,2024,REP,45.0828,47.25681,42.9011175
Kennedy,2024-04-19,,North Carolina,2024,IND,8.035495000000001,10.407929999999999,5.662288
Biden,2024-04-19,,North Carolina,2024,DEM,39.84165,42.0392625,37.3935
Trump,2024-04-18,,North Carolina,2024,REP,44.9069,47.151795,42.804384999999996
Kennedy,2024-04-18,,North Carolina,2024,IND,8.03958,10.3810925,5.934896
Biden,2024-04-18,,North Carolina,2024,DEM,39.8357,42.01159,37.42205
Trump,2024-04-17,,North Carolina,2024,REP,44.822,47.0834525,42.619242500000006
Kennedy,2024-04-17,,North Carolina,2024,IND,8.26841,10.452737499999996,5.889946500000001
Biden,2024-04-17,,North Carolina,2024,DEM,39.543099999999995,42.1001975,37.186587499999995
Trump,2024-04-16,,North Carolina,2024,REP,44.68705,46.8259475,42.497987499999994
Kennedy,2024-04-16,,North Carolina,2024,IND,8.198654999999999,10.524692499999999,5.9435329999999995
Biden,2024-04-16,,North Carolina,2024,DEM,39.7078,42.1335275,37.3227625
Trump,2024-04-15,,North Carolina,2024,REP,45.046350000000004,47.098065,42.8857975
Kennedy,2024-04-15,,North Carolina,2024,IND,7.963355,10.249805,5.69083675
Biden,2024-04-15,,North Carolina,2024,DEM,39.81405,42.1871875,37.50036000000001
Trump,2024-04-14,,North Carolina,2024,REP,45.0583,47.21041,43.016097499999994
Kennedy,2024-04-14,,North Carolina,2024,IND,7.72512,9.762726749999997,5.389080750000001
Biden,2024-04-14,,North Carolina,2024,DEM,39.81515,42.035642499999994,37.6069925
Trump,2024-04-13,,North Carolina,2024,REP,45.12045,47.18982499999999,42.9339775
Kennedy,2024-04-13,,North Carolina,2024,IND,8.006435,10.149337499999994,5.8086965
Biden,2024-04-13,,North Carolina,2024,DEM,39.7787,41.95373,37.502587500000004
Trump,2024-04-12,,North Carolina,2024,REP,45.13825,47.287699999999994,43.03351500000001
Kennedy,2024-04-12,,North Carolina,2024,IND,8.477035,10.519015,6.29473675
Biden,2024-04-12,,North Carolina,2024,DEM,39.7257,41.87789,37.4612975
Trump,2024-04-11,,North Carolina,2024,REP,45.15725,47.1526175,43.142430000000004
Kennedy,2024-04-11,,North Carolina,2024,IND,8.334175,10.444569999999999,6.283132
Biden,2024-04-11,,North Carolina,2024,DEM,39.766850000000005,41.982609999999994,37.56519
Trump,2024-04-10,,North Carolina,2024,REP,45.2817,47.34853,43.0565
Kennedy,2024-04-10,,North Carolina,2024,IND,8.692635,11.071207499999998,6.45255125
Biden,2024-04-10,,North Carolina,2024,DEM,40.078649999999996,42.248149999999995,37.852265
Trump,2024-04-09,,North Carolina,2024,REP,45.544799999999995,48.01382,42.977329999999995
Kennedy,2024-04-09,,North Carolina,2024,IND,8.571905000000001,11.5727075,5.6635785
Biden,2024-04-09,,North Carolina,2024,DEM,39.88015,42.746005,36.949670000000005
Trump,2024-04-08,,North Carolina,2024,REP,45.580749999999995,48.01906,43.283465
Kennedy,2024-04-08,,North Carolina,2024,IND,8.624825,11.553185000000001,5.9212345
Biden,2024-04-08,,North Carolina,2024,DEM,39.82585,42.5045425,37.207044999999994
Trump,2024-04-07,,North Carolina,2024,REP,45.689949999999996,48.142329999999994,43.33038499999999
Kennedy,2024-04-07,,North Carolina,2024,IND,8.39341,11.3480775,5.823356250000001
Biden,2024-04-07,,North Carolina,2024,DEM,39.8939,42.681315,37.07015500000001
Trump,2024-04-06,,North Carolina,2024,REP,45.7554,48.044062499999995,43.0985125
Kennedy,2024-04-06,,North Carolina,2024,IND,8.456475000000001,11.199067499999998,5.77904425
Biden,2024-04-06,,North Carolina,2024,DEM,39.883449999999996,42.5854125,37.25235
Trump,2024-04-05,,North Carolina,2024,REP,45.74795,48.116282500000004,43.425152499999996
Kennedy,2024-04-05,,North Carolina,2024,IND,8.061934999999998,10.92788,5.2525955
Biden,2024-04-05,,North Carolina,2024,DEM,40.0006,42.821965,37.264307499999994
Trump,2024-04-04,,North Carolina,2024,REP,45.7339,48.0081675,43.3647
Kennedy,2024-04-04,,North Carolina,2024,IND,8.066275000000001,10.75865,5.34896625
Biden,2024-04-04,,North Carolina,2024,DEM,39.99135,42.917865,37.3560825
Trump,2024-04-03,,North Carolina,2024,REP,45.86935,48.18812499999999,43.53678
Kennedy,2024-04-03,,North Carolina,2024,IND,7.654835,10.325854999999997,5.1267242500000005
Biden,2024-04-03,,North Carolina,2024,DEM,39.86715,42.482632499999994,37.29703
Trump,2024-04-02,,North Carolina,2024,REP,45.83725,48.1373925,43.353179999999995
Kennedy,2024-04-02,,North Carolina,2024,IND,7.808445,10.5307,5.2688165
Biden,2024-04-02,,North Carolina,2024,DEM,39.46965,42.05781,36.6925825
Trump,2024-04-01,,North Carolina,2024,REP,46.165400000000005,48.530805,43.680524999999996
Kennedy,2024-04-01,,North Carolina,2024,IND,7.590375,10.486714999999998,4.869791749999999
Biden,2024-04-01,,North Carolina,2024,DEM,39.813050000000004,42.75499249999999,36.9501875
Trump,2024-03-31,,North Carolina,2024,REP,46.137150000000005,48.724154999999996,43.913745
Kennedy,2024-03-31,,North Carolina,2024,IND,7.554915,10.322569999999999,4.8309197500000005
Biden,2024-03-31,,North Carolina,2024,DEM,39.73345,42.602579999999996,37.033155
Trump,2024-03-30,,North Carolina,2024,REP,46.1917,48.691052500000005,43.759389999999996
Kennedy,2024-03-30,,North Carolina,2024,IND,7.5227450000000005,10.330515,4.785656500000001
Biden,2024-03-30,,North Carolina,2024,DEM,39.783500000000004,42.471832500000005,37.1352275
Trump,2024-03-29,,North Carolina,2024,REP,46.27175,48.47499749999999,43.9357025
Kennedy,2024-03-29,,North Carolina,2024,IND,7.560015,10.1046225,4.78629825
Biden,2024-03-29,,North Carolina,2024,DEM,39.69414999999999,42.29986,37.086935000000004
Trump,2024-03-28,,North Carolina,2024,REP,45.98255,48.18395,43.559129999999996
Kennedy,2024-03-28,,North Carolina,2024,IND,7.68143,10.2851725,4.88737425
Biden,2024-03-28,,North Carolina,2024,DEM,39.6893,42.4192825,37.1478075
Trump,2024-03-27,,North Carolina,2024,REP,45.97645,48.1653825,43.8148925
Kennedy,2024-03-27,,North Carolina,2024,IND,7.7832,10.510399999999999,4.996206
Biden,2024-03-27,,North Carolina,2024,DEM,39.7191,42.4622625,37.210255
Trump,2024-03-26,,North Carolina,2024,REP,45.6258,47.9535125,43.23892
Kennedy,2024-03-26,,North Carolina,2024,IND,7.894970000000001,10.57922,5.270415
Biden,2024-03-26,,North Carolina,2024,DEM,39.99095,42.7143375,37.573370000000004
Trump,2024-03-25,,North Carolina,2024,REP,45.69035,47.9576125,43.412819999999996
Kennedy,2024-03-25,,North Carolina,2024,IND,7.98717,10.703924999999998,5.1655835
Biden,2024-03-25,,North Carolina,2024,DEM,40.02415,42.71557249999999,37.460865
Trump,2024-03-24,,North Carolina,2024,REP,45.92725,48.5834725,43.459830000000004
Kennedy,2024-03-24,,North Carolina,2024,IND,7.28315,10.400884999999999,4.08113975
Biden,2024-03-24,,North Carolina,2024,DEM,39.5172,42.385895,36.864045
Trump,2024-03-23,,North Carolina,2024,REP,45.94415,48.43587,43.6303275
Kennedy,2024-03-23,,North Carolina,2024,IND,7.62225,10.551597499999996,4.303402
Biden,2024-03-23,,North Carolina,2024,DEM,39.54215,42.2961325,36.8363075
Trump,2024-03-22,,North Carolina,2024,REP,46.03505,48.4825375,43.5941675
Kennedy,2024-03-22,,North Carolina,2024,IND,7.479485,10.507462499999995,4.261267999999999
Biden,2024-03-22,,North Carolina,2024,DEM,39.449,42.53967,36.770669999999996
Trump,2024-03-21,,North Carolina,2024,REP,45.92105,48.3104975,43.522580000000005
Kennedy,2024-03-21,,North Carolina,2024,IND,7.363899999999999,10.238032499999997,4.435463499999999
Biden,2024-03-21,,North Carolina,2024,DEM,39.6367,42.41455499999999,37.07208
Trump,2024-03-20,,North Carolina,2024,REP,45.79845,48.284409999999994,43.53769500000001
Kennedy,2024-03-20,,North Carolina,2024,IND,7.367125,10.36511,4.251937250000001
Biden,2024-03-20,,North Carolina,2024,DEM,39.503,42.1393275,36.90251000000001
Trump,2024-03-19,,North Carolina,2024,REP,45.9694,48.5839675,43.405055000000004
Kennedy,2024-03-19,,North Carolina,2024,IND,8.059695000000001,11.264902499999998,4.4203275
Biden,2024-03-19,,North Carolina,2024,DEM,38.7312,41.67112,35.8516875
Trump,2024-03-18,,North Carolina,2024,REP,46.063,48.575700000000005,43.603640000000006
Kennedy,2024-03-18,,North Carolina,2024,IND,7.991155,11.334689999999998,4.6643375
Biden,2024-03-18,,North Carolina,2024,DEM,38.44585,41.3695675,35.7080475
Trump,2024-03-17,,North Carolina,2024,REP,46.24355,48.6740875,43.7536225
Kennedy,2024-03-17,,North Carolina,2024,IND,7.99118,11.164982499999999,4.9135295
Biden,2024-03-17,,North Carolina,2024,DEM,38.4441,41.22372,35.754635
Trump,2024-03-16,,North Carolina,2024,REP,46.09855,48.7006425,43.660435
Kennedy,2024-03-16,,North Carolina,2024,IND,7.68741,10.690739999999995,4.563035749999999
Biden,2024-03-16,,North Carolina,2024,DEM,38.19305,40.98549,35.5528075
Trump,2024-03-15,,North Carolina,2024,REP,46.0877,48.5980025,43.600095
Kennedy,2024-03-15,,North Carolina,2024,IND,7.5387,10.651229999999998,4.4594105
Biden,2024-03-15,,North Carolina,2024,DEM,38.2033,41.0423,35.642592500000006
