congress,chamber,bioguide,firstname,lastname,birthday,state,party,incumbent,termstart,age
106,house,A000022,Gary,Ackerman,1942-11-19,NY,D,Yes,1999-01-06,56.1
106,house,E000215,Anna,Eshoo,1942-12-13,CA,D,Yes,1999-01-06,56.1
106,house,F000328,Tillie,Fowler,1942-12-23,FL,R,Yes,1999-01-06,56.0
106,house,G000377,Kay,Granger,1943-01-18,TX,R,Yes,1999-01-06,56.0
106,house,S000097,H.,Saxton,1943-01-22,NJ,R,Yes,1999-01-06,56.0
106,house,M000689,John,Mica,1943-01-27,FL,R,Yes,1999-01-06,55.9
106,house,J000255,Walter,Jones,1943-02-10,NC,R,Yes,1999-01-06,55.9
106,house,D000216,Rosa,DeLauro,1943-03-02,CT,D,Yes,1999-01-06,55.8
106,house,L000371,Robert,Livingston,1943-04-30,LA,R,Yes,1999-01-06,55.7
106,house,M000844,Alan,Mollohan,1943-05-14,WV,D,Yes,1999-01-06,55.6
106,house,W000413,Ed,Whitfield,1943-05-25,KY,R,Yes,1999-01-06,55.6
106,house,T000058,William,Tauzin,1943-06-14,LA,R,Yes,1999-01-06,55.6
106,house,S000244,F.,Sensenbrenner,1943-06-14,WI,R,Yes,1999-01-06,55.6
106,house,P000099,Ed,Pastor,1943-06-28,AZ,D,Yes,1999-01-06,55.5
106,house,C000503,Robert,Clement,1943-09-23,TN,D,Yes,1999-01-06,55.3
106,house,C000141,Benjamin,Cardin,1943-10-05,MD,D,Yes,1999-01-06,55.3
106,house,S000248,Josí©,Serrano,1943-10-24,NY,D,Yes,1999-01-06,55.2
106,house,C000286,Saxby,Chambliss,1943-11-10,GA,R,Yes,1999-01-06,55.2
106,house,K000259,Gerald,Kleczka,1943-11-26,WI,D,Yes,1999-01-06,55.1
106,house,M000309,Carolyn,McCarthy,1944-01-05,NY,D,Yes,1999-01-06,55.0
106,house,O000163,Michael,Oxley,1944-02-11,OH,R,Yes,1999-01-06,54.9
106,house,G000021,Elton,Gallegly,1944-03-07,CA,R,Yes,1999-01-06,54.8
106,house,M001138,Donald,Manzullo,1944-03-24,IL,R,Yes,1999-01-06,54.8
106,house,K000210,Peter,King,1944-04-05,NY,R,Yes,1999-01-06,54.8
106,house,S001145,Janice,Schakowsky,1944-05-26,IL,D,No,1999-01-06,54.6
106,house,P000258,Collin,Peterson,1944-06-29,MN,D,Yes,1999-01-06,54.5
106,house,M000350,Bill,McCollum,1944-07-12,FL,R,Yes,1999-01-06,54.5
106,house,T000038,John,Tanner,1944-09-22,TN,D,Yes,1999-01-06,54.3
106,house,R000258,Bob,Riley,1944-10-03,AL,R,Yes,1999-01-06,54.3
106,house,N000051,George,Nethercutt,1944-10-07,WA,R,Yes,1999-01-06,54.2
106,house,C000640,Michael,Collins,1944-10-15,GA,R,Yes,1999-01-06,54.2
106,house,R000170,Silvestre,Reyes,1944-11-10,TX,D,Yes,1999-01-06,54.2
106,house,G000152,James,Gibbons,1944-12-16,NV,R,Yes,1999-01-06,54.1
106,house,I000055,John,Isakson,1944-12-28,GA,R,No,1999-01-06,54.0
106,house,L000043,Nicholas,Lampson,1945-02-14,TX,D,Yes,1999-01-06,53.9
106,house,C000653,Larry,Combest,1945-03-20,TX,R,Yes,1999-01-06,53.8
106,house,B001227,Robert,Brady,1945-04-07,PA,D,Yes,1999-01-06,53.7
106,house,A000357,Thomas,Allen,1945-04-16,ME,D,Yes,1999-01-06,53.7
106,house,G000544,Charles,Gonzalez,1945-05-05,TX,D,No,1999-01-06,53.7
106,house,M000933,James,Moran,1945-05-16,VA,D,Yes,1999-01-06,53.6
106,house,M000725,George,Miller,1945-05-17,CA,D,Yes,1999-01-06,53.6
106,house,H000528,Walter,Herger,1945-05-20,CA,R,Yes,1999-01-06,53.6
106,house,B000716,Allen,Boyd,1945-06-06,FL,D,Yes,1999-01-06,53.6
106,house,B000619,David,Bonior,1945-06-06,MI,D,Yes,1999-01-06,53.6
106,house,K000180,Carolyn,Kilpatrick,1945-06-25,MI,D,Yes,1999-01-06,53.5
106,house,L000521,William,Luther,1945-06-27,MN,D,Yes,1999-01-06,53.5
106,house,H001029,Robin,Hayes,1945-08-14,NC,R,No,1999-01-06,53.4
106,house,S000094,Thomas,Sawyer,1945-08-15,OH,D,Yes,1999-01-06,53.4
106,house,W000207,Melvin,Watt,1945-08-26,NC,D,Yes,1999-01-06,53.4
106,house,S001144,Christopher,Shays,1945-10-18,CT,R,Yes,1999-01-06,53.2
106,house,M001140,Dennis,Moore,1945-11-08,KS,D,No,1999-01-06,53.2
106,house,L000552,Ray,LaHood,1945-12-06,IL,R,Yes,1999-01-06,53.1
106,house,T000458,Thomas,Tancredo,1945-12-20,CO,R,No,1999-01-06,53.0
106,house,T000424,James,Turner,1946-02-06,TX,D,Yes,1999-01-06,52.9
106,house,M000087,Carolyn,Maloney,1946-02-19,NY,D,Yes,1999-01-06,52.9
106,house,G000180,Wayne,Gilchrest,1946-04-15,MD,R,Yes,1999-01-06,52.7
106,house,F000372,Rodney,Frelinghuysen,1946-04-29,NJ,R,Yes,1999-01-06,52.7
106,house,R000033,James,Ramstad,1946-05-06,MN,R,Yes,1999-01-06,52.7
106,house,C000722,Merrill,Cook,1946-05-06,UT,R,Yes,1999-01-06,52.7
106,house,L000554,Frank,LoBiondo,1946-05-12,NJ,R,Yes,1999-01-06,52.7
106,house,K000009,Marcy,Kaptur,1946-06-17,OH,D,Yes,1999-01-06,52.6
106,house,M000133,Edward,Markey,1946-07-11,MA,D,Yes,1999-01-06,52.5
106,house,L000551,Barbara,Lee,1946-07-16,CA,D,Yes,1999-01-06,52.5
106,house,B000657,Frederick,Boucher,1946-08-01,VA,D,Yes,1999-01-06,52.4
106,house,L000293,Ron,Lewis,1946-09-14,KY,R,Yes,1999-01-06,52.3
106,house,D000399,Lloyd,Doggett,1946-10-06,TX,D,Yes,1999-01-06,52.3
106,house,K000336,Dennis,Kucinich,1946-10-08,OH,D,Yes,1999-01-06,52.2
106,house,G000280,Virgil,Goode,1946-10-17,VA,D,Yes,1999-01-06,52.2
106,house,B000911,Corrine,Brown,1946-11-11,FL,D,Yes,1999-01-06,52.2
106,house,R000515,Bobby,Rush,1946-11-23,IL,D,Yes,1999-01-06,52.1
106,house,C000962,Barbara,Cubin,1946-11-30,WY,R,Yes,1999-01-06,52.1
106,house,R000568,Ciro,Rodriguez,1946-12-09,TX,D,Yes,1999-01-06,52.1
106,house,H000605,Rick,Hill,1946-12-30,MT,R,Yes,1999-01-06,52.0
106,house,B001234,Joe,Baca,1947-01-23,CA,D,No,1999-01-06,52.0
106,house,S001147,Ronnie,Shows,1947-01-26,MS,D,No,1999-01-06,51.9
106,house,K000357,Steven,Kuykendall,1947-01-27,CA,R,No,1999-01-06,51.9
106,house,B000490,Sanford,Bishop,1947-02-04,GA,D,Yes,1999-01-06,51.9
106,house,E000179,Eliot,Engel,1947-02-18,NY,D,Yes,1999-01-06,51.9
106,house,J000070,William,Jefferson,1947-03-14,LA,D,Yes,1999-01-06,51.8
106,house,M000316,Karen,McCarthy,1947-03-18,MO,D,Yes,1999-01-06,51.8
106,house,D000217,Thomas,DeLay,1947-04-08,TX,R,Yes,1999-01-06,51.7
106,house,R000566,Jim,Ryun,1947-04-29,KS,R,Yes,1999-01-06,51.7
106,house,S000185,Robert,Scott,1947-04-30,VA,D,Yes,1999-01-06,51.7
106,house,D000191,Peter,DeFazio,1947-05-27,OR,D,Yes,1999-01-06,51.6
106,house,N000002,Jerrold,Nadler,1947-06-13,NY,D,Yes,1999-01-06,51.6
106,house,W000099,James,Walsh,1947-06-19,NY,R,Yes,1999-01-06,51.6
106,house,R000409,Dana,Rohrabacher,1947-06-21,CA,R,Yes,1999-01-06,51.5
106,house,D000533,John,Duncan,1947-07-21,TN,R,Yes,1999-01-06,51.5
106,house,W000268,W.,Weldon,1947-07-22,PA,R,Yes,1999-01-06,51.5
106,house,C000868,Robert,Cramer,1947-08-22,AL,D,Yes,1999-01-06,51.4
106,house,M000590,Michael,McNulty,1947-09-16,NY,D,Yes,1999-01-06,51.3
106,house,S000672,Victor,Snyder,1947-09-27,AR,D,Yes,1999-01-06,51.3
106,house,G000410,Gene,Green,1947-10-17,TX,D,Yes,1999-01-06,51.2
106,house,P000584,David,Phelps,1947-10-26,IL,D,No,1999-01-06,51.2
106,house,S000583,Lamar,Smith,1947-11-19,TX,R,Yes,1999-01-06,51.1
106,house,L000397,Zoe,Lofgren,1947-12-21,CA,D,Yes,1999-01-06,51.0
106,house,B000013,Spencer,Bachus,1947-12-28,AL,R,Yes,1999-01-06,51.0
106,house,W000654,Robert,Wise,1948-01-06,WV,D,Yes,1999-01-06,51.0
106,house,N000143,Anne,Northup,1948-01-22,KY,R,Yes,1999-01-06,51.0
106,house,T000193,Bennie,Thompson,1948-01-28,MS,D,Yes,1999-01-06,50.9
106,house,C000560,Thomas,Coburn,1948-03-14,OK,R,Yes,1999-01-06,50.8
106,house,C000670,Gary,Condit,1948-04-21,CA,D,Yes,1999-01-06,50.7
106,house,W000315,Robert,Weygand,1948-05-10,RI,D,Yes,1999-01-06,50.7
106,house,U000039,Tom,Udall,1948-05-18,NM,D,No,1999-01-06,50.6
106,house,G000120,Sam,Gejdenson,1948-05-20,CT,D,Yes,1999-01-06,50.6
106,house,B000072,Richard,Baker,1948-05-22,LA,R,Yes,1999-01-06,50.6
106,house,H000981,Duncan,Hunter,1948-05-31,CA,R,Yes,1999-01-06,50.6
106,house,L000111,Tom,Latham,1948-07-14,IA,R,Yes,1999-01-06,50.5
106,house,L000557,John,Larson,1948-07-22,CT,D,No,1999-01-06,50.5
106,house,B000574,Earl,Blumenauer,1948-08-16,OR,D,Yes,1999-01-06,50.4
106,house,B000996,Ed,Bryant,1948-09-07,TN,R,Yes,1999-01-06,50.3
106,house,M000090,James,Maloney,1948-09-17,CT,D,Yes,1999-01-06,50.3
106,house,M000472,John,McHugh,1948-09-29,NY,R,Yes,1999-01-06,50.3
106,house,H001032,Rush,Holt,1948-10-15,NJ,D,No,1999-01-06,50.2
106,house,M001139,Gary,Miller,1948-10-16,CA,R,No,1999-01-06,50.2
106,house,B000644,Robert,Borski,1948-10-20,PA,D,Yes,1999-01-06,50.2
106,house,B000169,Bob,Barr,1948-11-05,GA,R,Yes,1999-01-06,50.2
106,house,D000136,Thomas,Davis,1949-01-05,VA,R,Yes,1999-01-06,50.0
106,house,G000309,Barton,Gordon,1949-01-24,TN,D,Yes,1999-01-06,49.9
106,house,N000015,Richard,Neal,1949-02-14,MA,D,Yes,1999-01-06,49.9
106,house,G000041,Greg,Ganske,1949-03-31,IA,R,Yes,1999-01-06,49.8
106,house,R000011,Nick,Rahall,1949-05-20,WV,D,Yes,1999-01-06,49.6
106,house,V000108,Peter,Visclosky,1949-08-13,IN,D,Yes,1999-01-06,49.4
106,house,J000284,Stephanie,Jones,1949-09-10,OH,D,No,1999-01-06,49.3
106,house,B000213,Joe,Barton,1949-09-15,TX,R,Yes,1999-01-06,49.3
106,house,M000388,James,McCrery,1949-09-18,LA,R,Yes,1999-01-06,49.3
106,house,C000794,Jerry,Costello,1949-09-25,IL,D,Yes,1999-01-06,49.3
106,house,S000275,John,Shadegg,1949-10-22,AZ,R,Yes,1999-01-06,49.2
106,house,B000589,John,Boehner,1949-11-17,OH,R,Yes,1999-01-06,49.1
106,house,B000575,Roy,Blunt,1950-01-10,MO,R,Yes,1999-01-06,49.0
106,house,J000032,Sheila,Jackson Lee,1950-01-12,TX,D,Yes,1999-01-06,49.0
106,house,I000047,Ernest,Istook,1950-02-11,OK,R,Yes,1999-01-06,48.9
106,house,S000770,Debbie,Stabenow,1950-04-29,MI,D,Yes,1999-01-06,48.7
106,house,U000038,Mark,Udall,1950-07-18,CO,D,No,1999-01-06,48.5
106,house,S001143,Mark,Souder,1950-07-18,IN,R,Yes,1999-01-06,48.5
106,house,R000569,Thomas,Reynolds,1950-09-03,NY,R,No,1999-01-06,48.3
106,house,H001031,Joseph,Hoeffel,1950-09-03,PA,D,No,1999-01-06,48.3
106,house,S001148,Michael,Simpson,1950-09-08,ID,R,No,1999-01-06,48.3
106,house,E000172,Jo Ann,Emerson,1950-09-16,MO,R,Yes,1999-01-06,48.3
106,house,C000116,Christopher,Cannon,1950-10-20,UT,R,Yes,1999-01-06,48.2
106,house,D000429,John,Doolittle,1950-10-30,CA,R,Yes,1999-01-06,48.2
106,house,H001014,Asa,Hutchinson,1950-12-03,AR,R,Yes,1999-01-06,48.1
106,house,T000253,Karen,Thurman,1951-01-12,FL,D,Yes,1999-01-06,48.0
106,house,C000984,Elijah,Cummings,1951-01-18,MD,D,Yes,1999-01-06,48.0
106,house,B001231,Shelley,Berkley,1951-01-20,NV,D,No,1999-01-06,48.0
106,house,T000460,Mike,Thompson,1951-01-24,CA,D,No,1999-01-06,48.0
106,house,B000461,Brian,Bilbray,1951-01-28,CA,R,Yes,1999-01-06,47.9
106,house,I000026,Jay,Inslee,1951-02-09,WA,D,No,1999-01-06,47.9
106,house,G000536,Gilbert,Gutknecht,1951-03-20,MN,R,Yes,1999-01-06,47.8
106,house,Q000016,Jack,Quinn,1951-04-13,NY,R,Yes,1999-01-06,47.7
106,house,G000439,James,Greenwood,1951-05-04,PA,R,Yes,1999-01-06,47.7
106,house,P000171,Edward,Pease,1951-05-22,IN,R,Yes,1999-01-06,47.6
106,house,T000260,Todd,Tiahrt,1951-06-15,KS,R,Yes,1999-01-06,47.6
106,house,W000437,Roger,Wicker,1951-07-05,MS,R,Yes,1999-01-06,47.5
106,house,P000555,Deborah,Pryce,1951-07-29,OH,R,Yes,1999-01-06,47.4
106,house,E000250,Lane,Evans,1951-08-04,IL,D,Yes,1999-01-06,47.4
106,house,D000595,Jim,DeMint,1951-09-02,SC,R,No,1999-01-06,47.3
106,house,W000784,Albert,Wynn,1951-09-10,MD,D,Yes,1999-01-06,47.3
106,house,T000266,John,Tierney,1951-09-18,MA,D,Yes,1999-01-06,47.3
106,house,F000349,Bob,Franks,1951-09-21,NJ,R,Yes,1999-01-06,47.3
106,house,K000270,Ron,Klink,1951-09-23,PA,D,Yes,1999-01-06,47.3
106,house,R000487,Edward,Royce,1951-10-12,CA,R,Yes,1999-01-06,47.2
106,house,P000034,Frank,Pallone,1951-10-30,NJ,D,Yes,1999-01-06,47.2
106,house,T000057,Ellen,Tauscher,1951-11-15,CA,D,Yes,1999-01-06,47.1
106,house,E000063,Thomas,Edwards,1951-11-24,TX,D,Yes,1999-01-06,47.1
106,house,B000220,Charles,Bass,1952-01-08,NH,R,Yes,1999-01-06,47.0
106,house,C001037,Michael,Capuano,1952-01-09,MA,D,No,1999-01-06,47.0
106,house,B000134,James,Barcia,1952-02-25,MI,D,Yes,1999-01-06,46.9
106,house,S001045,Bart,Stupak,1952-02-29,MI,D,Yes,1999-01-06,46.9
106,house,K000016,John,Kasich,1952-05-13,OH,R,Yes,1999-01-06,46.7
106,house,D000492,David,Dreier,1952-07-05,CA,R,Yes,1999-01-06,46.5
106,house,R000435,Ileana,Ros-Lehtinen,1952-07-15,FL,R,Yes,1999-01-06,46.5
106,house,F000257,Michael,Forbes,1952-07-16,NY,D,Yes,1999-01-06,46.5
106,house,C000100,Tom,Campbell,1952-08-14,CA,R,Yes,1999-01-06,46.4
106,house,P000422,Earl,Pomeroy,1952-09-02,ND,D,Yes,1999-01-06,46.3
106,house,G000289,Bob,Goodlatte,1952-09-22,VA,R,Yes,1999-01-06,46.3
106,house,S000044,Max,Sandlin,1952-09-29,TX,D,Yes,1999-01-06,46.3
106,house,R000462,Steven,Rothman,1952-10-14,NJ,D,Yes,1999-01-06,46.2
106,house,C000830,C.,Cox,1952-10-16,CA,R,Yes,1999-01-06,46.2
106,house,B000944,Sherrod,Brown,1952-11-09,OH,D,Yes,1999-01-06,46.2
106,house,F000441,Ernest,Fletcher,1952-11-12,KY,R,No,1999-01-06,46.1
106,house,C000266,Steve,Chabot,1953-01-22,OH,R,Yes,1999-01-06,46.0
106,house,S000522,Christopher,Smith,1953-03-04,NJ,R,Yes,1999-01-06,45.8
106,house,V000081,Nydia,Velíçzquez,1953-03-28,NY,D,Yes,1999-01-06,45.8
106,house,U000031,Fred,Upton,1953-04-23,MI,R,Yes,1999-01-06,45.7
106,house,M000477,Scott,McInnis,1953-05-09,CO,R,Yes,1999-01-06,45.7
106,house,C000059,Ken,Calvert,1953-06-08,CA,R,Yes,1999-01-06,45.6
106,house,H001030,Baron,Hill,1953-06-23,IN,D,No,1999-01-06,45.5
106,house,C000071,Dave,Camp,1953-07-09,MI,R,Yes,1999-01-06,45.5
106,house,D000482,Michael,Doyle,1953-08-05,PA,D,Yes,1999-01-06,45.4
106,house,W000267,David,Weldon,1953-08-31,FL,R,Yes,1999-01-06,45.3
106,house,T000074,Gene,Taylor,1953-09-17,MS,D,Yes,1999-01-06,45.3
106,house,M001137,Gregory,Meeks,1953-09-25,NY,D,Yes,1999-01-06,45.3
106,house,H000676,Peter,Hoekstra,1953-10-30,MI,R,Yes,1999-01-06,45.2
106,house,B000177,Thomas,Barrett,1953-12-08,WI,D,Yes,1999-01-06,45.1
106,house,G000535,Luis,Gutií©rrez,1953-12-10,IL,D,Yes,1999-01-06,45.1
106,house,M000639,Robert,Mení©ndez,1954-01-01,NJ,D,Yes,1999-01-06,45.0
106,house,B000617,Henry,Bonilla,1954-01-02,TX,R,Yes,1999-01-06,45.0
106,house,D000424,Calvin,Dooley,1954-01-11,CA,D,Yes,1999-01-06,45.0
106,house,M000934,Jerry,Moran,1954-05-29,KS,R,Yes,1999-01-06,44.6
106,house,C000107,Charles,Canady,1954-06-22,FL,R,Yes,1999-01-06,44.5
106,house,N000081,Robert,Ney,1954-07-05,OH,R,Yes,1999-01-06,44.5
106,house,L000553,Steven,LaTourette,1954-07-22,OH,R,Yes,1999-01-06,44.5
106,house,D000299,Lincoln,Diaz-Balart,1954-08-13,FL,R,Yes,1999-01-06,44.4
106,house,F000238,Mark,Foley,1954-09-08,FL,R,Yes,1999-01-06,44.3
106,house,L000096,Steve,Largent,1954-09-28,OK,R,Yes,1999-01-06,44.3
106,house,S000344,Brad,Sherman,1954-10-24,CA,D,Yes,1999-01-06,44.2
106,house,B000081,John,Baldacci,1955-01-30,ME,D,Yes,1999-01-06,43.9
106,house,M000523,Cynthia,McKinney,1955-03-17,GA,D,Yes,1999-01-06,43.8
106,house,S000250,Pete,Sessions,1955-03-22,TX,R,Yes,1999-01-06,43.8
106,house,W000793,David,Wu,1955-04-08,OR,D,No,1999-01-06,43.7
106,house,B000755,Kevin,Brady,1955-04-11,TX,R,Yes,1999-01-06,43.7
106,house,K000220,Jack,Kingston,1955-04-24,GA,R,Yes,1999-01-06,43.7
106,house,R000004,George,Radanovich,1955-06-20,CA,R,Yes,1999-01-06,43.5
106,house,O000164,Doug,Ose,1955-06-27,CA,R,No,1999-01-06,43.5
106,house,G000359,Lindsey,Graham,1955-07-09,SC,R,Yes,1999-01-06,43.5
106,house,S001149,John,Sweeney,1955-08-09,NY,R,No,1999-01-06,43.4
106,house,B001135,Richard,Burr,1955-11-30,NC,R,Yes,1999-01-06,43.1
106,house,P000449,Robert,Portman,1955-12-19,OH,R,Yes,1999-01-06,43.0
106,house,B001229,Brian,Baird,1956-03-07,WA,D,No,1999-01-06,42.8
106,house,E000187,Philip,English,1956-06-20,PA,R,Yes,1999-01-06,42.5
106,house,M000485,Mike,McIntyre,1956-08-06,NC,D,Yes,1999-01-06,42.4
106,house,T000024,James,Talent,1956-10-18,MO,R,Yes,1999-01-06,42.2
106,house,R000385,Timothy,Roemer,1956-10-30,IN,D,Yes,1999-01-06,42.2
106,house,F000043,Chaka,Fattah,1956-11-21,PA,D,Yes,1999-01-06,42.1
106,house,B000518,Rod,Blagojevich,1956-12-10,IL,D,Yes,1999-01-06,42.1
106,house,R000281,Lynn,Rivers,1956-12-19,MI,D,Yes,1999-01-06,42.0
106,house,M000627,Martin,Meehan,1956-12-30,MA,D,Yes,1999-01-06,42.0
106,house,W000791,Greg,Walden,1957-01-10,OR,R,No,1999-01-06,42.0
106,house,H000712,Tim,Holden,1957-03-05,PA,D,Yes,1999-01-06,41.8
106,house,D000275,Peter,Deutsch,1957-04-01,FL,D,Yes,1999-01-06,41.8
106,house,W000273,Gerald,Weller,1957-07-07,IL,R,Yes,1999-01-06,41.5
106,house,D000197,Diana,DeGette,1957-07-29,CO,D,Yes,1999-01-06,41.4
106,house,A000210,Robert,Andrews,1957-08-04,NJ,D,Yes,1999-01-06,41.4
106,house,R000386,James,Rogan,1957-08-21,CA,R,Yes,1999-01-06,41.4
106,house,D000114,James,Davis,1957-10-11,FL,D,Yes,1999-01-06,41.2
106,house,W000119,Zach,Wamp,1957-10-28,TN,R,Yes,1999-01-06,41.2
106,house,W000210,J.C.,Watts,1957-11-18,OK,R,Yes,1999-01-06,41.1
106,house,E000093,Robert,Ehrlich,1957-11-25,MD,R,Yes,1999-01-06,41.1
106,house,S000018,Matt,Salmon,1958-01-21,AZ,R,Yes,1999-01-06,41.0
106,house,B000287,Xavier,Becerra,1958-01-26,CA,D,Yes,1999-01-06,40.9
106,house,S000364,John,Shimkus,1958-02-21,IL,R,Yes,1999-01-06,40.9
106,house,L000155,Rick,Lazio,1958-03-13,NY,R,Yes,1999-01-06,40.8
106,house,H000948,Kenny,Hulshof,1958-05-22,MO,R,Yes,1999-01-06,40.6
106,house,M000481,David,McIntosh,1958-06-08,IN,R,Yes,1999-01-06,40.6
106,house,H000413,John,Hayworth,1958-07-12,AZ,R,Yes,1999-01-06,40.5
106,house,T000238,Mac,Thornberry,1958-07-15,TX,R,Yes,1999-01-06,40.5
106,house,B001203,Stephen,Buyer,1958-11-26,IN,R,Yes,1999-01-06,40.1
106,house,B000400,Ken,Bentsen,1959-06-03,TX,D,Yes,1999-01-06,39.6
106,house,H000615,Van,Hilleary,1959-06-20,TN,R,Yes,1999-01-06,39.5
106,house,M000312,James,McGovern,1959-11-20,MA,D,Yes,1999-01-06,39.1
106,house,J000110,Christopher,John,1960-01-05,LA,D,Yes,1999-01-06,39.0
106,house,L000491,Frank,Lucas,1960-01-06,OK,R,Yes,1999-01-06,39.0
106,house,S000030,Loretta,Sanchez,1960-01-07,CA,D,Yes,1999-01-06,39.0
106,house,S000051,Marshall,Sanford,1960-05-28,SC,R,Yes,1999-01-06,38.6
106,house,G000545,Mark,Green,1960-06-01,WI,R,No,1999-01-06,38.6
106,house,N000172,James,Nussle,1960-06-27,IA,R,Yes,1999-01-06,38.5
106,house,W000789,Heather,Wilson,1960-12-30,NM,R,Yes,1999-01-06,38.0
106,house,W000314,Robert,Wexler,1961-01-02,FL,D,Yes,1999-01-06,38.0
106,house,T000250,John,Thune,1961-01-07,SD,R,Yes,1999-01-06,38.0
106,house,P000419,Richard,Pombo,1961-01-08,CA,R,Yes,1999-01-06,38.0
106,house,V000127,David,Vitter,1961-05-03,LA,R,No,1999-01-06,37.7
106,house,H000807,John,Hostettler,1961-06-19,IN,R,Yes,1999-01-06,37.5
106,house,B001228,Mary,Bono Mack,1961-10-24,CA,R,Yes,1999-01-06,37.2
106,house,T000461,Patrick,Toomey,1961-11-17,PA,R,No,1999-01-06,37.1
106,house,T000459,Lee,Terry,1962-01-29,NE,R,No,1999-01-06,36.9
106,house,B001230,Tammy,Baldwin,1962-02-11,WI,D,No,1999-01-06,36.9
106,house,C001038,Joseph,Crowley,1962-03-16,NY,D,No,1999-01-06,36.8
106,house,S000112,Bob,Schaffer,1962-07-24,CO,R,Yes,1999-01-06,36.5
106,house,K000188,Ron,Kind,1963-03-16,WI,D,Yes,1999-01-06,35.8
106,house,S000106,Joe,Scarborough,1963-04-09,FL,R,Yes,1999-01-06,35.7
106,house,P000323,Charles,Pickering,1963-08-10,MS,R,Yes,1999-01-06,35.4
106,house,W000792,Anthony,Weiner,1964-09-04,NY,D,No,1999-01-06,34.3
106,house,S001078,John,Sununu,1964-09-10,NH,R,Yes,1999-01-06,34.3
106,house,F000440,Vito,Fossella,1965-03-09,NY,R,Yes,1999-01-06,33.8
106,house,J000283,Jesse,Jackson,1965-03-11,IL,D,Yes,1999-01-06,33.8
106,house,S000510,Adam,Smith,1965-06-15,WA,D,Yes,1999-01-06,33.6
106,house,A000055,Robert,Aderholt,1965-07-22,AL,R,Yes,1999-01-06,33.5
106,house,K000113,Patrick,Kennedy,1967-07-14,RI,D,Yes,1999-01-06,31.5
106,house,R000570,Paul,Ryan,1970-01-29,WI,R,No,1999-01-06,28.9
106,house,F000262,Harold,Ford,1970-05-11,TN,D,Yes,1999-01-06,28.7
106,senate,T000254,Strom,Thurmond,1902-12-05,SC,R,Yes,1999-01-06,96.1
106,senate,B001210,Robert,Byrd,1917-11-20,WV,D,Yes,1999-01-06,81.1
106,senate,R000460,William,Roth Jr.,1921-07-22,DE,R,Yes,1999-01-06,77.5
106,senate,H000463,Jesse,Helms,1921-10-18,NC,R,Yes,1999-01-06,77.2
106,senate,H000725,Ernest,Hollings,1922-01-01,SC,D,Yes,1999-01-06,77.0
106,senate,S000888,Ted,Stevens,1923-11-18,AK,R,Yes,1999-01-06,75.1
106,senate,L000123,Frank,Lautenberg,1924-01-23,NJ,D,Yes,1999-01-06,75.0
106,senate,I000025,Daniel,Inouye,1924-09-07,HI,D,Yes,1999-01-06,74.3
106,senate,A000069,Daniel,Akaka,1924-09-11,HI,D,Yes,1999-01-06,74.3
106,senate,W000154,John,Warner,1927-02-18,VA,R,Yes,1999-01-06,71.9
106,senate,M001054,Daniel,Moynihan,1927-03-16,NY,D,Yes,1999-01-06,71.8
106,senate,G000333,Slade,Gorton,1928-01-08,WA,R,Yes,1999-01-06,71.0
106,senate,S000709,Arlen,Specter,1930-02-12,PA,R,Yes,1999-01-06,68.9
106,senate,B001066,Jim,Bunning,1931-10-23,KY,R,Yes,1999-01-06,67.2
106,senate,K000105,Edward,Kennedy,1932-02-22,MA,D,Yes,1999-01-06,66.9
106,senate,M001141,Zell,Miller,1932-02-24,GA,D,No,1999-01-06,66.9
106,senate,L000504,Richard,Lugar,1932-04-04,IN,R,Yes,1999-01-06,66.8
106,senate,D000407,Pete,Domenici,1932-05-07,NM,R,Yes,1999-01-06,66.7
106,senate,S000064,Paul,Sarbanes,1933-02-03,MD,D,Yes,1999-01-06,65.9
106,senate,T000162,Craig,Thomas,1933-02-17,WY,R,Yes,1999-01-06,65.9
106,senate,M001085,Frank,Murkowski,1933-03-28,AK,R,Yes,1999-01-06,65.8
106,senate,C000077,Ben,Campbell,1933-04-13,CO,R,Yes,1999-01-06,65.7
106,senate,F000062,Dianne,Feinstein,1933-06-22,CA,D,Yes,1999-01-06,65.5
106,senate,G000386,Charles,Grassley,1933-09-17,IA,R,Yes,1999-01-06,65.3
106,senate,B000382,Robert,Bennett,1933-09-18,UT,R,Yes,1999-01-06,65.3
106,senate,H000338,Orrin,Hatch,1934-03-22,UT,R,Yes,1999-01-06,64.8
106,senate,S000320,Richard,Shelby,1934-05-06,AL,R,Yes,1999-01-06,64.7
106,senate,J000072,James,Jeffords,1934-05-11,VT,R,Yes,1999-01-06,64.7
106,senate,L000261,Carl,Levin,1934-06-28,MI,D,Yes,1999-01-06,64.5
106,senate,I000024,James,Inhofe,1934-11-17,OK,R,Yes,1999-01-06,64.1
106,senate,B001126,Conrad,Burns,1935-01-25,MT,R,Yes,1999-01-06,63.9
106,senate,K000305,Herb,Kohl,1935-02-07,WI,D,Yes,1999-01-06,63.9
106,senate,R000307,Pat,Roberts,1936-04-20,KS,R,Yes,1999-01-06,62.7
106,senate,V000126,George,Voinovich,1936-07-15,OH,R,No,1999-01-06,62.5
106,senate,M000702,Barbara,Mikulski,1936-07-20,MD,D,Yes,1999-01-06,62.5
