congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
109,house,B000213,Joe,Linus,Barton,,1949-09-15,TX,R,Yes,2005-01-04,55.3
109,house,M000388,James,O.,McCrery,III,1949-09-18,LA,R,Yes,2005-01-04,55.3
109,house,C000794,Jerry,F.,Costello,,1949-09-25,IL,D,Yes,2005-01-04,55.3
109,house,S000275,John,B.,Shadegg,,1949-10-22,AZ,R,Yes,2005-01-04,55.2
109,house,B000589,John,A.,Boehner,,1949-11-17,OH,R,Yes,2005-01-04,55.1
109,house,D000605,Thelma,D.,Drake,,1949-11-20,VA,R,No,2005-01-04,55.1
109,house,N000182,Randy,,Neugebauer,,1949-12-24,TX,R,Yes,2005-01-04,55.0
109,house,B000575,Roy,,Blunt,,1950-01-10,MO,R,Yes,2005-01-04,55.0
109,house,J000032,Sheila,,Jackson Lee,,1950-01-12,TX,D,Yes,2005-01-04,55.0
109,house,I000047,Ernest,J.,Istook,Jr.,1950-02-11,OK,R,Yes,2005-01-04,54.9
109,house,W000796,Lynn,A.,Westmoreland,,1950-04-02,GA,R,No,2005-01-04,54.8
109,house,B001242,Timothy,H.,Bishop,,1950-06-01,NY,D,Yes,2005-01-04,54.6
109,house,D000597,Jo Ann,S.,Davis,,1950-06-29,VA,R,Yes,2005-01-04,54.5
109,house,U000038,Mark,E.,Udall,,1950-07-18,CO,D,Yes,2005-01-04,54.5
109,house,S001143,Mark,Edward,Souder,,1950-07-18,IN,R,Yes,2005-01-04,54.5
109,house,R000578,David,G.,Reichert,,1950-08-29,WA,R,No,2005-01-04,54.4
109,house,R000569,Thomas,M.,Reynolds,,1950-09-03,NY,R,Yes,2005-01-04,54.3
109,house,S001148,Michael,K.,Simpson,,1950-09-08,ID,R,Yes,2005-01-04,54.3
109,house,E000172,Jo Ann,H.,Emerson,,1950-09-16,MO,R,Yes,2005-01-04,54.3
109,house,C000116,Christopher,B.,Cannon,,1950-10-20,UT,R,Yes,2005-01-04,54.2
109,house,D000429,John,T.,Doolittle,,1950-10-30,CA,R,Yes,2005-01-04,54.2
109,house,B001236,John,,Boozman,,1950-12-10,AR,R,Yes,2005-01-04,54.1
109,house,B001248,Michael,C.,Burgess,,1950-12-23,TX,R,Yes,2005-01-04,54.0
109,house,C000984,Elijah,E.,Cummings,,1951-01-18,MD,D,Yes,2005-01-04,54.0
109,house,B001231,Shelley,,Berkley,,1951-01-20,NV,D,Yes,2005-01-04,54.0
109,house,T000460,Mike,Michael,Thompson,,1951-01-24,CA,D,Yes,2005-01-04,53.9
109,house,S001165,Albio,,Sires,,1951-01-26,NJ,D,No,2005-01-04,53.9
109,house,B000461,Brian,P.,Bilbray,,1951-01-28,CA,R,No,2005-01-04,53.9
109,house,I000026,Jay,,Inslee,,1951-02-09,WA,D,Yes,2005-01-04,53.9
109,house,M001158,Kenny,Ewell,Marchant,,1951-02-23,TX,R,No,2005-01-04,53.9
109,house,G000536,Gilbert,W.,Gutknecht,,1951-03-20,MN,R,Yes,2005-01-04,53.8
109,house,M001160,Gwen,,Moore,,1951-04-18,WI,D,No,2005-01-04,53.7
109,house,T000260,Todd,,Tiahrt,,1951-06-15,KS,R,Yes,2005-01-04,53.6
109,house,W000437,Roger,F.,Wicker,,1951-07-05,MS,R,Yes,2005-01-04,53.5
109,house,B001250,Rob,,Bishop,,1951-07-13,UT,R,Yes,2005-01-04,53.5
109,house,P000555,Deborah,D.,Pryce,,1951-07-29,OH,R,Yes,2005-01-04,53.4
109,house,E000250,Lane,A.,Evans,,1951-08-04,IL,D,Yes,2005-01-04,53.4
109,house,W000784,Albert,Russell,Wynn,,1951-09-10,MD,D,Yes,2005-01-04,53.3
109,house,T000266,John,F.,Tierney,,1951-09-18,MA,D,Yes,2005-01-04,53.3
109,house,R000487,Edward,R.,Royce,,1951-10-12,CA,R,Yes,2005-01-04,53.2
109,house,P000034,Frank,J.,Pallone,Jr.,1951-10-30,NJ,D,Yes,2005-01-04,53.2
109,house,T000057,Ellen,O.,Tauscher,,1951-11-15,CA,D,Yes,2005-01-04,53.1
109,house,E000063,Thomas,,Edwards,,1951-11-24,TX,D,Yes,2005-01-04,53.1
109,house,S001164,Jean,,Schmidt,,1951-11-29,OH,R,No,2005-01-04,53.1
109,house,B000220,Charles,F.,Bass,,1952-01-08,NH,R,Yes,2005-01-04,53.0
109,house,C001037,Michael,E.,Capuano,,1952-01-09,MA,D,Yes,2005-01-04,53.0
109,house,F000445,J.,Randy,Forbes,,1952-02-17,VA,R,Yes,2005-01-04,52.9
109,house,S001045,Bart,T.,Stupak,,1952-02-29,MI,D,Yes,2005-01-04,52.8
109,house,C001059,Jim,,Costa,,1952-04-13,CA,D,No,2005-01-04,52.7
109,house,B001243,Marsha,W.,Blackburn,,1952-06-06,TN,R,Yes,2005-01-04,52.6
109,house,D000492,David,T.,Dreier,,1952-07-05,CA,R,Yes,2005-01-04,52.5
109,house,R000435,Ileana,,Ros-Lehtinen,,1952-07-15,FL,R,Yes,2005-01-04,52.5
109,house,P000422,Earl,Ralph,Pomeroy,,1952-09-02,ND,D,Yes,2005-01-04,52.3
109,house,M001151,Tim,,Murphy,,1952-09-11,PA,R,Yes,2005-01-04,52.3
109,house,G000289,Bob,W.,Goodlatte,,1952-09-22,VA,R,Yes,2005-01-04,52.3
109,house,C001055,Ed,,Case,,1952-09-27,HI,D,Yes,2005-01-04,52.3
109,house,R000462,Steven,R.,Rothman,,1952-10-14,NJ,D,Yes,2005-01-04,52.2
109,house,C000830,C.,Christopher,Cox,,1952-10-16,CA,R,Yes,2005-01-04,52.2
109,house,B001246,Jeb,E.,Bradley,,1952-10-20,NH,R,Yes,2005-01-04,52.2
109,house,B000944,Sherrod,,Brown,,1952-11-09,OH,D,Yes,2005-01-04,52.2
109,house,C000266,Steve,J.,Chabot,,1953-01-22,OH,R,Yes,2005-01-04,52.0
109,house,S000522,Christopher,H.,Smith,,1953-03-04,NJ,R,Yes,2005-01-04,51.8
109,house,V000081,Nydia,M.,Velázquez,,1953-03-28,NY,D,Yes,2005-01-04,51.8
109,house,U000031,Fred,Stephen,Upton,,1953-04-23,MI,R,Yes,2005-01-04,51.7
109,house,M001154,R.,Bradley,Miller,,1953-05-19,NC,D,Yes,2005-01-04,51.6
109,house,C000059,Ken,S.,Calvert,,1953-06-08,CA,R,Yes,2005-01-04,51.6
109,house,S001166,Shelley,,Sekula-Gibbs,,1953-06-22,TX,R,No,2005-01-04,51.5
109,house,C000071,Dave,Lee,Camp,,1953-07-09,MI,R,Yes,2005-01-04,51.5
109,house,S001158,John,Tony,Salazar,,1953-07-21,CO,D,No,2005-01-04,51.5
109,house,D000482,Michael,F.,Doyle,Jr.,1953-08-05,PA,D,Yes,2005-01-04,51.4
109,house,G000552,Louie,B.,Gohmert,Jr.,1953-08-18,TX,R,No,2005-01-04,51.4
109,house,W000267,David,J.,Weldon,Jr.,1953-08-31,FL,R,Yes,2005-01-04,51.3
109,house,T000074,Gene,,Taylor,,1953-09-17,MS,D,Yes,2005-01-04,51.3
109,house,M001137,Gregory,W.,Meeks,,1953-09-25,NY,D,Yes,2005-01-04,51.3
109,house,H000676,Peter,,Hoekstra,,1953-10-30,MI,R,Yes,2005-01-04,51.2
109,house,I000056,Darrell,E.,Issa,,1953-11-01,CA,R,Yes,2005-01-04,51.2
109,house,C001047,Shelley,Moore,Capito,,1953-11-26,WV,R,Yes,2005-01-04,51.1
109,house,G000535,Luis,V.,Gutiérrez,,1953-12-10,IL,D,Yes,2005-01-04,51.1
109,house,M000639,Robert,,Menéndez,,1954-01-01,NJ,D,Yes,2005-01-04,51.0
109,house,B000617,Henry,,Bonilla,,1954-01-02,TX,R,Yes,2005-01-04,51.0
109,house,M001150,Candice,S.,Miller,,1954-05-07,MI,R,Yes,2005-01-04,50.7
109,house,M000934,Jerry,,Moran,,1954-05-29,KS,R,Yes,2005-01-04,50.6
109,house,C000754,Jim,,Cooper,,1954-06-19,TN,D,Yes,2005-01-04,50.5
109,house,N000081,Robert,William,Ney,,1954-07-05,OH,R,Yes,2005-01-04,50.5
109,house,M001143,Betty,Louise,McCollum,,1954-07-12,MN,D,Yes,2005-01-04,50.5
109,house,L000553,Steven,C.,LaTourette,,1954-07-22,OH,R,Yes,2005-01-04,50.5
109,house,D000299,Lincoln,,Diaz-Balart,,1954-08-13,FL,R,Yes,2005-01-04,50.4
109,house,F000238,Mark,Adam,Foley,,1954-09-08,FL,R,Yes,2005-01-04,50.3
109,house,P000591,Tom,,Price,,1954-10-08,GA,R,No,2005-01-04,50.2
109,house,S000344,Brad,J.,Sherman,,1954-10-24,CA,D,Yes,2005-01-04,50.2
109,house,M001149,Michael,H.,Michaud,,1955-01-18,ME,D,Yes,2005-01-04,50.0
109,house,G000549,Jim,,Gerlach,,1955-02-25,PA,R,Yes,2005-01-04,49.9
109,house,M000523,Cynthia,,McKinney,,1955-03-17,GA,D,No,2005-01-04,49.8
109,house,S000250,Pete,A.,Sessions,,1955-03-22,TX,R,Yes,2005-01-04,49.8
109,house,L000562,Stephen,F.,Lynch,,1955-03-31,MA,D,Yes,2005-01-04,49.8
109,house,W000793,David,,Wu,,1955-04-08,OR,D,Yes,2005-01-04,49.7
109,house,B000755,Kevin,P.,Brady,,1955-04-11,TX,R,Yes,2005-01-04,49.7
109,house,K000220,Jack,,Kingston,,1955-04-24,GA,R,Yes,2005-01-04,49.7
109,house,P000589,Jon,Christopher,Porter,Sr.,1955-05-16,NV,R,Yes,2005-01-04,49.6
109,house,R000004,George,P.,Radanovich,,1955-06-20,CA,R,Yes,2005-01-04,49.5
109,house,C001064,John,Bayard Taylor,Campbell,III,1955-07-19,CA,R,No,2005-01-04,49.5
109,house,S001149,John,E.,Sweeney,,1955-08-09,NY,R,Yes,2005-01-04,49.4
109,house,C001063,Henry,,Cuellar,,1955-09-19,TX,D,No,2005-01-04,49.3
109,house,R000571,Dennis,,Rehberg,,1955-10-05,MT,R,Yes,2005-01-04,49.3
109,house,B001252,John,,Barrow,,1955-10-31,GA,D,No,2005-01-04,49.2
109,house,P000449,Robert,J.,Portman,,1955-12-19,OH,R,Yes,2005-01-04,49.0
109,house,B001255,Charles,W.,Boustany,Jr.,1956-02-21,LA,R,No,2005-01-04,48.9
109,house,B001229,Brian,N.,Baird,,1956-03-07,WA,D,Yes,2005-01-04,48.8
109,house,E000187,Philip,,English,,1956-06-20,PA,R,Yes,2005-01-04,48.5
109,house,C001049,Wm.,Lacy,Clay,Jr.,1956-07-27,MO,D,Yes,2005-01-04,48.4
109,house,M000485,Mike,,McIntyre,,1956-08-06,NC,D,Yes,2005-01-04,48.4
109,house,C001048,John,Abney,Culberson,,1956-08-24,TX,R,Yes,2005-01-04,48.4
109,house,F000043,Chaka,,Fattah,,1956-11-21,PA,D,Yes,2005-01-04,48.1
109,house,M000627,Martin,T.,Meehan,,1956-12-30,MA,D,Yes,2005-01-04,48.0
109,house,W000791,Greg,P.,Walden,,1957-01-10,OR,R,Yes,2005-01-04,48.0
109,house,H000712,Tim,,Holden,,1957-03-05,PA,D,Yes,2005-01-04,47.8
109,house,H001035,Katherine,,Harris,,1957-04-05,FL,R,Yes,2005-01-04,47.8
109,house,K000358,Mark,R.,Kennedy,,1957-04-11,MN,R,Yes,2005-01-04,47.7
109,house,H001036,Jeb,,Hensarling,,1957-05-29,TX,R,Yes,2005-01-04,47.6
109,house,F000448,Trent,,Franks,,1957-06-19,AZ,R,Yes,2005-01-04,47.5
109,house,W000273,Gerald,C.,Weller,,1957-07-07,IL,R,Yes,2005-01-04,47.5
109,house,D000197,Diana,L.,DeGette,,1957-07-29,CO,D,Yes,2005-01-04,47.4
109,house,A000210,Robert,E.,Andrews,,1957-08-04,NJ,D,Yes,2005-01-04,47.4
109,house,D000114,James,,Davis,,1957-10-11,FL,D,Yes,2005-01-04,47.2
109,house,S001153,Hilda,L.,Solis,,1957-10-20,CA,D,Yes,2005-01-04,47.2
109,house,W000119,Zach,,Wamp,,1957-10-28,TN,R,Yes,2005-01-04,47.2
109,house,B000287,Xavier,,Becerra,,1958-01-26,CA,D,Yes,2005-01-04,46.9
109,house,S000364,John,M.,Shimkus,,1958-02-21,IL,R,Yes,2005-01-04,46.9
109,house,F000447,Tom,C.,Feeney,,1958-05-21,FL,R,Yes,2005-01-04,46.6
109,house,H000948,Kenny,C.,Hulshof,,1958-05-22,MO,R,Yes,2005-01-04,46.6
109,house,I000057,Steve,J.,Israel,,1958-05-30,NY,D,Yes,2005-01-04,46.6
109,house,R000574,Rick,,Renzi,,1958-06-11,AZ,R,Yes,2005-01-04,46.6
109,house,C001060,Russ,,Carnahan,,1958-07-10,MO,D,No,2005-01-04,46.5
109,house,H000413,John,D.,Hayworth,Jr.,1958-07-12,AZ,R,Yes,2005-01-04,46.5
109,house,T000238,Mac,M.,Thornberry,,1958-07-15,TX,R,Yes,2005-01-04,46.5
109,house,R000575,Mike,,Rogers,,1958-07-16,AL,R,Yes,2005-01-04,46.5
109,house,D000603,Geoff,,Davis,,1958-10-26,KY,R,No,2005-01-04,46.2
109,house,B001203,Stephen,E.,Buyer,,1958-11-26,IN,R,Yes,2005-01-04,46.1
109,house,V000128,Chris,,Van Hollen,Jr.,1959-01-10,MD,D,Yes,2005-01-04,46.0
109,house,C001050,Dennis,A.,Cardoza,,1959-03-31,CA,D,Yes,2005-01-04,45.8
109,house,P000587,Mike,,Pence,,1959-06-07,IN,R,Yes,2005-01-04,45.6
109,house,M001144,Jeff,,Miller,,1959-06-27,FL,R,Yes,2005-01-04,45.5
109,house,G000548,Scott,,Garrett,,1959-07-09,NJ,R,Yes,2005-01-04,45.5
109,house,C001058,Ben,,Chandler,,1959-09-12,KY,D,Yes,2005-01-04,45.3
109,house,K000360,Mark,Steven,Kirk,,1959-09-15,IL,R,Yes,2005-01-04,45.3
109,house,H001038,Brian,M.,Higgins,,1959-10-06,NY,D,No,2005-01-04,45.2
109,house,I000023,Bob,,Inglis,,1959-10-11,SC,R,No,2005-01-04,45.2
109,house,B001244,Jo,,Bonner,,1959-11-19,AL,R,Yes,2005-01-04,45.1
109,house,M000312,James,P.,McGovern,,1959-11-20,MA,D,Yes,2005-01-04,45.1
109,house,E000287,Rahm,,Emanuel,,1959-11-29,IL,D,Yes,2005-01-04,45.1
109,house,L000491,Frank,D.,Lucas,,1960-01-06,OK,R,Yes,2005-01-04,45.0
109,house,S000030,Loretta,B.,Sanchez,,1960-01-07,CA,D,Yes,2005-01-04,45.0
109,house,T000463,Michael,R.,Turner,,1960-01-11,OH,R,Yes,2005-01-04,45.0
109,house,M001142,Jim,,Matheson,,1960-03-21,UT,D,Yes,2005-01-04,44.8
109,house,D000604,Charles,W.,Dent,,1960-05-24,PA,R,No,2005-01-04,44.6
109,house,G000545,Mark,A.,Green,,1960-06-01,WI,R,Yes,2005-01-04,44.6
109,house,S001150,Adam,B.,Schiff,,1960-06-22,CA,D,Yes,2005-01-04,44.5
109,house,N000172,James,Allen,Nussle,,1960-06-27,IA,R,Yes,2005-01-04,44.5
109,house,F000449,Jeff,Lane,Fortenberry,,1960-12-27,NE,R,No,2005-01-04,44.0
109,house,W000789,Heather,A.,Wilson,,1960-12-30,NM,R,Yes,2005-01-04,44.0
109,house,W000314,Robert,,Wexler,,1961-01-02,FL,D,Yes,2005-01-04,44.0
109,house,P000419,Richard,W.,Pombo,,1961-01-08,CA,R,Yes,2005-01-04,44.0
109,house,S001154,Bill,,Shuster,,1961-01-10,PA,R,Yes,2005-01-04,44.0
109,house,B001239,James,Gresham,Barrett,,1961-02-14,SC,R,Yes,2005-01-04,43.9
109,house,H000807,John,Nathan,Hostettler,,1961-06-19,IN,R,Yes,2005-01-04,43.5
109,house,R000573,Mike,,Ross,,1961-08-02,AR,D,Yes,2005-01-04,43.4
109,house,D000600,Mario,,Diaz-Balart,,1961-09-25,FL,R,Yes,2005-01-04,43.3
109,house,B001228,Mary,Whitaker,Bono Mack,,1961-10-24,CA,R,Yes,2005-01-04,43.2
109,house,M001157,Michael,T.,McCaul,,1962-01-14,TX,R,No,2005-01-04,43.0
109,house,B001253,Melissa,L.,Bean,,1962-01-22,IL,D,No,2005-01-04,43.0
109,house,T000459,Lee,R.,Terry,,1962-01-29,NE,R,Yes,2005-01-04,42.9
109,house,B001230,Tammy,,Baldwin,,1962-02-11,WI,D,Yes,2005-01-04,42.9
109,house,C001052,Chris,,Chocola,,1962-02-24,IN,R,Yes,2005-01-04,42.9
109,house,P000585,Todd,R.,Platts,,1962-03-05,PA,R,Yes,2005-01-04,42.8
109,house,C001038,Joseph,,Crowley,,1962-03-16,NY,D,Yes,2005-01-04,42.8
109,house,H001033,Melissa,A.,Hart,,1962-04-04,PA,R,Yes,2005-01-04,42.8
109,house,T000462,Patrick,J.,Tiberi,,1962-10-21,OH,R,Yes,2005-01-04,42.2
109,house,F000444,Jeff,,Flake,,1962-12-31,AZ,R,Yes,2005-01-04,42.0
109,house,K000188,Ron,James,Kind,,1963-03-16,WI,D,Yes,2005-01-04,41.8
109,house,R000572,Mike,,Rogers,,1963-06-02,MI,R,Yes,2005-01-04,41.6
109,house,C001046,Eric,I.,Cantor,,1963-06-06,VA,R,Yes,2005-01-04,41.6
109,house,F000451,Michael,G.,Fitzpatrick,,1963-06-28,PA,R,No,2005-01-04,41.5
109,house,P000323,Charles,W.,Pickering,Jr.,1963-08-10,MS,R,Yes,2005-01-04,41.4
109,house,G000546,Sam,B.,Graves,,1963-11-07,MO,R,Yes,2005-01-04,41.2
109,house,L000559,James,R.,Langevin,,1964-04-22,RI,D,Yes,2005-01-04,40.7
109,house,W000792,Anthony,David,Weiner,,1964-09-04,NY,D,Yes,2005-01-04,40.3
109,house,K000361,Ric,,Keller,,1964-09-05,FL,R,Yes,2005-01-04,40.3
109,house,S001155,John,A.,Sullivan,,1965-01-01,OK,R,Yes,2005-01-04,40.0
109,house,F000440,Vito,J.,Fossella,Jr.,1965-03-09,NY,R,Yes,2005-01-04,39.8
109,house,J000283,Jesse,Louis,Jackson,Jr.,1965-03-11,IL,D,Yes,2005-01-04,39.8
109,house,L000560,Rick,,Larsen,,1965-06-15,WA,D,Yes,2005-01-04,39.6
109,house,S000510,Adam,,Smith,,1965-06-15,WA,D,Yes,2005-01-04,39.6
109,house,A000055,Robert,B.,Aderholt,,1965-07-22,AL,R,Yes,2005-01-04,39.5
109,house,M001147,Thaddeus,G.,McCotter,,1965-08-22,MI,R,Yes,2005-01-04,39.4
109,house,L000563,Daniel,William,Lipinski,,1966-07-15,IL,D,No,2005-01-04,38.5
109,house,M001148,Kendrick,Brett,Meek,,1966-09-06,FL,D,Yes,2005-01-04,38.3
109,house,W000797,Debbie,,Wasserman Schultz,,1966-09-27,FL,D,No,2005-01-04,38.3
109,house,K000113,Patrick,Joseph,Kennedy,,1967-07-14,RI,D,Yes,2005-01-04,37.5
109,house,M001155,Connie,,Mack,IV,1967-08-12,FL,R,No,2005-01-04,37.4
109,house,D000602,Artur,,Davis,,1967-10-09,AL,D,Yes,2005-01-04,37.2
109,house,S001156,Linda,T.,Sánchez,,1969-01-28,CA,D,Yes,2005-01-04,35.9
109,house,M001159,Cathy,,McMorris Rodgers,,1969-05-22,WA,R,No,2005-01-04,35.6
109,house,R000570,Paul,D.,Ryan,,1970-01-29,WI,R,Yes,2005-01-04,34.9
109,house,F000262,Harold,E.,Ford,Jr.,1970-05-11,TN,D,Yes,2005-01-04,34.7
109,house,F000443,Michael,,Ferguson,,1970-06-22,NJ,R,Yes,2005-01-04,34.5
109,house,H001037,Stephanie,,Herseth Sandlin,,1970-12-03,SD,D,Yes,2005-01-04,34.1
109,house,J000287,Bobby,,Jindal,,1971-06-10,LA,R,No,2005-01-04,33.6
109,house,R000577,Tim,J.,Ryan,,1973-07-16,OH,D,Yes,2005-01-04,31.5
109,house,B001254,Dan,,Boren,,1973-08-02,OK,D,No,2005-01-04,31.4
109,house,N000181,Devin,G.,Nunes,,1973-10-01,CA,R,Yes,2005-01-04,31.3
109,house,P000586,Adam,H.,Putnam,,1974-07-31,FL,R,Yes,2005-01-04,30.4
109,house,M001156,Patrick,T.,McHenry,,1975-10-22,NC,R,No,2005-01-04,29.2
109,senate,B001210,Robert,C.,Byrd,,1917-11-20,WV,D,Yes,2005-01-04,87.1
109,senate,S000888,Ted,F.,Stevens,,1923-11-18,AK,R,Yes,2005-01-04,81.1
109,senate,L000123,Frank,R.,Lautenberg,,1924-01-23,NJ,D,Yes,2005-01-04,81.0
109,senate,I000025,Daniel,K.,Inouye,,1924-09-07,HI,D,Yes,2005-01-04,80.3
109,senate,A000069,Daniel,Kahikina,Akaka,,1924-09-11,HI,D,Yes,2005-01-04,80.3
109,senate,W000154,John,W.,Warner,,1927-02-18,VA,R,Yes,2005-01-04,77.9
109,senate,S000709,Arlen,,Specter,,1930-02-12,PA,R,Yes,2005-01-04,74.9
109,senate,B001066,Jim,,Bunning,,1931-10-23,KY,R,Yes,2005-01-04,73.2
109,senate,K000105,Edward,M.,Kennedy,,1932-02-22,MA,D,Yes,2005-01-04,72.9
109,senate,L000504,Richard,G.,Lugar,,1932-04-04,IN,R,Yes,2005-01-04,72.8
109,senate,D000407,Pete,V.,Domenici,,1932-05-07,NM,R,Yes,2005-01-04,72.7
109,senate,S000064,Paul,S.,Sarbanes,,1933-02-03,MD,D,Yes,2005-01-04,71.9
109,senate,T000162,Craig,,Thomas,,1933-02-17,WY,R,Yes,2005-01-04,71.9
109,senate,F000062,Dianne,,Feinstein,,1933-06-22,CA,D,Yes,2005-01-04,71.5
109,senate,G000386,Charles,E.,Grassley,,1933-09-17,IA,R,Yes,2005-01-04,71.3
109,senate,B000382,Robert,F.,Bennett,,1933-09-18,UT,R,Yes,2005-01-04,71.3
109,senate,H000338,Orrin,G.,Hatch,,1934-03-22,UT,R,Yes,2005-01-04,70.8
109,senate,S000320,Richard,C.,Shelby,,1934-05-06,AL,R,Yes,2005-01-04,70.7
109,senate,J000072,James,M.,Jeffords,,1934-05-11,VT,I,Yes,2005-01-04,70.7
109,senate,L000261,Carl,,Levin,,1934-06-28,MI,D,Yes,2005-01-04,70.5
109,senate,I000024,James,M.,Inhofe,,1934-11-17,OK,R,Yes,2005-01-04,70.1
109,senate,B001126,Conrad,,Burns,,1935-01-25,MT,R,Yes,2005-01-04,69.9
109,senate,K000305,Herbert,H.,Kohl,,1935-02-07,WI,D,Yes,2005-01-04,69.9
109,senate,R000307,Pat,,Roberts,,1936-04-20,KS,R,Yes,2005-01-04,68.7
109,senate,V000126,George,V.,Voinovich,,1936-07-15,OH,R,Yes,2005-01-04,68.5
109,senate,M000702,Barbara,A.,Mikulski,,1936-07-20,MD,D,Yes,2005-01-04,68.5
109,senate,D000601,Elizabeth,H.,Dole,,1936-07-29,NC,R,Yes,2005-01-04,68.4
109,senate,M000303,John,S.,McCain,,1936-08-29,AZ,R,Yes,2005-01-04,68.4
109,senate,R000361,John,D.,Rockefeller,IV,1937-06-18,WV,D,Yes,2005-01-04,67.5
109,senate,C000567,Thad,,Cochran,,1937-12-07,MS,R,Yes,2005-01-04,67.1
109,senate,B000611,Christopher,S.,Bond,,1939-03-06,MO,R,Yes,2005-01-04,65.8
109,senate,H000206,Thomas,,Harkin,,1939-11-19,IA,D,Yes,2005-01-04,65.1
109,senate,R000146,Harry,M.,Reid,,1939-12-02,NV,D,Yes,2005-01-04,65.1
109,senate,L000174,Patrick,J.,Leahy,,1940-03-31,VT,D,Yes,2005-01-04,64.8
109,senate,A000360,Lamar,,Alexander,,1940-07-03,TN,R,Yes,2005-01-04,64.5
109,senate,B000711,Barbara,,Boxer,,1940-11-11,CA,D,Yes,2005-01-04,64.1
109,senate,N000180,Ben,E.,Nelson,,1941-05-17,NE,D,Yes,2005-01-04,63.6
109,senate,L000447,Trent,,Lott,,1941-10-09,MS,R,Yes,2005-01-04,63.2
109,senate,B000243,Max,S.,Baucus,,1941-12-11,MT,D,Yes,2005-01-04,63.1
109,senate,M000355,Mitch,,McConnell,,1942-02-20,KY,R,Yes,2005-01-04,62.9
109,senate,L000304,Joseph,I.,Lieberman,,1942-02-24,CT,D,Yes,2005-01-04,62.9
109,senate,K000352,Jon,,Kyl,,1942-04-25,AZ,R,Yes,2005-01-04,62.7
109,senate,D000432,Byron,L.,Dorgan,,1942-05-14,ND,D,Yes,2005-01-04,62.6
109,senate,N000032,Bill,,Nelson,,1942-09-29,FL,D,Yes,2005-01-04,62.3
109,senate,B000444,Joseph,R.,Biden,Jr.,1942-11-20,DE,D,Yes,2005-01-04,62.1
109,senate,H001016,Kay,Bailey,Hutchison,,1943-07-22,TX,R,Yes,2005-01-04,61.5
109,senate,B000468,Jeff,,Bingaman,,1943-10-03,NM,D,Yes,2005-01-04,61.3
109,senate,C000286,Saxby,,Chambliss,,1943-11-10,GA,R,Yes,2005-01-04,61.2
109,senate,A000109,Wayne,A.,Allard,,1943-12-02,CO,R,Yes,2005-01-04,61.1
109,senate,K000148,John,Forbes,Kerry,,1943-12-11,MA,D,Yes,2005-01-04,61.1
109,senate,E000285,Michael,B.,Enzi,,1944-02-01,WY,R,Yes,2005-01-04,60.9
109,senate,D000388,Christopher,J.,Dodd,,1944-05-27,CT,D,Yes,2005-01-04,60.6
109,senate,D000563,Richard,J.,Durbin,,1944-11-21,IL,D,Yes,2005-01-04,60.1
109,senate,I000055,John,H.,Isakson,,1944-12-28,GA,R,Yes,2005-01-04,60.0
109,senate,C000858,Larry,E.,Craig,,1945-07-20,ID,R,Yes,2005-01-04,59.5
109,senate,H001028,Charles,T.,Hagel,,1946-10-04,NE,R,Yes,2005-01-04,58.3
109,senate,M001162,Mel,,Martinez,,1946-10-23,FL,R,No,2005-01-04,58.2
109,senate,S001141,Jefferson,B.,Sessions,,1946-12-24,AL,R,Yes,2005-01-04,58.0
109,senate,J000177,Tim,P.,Johnson,,1946-12-28,SD,D,Yes,2005-01-04,58.0
109,senate,C001042,Jon,Stevens,Corzine,,1947-01-01,NJ,D,Yes,2005-01-04,58.0
109,senate,D000294,Michael,,DeWine,,1947-01-05,OH,R,Yes,2005-01-04,58.0
109,senate,C000174,Thomas,Richard,Carper,,1947-01-23,DE,D,Yes,2005-01-04,57.9
109,senate,D000596,Mark,,Dayton,,1947-01-26,MN,D,Yes,2005-01-04,57.9
109,senate,G000445,Judd,A.,Gregg,,1947-02-14,NH,R,Yes,2005-01-04,57.9
109,senate,S000663,Olympia,J.,Snowe,,1947-02-21,ME,R,Yes,2005-01-04,57.9
109,senate,C001041,Hillary,Rodham,Clinton,,1947-10-26,NY,D,Yes,2005-01-04,57.2
109,senate,C000705,Kent,Kent,Conrad,,1948-03-12,ND,D,Yes,2005-01-04,56.8
109,senate,C000560,Thomas,A.,Coburn,,1948-03-14,OK,R,No,2005-01-04,56.8
109,senate,W000779,Ron,,Wyden,,1949-05-03,OR,D,Yes,2005-01-04,55.7
109,senate,C001057,Norm,,Coleman,,1949-08-17,MN,R,Yes,2005-01-04,55.4
109,senate,R000122,John,F.,Reed,,1949-11-12,RI,D,Yes,2005-01-04,55.1
109,senate,S000770,Debbie,Ann,Stabenow,,1950-04-29,MI,D,Yes,2005-01-04,54.7
109,senate,M001111,Patty,,Murray,,1950-10-11,WA,D,Yes,2005-01-04,54.2
109,senate,S000148,Charles,E.,Schumer,,1950-11-23,NY,D,Yes,2005-01-04,54.1
109,senate,C000880,Michael,D.,Crapo,,1951-05-20,ID,R,Yes,2005-01-04,53.6
109,senate,D000595,Jim,W.,DeMint,,1951-09-02,SC,R,Yes,2005-01-04,53.3
109,senate,C001056,John,,Cornyn,,1952-02-02,TX,R,Yes,2005-01-04,52.9
109,senate,F000439,William,H.,Frist,,1952-02-22,TN,R,Yes,2005-01-04,52.9
