RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,What is typically the main dish at your Thanksgiving dinner? - Other (please specify),How is the main dish typically cooked?,How is the main dish typically cooked? - Other (please specify),What kind of stuffing/dressing do you typically have?,What kind of stuffing/dressing do you typically have? - Other (please specify),What type of cranberry saucedo you typically have?,What type of cranberry saucedo you typically have? - Other (please specify),Do you typically have gravy?,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Brussel sprouts,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Carrots,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cauliflower,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Corn,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cornbread,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Fruit salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Green beans/green bean casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Macaroni and cheese,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Mashed potatoes,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Rolls/biscuits,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Squash,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Vegetable salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Yams/sweet potato casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Apple,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Buttermilk,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Cherry,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Chocolate,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Coconut cream,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Key lime,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Peach,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pecan,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pumpkin,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Sweet Potato,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - None,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Apple cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Blondies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Brownies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Carrot cake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cheesecake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cookies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Fudge,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Ice cream,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Peach cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - None,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Do you typically pray before or after the Thanksgiving meal?,How far will you travel for Thanksgiving?,Will you watch any of the following programs on Thanksgiving? Please select all that apply. - Macy's Parade,"What's the age cutoff at your ""kids' table"" at Thanksgiving?",Have you ever tried to meet up with hometown friends on Thanksgiving night?,"Have you ever attended a ""Friendsgiving?""",Will you shop any Black Friday sales on Thanksgiving Day?,Do you work in retail?,Will you employer make you work on Black Friday?,How would you describe where you live?,Age,What is your gender?,How much total combined money did all members of your HOUSEHOLD earn last year?,US Region
4336106089,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,Yes,No,No,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",West North Central
4336106041,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,,,,,,,Green beans/green bean casserole,Macaroni and cheese,,,,,Yams/sweet potato casserole,Other (please specify),Potatoes salad ,,,,Chocolate,,,,,,Sweet Potato,,,,,,,,,,,,Peach cobbler,,Other (please specify),Pound cake,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,No,Yes,No,,Urban,60+,Female,"$50,000 to $74,999",East North Central
4336104179,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,13,Yes,Yes,No,No,,Suburban,60+,Female,Prefer not to answer,South Atlantic
4336103434,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,Yes,Yes,No,No,,Urban,30 - 44,Male,"$50,000 to $74,999",East North Central
4336103319,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,60+,Female,"$100,000 to $124,999",East North Central
4336101470,Yes,Turkey,,Baked,,Bread-based,,Other (please specify),Jar,Yes,,Carrots,,Corn,,,,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,Key lime,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Urban,45 - 59,Female,"$175,000 to $199,999",Pacific
4336099044,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,,13,No,Yes,No,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",Pacific
4336098809,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,Other (please specify),Chess,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,Yes,No,No,,Rural,60+,Male,Prefer not to answer,West South Central
4336093974,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,Yes,No,No,,Rural,30 - 44,Male,"$10,000 to $24,999",West North Central
4336092370,Yes,Chicken,,Baked,,None,,None,,No,,Carrots,,Corn,,Fruit salad,,,,,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,14,Yes,Yes,Yes,Yes,Yes,Suburban,45 - 59,Female,"$10,000 to $24,999",South Atlantic
4336091474,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,,,Vegetable salad,,,,,,Cherry,,,,,,,,,,,,,,Carrot cake,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,19,No,No,No,No,,Suburban,60+,Male,"$100,000 to $124,999",Pacific
4336090652,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,Key lime,Peach,Pecan,Pumpkin,Sweet Potato,,Other (please specify),ice box pie,Apple cobbler,,Brownies,Carrot cake,Cheesecake,Cookies,Fudge,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,15,Yes,Yes,Yes,No,,Suburban,18 - 29,Female,"$175,000 to $199,999",Pacific
4336090647,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,11,Yes,Yes,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",Pacific
4336090552,Yes,Chicken,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,,Macaroni and cheese,,,,,Yams/sweet potato casserole,,,,,,,,,,,,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,No,No,No,,Rural,45 - 59,Female,"$10,000 to $24,999",South Atlantic
4336086559,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Rural,30 - 44,Female,"$25,000 to $49,999",Middle Atlantic
4336085504,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,Carrots,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,11,No,Yes,No,No,,Rural,18 - 29,Female,Prefer not to answer,South Atlantic
4336085020,Yes,Chicken,,Fried,,Rice-based,,Homemade,,Yes,,,,,,,,Macaroni and cheese,,,,,,,,,,,,,,,,,Sweet Potato,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,30 - 44,Female,"$25,000 to $49,999",
4336083561,Yes,I don't know,,I don't know,,None,,Homemade,,Yes,,,,,,,,,,Rolls/biscuits,,,,,,,,,Chocolate,,,,,,,,,,,,Brownies,,,,,,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,Yes,No,,Rural,18 - 29,Female,Prefer not to answer,West North Central
4336083443,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,Yes,No,,Urban,45 - 59,Female,"$25,000 to $49,999",East North Central
4336081481,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,,,Fruit salad,,,,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,21 or older,Yes,No,No,No,,Urban,60+,Male,"$25,000 to $49,999",Pacific
4336080517,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,16,Yes,Yes,Yes,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",South Atlantic
4336079860,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336078959,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,Brownies,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,No,No,No,No,,Urban,30 - 44,Female,"$50,000 to $74,999",Mountain
4336078481,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,Other (please specify),walnut,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,60+,Male,"$50,000 to $74,999",Pacific
4336076367,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,Cauliflower,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),"Creamed onions, broccoli ",Apple,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,,,,Other (please specify),Fruit salad,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Urban,45 - 59,Female,"$50,000 to $74,999",Middle Atlantic
4336076365,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,,Cornbread,,Green beans/green bean casserole,,,,,,,,,,,,Chocolate,,,Peach,,,,,,,Apple cobbler,Blondies,,,Cheesecake,,Fudge,,,,,,No,Thanksgiving is local--it will take place in the town I live in,,11,No,No,No,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",Pacific
4336076323,Yes,Turkey,,Fried,,Bread-based,,Canned,,No,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,Buttermilk,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pies,Yes,Thanksgiving is local--it will take place in the town I live in,,15,Yes,No,Yes,No,,Suburban,18 - 29,Female,"$0 to $9,999",West South Central
4336074858,Yes,Turkey,,Baked,,Bread-based,,None,,No,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,,,,Yams/sweet potato casserole,Other (please specify),"Rice, beans, tamales",Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,Other (please specify),Flan,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,18 - 29,Female,"$25,000 to $49,999",Pacific
4336073613,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Urban,45 - 59,Female,Prefer not to answer,Pacific
4336073270,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,12,No,No,No,No,,Suburban,60+,Female,"$200,000 and up",Middle Atlantic
4336071328,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$0 to $9,999",Pacific
4336070791,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,18,No,No,Yes,No,,Suburban,18 - 29,Female,Prefer not to answer,East North Central
4336068292,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,,,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Suburban,45 - 59,Female,"$50,000 to $74,999",Middle Atlantic
4336067092,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Female,"$0 to $9,999",Mountain
4336066162,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,,,,,,,,,,,,Cherry,Chocolate,,,,,,,,,,,,Brownies,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,Yes,No,,Urban,18 - 29,Female,"$0 to $9,999",Pacific
4336065006,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),"baked potato, cranberry ",Apple,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,Yes,Yes,No,,Urban,18 - 29,Female,"$10,000 to $24,999",East North Central
4336062672,Yes,Turkey,,Other (please specify),grilled,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pies,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Rural,60+,Female,"$200,000 and up",Pacific
4336058499,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,Yes,No,No,No,,Urban,60+,Female,"$150,000 to $174,999",Pacific
4336057426,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),trader joe's fresh cranberry relish and whole cranberry sauce,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60+,Female,"$100,000 to $124,999",Pacific
4336057324,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Female,"$75,000 to $99,999",Pacific
4336056462,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,"$50,000 to $74,999",Middle Atlantic
4336056145,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,Yes,Yes,Yes,No,,Rural,18 - 29,Female,"$0 to $9,999",South Atlantic
4336055904,Yes,Turkey,,Baked,,None,,Homemade,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336054647,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336048135,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,Cheesecake,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,13,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$25,000 to $49,999",Middle Atlantic
4336047575,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,18,Yes,Yes,Yes,No,,Rural,30 - 44,Female,"$25,000 to $49,999",West South Central
4336047405,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,Fudge,,,,Other (please specify),chocolate cake,No,,,,,,,,,,,,,
4336041912,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Urban,18 - 29,Male,"$25,000 to $49,999",West South Central
4336041869,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336041422,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,
4336040902,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,,Macaroni and cheese,Mashed potatoes,,,Vegetable salad,,,,,,,,,,,,,,None,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,18 - 29,Female,"$25,000 to $49,999",South Atlantic
4336040679,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,None,,,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,,10 or younger,Yes,No,No,No,,Suburban,60+,Male,"$200,000 and up",Pacific
4336040464,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,,,,,,,,,,,,,
4336038370,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,18,No,No,No,No,,Suburban,45 - 59,Female,"$150,000 to $174,999",Pacific
4336037944,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Urban,60+,Female,"$75,000 to $99,999",New England
4336037337,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,Chocolate,,,,,,,,,,,,,,,,,,,None,Other (please specify),pie is the dessert,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,14,Yes,Yes,No,No,,Urban,18 - 29,Female,"$150,000 to $174,999",West South Central
4336036960,Yes,Other (please specify),goose,Roasted,,Bread-based,,None,,Yes,Brussel sprouts,,,,,Fruit salad,,,Mashed potatoes,,,,,Other (please specify),creamed onions,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),lemon cake,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Rural,60+,Female,"$150,000 to $174,999",Pacific
4336035918,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,West South Central
4336034694,Yes,Turkey,,Baked,,Rice-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,,,,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,Yes,No,,Suburban,18 - 29,Female,"$0 to $9,999",Pacific
4336033443,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),rice,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,Yes,No,Yes,No,Urban,18 - 29,Female,"$0 to $9,999",West South Central
4336032243,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60+,Male,"$50,000 to $74,999",Pacific
4336031013,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,
4336030046,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,Yes,No,,Suburban,18 - 29,Female,"$10,000 to $24,999",West North Central
4336029825,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,Pecan,,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,18,No,No,No,No,,Rural,18 - 29,Female,"$50,000 to $74,999",East South Central
