page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
392581,Ataros (Earth-616),\/Ataros_(Earth-616),,,,,Male Characters,,Living Characters,1,Aug-82,1982
488832,Benazu (Earth-616),\/Benazu_(Earth-616),Secret Identity,Good Characters,Green Eyes,,Male Characters,,Living Characters,1,Apr-82,1982
243606,Brad Wolfe (Earth-616),\/Brad_Wolfe_(Earth-616),,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,May-82,1982
251294,Clothilde (Earth-616),\/Clothilde_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,Mar-82,1982
9798,Demiurge (Earth-616),\/Demiurge_(Earth-616),,,,,,,Living Characters,1,Oct-82,1982
426725,Diane Lamarr (Earth-616),\/Diane_Lamarr_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,1,Mar-82,1982
246365,Donald Planet (Earth-616),\/Donald_Planet_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Nov-82,1982
560201,Eblis (Earth-616),\/Eblis_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,1,Sep-82,1982
26844,Emil Fontaine (Earth-616),\/Emil_Fontaine_(Earth-616),,,,,Male Characters,,Living Characters,1,Apr-82,1982
581774,Flea-Market Eating Flea (Earth-616),\/Flea-Market_Eating_Flea_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,1,Jan-82,1982
560208,Gnit (Earth-616),\/Gnit_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jun-82,1982
27552,Goblin (Kid) (Earth-616),\/Goblin_(Kid)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1,Nov-82,1982
683357,Hans Stryker (Earth-616),\/Hans_Stryker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,Nov-82,1982
26070,Henkor (Earth-616),\/Henkor_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-82,1982
725667,Hoora (Earth-616),\/Hoora_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,1,Apr-82,1982
36274,Hotei (Earth-616),\/Hotei_(Earth-616),,,,,Male Characters,,Living Characters,1,Aug-82,1982
268917,Hotei Osho (Earth-616),\/Hotei_Osho_(Earth-616),Public Identity,Good Characters,,No Hair,Male Characters,,Living Characters,1,Aug-82,1982
59073,Howard Bates (Earth-616),\/Howard_Bates_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1,Dec-82,1982
26843,Joey Andrews (Earth-616),\/Joey_Andrews_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Apr-82,1982
18838,Jou-Jouka (Earth-616),\/Jou-Jouka_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Apr-82,1982
387907,Kareesh-Bek (Earth-616),\/Kareesh-Bek_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Apr-82,1982
410075,Katsuyori (Earth-616),\/Katsuyori_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Oct-82,1982
26841,Leda Fontaine (Earth-616),\/Leda_Fontaine_(Earth-616),,,,,Female Characters,,Living Characters,1,Apr-82,1982
488829,Leila (Earth-616),\/Leila_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1,Apr-82,1982
125186,Mack Stennet (Earth-616),\/Mack_Stennet_(Earth-616),,,,,Male Characters,,Living Characters,1,Mar-82,1982
2106,Marak (Earth-616),\/Marak_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,Mar-82,1982
388598,Master Sniper (Earth-616),\/Master_Sniper_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1,Mar-82,1982
625463,Mister Magic (Earth-616),\/Mister_Magic_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-82,1982
625462,Mister Mayhem (Earth-616),\/Mister_Mayhem_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Aug-82,1982
625464,Mister Mind (Earth-616),\/Mister_Mind_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1,Aug-82,1982
625465,Mister Muscles (Earth-616),\/Mister_Muscles_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-82,1982
387433,Pariah (Earth-616),\/Pariah_(Earth-616),,,,,Male Characters,,Deceased Characters,1,Feb-82,1982
93186,Plato (Robot) (Earth-616),\/Plato_(Robot)_(Earth-616),,,,,,,Living Characters,1,May-82,1982
425188,Rikky Keegan (Earth-616),\/Rikky_Keegan_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,1,Oct-82,1982
248820,Rodney Stack (Earth-616),\/Rodney_Stack_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jun-82,1982
26842,Sally Fontaine (Earth-616),\/Sally_Fontaine_(Earth-616),,,,,Female Characters,,Living Characters,1,Apr-82,1982
745813,Sardeth (Earth-616),\/Sardeth_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-82,1982
745814,Solomus (Earth-616),\/Solomus_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Aug-82,1982
62594,Starky (Earth-616),\/Starky_(Earth-616),Public Identity,,,,,,Living Characters,1,Mar-82,1982
19335,Tattoo (Obadiah Stane Agent) (Earth-616),\/Tattoo_(Obadiah_Stane_Agent)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Sep-82,1982
18515,Tim Alpert (Earth-616),\/Tim_Alpert_(Earth-616),,,,,Male Characters,,Living Characters,1,Aug-82,1982
556191,Tony Rome (Earth-616),\/Tony_Rome_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-82,1982
427295,Uthar (Earth-616),\/Uthar_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,1,Aug-82,1982
489383,William Darvin (Earth-616),\/William_Darvin_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Jun-82,1982
18580,Xenos (Gwenn) (Earth-616),\/Xenos_(Gwenn)_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Jan-82,1982
663637,Albert Einstein (Robot) (Earth-616),\/Albert_Einstein_(Robot)_(Earth-616),No Dual Identity,,,White Hair,Male Characters,,Living Characters,1,May-83,1983
166236,Alpha (Mad Thinker Robot) (Earth-616),\/Alpha_(Mad_Thinker_Robot)_(Earth-616),No Dual Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,1,May-83,1983
93573,Alyce Grimm (Earth-616),\/Alyce_Grimm_(Earth-616),,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,1,Jul-83,1983
59308,Alynn Chambers (Earth-616),\/Alynn_Chambers_(Earth-616),,,,,Female Characters,,Living Characters,1,Aug-83,1983
282044,Anne (Mutant) (Earth-616),\/Anne_(Mutant)_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,1,Jan-83,1983
300033,Cary Grant (Earth-616),\/Cary_Grant_(Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Nov-83,1983
478260,Dal Sendor (Earth-616),\/Dal_Sendor_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Dec-83,1983
40370,Daryl Kane (Earth-616),\/Daryl_Kane_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Nov-83,1983
745819,Dean Helm (Earth-616),\/Dean_Helm_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Oct-83,1983
86570,Elata (Earth-616),\/Elata_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,1,Jan-83,1983
558058,Elsie Carson (Earth-616),\/Elsie_Carson_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,Apr-83,1983
34316,Eye-Scream (Earth-616),\/Eye-Scream_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Apr-83,1983
663625,Fyodor Dostoyevsky (Robot) (Earth-616),\/Fyodor_Dostoyevsky_(Robot)_(Earth-616),Public Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,1,May-83,1983
478339,Gorn (Earth-616),\/Gorn_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-83,1983
430825,Hamir (Giant) (Earth-616),\/Hamir_(Giant)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jan-83,1983
628118,Hank Jurgens (Earth-616),\/Hank_Jurgens_(Earth-616),,,Black Eyes,Black Hair,Male Characters,,Living Characters,1,Feb-83,1983
431151,Helgi (Earth-616),\/Helgi_(Earth-616),,Bad Characters,,,,,Living Characters,1,Nov-83,1983
246765,Hrungnir (Earth-616),\/Hrungnir_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Mar-83,1983
604042,Iraina (Earth-616),\/Iraina_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1,May-83,1983
594230,Jergal Zadh (Earth-616),\/Jergal_Zadh_(Earth-616),,Bad Characters,White Eyes,Red Hair,Male Characters,,Living Characters,1,Nov-83,1983
282042,Jill (Mutant) (Earth-616),\/Jill_(Mutant)_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,1,Jan-83,1983
438180,Marcy Stryker (Earth-616),\/Marcy_Stryker_(Earth-616),Public Identity,Neutral Characters,Black Eyes,,Female Characters,,Deceased Characters,1,Jan-83,1983
282040,Mark (Mutant) (Earth-616),\/Mark_(Mutant)_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jan-83,1983
64822,Obnoxio the Clown (Earth-616),\/Obnoxio_the_Clown_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Apr-83,1983
706077,Orrick Rallison (Earth-616),\/Orrick_Rallison_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,1,Feb-83,1983
304435,Peter Bristow (Earth-616),\/Peter_Bristow_(Earth-616),,Neutral Characters,,Red Hair,Male Characters,,Living Characters,1,Jun-83,1983
478077,Roc of Lemuria (Earth-616),\/Roc_of_Lemuria_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Dec-83,1983
663631,Samuel Clemens (Robot) (Earth-616),\/Samuel_Clemens_(Robot)_(Earth-616),Public Identity,,Brown Eyes,White Hair,Male Characters,,Living Characters,1,May-83,1983
706087,Sebastian Towers (Earth-616),\/Sebastian_Towers_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Feb-83,1983
430880,Svin (Earth-616),\/Svin_(Earth-616),,,,,Female Characters,,Living Characters,1,Oct-83,1983
478472,Taurus (Earth-616),\/Taurus_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Dec-83,1983
478296,Xanthes (Earth-616),\/Xanthes_(Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Dec-83,1983
18579,Xeon (Earth-616),\/Xeon_(Earth-616),,,,,Male Characters,,Living Characters,1,Dec-83,1983
581441,Akiro (Earth-616),\/Akiro_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,1,May-84,1984
417452,Anne Drake (Earth-616),\/Anne_Drake_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,1,Dec-84,1984
430889,Aslak (Earth-616),\/Aslak_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-84,1984
400056,Aven (Earth-616),\/Aven_(Earth-616),,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1,May-84,1984
430919,Cheiros (Earth-616),\/Cheiros_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Dec-84,1984
247637,Cloud-Rider (Earth-616),\/Cloud-Rider_(Earth-616),,Good Characters,,,,,Living Characters,1,May-84,1984
389179,Crimson Ash (Earth-616),\/Crimson_Ash_(Earth-616),,,,Red Hair,Female Characters,,Living Characters,1,Jul-84,1984
36143,Dragon (Legion Street Gang) (Earth-616),\/Dragon_(Legion_Street_Gang)_(Earth-616),,,,Silver Hair,Female Characters,,Living Characters,1,Jan-84,1984
700850,Ephraim Soles (Earth-616),\/Ephraim_Soles_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,Jun-84,1984
488548,Eric Willis (Earth-616),\/Eric_Willis_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,1,Jul-84,1984
430888,Grolf (Earth-616),\/Grolf_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Dec-84,1984
430894,Growler (Earth-616),\/Growler_(Earth-616),,Good Characters,,,,,Living Characters,1,Dec-84,1984
430891,Hakon (Earth-616),\/Hakon_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-84,1984
653789,Heyatt (Earth-616),\/Heyatt_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jul-84,1984
430887,Horvald (Earth-616),\/Horvald_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-84,1984
247888,Hounds of the Hunter (Earth-616),\/Hounds_of_the_Hunter_(Earth-616),,Bad Characters,,,,,Living Characters,1,Aug-84,1984
30054,Jacob Vandernet (Earth-616),\/Jacob_Vandernet_(Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,1,Aug-84,1984
288985,Jakka (Earth-616),\/Jakka_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-84,1984
18824,Johnny Jerome (Earth-616),\/Johnny_Jerome_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Oct-84,1984
430918,Kylus (Earth-616),\/Kylus_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,1,Dec-84,1984
69800,Matt Slade Jr. (Earth-616),\/Matt_Slade_Jr._(Earth-616),Public Identity,,Green Eyes,Brown Hair,Male Characters,,Living Characters,1,Sep-84,1984
18780,Michael Keane (Earth-616),\/Michael_Keane_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Mar-84,1984
587250,Nancy Reagan (Earth-616),\/Nancy_Reagan_(Earth-616),Public Identity,,,,Female Characters,,Living Characters,1,Aug-84,1984
430920,Nestor (Earth-616),\/Nestor_(Earth-616),Public Identity,,,No Hair,Male Characters,,Living Characters,1,Dec-84,1984
732080,Ozel (Earth-616),\/Ozel_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,1,May-84,1984
289080,Ramin (Earth-616),\/Ramin_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Sep-84,1984
100012,Reuben Davis (Earth-616),\/Reuben_Davis_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,May-84,1984
40693,Saga (Earth-616),\/Saga_(Earth-616),Secret Identity,,,White Hair,Female Characters,,Living Characters,1,Apr-84,1984
430893,Solveig (Earth-616),\/Solveig_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Dec-84,1984
431456,Throgg (Earth-616),\/Throgg_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1,Jan-84,1984
430890,Thrunhild (Earth-616),\/Thrunhild_(Earth-616),,,,,Female Characters,,Living Characters,1,Dec-84,1984
116775,Tony Falcone (Earth-616),\/Tony_Falcone_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,1,Jul-84,1984
556351,Treefern (Earth-616),\/Treefern_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,1,Jan-84,1984
247286,Victor Kreeger (Earth-616),\/Victor_Kreeger_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-84,1984
34110,Water Elemental (Earth-616),\/Water_Elemental_(Earth-616),,Bad Characters,,,,,Living Characters,1,Sep-84,1984
282901,Zalme (Earth-616),\/Zalme_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,Jan-84,1984
16352,Adrian Castorp (Earth-616),\/Adrian_Castorp_(Earth-616),No Dual Identity,,,Blond Hair,Male Characters,,Deceased Characters,1,Apr-85,1985
113955,Ahmad Azis (Earth-616),\/Ahmad_Azis_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jun-85,1985
246266,Arnold Perril (Earth-616),\/Arnold_Perril_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Oct-85,1985
462271,Astrid (Earth-616),\/Astrid_(Earth-616),No Dual Identity,Good Characters,Black Eyes,,Female Characters,,Living Characters,1,Dec-85,1985
262300,Binder (Earth-616),\/Binder_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,1,Dec-85,1985
543449,Bounty Hunter (Earth-616),\/Bounty_Hunter_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jul-85,1985
280255,Buford Hightower (Earth-616),\/Buford_Hightower_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
479994,Campbell (Earth-616),\/Campbell_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Dec-85,1985
79783,Captain Mansfield (Earth-616),\/Captain_Mansfield_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Sep-85,1985
701724,Caveman (UCWF) (Earth-616),\/Caveman_(UCWF)_(Earth-616),,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,1,Nov-85,1985
426292,Chava Prydeman (Earth-616),\/Chava_Prydeman_(Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Deceased Characters,1,Nov-85,1985
19497,Commuter (Ron) (Earth-616),\/Commuter_(Ron)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-85,1985
479985,Cooley (Earth-616),\/Cooley_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Dec-85,1985
746411,Cossack (Earth-616),\/Cossack_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Apr-85,1985
15580,Daniel Shepard (Earth-616),\/Daniel_Shepard_(Earth-616),,,Brown Eyes,,,,Living Characters,1,Feb-85,1985
511210,Darlene Dunderbeck (Earth-616),\/Darlene_Dunderbeck_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,1,Dec-85,1985
480316,Doctor Anderson (Earth-616),\/Doctor_Anderson_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,1,Dec-85,1985
479981,Doctor Don (Earth-616),\/Doctor_Don_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Living Characters,1,Dec-85,1985
16010,Dutta (Earth-616),\/Dutta_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Nov-85,1985
18398,Filene Abdol (Earth-616),\/Filene_Abdol_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1,Oct-85,1985
42112,Gerd (Earth-616),\/Gerd_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Nov-85,1985
441136,Gothog (Earth-616),\/Gothog_(Earth-616),No Dual Identity,,,No Hair,Male Characters,,Living Characters,1,Nov-85,1985
597543,Gulka (Earth-616),\/Gulka_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1,Sep-85,1985
462270,Harpy (Earth-616),\/Harpy_(Earth-616),,Bad Characters,,Yellow Hair,Female Characters,,Living Characters,1,Dec-85,1985
250706,Henry Joem (Earth-616),\/Henry_Joem_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Sep-85,1985
462272,Horth (Earth-616),\/Horth_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1,Dec-85,1985
561534,Hubert St. Johns (Earth-616),\/Hubert_St._Johns_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Dec-85,1985
734596,Illyrie (Earth-616),\/Illyrie_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,1,Apr-85,1985
298290,Ilse Pterigil (Earth-616),\/Ilse_Pterigil_(Earth-616),Secret Identity,,White Eyes,Black Hair,Female Characters,,Living Characters,1,Dec-85,1985
723641,Incandescent Man (Earth-616),\/Incandescent_Man_(Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,1,Jan-85,1985
18842,Jake Jones (Earth-616),\/Jake_Jones_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-85,1985
701720,Jamala (Earth-616),\/Jamala_(Earth-616),,Neutral Characters,,Black Hair,Female Characters,,Living Characters,1,Nov-85,1985
479978,Janet Darling (Earth-616),\/Janet_Darling_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1,Dec-85,1985
280227,Jon Morse (Earth-616),\/Jon_Morse_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
253627,Josie Beller (Earth-616),\/Josie_Beller_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,1,Sep-85,1985
479989,Joss Kincaid (Earth-616),\/Joss_Kincaid_(Earth-616),Public Identity,,Green Eyes,Blond Hair,Male Characters,,Living Characters,1,Dec-85,1985
581290,Julius Akerman (Earth-616),\/Julius_Akerman_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1,Jan-85,1985
507308,Kwill (Earth-616),\/Kwill_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,1,Dec-85,1985
734597,Laios (Earth-616),\/Laios_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Apr-85,1985
280792,Lucy (Mutant) (Earth-616),\/Lucy_(Mutant)_(Earth-616),,,Black Eyes,Blond Hair,Female Characters,,Living Characters,1,Feb-85,1985
31116,Mike Stone (Earth-616),\/Mike_Stone_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Nov-85,1985
685046,Mjnari (Earth-616),\/Mjnari_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,1,Oct-85,1985
479987,Ms. Welsh (Earth-616),\/Ms._Welsh_(Earth-616),Public Identity,,,Brown Hair,Female Characters,,Living Characters,1,Dec-85,1985
280278,Ray (Gladiators) (Earth-616),\/Ray_(Gladiators)_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,1,Aug-85,1985
480313,Robert Hanson (Earth-616),\/Robert_Hanson_(Earth-616),No Dual Identity,,,Grey Hair,Male Characters,,Living Characters,1,Dec-85,1985
246420,Rowden Piper (Earth-616),\/Rowden_Piper_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Sep-85,1985
18397,Salome Abdol (Earth-616),\/Salome_Abdol_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1,Oct-85,1985
426291,Samuel Prydeman (Earth-616),\/Samuel_Prydeman_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1,Nov-85,1985
273372,SecBots (Earth-616),\/SecBots_(Earth-616),,Bad Characters,,,,,Living Characters,1,May-85,1985
480306,Sheila Hanson (Earth-616),\/Sheila_Hanson_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,1,Dec-85,1985
280247,Skottie Hightower (Earth-616),\/Skottie_Hightower_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
461552,Soundscream (Earth-616),\/Soundscream_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Dec-85,1985
701707,Swami Riba (Earth-616),\/Swami_Riba_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,Nov-85,1985
280250,Terry Hightower (Earth-616),\/Terry_Hightower_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
23936,Tyreseus (Earth-616),\/Tyreseus_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,1,Dec-85,1985
298454,Voltor (Earth-616),\/Voltor_(Earth-616),,,,,Male Characters,,Deceased Characters,1,Dec-85,1985
554878,William Puceanu (Earth-616),\/William_Puceanu_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Aug-85,1985
481595,Ahmet (Earth-616),\/Ahmet_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,1,Feb-86,1986
604196,Ali-Ben Ar (Earth-616),\/Ali-Ben_Ar_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Mar-86,1986
31388,Argos (Eternals) (Earth-616),\/Argos_(Eternals)_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-86,1986
555149,Arthur Allan Smith (Earth-616),\/Arthur_Allan_Smith_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,1,Jan-86,1986
409450,Bandrhude (Earth-616),\/Bandrhude_(Earth-616),,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,1,Jan-86,1986
624585,Barry Foxxe (Earth-616),\/Barry_Foxxe_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,1,Feb-86,1986
425898,Bitterhorn (Earth-616),\/Bitterhorn_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jan-86,1986
501273,Brendon Clark (Earth-616),\/Brendon_Clark_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Apr-86,1986
288877,Burka (Earth-616),\/Burka_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Oct-86,1986
18352,Capricorn (Android) (Earth-616),\/Capricorn_(Android)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Oct-86,1986
701796,Capriole (Earth-616),\/Capriole_(Earth-616),,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,1,Apr-86,1986
88707,Carlo Cervello (Earth-616),\/Carlo_Cervello_(Earth-616),Public Identity,Bad Characters,Green Eyes,White Hair,Male Characters,,Living Characters,1,Jan-86,1986
251168,Ceci Ryder (Earth-616),\/Ceci_Ryder_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1,Jan-86,1986
46757,Col\u00e0brun (Earth-616),\/Col%C3%A0brun_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Sep-86,1986
558089,Cuidador (Earth-616),\/Cuidador_(Earth-616),Public Identity,,,Blue Hair,Male Characters,,Living Characters,1,Jul-86,1986
346677,Damos (Earth-616),\/Damos_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-86,1986
436087,Fagan (troll) (Earth-616),\/Fagan_(troll)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Aug-86,1986
72752,Frisky Martin (Earth-616),\/Frisky_Martin_(Earth-616),Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,Jan-86,1986
