pollno,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
5386557,2012_Sen-G_OH,2012,OH,Sen-G,Sen-G,Public Policy Polling,263,11/4/2012,1000,Democrat,54,Republican,44,,10,11/6/2012,50.7,44.7,6,4,4,1,,
5386558,2012_Sen-G_VA,2012,VA,Sen-G,Sen-G,Ipsos,154,11/4/2012,828,Democrat,48,Republican,45,,3,11/6/2012,52.87,46.96,5.91,2.91,-2.91,1,"previously listed as Ipsos, online",
5386559,2012_Sen-G_VA,2012,VA,Sen-G,Sen-G,Public Policy Polling,263,11/4/2012,975,Democrat,52,Republican,46,,6,11/6/2012,52.87,46.96,5.91,.09,.09,1,,
5386560,2012_Sen-G_VA,2012,VA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/4/2012,750,Democrat,49,Republican,47,,2,11/6/2012,52.87,46.96,5.91,3.91,-3.91,1,,
5386561,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Gravis Marketing,124,11/5/2012,1316,Democrat,49,Republican,48,,1,11/6/2012,50.58,47.6,2.98,1.98,-1.98,1,,
5386562,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Surveys,122,11/5/2012,3252,Democrat,45.2,Republican,42.9,,2.3,11/6/2012,51.01,47.15,3.86,1.56,-1.56,1,,
5386563,2012_Pres-G_US,2012,US,Pres-G,Pres-G,TCJ Research,327,11/5/2012,1500,Democrat,46.5,Republican,50.8,,-4.3,11/6/2012,51.01,47.15,3.86,8.16,-8.16,0,sample size not given; inferred from other polls by same group,
5386564,2013_House-GS_SC-1,2013,SC-1,House-G,House-GS,Public Policy Polling,263,4/20/2013,796,Democrat,50,Republican,41,,9,5/7/2013,45.21,54.04,-8.83,17.83,17.83,0,,
5386565,2013_House-GS_SC-1,2013,SC-1,House-G,House-GS,RRH Elections,274,4/30/2013,650,Democrat,46,Republican,46,,0,5/7/2013,45.21,54.04,-8.83,8.83,8.83,.5,previously listed as Political Marketing International Inc./RRH Elections,
5386566,2013_House-GS_SC-1,2013,SC-1,House-G,House-GS,Public Policy Polling,263,5/5/2013,1239,Democrat,46,Republican,47,,-1,5/7/2013,45.21,54.04,-8.83,7.83,7.83,1,,
5386567,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,Public Policy Polling,263,6/4/2013,560,Democrat,47,Republican,39,,8,6/25/2013,54.8,44.6,10.2,2.2,-2.2,1,for League of Conservation Voters,
5386568,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,McLaughlin & Associates,203,6/5/2013,400,Democrat,45,Republican,44,,1,6/25/2013,54.8,44.6,10.2,9.200000000000001,-9.200000000000001,1,for John Jordan,
5386569,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,MassINC Polling Group,198,6/8/2013,500,Democrat,46,Republican,39,,7,6/25/2013,54.8,44.6,10.2,3.2,-3.2,1,,
5386570,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,Suffolk University,323,6/8/2013,500,Democrat,48,Republican,41,,7,6/25/2013,54.8,44.6,10.2,3.2,-3.2,1,,
5386571,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,Harper Polling,132,6/11/2013,498,Democrat,49,Republican,37,,12,6/25/2013,54.8,44.6,10.2,1.8,1.8,1,,
5386572,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,McLaughlin & Associates,203,6/11/2013,400,Democrat,47,Republican,41,,6,6/25/2013,54.8,44.6,10.2,4.2,-4.2,1,for Americans for Progressive Action,
5386573,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,University of New Hampshire,357,6/13/2013,508,Democrat,54,Republican,41,,13,6/25/2013,54.8,44.6,10.2,2.8,2.8,1,,
5386574,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,OnMessage Inc.,239,6/17/2013,600,Democrat,47,Republican,40,,7,6/25/2013,54.8,44.6,10.2,3.2,-3.2,1,,R
5386575,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,University of Massachusetts Lowell,355,6/17/2013,312,Democrat,56,Republican,36,,20,6/25/2013,54.8,44.6,10.2,9.800000000000001,9.800000000000001,1,previously listed as University Massachusetts Lowell,
5386576,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,McLaughlin & Associates,203,6/18/2013,1100,Democrat,47,Republican,44,,3,6/25/2013,54.8,44.6,10.2,7.2,-7.2,1,for Americans for Progressive Action,
5386577,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,Western New England University,380,6/18/2013,566,Democrat,49,Republican,41,,8,6/25/2013,54.8,44.6,10.2,2.2,-2.2,1,aka Western New England University,
5386578,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,Emerson College,88,6/20/2013,1422,Democrat,51,Republican,41,,10,6/25/2013,54.8,44.6,10.2,.2,-.2,1,,
5386579,2013_Sen-GS_MA,2013,MA,Sen-G,Sen-GS,Suffolk University,323,6/22/2013,500,Democrat,52,Republican,42,,10,6/25/2013,54.8,44.6,10.2,.2,-.2,1,,
5386580,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Monmouth University,215,9/28/2013,571,Democrat,53,Republican,40,,13,10/16/2013,54.84,43.95,10.89,2.11,2.11,1,aka Monmouth,
5386581,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Fairleigh Dickinson University (PublicMind),92,10/3/2013,702,Democrat,45,Republican,29,,16,10/16/2013,54.84,43.95,10.89,5.11,5.11,1,,
5386582,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Quinnipiac University,267,10/6/2013,899,Democrat,53,Republican,41,,12,10/16/2013,54.84,43.95,10.89,1.11,1.11,1,,
5386583,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Stockton University,317,10/6/2013,729,Democrat,50,Republican,39,,11,10/16/2013,54.84,43.95,10.89,.11,.11,1,previously listed as Stockton College,
5386584,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Rasmussen Reports/Pulse Opinion Research,277,10/7/2013,1000,Democrat,53,Republican,41,,12,10/16/2013,54.84,43.95,10.89,1.11,1.11,1,,
5386585,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Rutgers University,295,10/10/2013,513,Democrat,58,Republican,36,,22,10/16/2013,54.84,43.95,10.89,11.11,11.11,1,aka Rutgers-Eagleton,
5386586,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Monmouth University,215,10/11/2013,1393,Democrat,52,Republican,42,,10,10/16/2013,54.84,43.95,10.89,.89,-.89,1,aka Monmouth,
5386587,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Quinnipiac University,267,10/12/2013,1696,Democrat,54,Republican,40,,14,10/16/2013,54.84,43.95,10.89,3.11,3.11,1,,
5386588,2013_Sen-GS_NJ,2013,NJ,Sen-G,Sen-GS,Harper Polling,132,10/14/2013,778,Democrat,52,Republican,41,,11,10/16/2013,54.84,43.95,10.89,.11,.11,1,,
5386589,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Quinnipiac University,267,10/18/2013,1085,Democrat,46,Republican,39,10,7,11/5/2013,47.75,45.23,2.52,4.48,4.48,1,,
5386590,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/20/2013,1000,Democrat,50,Republican,33,8,17,11/5/2013,47.75,45.23,2.52,14.48,14.48,1,,
5386592,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Clout Research/Wenzel Strategies,55,10/22/2013,640,Democrat,41,Republican,40,10,1,11/5/2013,47.75,45.23,2.52,1.52,-1.52,1,previously listed as Wenzel Strategies,
5386591,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Old Dominion University,238,10/22/2013,670,Democrat,44,Republican,37,7,7,11/5/2013,47.75,45.23,2.52,4.48,4.48,1,,
5386593,2013_Gov-G_NJ,2013,NJ,Gov-G,Gov-G,Quinnipiac University,267,10/24/2013,1203,Democrat,31,Republican,64,,-33,11/5/2013,38.15,60.24,-22.09,10.91,-10.91,1,,
5386594,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Roanoke College,292,10/24/2013,838,Democrat,48,Republican,33,10,15,11/5/2013,47.75,45.23,2.52,12.48,12.48,1,,
5386595,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Quinnipiac University,267,10/25/2013,1182,Democrat,45,Republican,41,9,4,11/5/2013,47.75,45.23,2.52,1.48,1.48,1,,
5386596,2013_Gov-G_NJ,2013,NJ,Gov-G,Gov-G,Stockton University,317,10/26/2013,804,Democrat,32,Republican,56,,-24,11/5/2013,38.15,60.24,-22.09,1.91,-1.91,1,previously listed as Stockton College,
5386597,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,ABC News/Washington Post,3,10/26/2013,762,Democrat,51,Republican,39,8,12,11/5/2013,47.75,45.23,2.52,9.48,9.48,1,aka Washington Post/Abt-SRBI,
5386598,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Hampton University,131,10/26/2013,800,Democrat,42,Republican,36,12,6,11/5/2013,47.75,45.23,2.52,3.48,3.48,1,,
5386599,2013_Gov-G_NJ,2013,NJ,Gov-G,Gov-G,Fairleigh Dickinson University (PublicMind),92,10/27/2013,570,Democrat,40,Republican,59,,-19,11/5/2013,38.15,60.24,-22.09,3.09,3.09,1,,
5386600,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,10/27/2013,600,Democrat,43,Republican,37,11,6,11/5/2013,47.75,45.23,2.52,3.48,3.48,1,aka Zogby/Newsmax,
5386601,2013_Gov-G_NJ,2013,NJ,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/28/2013,1000,Democrat,36,Republican,54,,-18,11/5/2013,38.15,60.24,-22.09,4.09,4.09,1,Pulse Opinion Research for Kean University,
5386602,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Christopher Newport University,50,10/28/2013,1038,Democrat,45,Republican,38,10,7,11/5/2013,47.75,45.23,2.52,4.48,4.48,1,,
5386603,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Emerson College,88,10/28/2013,874,Democrat,42,Republican,40,13,2,11/5/2013,47.75,45.23,2.52,.52,-.52,1,,
5386604,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/29/2013,1002,Democrat,43,Republican,36,12,7,11/5/2013,47.75,45.23,2.52,4.48,4.48,1,,
5386605,2013_Gov-G_NJ,2013,NJ,Gov-G,Gov-G,Rutgers University,295,10/31/2013,535,Democrat,30,Republican,66,,-36,11/5/2013,38.15,60.24,-22.09,13.91,-13.91,1,aka Rutgers-Eagleton,
5386606,2013_Gov-G_NJ,2013,NJ,Gov-G,Gov-G,Monmouth University,215,11/1/2013,1436,Democrat,37,Republican,57,,-20,11/5/2013,38.15,60.24,-22.09,2.09,2.09,1,aka Monmouth,
5386607,2013_Gov-G_NJ,2013,NJ,Gov-G,Gov-G,Quinnipiac University,267,11/1/2013,1388,Democrat,33,Republican,61,,-28,11/5/2013,38.15,60.24,-22.09,5.91,-5.91,1,,
5386608,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Quinnipiac University,267,11/1/2013,1606,Democrat,46,Republican,40,8,6,11/5/2013,47.75,45.23,2.52,3.48,3.48,1,,
5386609,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,11/2/2013,600,Democrat,43,Republican,31,11,12,11/5/2013,47.75,45.23,2.52,9.48,9.48,1,aka Zogby/Newsmax,
5386610,2013_Gov-G_VA,2013,VA,Gov-G,Gov-G,Public Policy Polling,263,11/3/2013,870,Democrat,50,Republican,43,4,7,11/5/2013,47.75,45.23,2.52,4.48,4.48,1,,
5386611,2014_House-GS_FL-13,2014,FL-13,House-G,House-GS,"Fabrizio Ward",90,2/18/2014,400,Democrat,42,Republican,44,7,-2,3/11/2014,46.55,48.43,-1.88,.12,-.12,1,for Chamber of Commerce,
5386612,2014_House-GS_FL-13,2014,FL-13,House-G,House-GS,St. Pete Polls,314,2/25/2014,1269,Democrat,46,Republican,46,6,0,3/11/2014,46.55,48.43,-1.88,1.88,1.88,.5,aka Flextel Inc.; previously listed as StPetePolls.org,
5386613,2014_House-GS_FL-13,2014,FL-13,House-G,House-GS,RRH Elections,274,2/26/2014,391,Democrat,44,Republican,46,,-2,3/11/2014,46.55,48.43,-1.88,.12,-.12,1,previously listed as Political Marketing International Inc./RRH Elections,
5386614,2014_House-GS_FL-13,2014,FL-13,House-G,House-GS,Public Policy Polling,263,3/8/2014,702,Democrat,48,Republican,45,6,3,3/11/2014,46.55,48.43,-1.88,4.88,4.88,0,for League of Conservation Voters,
112333,2014_Gov-G_AL,2014,AL,Gov-G,Gov-G,Cygnal,67,10/14/2014,807,Democrat,35.7,Republican,57,,-21.3,11/4/2014,36.24,63.56,-27.32,6.02,6.02,1,newly added in 2019 update,
15380001,2014_Gov-G_AR,2014,AR,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/14/2014,940,Democrat,47,Republican,49,,-2,11/4/2014,41.49,55.44,-13.95,11.95,11.95,1,,
15380002,2014_Gov-G_GA,2014,GA,Gov-G,Gov-G,GaPundit.com,111,10/14/2014,1543,Democrat,44,Republican,44,6,0,11/4/2014,44.88,52.74,-7.86,7.86,7.86,.5,,
15380003,2014_Gov-G_MA,2014,MA,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/14/2014,980,Democrat,46,Republican,48,,-2,11/4/2014,46.54,48.4,-1.86,.14,-.14,1,,
15380004,2014_Gov-G_PA,2014,PA,Gov-G,Gov-G,Magellan Strategies,179,10/14/2014,1131,Democrat,49,Republican,42,,7,11/4/2014,54.93,45.07,9.859999999999999,2.86,-2.86,1,,
15380005,2014_House-G_MA-6,2014,MA-6,House-G,House-G,Emerson College,88,10/14/2014,400,Democrat,40,Republican,43,,-3,11/4/2014,54.97,41.14,13.83,16.83,-16.83,0,,
15380006,2014_House-G_NJ-5,2014,NJ-5,House-G,House-G,Garin-Hart-Yang Research Group,113,10/14/2014,400,Democrat,40,Republican,47,,-7,11/4/2014,43.3,55.41,-12.11,5.11,5.11,1,for Roy Cho (D),D
15380007,2014_Sen-G_AR,2014,AR,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/14/2014,940,Democrat,44,Republican,47,,-3,11/4/2014,39.43,56.5,-17.07,14.07,14.07,1,,
15380008,2014_Sen-G_CO,2014,CO,Sen-G,Sen-G,Mellman Group,205,10/14/2014,800,Democrat,41.5,Republican,39,,2.5,11/4/2014,46.26,48.2,-1.94,4.44,4.44,0,,
15380009,2014_Sen-G_GA,2014,GA,Sen-G,Sen-G,GaPundit.com,111,10/14/2014,1543,Democrat,45.69,Republican,44.72,6.03,.97,11/4/2014,45.21,52.89,-7.68,8.65,8.65,0,,
15380010,2014_Sen-O_LA,2014,LA,Sen-G,Sen-O,Rasmussen Reports/Pulse Opinion Research,277,10/14/2014,965,Landrieu (D),43,Cassidy (R),52,,-9,11/4/2014,42.08,40.97,1.11,10.11,-10.11,0,,
15380011,2014_Sen-O_LA,2014,LA,Sen-G,Sen-O,Vox Populi Polling,372,10/14/2014,546,Landrieu (D),44,Cassidy (R),48,,-4,11/4/2014,42.08,40.97,1.11,5.11,-5.11,0,,
15380012,2014_Gov-G_AZ,2014,AZ,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/15/2014,1056,Democrat,42,Republican,47,,-5,11/4/2014,41.55,53.35,-11.8,6.8,6.8,1,,
15380013,2014_Gov-G_AZ,2014,AZ,Gov-G,Gov-G,Tarrance Group,333,10/15/2014,500,Democrat,36,Republican,43,5,-7,11/4/2014,41.55,53.35,-11.8,4.8,4.8,1,,
15380014,2014_Gov-G_CT,2014,CT,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/15/2014,980,Democrat,43,Republican,50,,-7,11/4/2014,50.73,48.16,2.57,9.57,-9.57,0,,
15380015,2014_Gov-G_HI,2014,HI,Gov-G,Gov-G,Ward Research (Honolulu Star-Advertiser),375,10/15/2014,605,Democrat,47,Republican,35,12,12,11/4/2014,49.45,37.08,12.37,.37,-.37,1,,
15380016,2014_Gov-G_MN,2014,MN,Gov-G,Gov-G,SurveyUSA,325,10/15/2014,597,Democrat,50,Republican,40,3,10,11/4/2014,50.07,44.51,5.56,4.44,4.44,1,,
15380017,2014_Gov-G_TX,2014,TX,Gov-G,Gov-G,YouGov,391,10/15/2014,866,Democrat,38,Republican,54,6,-16,11/4/2014,38.9,59.27,-20.37,4.37,4.37,1,,
15380018,2014_House-G_HI-1,2014,HI-1,House-G,House-G,Ward Research (Honolulu Star-Advertiser),375,10/15/2014,354,Democrat,47,Republican,47,,0,11/4/2014,51.93,48.07,3.86,3.86,-3.86,.5,,
15380019,2014_House-G_MI-11,2014,MI-11,House-G,House-G,Mitchell Research & Communications,213,10/15/2014,472,Democrat,35,Republican,47,2,-12,11/4/2014,40.47,55.9,-15.43,3.43,3.43,1,,
15380020,2014_House-G_ND-1,2014,ND-1,House-G,House-G,DFM Research,69,10/15/2014,430,Democrat,39,Republican,46,3,-7,11/4/2014,38.48,55.54,-17.06,10.06,10.06,1,,
15380021,2014_House-G_NY-19,2014,NY-19,House-G,House-G,Public Opinion Strategies,260,10/15/2014,400,Democrat,30,Republican,56,,-26,11/4/2014,35.49,64.45,-28.96,2.96,2.96,1,for Chris Gibson for Congress (R),R
15380024,2014_Sen-GS_HI,2014,HI,Sen-G,Sen-GS,Ward Research (Honolulu Star-Advertiser),375,10/15/2014,605,Democrat,71,Republican,20,,51,11/4/2014,69.77,27.7,42.07,8.93,8.93,1,,
15380022,2014_Sen-G_MN,2014,MN,Sen-G,Sen-G,SurveyUSA,325,10/15/2014,597,Democrat,53,Republican,38,,15,11/4/2014,53.15,42.91,10.24,4.76,4.76,1,,
15380023,2014_Sen-G_TX,2014,TX,Sen-G,Sen-G,YouGov,391,10/15/2014,866,Democrat,31,Republican,57,,-26,11/4/2014,34.36,61.56,-27.2,1.2,1.2,1,,
15380025,2014_Gov-G_AR,2014,AR,Gov-G,Gov-G,Hendrix College,138,10/16/2014,2075,Democrat,41,Republican,49,3,-8,11/4/2014,41.49,55.44,-13.95,5.95,5.95,1,,
15380026,2014_Gov-G_CA,2014,CA,Gov-G,Gov-G,Public Policy Institute of California,262,10/16/2014,976,Democrat,52,Republican,36,,16,11/4/2014,59.97,40.03,19.94,3.94,-3.94,1,,
15380027,2014_Gov-G_CO,2014,CO,Gov-G,Gov-G,Gravis Marketing,124,10/16/2014,695,Democrat,44,Republican,48,6,-4,11/4/2014,49.3,45.95,3.35,7.350000000000001,-7.350000000000001,0,,
100385,2014_Gov-G_FL,2014,FL,Gov-G,Gov-G,Optimus,245,10/16/2014,4701,Democrat,40.2,Republican,41.1,12,-.9,11/4/2014,47.07,48.14,-1.07,.17,.17,1,newly added in 2019 update,
15380028,2014_Gov-G_FL,2014,FL,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,10/16/2014,1000,Democrat,47,Republican,47,,0,11/4/2014,47.07,48.14,-1.07,1.07,1.07,.5,,
112345,2014_Gov-G_HI,2014,HI,Gov-G,Gov-G,Tarrance Group,333,10/16/2014,800,Democrat,39,Republican,37,10,2,11/4/2014,49.45,37.08,12.37,10.37,-10.37,1,for Republican Governors' Association; newly added in 2019 update,R
15380029,2014_Gov-G_NH,2014,NH,Gov-G,Gov-G,New England College,228,10/16/2014,921,Democrat,51,Republican,43,,8,11/4/2014,52.37,47.43,4.94,3.06,3.06,1,,
15380030,2014_Gov-G_RI,2014,RI,Gov-G,Gov-G,Brown University,35,10/16/2014,1129,Democrat,42,Republican,31,9,11,11/4/2014,40.7,36.24,4.46,6.54,6.54,1,,
15380031,2014_House-G_AR-1,2014,AR-1,House-G,House-G,Hendrix College,138,10/16/2014,437,Democrat,30,Republican,52,4,-22,11/4/2014,32.38,63.25,-30.87,8.870000000000001,8.870000000000001,1,,
15380032,2014_House-G_AR-2,2014,AR-2,House-G,House-G,Hendrix College,138,10/16/2014,605,Democrat,46,Republican,42,5,4,11/4/2014,43.6,51.86,-8.26,12.26,12.26,0,,
15380033,2014_House-G_AR-4,2014,AR-4,House-G,House-G,Hendrix College,138,10/16/2014,607,Democrat,42,Republican,44,4,-2,11/4/2014,42.57,53.75,-11.18,9.18,9.18,1,,
15380034,2014_House-G_ME-2,2014,ME-2,House-G,House-G,"Normington, Petts & Associates",232,10/16/2014,400,Democrat,42,Republican,34,8,8,11/4/2014,41.83,47.03,-5.2,13.2,13.2,0,for Emily Cain (D),D
15380035,2014_House-G_NH-1,2014,NH-1,House-G,House-G,New England College,228,10/16/2014,461,Democrat,46,Republican,47,,-1,11/4/2014,48.11,51.71,-3.6,2.6,2.6,1,,
15380036,2014_House-G_NH-2,2014,NH-2,House-G,House-G,New England College,228,10/16/2014,460,Democrat,49,Republican,43,,6,11/4/2014,54.87,44.87,10,4,-4,1,,
15380037,2014_House-G_US,2014,US,House-G,House-G,Rasmussen Reports/Pulse Opinion Research,277,10/16/2014,3500,Democrat,41,Republican,41,,0,11/4/2014,45.7,51.42,-5.72,5.72,5.72,.5,,
15380038,2014_Sen-G_AR,2014,AR,Sen-G,Sen-G,Hendrix College,138,10/16/2014,2075,Democrat,40.5,Republican,49,,-8.5,11/4/2014,39.43,56.5,-17.07,8.57,8.57,1,,
15380039,2014_Sen-G_CO,2014,CO,Sen-G,Sen-G,Benenson Strategy Group,30,10/16/2014,600,Democrat,47,Republican,44,,3,11/4/2014,46.26,48.2,-1.94,4.94,4.94,0,,
15380040,2014_Sen-G_CO,2014,CO,Sen-G,Sen-G,Gravis Marketing,124,10/16/2014,695,Democrat,43,Republican,48,,-5,11/4/2014,46.26,48.2,-1.94,3.06,-3.06,1,,
100396,2014_Sen-G_IA,2014,IA,Sen-G,Sen-G,Optimus,245,10/16/2014,2455,Democrat,44.4,Republican,45,,-.6,11/4/2014,43.76,52.1,-8.34,7.74,7.74,1,newly added in 2019 update,
15380041,2014_Sen-G_IA,2014,IA,Sen-G,Sen-G,Public Policy Polling,263,10/16/2014,714,Democrat,48,Republican,47,,1,11/4/2014,43.76,52.1,-8.34,9.34,9.34,0,,
15380042,2014_Sen-G_KY,2014,KY,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/16/2014,1000,Democrat,44,Republican,52,,-8,11/4/2014,40.72,56.19,-15.47,7.47,7.47,1,,
15380043,2014_Sen-G_NH,2014,NH,Sen-G,Sen-G,New England College,228,10/16/2014,921,Democrat,47.3,Republican,47.7,,-.4,11/4/2014,51.46,48.21,3.25,3.65,-3.65,0,,
15380044,2014_Sen-G_NJ,2014,NJ,Sen-G,Sen-G,Fairleigh Dickinson University (PublicMind),92,10/16/2014,525,Democrat,56,Republican,40,,16,11/4/2014,55.84,42.33,13.51,2.49,2.49,1,,
15380045,2014_Gov-G_CO,2014,CO,Gov-G,Gov-G,Ipsos,154,10/17/2014,1099,Democrat,46,Republican,46,,0,11/4/2014,49.3,45.95,3.35,3.35,-3.35,.5,,
15380046,2014_Gov-G_CT,2014,CT,Gov-G,Gov-G,Quinnipiac University,267,10/17/2014,1010,Democrat,43,Republican,42,9,1,11/4/2014,50.73,48.16,2.57,1.57,-1.57,1,,
15380047,2014_Gov-G_FL,2014,FL,Gov-G,Gov-G,Quinnipiac University,267,10/17/2014,984,Democrat,42,Republican,42,7,0,11/4/2014,47.07,48.14,-1.07,1.07,1.07,.5,,
15380048,2014_Gov-G_FL,2014,FL,Gov-G,Gov-G,St. Pete Polls,314,10/17/2014,1855,Democrat,45,Republican,44,8,1,11/4/2014,47.07,48.14,-1.07,2.07,2.07,0,previously listed as StPetePolls.org,
15380049,2014_Gov-G_MA,2014,MA,Gov-G,Gov-G,MassINC Polling Group,198,10/17/2014,501,Democrat,42,Republican,43,2,-1,11/4/2014,46.54,48.4,-1.86,.86,.86,1,,
15380050,2014_House-G_MA-6,2014,MA-6,House-G,House-G,Garin-Hart-Yang Research Group,113,10/17/2014,406,Democrat,47,Republican,36,9,11,11/4/2014,54.97,41.14,13.83,2.83,-2.83,1,,
15380051,2014_House-G_US,2014,US,House-G,House-G,Rasmussen Reports/Pulse Opinion Research,277,10/17/2014,3500,Democrat,41,Republican,41,,0,11/4/2014,45.7,51.42,-5.72,5.72,5.72,.5,,
15380058,2014_Sen-GS_SC,2014,SC,Sen-G,Sen-GS,Susquehanna Polling & Research Inc.,326,10/17/2014,917,Democrat,31,Republican,58,,-27,11/4/2014,37.09,61.12,-24.03,2.97,-2.97,1,,
15380052,2014_Sen-G_CO,2014,CO,Sen-G,Sen-G,Ipsos,154,10/17/2014,1099,Democrat,45,Republican,47,,-2,11/4/2014,46.26,48.2,-1.94,.06,-.06,1,,
15380053,2014_Sen-G_KY,2014,KY,Sen-G,Sen-G,SurveyUSA,325,10/17/2014,655,Democrat,43,Republican,44,,-1,11/4/2014,40.72,56.19,-15.47,14.47,14.47,1,,
15380054,2014_Sen-G_NC,2014,NC,Sen-G,Sen-G,Gravis Marketing,124,10/17/2014,1022,Democrat,43,Republican,48,,-5,11/4/2014,47.26,48.82,-1.56,3.44,-3.44,1,,
15380055,2014_Sen-G_NC,2014,NC,Sen-G,Sen-G,National Research Inc.,225,10/17/2014,600,Democrat,41,Republican,42,6,-1,11/4/2014,47.26,48.82,-1.56,.5600000000000001,.5600000000000001,1,,
15380056,2014_Sen-G_NC,2014,NC,Sen-G,Sen-G,Public Policy Polling,263,10/17/2014,780,Democrat,46,Republican,43,5,3,11/4/2014,47.26,48.82,-1.56,4.56,4.56,0,,
15380057,2014_Sen-G_SC,2014,SC,Sen-G,Sen-G,Susquehanna Polling & Research Inc.,326,10/17/2014,917,Democrat,29,Republican,49,10,-20,11/4/2014,38.78,54.27,-15.49,4.51,-4.51,1,,
15380059,2014_Sen-O_LA,2014,LA,Sen-G,Sen-O,Multi-Quest International,220,10/17/2014,605,Landrieu (D),40,Cassidy (R),43,,-3,11/4/2014,42.08,40.97,1.11,4.11,-4.11,0,,
15380060,2014_Gov-G_AK,2014,AK,Gov-G,Gov-G,Hellenthal & Associates,137,10/18/2014,403,Walker (I),43,Parnell (R),44,4,-1,11/4/2014,48.1,45.88,2.22,3.22,,0,,
15380061,2014_Gov-G_CO,2014,CO,Gov-G,Gov-G,Public Policy Polling,263,10/18/2014,778,Democrat,45,Republican,44,2,1,11/4/2014,49.3,45.95,3.35,2.35,-2.35,1,,
15380062,2014_Gov-G_CO,2014,CO,Gov-G,Gov-G,Quinnipiac University,267,10/18/2014,974,Democrat,45,Republican,44,2,1,11/4/2014,49.3,45.95,3.35,2.35,-2.35,1,,
15380063,2014_Gov-G_FL,2014,FL,Gov-G,Gov-G,Saint Leo University,299,10/18/2014,500,Democrat,43,Republican,40,8,3,11/4/2014,47.07,48.14,-1.07,4.07,4.07,0,,
15380064,2014_Gov-G_HI,2014,HI,Gov-G,Gov-G,Merriman River Group,207,10/18/2014,1221,Democrat,40,Republican,34,11,6,11/4/2014,49.45,37.08,12.37,6.37,-6.37,1,,
15380065,2014_Gov-G_IA,2014,IA,Gov-G,Gov-G,Quinnipiac University,267,10/18/2014,964,Democrat,37,Republican,55,,-18,11/4/2014,37.27,58.99,-21.72,3.72,3.72,1,,
