Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
347,University of Wisconsin (Badger Poll),365,8,yes,no,.7078245466869828,B/C,.6950988570813171,.875,.375,12.78543090820313,5.856165955597719,6.934119293211997,5.107604204395074,.6572894742816732,7,6.007245744977679,7.213419865736198,3.760023128639522,.924107411530347
348,"California State University, Bakersfield",41,1,no,no,.7104449698380708,B/C,-.1265790115977124,0,1,9.853496551513672,6.104626058474669,3.753724833645592,4.982870103239322,.0640104524612569,1,-9.853496551513672,-14,,0
349,Minnesota State University Moorhead,211,4,no,no,.7108969551157276,B/C,.4641666238621686,1,.75,9.203699111938477,5.200479311205552,4.008074141339514,1.83833431398978,.1195979997217173,4,7.134679794311523,,,0
350,Multi-Quest International,220,4,no,no,.7110344627144402,B/C,-.0045227866109001,.75,.25,5.391483306884766,5.360956729811647,.0353809176797084,.9493384975206594,.1052977436704866,3,-.045739491780599,.5518517670808016,3.213384057136836,.5667756366123041
351,Constituent Dynamics,58,7,no,no,.7114204767023606,B/C,,.8571428571428571,.7142857142857143,9.457359858921595,8.460331650799835,1.001882548728349,1.423295422909794,.1992579394388035,0,,,10.87636664561877,0
352,University of North Carolina,359,2,no,no,.7134614151447214,B/C,.2165461378793016,.5,.5,6.856529235839844,5.624614372880663,1.23676920356577,1.263700604255319,.0399107880787313,2,6.856529235839844,-.2875003814697266,1,1.485055311499993
353,Global Strategy Group/GBAO (Navigator Research),413,2,no,no,.7143299080143687,B/C,.5238210678100587,1,0,5.238210678100586,5.089631171741502,.1534338469656742,.3974949072632308,.0397494907263231,2,5.238210678100586,1.010704781134638,1.557292289935744,1.201804172880457
354,Detroit Free Press,663,1,no,no,.7146086014776371,B/C,.1331316917459678,1,1,8.981452941894531,5.342821221211951,3.64348606128917,2.73922990534567,.0406034874022167,1,8.981452941894531,2,2,2.000825919092727
355,Sky Research,665,1,no,no,.7150213319471003,B/C,-.3732352724099157,0,1,8.725540161132813,5.459213122187348,3.271181379552054,2.342295473960913,.1001917672882289,1,-8.725540161132813,-4.632780075073242,,0
356,Southern Opinion Research,311,2,no,no,.7189833819536425,B/C,.0193370156963022,1,.5,8.5,5.373668926290093,3.131185414316497,3.042806655800613,.0669867644294006,2,.8783645629882813,4.166666666666666,3.5,.6924543701491878
357,American Research Group,9,277,yes,no,.7241709590734948,C+,.0764734179302929,.7509025270758123,.4007220216606498,7.530794866678947,7.004901459409429,.5307477478761059,.8663607536388283,.7702975692113456,86,.1135636263115462,-1.142137648661575,6.882220458743856,0
358,Opinion Consultants,241,2,no,no,.7274854879836085,B/C,-.2560304923197467,1,.5,6.620656967163086,5.238506864616457,1.387004443153219,1.015196302331795,.0392591264547226,2,-6.620656967163086,-5.441666730244955,2.242640687119285,1.785901565320188
359,Arthur J. Finkelstein & Associates,16,1,no,no,.7311744675064819,B/C,-.202592759519747,0,1,13.66749954223633,6.614494543737975,7.057859339104942,5.857637552939973,.0868275102149689,1,-13.66749954223633,,,0
360,Zata3,392,2,no,no,.7314228315643269,B/C,-.2012821656754537,1,.5,10.1712818145752,6.04166524578764,4.134470909394145,2.455581887264707,.1253121472365468,2,-3.944269180297852,0,,0
361,GaPundit.com,111,2,no,no,.7323715570758917,B/C,.5537197498696054,.25,1,8.256275177001953,5.356511452358934,2.904618065249609,2.135100917652609,.1431938157005893,2,8.256275177001953,3.027981217144526,,0
362,Baselice & Associates,23,2,no,no,.7328146042343968,B/C,.3040444320828225,1,.5,10.02863216400146,5.73711529832728,4.296371206280774,3.331487307689965,.1010028237044809,2,10.02863216400146,8.75,4,.1262369305463489
363,MarketAide Services Inc.,191,1,no,no,.7347617707815949,B/C,.1662938060892203,1,1,11.21866607666016,5.930474800375713,5.293045616891033,6.099647514138478,.090414813490082,1,11.21866607666016,9.5,,0
364,Redfield & Wilton Strategies,562,9,yes,no,.7349372590492564,B/C,2.202347366898148,.7777777777777778,.6666666666666666,6.607042100694445,3.460981436466479,3.150915004834555,2.640811777147769,.8802705923825898,9,6.607042100694445,2.529307956248106,2.997833312978453,0
365,Bannon Communications Research,21,2,no,no,.7359362734296809,B/C,.3276200692953867,1,.5,10.37347793579102,6.048284897877401,4.330047378520204,3.460380350212206,.1092873631333819,2,10.37347793579102,8.333333333333332,21,0
366,Howey Politics/DePauw University,142,7,no,no,.7370211714325817,B/C,.0840077257383459,.5714285714285714,.2857142857142857,6.740425654820034,5.607273313387551,1.138006682039072,1.537890850961456,.2458028714182319,6,.5784180959065756,1.297258237258008,7.196152422706631,0
367,High Point University,139,3,yes,no,.7399426268592304,B/C,.0045991236618311,.6666666666666666,.3333333333333333,11.5411860148112,5.850491843170836,5.695548512246951,7.077572621782974,.8025801455172091,2,.0979747772216797,1.810572346488198,6.039410563067126,0
368,Forman Center,100,2,no,no,.7402289742322391,B/C,.2422698600401577,1,.5,11.0048656463623,5.479212990701936,5.530506996266959,4.700320767861541,.1034765976402518,2,11.0048656463623,17.14285714285714,21,0
369,Kimball Political Consulting,163,6,no,no,.7408599088190024,B/C,-.9883884432002163,.8333333333333334,.5,6.287283579508464,4.647312677120706,1.644825242994348,1.570361717253792,.2468677217035975,6,-6.287283579508464,-2.414999643961589,6.36664866823249,0
370,New Frontier Strategy,229,2,no,no,.7415875112176328,B/C,,.5,1,14.05421733856201,8.091564778767712,5.96750690040089,2.449795285445019,.1434017623817209,0,,,10.18888918558756,0
371,SMS Research & Marketing Services,296,1,no,no,.742124091279715,B/C,-.1666266571273037,0,1,9.744956970214844,4.610530379259771,5.139280931561662,2.978766842861347,.0509332122147581,1,-9.744956970214844,-1,1,2.880160549046826
372,HighGround Inc.,416,2,no,no,.7430892528704829,B/C,-.3894387965502069,.5,0,4.441871643066406,5.640017798991987,-1.193291815318991,.0613453865069179,.0053784250007434,2,-4.441871643066406,-3.016805860731337,2.638004968678565,1.942356279167756
373,Abacus Associates,6,2,no,no,.7479667078828547,B/C,.1657550174081954,.5,.5,8.055637359619141,6.17635698229895,1.88413471792678,2.977452512533899,.1363118233194016,2,3.620578765869141,6.5,,0
374,Lester & Associates,293,1,no,no,.757813807098785,B/C,,1,1,18.92186546325684,7.939957168970158,10.98676263489327,4.032942336631153,.0916559928235483,0,,,1.850000381469727,1.32694911229125
375,PSI,248,3,no,no,.7614591196960223,B/C,-.0425848070705559,.6666666666666666,.6666666666666666,11.68826611836751,8.402766326327948,3.290354132646156,2.959615449818972,.1112015441642382,1,-3.314998626708984,-4,2,.7967065684965622
376,Long Island University,633,1,no,no,.7650436558876498,B/C,.3445801985891241,1,1,6.547023773193359,3.423618361858678,3.12825975194127,2.976890594566759,.1566784523456189,1,6.547023773193359,2.749569759573987,2.731481340196398,.0749388672985862
377,Montana State University Billings,216,11,no,no,.7651270341095072,B/C,1.988396541215514,.5909090909090909,.3636363636363636,6.64113339510831,5.620000995539652,1.025986740175247,.8264028991200191,.2635574153766082,11,6.234757856889204,2.436363636363637,2.75,.5592303447021791
378,Dynata,283,2,no,no,.7659266382211682,B/C,,1,1,9.368056297302246,8.563656556344602,.8092540815642333,.8376995302750494,.0642839017226691,0,,,1,1.598656868505834
379,Gazette Communications,640,2,no,no,.7665583160768187,B/C,.2355804045651158,1,.5,8.064261436462402,4.626378120399051,3.442737656669941,3.311381800447465,.096735041437494,2,8.064261436462402,4.749999427795411,3.149998664855957,1.392265042926306
380,SocialSphere,307,2,no,no,.7668488168813593,B/C,-.4117260457887734,1,0,6.139068603515625,5.423947501621051,.7199754425011635,2.649176394227108,.1776710755060569,2,-6.139068603515625,-6.424999872843425,6.522497216032183,0
381,Jeffrey Stonecash,158,1,no,no,.769585419510555,B/C,-.2253635113043367,1,1,11.42992401123047,5.395863044648573,6.038915307188485,6.613922888648005,.1304065437545612,1,-11.42992401123047,-16.66666666666667,22,0
382,Consumer Logic,59,2,no,no,.7724076121984393,B/C,.3073798714305453,.5,.5,10.2096996307373,5.531537250413759,4.683016720930135,4.202129054956059,.1265120361384887,2,10.2096996307373,10.05555555555556,4.299999237060547,.587518016380516
383,20/20 Insight,1,8,no,no,.7726710092488588,B/C,.5194501176309351,.625,.25,10.15272641181946,6.185246428650617,3.97233432377543,1.54964468511572,.3536957571176695,5,2.93757553100586,3.179270582539695,6.887526543234835,0
384,Y2 Analytics,389,8,no,no,.7743143580781688,B/C,1.349587869652441,1,.5,8.045513153076172,5.202396965492056,2.847970528190705,1.107633916572423,.3144985299282272,7,5.088503156389509,-2.625750897306226,4.446978219567863,.3509703823649378
385,Zia Poll,393,4,no,no,.7786391354970146,B/C,-.8303678743833749,.75,.5,5.355730056762695,3.573749435983919,1.786834961385366,1.821202030920989,.2823644289780817,4,-5.355730056762695,-5.332124996185303,5.859122918275927,0
386,Cherry Communications,49,5,no,no,.7801076623998108,B/C,-.4699481294818663,.5,.2,7.576317214965821,6.238062246115746,1.343109309456664,1.795094735983857,.2917144745162084,4,-3.25346565246582,-3.928865095337704,11.69348712139186,0
387,Glover Park Group,120,1,no,no,.7802782013337553,B/C,-.3425971166529996,0,1,11.36287689208984,6.52075289177766,4.846978340918772,5.045252472144208,.1521171941012839,1,-11.36287689208984,-7.25,,0
388,Baydoun Consulting,25,6,no,no,.7811925707864777,B/C,-.9694367373149146,.8333333333333334,.6666666666666666,6.843583424886067,5.376897249511465,1.471540515981191,1.826923684414111,.2872003836710728,4,-8.765375137329102,-6.805556221613808,8.004608245886912,0
389,Neighbor,226,1,no,no,.7845976154095272,B/C,-.1902672901224637,1,1,17.09513473510742,5.335849966702793,11.76413910901122,12.25084605960385,.1363507990774335,1,-17.09513473510742,-14,13,0
390,VCreek/AMG,501,1,no,no,.7847294062913411,B/C,.4140598899439761,1,1,7.867137908935547,4.713283131069624,3.158709118472512,.8794358961486693,.0462860997972984,1,7.867137908935547,.7300003051757811,.4300003051757813,2.546422823386813
391,Clout Research/Wenzel Strategies,55,16,no,no,.7852868615226893,B/C,-1.903883602077899,.5625,.4375,6.75414502620697,5.16587790936004,1.593121457453521,1.407843461757177,.5013146697622185,15,-5.697357813517253,-4.60628011158975,5.237259413643385,0
392,Hofstra University,558,2,no,no,.78838602267427,B/C,.6438211441040039,1,1,6.438211441040039,4.440758581976693,2.002307199669935,2.199582256028924,.2199582256028924,2,6.438211441040039,2.23675095251669,2.528308264282189,.1402779707137773
393,Cometrends,631,1,no,no,.7884281226754147,B/C,.3972117775364926,1,1,7.547023773193359,3.875089707193861,3.676788406606088,3.49613433083288,.1840070700438358,1,7.547023773193359,3.760322447746031,3.353124856948853,0
394,Rainmaker Media Group,276,1,no,no,.7927307362117337,B/C,.2754625870077134,1,1,12.12059020996094,4.909713011557411,7.215731539010116,6.896266293018583,.156730268152108,1,12.12059020996094,7.75,,0
395,Datamar Analytics,75,8,no,no,.7956116893556978,B/C,-.2713336655661277,.6875,.375,6.29167628288269,5.734910244444253,.5616203790450274,1.943263857199152,.2970134446482879,5,-2.778728485107422,-3.300689658460946,5.841690338934272,0
396,Open Model Project,629,2,no,no,.7977944110353132,B/C,-.5652378082275391,0,1,5.652378082275391,4.889192054473236,.7680403684087436,2.433944110353132,.2433944110353132,2,-5.652378082275391,-5.465624690055847,5.266666412353516,0
397,Lauer Johnson Research,167,1,no,no,.8005647941407796,B/C,.2723246035939315,0,1,13.81168365478516,6.004192203188446,7.812345792203299,8.185126212067717,.1613859183847859,1,13.81168365478516,17,,0
398,Lycoming College,176,3,no,no,.8012999685512628,B/C,.4833328686686418,.6666666666666666,.3333333333333333,7.268063863118489,6.083428578608518,1.189489625116561,2.026217160099647,.1347452871879952,3,7.268063863118489,5.666666666666667,4.962127474685254,1.154565286656061
399,Beacon Research,545,3,no,no,.8024684099094195,B/C,,1,.6666666666666666,7.971240361531575,6.546103251047581,1.429991451090585,2.053278869365935,.2933255527665622,0,,,,0
400,University of Alabama at Birmingham,344,2,no,no,.8104141712019267,B/C,-.3508822861760528,1,1,12.0112133026123,4.940563881724581,7.075503761494313,6.204896838683693,.1812629859608257,2,-12.0112133026123,-6,6.267949192431122,0
401,Saguaro Strategies,298,2,no,no,.8106218672436712,B/C,.3871853984956438,0,1,5.045509338378906,3.754951426499091,1.295412252486405,2.125802552184925,.163131143575532,2,5.045509338378906,3.966666666666667,2.444444444444445,.8929885052639039
402,Ed Renwick/Loyola University New Orleans,85,10,no,no,.8109882703391773,B/C,.8957129970820817,.8,.4,7.855332946777343,5.139821582518981,2.720365704864952,1.996120397945766,.320587412987893,9,6.175258212619358,4.339629641874336,6.051410743983269,0
403,WPA Intelligence (WPAi),383,17,no,no,.8136637854897387,B/C,-.6787699646565474,.6764705882352942,.4705882352941176,7.492368024938247,5.985615077352779,1.511607288192058,1.466481683484007,.5489773013082495,15,-2.079267374674479,-4.819983496122701,10.07049880632958,0
404,University of Colorado,580,2,no,no,.8144357959969769,B/C,.5152778562059495,1,.5,6.714714050292969,4.882611391734617,1.836956999164942,3.068491312715381,.2354717734158129,2,6.714714050292969,7.307555601331923,,0
405,Patinkin Research Strategies,490,2,no,no,.8170963982576065,B/C,.5671300888061523,1,0,5.671300888061523,4.762511795275056,.9136434333930565,1.898537937396599,.1898537937396599,2,5.671300888061523,2.519230871934157,3.381250381469727,.7284260451794673
406,Slingshot Strategies,451,1,no,no,.8190800167720694,B/C,.4257258734660525,1,1,9.285785675048828,5.135433605655431,4.155206409999987,4.525798367907748,.2074945008138613,1,9.285785675048828,9,9,0
407,Baldwin Wallace University,401,2,no,no,.8202506188048283,B/C,.7280571696293006,.5,.5,8.304094314575195,5.071536737268028,3.237411917913756,2.883790876919586,.252834872066392,2,8.304094314575195,3.546666781107585,,0
408,Univision/Latino Decisions/North Star Opinion Research,516,7,no,no,.8282660647476114,B/C,1.323086738586426,.7142857142857143,.2857142857142857,6.070222582135882,5.230565677406466,.8445112453360049,.7831796932361169,.2192903141061127,6,5.292346954345703,1.311874486905276,2.874891363023641,.8737705380053529
409,RMS Research,273,3,no,no,.829247133071133,B/C,.3345721425836921,1,.3333333333333333,11.12290445963542,5.418214220414125,5.709544579827881,4.903184346705861,.2034827452779916,3,8.061955769856771,-5.8,4,.2310479007778654
410,Data West Polling,74,2,no,no,.8314642257907742,B/C,.3825687758208263,.5,1,13.09588813781738,6.156274800768978,6.944467677654996,6.925470961856789,.2023130405496732,2,13.09588813781738,7.5,,0
411,Hays Research Group,136,9,no,no,.8318380079002355,B/C,.9776926335490508,.7777777777777778,.4444444444444444,8.030609766642252,5.194133750545753,2.841330356703088,2.008095175656406,.3624291809072235,5,10.69680023193359,4.125397334023127,7.349213550843686,0
412,brilliant corners Research & Strategies,564,1,no,no,.832238816747141,B/C,.6458057604337993,0,1,12.27030944824219,5.883113618582202,6.392050170266574,4.328537518195677,.227817764115562,1,12.27030944824219,4.292500019073486,,0
413,"Normington, Petts & Associates",232,12,no,no,.8344991375350191,B/C,.8610392546312677,.5833333333333334,.5,7.553451538085938,6.110763551492837,1.447542327199691,1.618406211132986,.4268539569763887,12,3.264609018961588,3.576653460346201,3,.0992029491158098
414,WCIA-TV,373,2,no,no,.8373707824230141,B/C,-.4020674631878819,1,1,18.26351165771484,6.085304705082537,12.1830612932389,9.11289007221899,.2006184058310267,2,-18.26351165771484,-8.769841269841269,,0
415,Market Research Insight,185,19,no,no,.8389235668824845,B/C,-.2420582752342996,.9473684210526315,.631578947368421,7.236588829442074,4.978781443526811,2.262661726521852,1.505234583700877,.5995129281719782,19,-.607750842445775,1.038254158662789,7.452589716116476,0
416,Auburn University at Montgomery,588,2,no,no,.849329974972278,B/C,.7860176086425782,1,.5,7.860176086425781,4.428574095208752,3.436456331823618,2.037031956009374,.2037031956009374,2,7.860176086425781,.2442885262625563,2.700004577636719,.9122677937134069
417,USC Schwarzenegger Institute,648,1,no,no,.8511197301452627,B/C,.4124617325632196,1,1,7.836772918701172,3.39505831908743,4.44656894022033,4.68727487275999,.2466986775136837,1,7.836772918701172,7.859999847412109,7.433333079020183,0
418,Hickman Analytics,415,1,no,no,.8587584780464299,B/C,.4464992819421832,0,1,9.088420867919922,5.956972395129987,3.136302813396525,5.101696762816038,.2506380343063347,1,9.088420867919922,7.666666666666666,,0
419,GCR & Associates,110,1,no,no,.8646525450775476,B/C,,1,1,18.29655265808105,9.780529509083932,8.520877489603713,7.843686067201693,.2364915378450761,0,,,,0
420,ccAdvertising,396,33,no,no,.8651626296718206,C+,-2.639029471910175,.8484848484848485,.7575757575757576,7.36368144642223,5.330020138798532,2.038515648230288,1.487314888434947,.7074678891067008,33,-5.548050851532907,-4.331729200390248,7.005812303421265,0
421,Arizona State University,15,8,no,no,.866433453873116,B/C,.5564589048318203,1,.5,8.227585315704346,6.339161300715874,1.893278355595062,2.025491846080711,.2809977952662606,6,5.835334777832031,6.070740728025083,3.142654716224832,.5185243754774501
422,Hellenthal & Associates,137,5,no,no,.86717250359529,B/C,.3765420102603602,.4,.4,8.071262359619141,5.93747744495968,2.13863925526605,2.545385929009844,.354061338473748,3,4.278266906738281,.6055541568332247,14.79999923706055,0
423,Gonzales Research & Marketing Strategies Inc.,121,10,no,no,.8675254168163843,B/C,-.6363039022322089,.8,.4,6.542662811279297,5.828944142542221,.7185730093436659,1.736580698008142,.4064523551164123,9,-2.770167032877604,-2.362963217276114,3,.2060782883476115
424,J.L. Partners,619,2,no,no,.8721696165657405,B/C,.754702377319336,1,.5,7.547023773193359,4.345387893945784,3.206490219854165,3.177696165657407,.3177696165657407,2,7.547023773193359,3.801195517830227,5.355769084050105,0
425,The Justice Collaborative Institute,630,2,no,no,.8743204404173909,B/C,.6671300888061524,1,.5,6.671300888061523,4.424407474597316,2.251747754070798,3.156675279641673,.3156675279641674,2,6.671300888061523,3.560256512959798,3.925000190734864,.0425291245322368
426,Opinium,559,2,no,no,.8787781238559788,B/C,.7238210678100586,1,1,7.238210678100586,4.247716870582519,2.995348148124656,3.243781238559789,.3243781238559789,2,7.238210678100586,3.032210157478724,4.192044517038934,0
427,Cole Hargrave Snodgrass & Associates,56,5,no,no,.8851238528677493,B/C,.0945812768473129,.6,.4,8.11447639465332,7.037999478115583,1.081331257144327,2.042515185407599,.3291028255924761,3,3.437128702799479,-2.175925925925926,3.6648332982792,.4106739370256197
428,Global Strategy Group,118,25,no,no,.8919527848946019,B/C,1.766649007346779,.68,.24,6.418126983642578,5.722952759301982,.7000285649471842,1.542128446642364,.6204697092314073,25,4.39086654663086,5.018593838052824,5.598565603370304,.0903718764869904
429,Global Marketing Research Services,621,1,no,no,.8999214893138072,B/C,.5024749354312295,1,1,9.547023773193359,3.866799731250264,5.685078382549684,5.614508296962335,.2955004366822281,1,9.547023773193359,5.781827824090117,5.322916507720947,0
430,Colby College,593,6,no,no,.902542600397532,B/C,1.986114343007406,.6666666666666666,.5,8.309026718139648,5.052475337686825,3.261405721059413,2.026170401590127,.5065426003975319,6,7.944457372029622,4.139999453226725,,0
431,East Tennessee State University,456,2,no,no,.9042082604316538,B/C,.8677047628217041,.75,1,9.896890640258789,5.431653280469702,4.470091700395676,3.841397234746467,.3367925136932174,2,9.896890640258789,3.928571701049804,,0
432,Marketing Research Institute,192,9,no,no,.9111655606218465,B/C,-.3850345165108986,.3333333333333333,.8888888888888888,9.83777936299642,5.169169548590911,4.673464155012098,3.044796647457002,.3845280300104642,9,-3.048807144165039,-3.937036867494936,5.674016281858086,0
433,Concord Public Opinion Partners,553,1,no,no,.9128463189124751,B/C,,1,1,13.4076042175293,7.71702778658851,5.695430771547376,4.90008790922519,.2578993636434311,0,,,6,.9599921501118365
434,Brandwatch Qriously,610,3,no,no,.9202256742025964,B/C,.9352891104561941,1,1,6.547023773193359,3.475205865360035,3.076672248439915,2.877579719418173,.411082817059739,3,6.547023773193359,2.809999864180009,2.756743569862824,0
435,Victory Enterprises,525,1,no,no,.9239620442305715,B/C,-.5228166038913292,0,1,17.34019470214844,6.208346079624863,11.13670296313016,9.810797010782423,.2958010369981002,1,-17.34019470214844,,,0
436,St. Cloud State University,312,16,no,no,.9401959555986587,B/C,1.47271229287365,.75,.375,6.441546678543091,5.312041367055372,1.134359652094309,1.78939016090633,.6836468673841722,15,3.870546468098958,3.325277775052994,7.67030134935402,0
437,Bainbridge Media Group,656,1,no,no,.9533422120407481,B/C,.4812609706441475,1,1,21.17589569091797,5.6804533814596,15.50029665006496,13.96330905438646,.3173417439811224,1,21.17589569091797,,,0
438,Rutgers University,295,16,yes,no,.9539608782284354,B/C,.2820584140873488,.875,.3125,6.795642375946045,5.144511004579583,1.655985711973052,3.13086887613533,1.106892537294412,16,.7978081703186035,1.493687474140275,6.034197046142102,0
439,Schapiro Group,300,2,no,no,.9626482024962545,B/C,,.5,.5,21.48976993560791,9.675805041120341,11.81881923509416,7.25176267778764,.3222944174742237,0,,,6.5,.6139517335312643
440,SSRS,297,30,yes,no,.9658884097730095,C,2.694829190924799,.6,.4,6.16478583017985,4.984997055527604,1.184643115258835,1.863049710883167,1.123276920772806,28,4.642478397914341,2.718055417948096,4.347021633485415,.0129290119852321
441,Western Kentucky University,379,4,no,no,.9746834873158277,B/C,.9039627322345885,.75,.75,10.91082143783569,5.938117373923029,4.977558404519256,2.718245994627008,.3819396758296789,3,8.363541920979818,-1.080555333031548,2,.5773409954215362
442,Loras College,171,18,no,no,.9826281730075825,B/C,1.541755722648368,.7222222222222222,.3333333333333333,8.122161971198189,6.299331037050903,1.827685274753874,1.286758283468349,.5375723259582004,14,4.378634316580636,-.5874077337759513,2.882841096758058,.5414996138439588
443,Millersville University,210,5,no,no,.9843616996351582,B/C,-.6272345449247876,.8,.8,14.15688896179199,4.994529713987127,9.167213588411455,6.420218182423063,.3882155443458528,5,-10.37305870056152,-6.093433316548666,5.855996079896939,0
444,DCCC Targeting and Analytics Department,68,5,no,no,.9849079660818172,B/C,2.043319386493293,.4,.6,9.703327178955078,5.952459378863677,3.75572214069799,2.598924869592363,.5472796569814823,5,9.703327178955078,,,0
445,Massie & Associates,199,2,no,no,.9968783293981434,B/C,-.5278419610119539,0,1,23.97669219970703,6.3655494552371,17.61599708507652,16.35836057255758,.360125952806156,2,-23.97669219970703,,,0
446,SurveyMonkey,324,268,no,no,1.002814178528214,C,4.742322850559237,.878731343283582,.5559701492537313,6.601033203637422,4.268804065525122,2.337083478718888,1.06355740486636,.9827578177770415,255,5.149043273925781,1.82913899805347,5.077808011728325,0
447,Hampton University,131,4,no,no,1.006372546360688,B/C,-.8084199351629326,.5,.5,7.510197639465332,4.543193627412718,2.971858352659204,3.527894687459416,.4943438215175679,4,-5.769305229187012,-6.759859941252808,5.482901716514413,0
448,Roanoke College,292,18,yes,no,1.009202178828525,B/C,.6067975105006991,.8055555555555556,.5,7.776469760470921,5.660469950171172,2.120854150906338,2.673718986236597,1.083270905942732,15,1.70916493733724,1.265536239225209,4.722550610519473,.2425480800288891
449,Greg Smith & Associates,128,5,no,no,1.019313758716734,B/C,.9385190782357025,.4,.4,10.13129425048828,5.560755311854379,4.575393279240492,4.483932719839702,.4153720441879422,5,10.13129425048828,6.333333333333333,6.400624329750488,.4508519551095868
450,Marketing Resource Group (MRG),193,10,no,no,1.023836540864471,B/C,.3207101759247366,.3,.7,9.837563133239746,7.20621952856269,2.636197945283645,1.790222788755064,.4905984444951934,6,1.696808497111003,1.590694447369244,5.616928727053397,.5934383038266724
451,University of Iowa,353,3,no,no,1.039961016782716,B/C,-.3193475974663202,.6666666666666666,.6666666666666666,17.28665033976237,7.41899229586098,9.872512384507978,6.978442571360039,.4477098938529421,1,-6.610149383544922,-2.789999198913574,13.14096253015037,0
452,BWD Global,527,2,no,no,1.045711407806707,B/C,-.1404711485062427,1,.5,13.50125408172607,7.134482252583018,6.371626169749645,6.392500185529562,.4620369456092442,1,-4.353763580322266,-5.299999237060547,,0
453,Citizen Data,616,12,no,no,1.070771182660835,B/C,2.81656436920166,.5833333333333334,.6666666666666666,7.04141092300415,4.649526207538675,2.396739056072065,2.04159889190573,.8166395567622919,12,7.04141092300415,2.810882241028659,4.093776961431735,.0413290647463573
454,DeSales University,474,1,no,no,1.072521105891609,B/C,.7509087010433799,1,1,14.26726531982422,6.152374147126724,8.119745513304084,8.893901011940571,.46810005326003,1,14.26726531982422,10.80000305175781,10.80000305175781,0
455,Hamilton Campaigns,130,13,no,no,1.074199609049902,B/C,1.392617616215609,.5769230769230769,.3076923076923077,6.684710282545823,5.632225339131462,1.057339284020951,2.362834758148918,.6364192690103658,13,5.170373476468599,4.036442286639028,4.273163888017891,.2309647409087736
456,Kiaer Research,585,2,no,no,1.076595226635088,B/C,1.061572074890137,1,1,10.61572074890137,4.645587263023199,5.974987826484758,5.221952266350876,.5221952266350876,2,10.61572074890137,5.807156682014465,5.968028861980305,0
457,Craciun Research Group,61,1,no,no,1.095235298337428,B/C,.7473572828176596,0,1,18.73064041137695,5.116279744282602,13.61921500770094,11.96408379729902,.4773699650291278,1,18.73064041137695,11.25,,0
458,Bluegrass Community and Technical College,632,2,no,no,1.107975009276226,B/C,1.093443298339844,1,.5,10.93443298339844,6.002379782436627,4.9369075415684,2.397572187245313,.2397572187245313,2,10.93443298339844,.6249985694885254,2.600000381469727,3.138177905516952
459,MRG Research,207,24,no,no,1.111869170732042,B/C,-3.083955272059459,.8333333333333334,.5833333333333334,8.943052132924398,5.406854431451237,3.54105204207975,2.142434698891506,.8910799624896134,23,-7.625354103420092,-3.234717323666527,10.26022213049239,0
460,RABA Research,269,5,no,no,1.118400650777812,B/C,1.538555045288237,.6,.6,7.823005676269531,5.342880412223815,2.484979604652305,2.707927366436186,.5351985467416516,4,8.841274261474609,3.508910304897434,3.485033576626042,.6674280850886041
461,Marketing Workshop,194,8,no,no,1.12028066367971,B/C,.3448772056383823,.5,.625,10.6016674041748,5.265524351378136,5.340997393403257,4.076829415592415,.4046585049891979,8,3.47454833984375,2.008333333333333,2.641043185007137,1.616378813029728
462,Momentum Analysis,214,3,no,no,1.124544347914709,B/C,.3670145406580748,.3333333333333333,1,13.65023549397787,6.144355786380257,7.510734048204196,8.30393979144252,.532226868122331,3,5.726254781087239,3.222222222222222,,0
463,Critical Insights,64,19,no,no,1.127866786856819,B/C,-.0691083839119506,.8947368421052632,.3684210526315789,8.086197903281764,5.751668990424007,2.339383253464347,2.4282359815557,.8279122408177907,17,-.2212783589082606,-2.443137299780752,11.41380759596731,0
464,Research America Inc.,282,3,no,no,1.131631475033584,B/C,.0847723336746491,1,.3333333333333333,14.39089012145996,7.971116108085002,6.424628353981547,5.105762862822998,.5946122160067207,1,1.69012451171875,-1.599999745686849,11.87755075071111,0
465,Targoz Market Research,454,15,no,no,1.13266775925797,B/C,2.572473292238801,.8666666666666667,.4666666666666667,6.581652577718099,4.808807803213847,1.777699115110842,2.123533918577824,.9402286911310951,15,5.810005950927734,3.4468055433927,4.831862286647933,0
466,TargetPoint,331,2,no,no,1.159604211984977,B/C,,1,1,18.27473926544189,9.77160886971426,8.507984736334224,7.566466889654669,.5806401894038133,0,,,,0
467,Meredith College,423,4,no,no,1.18252094651143,B/C,1.246890113467262,.25,.75,11.63000249862671,6.147694891881124,5.487161947352174,3.873278724769968,.7042324954127216,3,8.728230794270834,4.361949640458668,4.653705165648823,.0565864810428969
468,Swayable,543,89,yes,no,1.199980088055748,C,4.067885775898778,.8876404494382022,.247191011235955,7.246318367090118,5.430232730910961,1.820939976785745,1.364709460956976,1.135132168459541,68,5.144679069519043,.8003757216298389,4.977010539240383,.162098060638137
