Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity
476945,CRUSADERPEPE,2,PEPECASH,10000
476946,RESURKEKTION,20,PEPECASH,3800
476946,MODERNPEPE,1,PEPECASH,88000
476946,BLAINEPEPE,1,PEPECASH,22000
476946,TRINITYPEPE,2,PEPECASH,7200
476947,PEPERFUME,1,PEPECASH,150
476947,PEPESHELDON,1,PEPECASH,900
476947,BULLYPEPE,3,PEPECASH,600
476947,SEXYLADYPEPE,2,PEPECASH,900
476948,BADASSPEPE,7,PEPECASH,8400
476948,KAMIKAZEPEPE,1,PEPECASH,1250
476948,PEPEXILE,2,PEPECASH,2000
476949,HEKET,3,PEPECASH,9999
476949,PEPEKEEPER,4,PEPECASH,3108
476949,GRANDPEPES,2,PEPECASH,1500
476949,FRENCHPEPE,2,PEPECASH,2000
476949,HEKET,1,PEPECASH,7777
476949,GNUPEPE,18,PEPECASH,1998
476949,HEKET,3,PEPECASH,2997
476949,ZENAFPEPE,3,PEPECASH,8064
476949,PEPENOSAURUS,4,PEPECASH,5200
476949,ZENAFPEPE,5,PEPECASH,14995
476949,THEPEPEKISS,1,PEPECASH,22900
476949,THEPEPEKISS,1,PEPECASH,23739
476949,PEPETIA,2,PEPECASH,26000
476949,SMUGPEPE,8,PEPECASH,32000
476949,SMUGPEPE,1,PEPECASH,3950
476950,MYPEPELITTLE,10,PEPECASH,16000
476950,MYPEPELITTLE,2,PEPECASH,3000
476951,PEPEWANTSYOU,1,XCP,5
476951,RAREKEKUIT,4,PEPECASH,14000
476951,PEPEGAMBIT,1,PEPECASH,7500
476951,PEPEGOLUM,5,PEPECASH,3885
476951,PEPEGAMBIT,1,PEPECASH,6000
476951,PEPEART,10,PEPECASH,9000
476951,PEPEARTISTE,5,PEPECASH,4400
476951,KOIPEPE,1,PEPECASH,3333
476951,KOIPEPE,2,PEPECASH,6600
476951,DONTBEMENACE,5,PEPECASH,3885
476951,KOIPEPE,25,PEPECASH,19750
476951,KOIPEPE,2,PEPECASH,4000
476951,KOIPEPE,2,PEPECASH,5600
476951,KATYPEPE,88,PEPECASH,4400
476951,CPTMRICAPEPE,1,PEPECASH,3900
476952,PEPEPYRAMID,10,PEPECASH,9990
476952,PEPEPYRAMID,10,PEPECASH,12000
476952,PEPEPYRAMID,10,PEPECASH,13500
476952,PEPELOOP,13,PEPECASH,6370
476953,PEPECASH,26331,PEPELOU,3
476953,PEPEMOVIE,6,PEPECASH,6000
476953,STARLORDKEK,3,XCP,30
476953,KAMIKAZEPEPE,1,PEPECASH,1500
476953,BUDDHAPEPES,2,PEPECASH,60
476953,FORBIDENPEPE,1,PEPECASH,7000
476954,KAMIKAZEPEPE,1,PEPECASH,1500
476957,MAPEPENEMR,1,PEPECASH,1000
476957,EXCLUPEPE,2,PEPECASH,10000
476957,STANDINGPEPE,1000,XCP,1
476957,DORAETROLL,1,PEPECASH,1111
476958,MAKEPEPERARE,1,PEPECASH,100
476961,GIVEKUDOS,10,PEPECASH,0.95
476963,FSMPEPE,100,PEPECASH,20000
476968,SEXYLADYPEPE,5,PEPECASH,2250
476970,WIREDPEPE,1,PEPECASH,1000
476978,SCHROEPEPE,2,PEPECASH,500
476978,PEPEPASSPORT,7,PEPECASH,665
476980,PEPEPASSPORT,22,PEPECASH,2200
476981,SCHROEPEPE,1,PEPECASH,1000
476994,PEPECASH,7000,TRUMPRARE,1
476999,PEPEOLDCHAP,1,PEPECASH,2000
476999,XCP,18.785394,LORDKEK,0.000909
477009,PEPECASH,50000,RAREPEPESS,1
477011,GTPEPE,22,PEPECASH,1955.36
477011,EAZYP,2,PEPECASH,4000
477013,PEPERRIDA,3,PEPECASH,3300
477013,PEPEMANE,1,PEPECASH,3250
477013,PEPESOURCE,2,PEPECASH,6666
477023,NICOLAPEPE,9,PEPECASH,8991
477023,KATYPEPE,12,PEPECASH,600
477023,NICOLAPEPE,3,PEPECASH,2100
477023,PEPEANGRY,10,PEPECASH,4000
477023,KATYPEPE,50,PEPECASH,5000
477023,PEPELANDER,1,PEPECASH,2450
477023,KATYPEPE,11,PEPECASH,3663
477023,GOSPELPEPE,1,PEPECASH,1100
477023,PEPENIKOLAI,3,PEPECASH,1650
477023,STAMPOFKEK,1,PEPECASH,999
477023,PEPEILLUSION,1,PEPECASH,3950
477023,PEPEILLUSION,2,PEPECASH,6000
477023,STAMPOFKEK,1,PEPECASH,1111
477023,GAUDISPEPE,1,PEPECASH,3300
477023,KATYPEPE,11,PEPECASH,1221
477025,PEPEJONES,5,PEPECASH,2875
477025,PLINKOPEPE,7,PEPECASH,3500
477025,PEPECLUB,4,PEPECASH,6400
477025,PPPGLOBAL,1,PEPECASH,1000
477025,PEPEANGRY,90,PEPECASH,36000
477025,KEYBOARDPEPE,1,PEPECASH,3000
477026,LEGENDOFPEPE,5,PEPECASH,11110
477026,SMUGPEPE,2,XCP,14
477026,LEGENDOFPEPE,1,PEPECASH,1111
477026,MFPEPE,3,PEPECASH,9999
477026,PEPEBRICKJR,2,PEPECASH,3900
477026,GRANDPEPE,7,PEPECASH,6993
477026,PEPEGOLUM,5,PEPECASH,3885
477026,PEPEBRICKJR,3,PEPECASH,5331
477026,PEPEWANTSYOU,1,PEPECASH,6000
477026,MOAIPEPE,3,PEPECASH,3000
477026,ZOETROPEPE,5,PEPECASH,16500
477026,PEPETRAZ,1,PEPECASH,1000
477026,PEPETOWN,9,PEPECASH,8100
477026,THREEDPEPE,3,PEPECASH,3000
477026,RAREKEKUIT,6,PEPECASH,21000
477026,PEPEWANTSYOU,1,PEPECASH,7300
477026,SPCPEPEWOJAK,10,PEPECASH,10000
477026,ZOETROPEPE,5,PEPECASH,16500
477027,RICHPEPE,85,PEPECASH,1700
477027,RICHPEPE,24,PEPECASH,360
477027,RICHPEPE,100,PEPECASH,2000
477027,PEPENAPOLEON,2,PEPECASH,10000
477027,PEPEHUANA,10,PEPECASH,2690
477027,PEPEHUANA,1,PEPECASH,268
477027,FISHERPEPE,5,PEPECASH,5000
477028,TUBBIES,4,XCP,16
477028,YOGAPEPE,100,PEPECASH,10000
477028,PEPEVIRAL,3,PEPECASH,6000
477028,PSYCHEPEPE,10,PEPECASH,4000
477028,CHOCOPEPE,10,PEPECASH,2500
477028,NEONFROGS,3,PEPECASH,9999
477028,TUBBIES,3,PEPECASH,7770
477028,HOLYPEPE,10,PEPECASH,15000
477028,STATUEOFPEPE,5,PEPECASH,10000
477028,PEPEDAVID,1,PEPECASH,1200
477028,DEEZPEPENUTS,2,PEPECASH,6000
477028,DEEZPEPENUTS,1,PEPECASH,3500
477029,JINQIANSHU,1,PEPECASH,2999
477029,PEPEVICH,5,PEPECASH,5000
477029,HANGINPEPE,1,PEPECASH,2000
477029,JINQIANSHU,1,PEPECASH,3333
477029,SATURDAYPEPE,5,PEPECASH,1500
477029,PEPERAMBO,3,PEPECASH,22498.87505625
477029,JINQIANSHU,1,PEPECASH,1350
477029,PEPEVICH,5,PEPECASH,4495
477029,RESERVPEPES,5,PEPECASH,1500
477029,PEPEVINCI,25,PEPECASH,2475
477029,PEPEPASSPORT,14,PEPECASH,1386
477029,CPTMRICAPEPE,1,PEPECASH,3000
477029,PEPEMOVIE,2,PEPECASH,3000
477029,PLATINUMPEPE,1,PEPECASH,28900
477029,PEPEVICH,5,PEPECASH,4350
477030,SALVADORPEPE,1,XCP,15
477030,SALVADORPEPE,1,PEPECASH,14000
477030,DRSTRNGEPEPE,1,PEPECASH,500
477030,PEPECASH,4500,PEPETOWN,5
477030,PEPEOLDCHAP,3,PEPECASH,12000
477030,SHIALEBPEPE,2,PEPECASH,2000
477030,PEPEKIM,2,PEPECASH,1500
477030,MCPEPESCHER,1,PEPECASH,3500
477030,PEPEWOKE,1,PEPECASH,3500
477030,PEPEFLATION,1,PEPECASH,2200
477030,RAREPEPEMAG,5,PEPECASH,1100
477030,MCPEPESCHER,1,PEPECASH,2900
477030,TEAPEPE,3,PEPECASH,39000
477031,XCP,1,WIREDPEPE,1
477031,PEPEHEPBURN,1,PEPECASH,12500
477031,PEPEFLESH,3,PEPECASH,9000
477031,PEPEISLOVE,3,PEPECASH,15000
477031,DIAVOLO,1,PEPECASH,1100
477031,PACPEPE,250,PEPECASH,25000
477031,MARTYPEPFLY,15,PEPECASH,20850
477031,MARTYPEPFLY,14,PEPECASH,18060
477031,BUDDHAPEPES,99,PEPECASH,2970
477031,PEPEHEPBURN,1,PEPECASH,17000
477031,MEMETICMAGIC,3,PEPECASH,9999
477031,CUBANPEPE,5,PEPECASH,500
477031,CROPPEPE,2,PEPECASH,4000
477031,KARTANDPEPE,1,PEPECASH,2500
477031,PEPECASH,50000,BOMINABLPEPE,1
477031,TWEEKPEPE,2,PEPECASH,6000.666
477031,WISEPEPE,5,PEPECASH,7500
477031,PEPEPIRATE,1,PEPECASH,1750
477031,SOUNDOFPEPE,100,XCP,65
477031,PEPEGOLDBAR,1,PEPECASH,3000
477031,PEPEGOLDBAR,10,PEPECASH,40000
477031,PEPEPUNCHOUT,1,PEPECASH,250
477033,GTPEPE,70,PEPECASH,6221.6
477033,PEPEDOTS,30,PEPECASH,1800
477034,LIBERTYPEPE,3,PEPECASH,999
477034,PEPECOLLECT,1,PEPECASH,750
477035,EARTHPEPE,1,PEPECASH,999
477036,VICEPEPE,1,XCP,1
477036,PEPEWICKED,96,XCP,38.4
477036,DOSPEPES,1,PEPECASH,1200
477036,PEPEGOLDBAR,2,PEPECASH,15000
477036,PEPECASH,300,PEPEMOTHRA,1
477036,PEPEGOLDBAR,5,PEPECASH,25000
477036,PEPECASH,300.0003,PEPEZILLA,1
477036,RESERVPEPES,1,PEPECASH,300
477036,PEPEGLOBE,1,PEPECASH,900
477036,TREEOFPEPE,2,PEPECASH,696
477036,RARESLIMPEPE,1,PEPECASH,300
477036,PEPEYE,20,XCP,21.8
477036,RAGZTOPEPE,11,XCP,11
477037,GURUPEPE,8,PEPECASH,2392
477037,GURUPEPE,15,PEPECASH,4485
477037,HAIRPEPE,1,PEPECASH,4000
477037,GURUPEPE,169,PEPECASH,50531
477038,PEPENATTI,3,PEPECASH,1098
477040,PEPENEWTON,25,XCP,12.5
477040,XCP,74.5,ERDOPEPEGAN,25
477040,XCP,75,DANKVADER,25
477041,PEPEGOLDBAR,3,PEPECASH,22500
477041,ROOMRAREPEPE,1,PEPECASH,7700
477041,XCP,16,TUBBIES,4
477041,DOSPEPES,5,PEPECASH,7500
477042,PEPEGLOBE,8,PEPECASH,7200
477042,TREEOFPEPE,8,PEPECASH,2784
477042,TREEOFPEPE,20,PEPECASH,7000
477042,GOTHICPEPE,5,PEPECASH,7250
477042,PEPEGOLDBAR,10,PEPECASH,100000
477042,GOTHICPEPE,2,PEPECASH,2600
477044,PEPONG,1,PEPECASH,8000
477044,MARSPEPE,10,PEPECASH,3200
477044,PEPEISPEACE,5,PEPECASH,30000
477044,LORDOFMEMES,1,PEPECASH,4900
477044,POWERTOPEPE,4,PEPECASH,8000
477044,POWERTOPEPE,2,PEPECASH,3000
477044,JSSICAPEPE,20,PEPECASH,5500
477044,PEPEKART,1,PEPECASH,2500
477044,PEPELEO,1,PEPECASH,1999
477044,PEPELEO,1,PEPECASH,999
477044,PEPELYNMASON,1,PEPECASH,999
477044,PEPEMONROE,1,PEPECASH,9950
477044,GRAFFITIPEPE,1,PEPECASH,9000
477044,PAPILLON,1,PEPECASH,4000
477044,PEPEBRANDO,2,PEPECASH,4000
477044,VICEPEPE,2,PEPECASH,6666
477044,PYTHONPEPE,1,PEPECASH,1500
477044,PEPECASH,3333,VAPORMAGIC,1
477044,XPEPE,1,PEPECASH,3250
477045,PEPEBUCKS,300,PEPECASH,60000
477047,XCP,270,LUKEJRPEPE,90
477051,PEPLACE,229,PEPECASH,5954
477052,PEPEBIRTH,1,PEPECASH,1322
477052,PEPEBIRTH,2,PEPECASH,2222
477052,GTPEPE,1,PEPECASH,88.88
477052,PEPEDOTS,4,PEPECASH,492
477052,PEPEDOTS,3,PEPECASH,180
477052,TADPOLEPEPE,10,PEPECASH,1500
477052,CUBANPEPE,91,PEPECASH,9100
477053,LIBERPEPE,2,PEPECASH,1554
477053,PEPECASH,5678,PEPI,1
477053,PEPECASH,1200,PEPEDAVID,1
477053,PEPECASH,6000,PEPEBERLUSCA,6
477057,MIRACLEPEPE,3,PEPECASH,11400
477057,NINJAPEPES,2,PEPECASH,3554
477057,PEPERGRIFFIN,1,PEPECASH,1299
477057,PEPEPONY,20,PEPECASH,8000
477057,DOSPEPES,1,PEPECASH,2999
477057,NINJAPEPES,2,PEPECASH,2222
477057,NINJAPEPES,1,PEPECASH,1110
477057,GOTHICPEPE,5,PEPECASH,7500
477057,PEPEGROOT,2,PEPECASH,7000
477058,PEPETIA,1,PEPECASH,13000
477058,PUMPINGPEPE,5,PEPECASH,9985
477058,DANNIBOIPEPE,42,PEPECASH,18648
477058,PEPEWOKE,5,PEPECASH,27775
477058,PEPESMALLS,1,PEPECASH,449
477058,CHIKUNPEPE,2,PEPECASH,5600
477058,PEPECAPCHA,1,PEPECASH,1000
477058,PEPUNCONFIRM,1,PEPECASH,1277
477058,WIREDPEPE,2,PEPECASH,2000
477058,TODAMOONPEPE,5,PEPECASH,1500
477058,GAMEBOIPEPE,3,PEPECASH,1665
477058,MARTYPEPFLY,6,PEPECASH,17400
477058,PEPUNCONFIRM,1,PEPECASH,1350
477058,IRONMANPEPE,1,PEPECASH,2000
477058,PEPEENEUMAN,1,PEPECASH,5000
477058,PEPEFIFTYONE,7,PEPECASH,4200
477058,PUMPINGPEPE,2,XCP,4
477058,PEPEBILL,2,PEPECASH,3150
477058,NOBRAKESPEPE,2,PEPECASH,5100
477058,PEPEBILL,1,PEPECASH,1575
477058,PEPEENEUMAN,1,PEPECASH,2000
477060,PEPEGIRL,18,PEPECASH,10800
477060,PEPEHAMMER,2,PEPECASH,1000
477060,PEPEPLISSKEN,5,PEPECASH,440
477060,GAMEOFPEPE,1,PEPECASH,1100
477060,PEPEGOP,2,PEPECASH,180
477060,NECROPEPE,1,PEPECASH,10000
477062,PEPEVIAGRA,1,XCP,24
477062,PEPEVIAGRA,1,XCP,21
477063,DEBATEPEPE,3,PEPECASH,975
477064,TOPCUCK,1,PEPECASH,1500
477064,DEBATEPEPE,5,PEPECASH,1750
477065,PEPEROSS,1,PEPECASH,17000
477065,PEPEGATES,1,PEPECASH,2500
477065,PEPELIBRARY,1,PEPECASH,4000
477065,PEPECRYSTAL,5,PEPECASH,30000
477067,PEPECONDOM,1,PEPECASH,500
477067,TIMETRAVELPP,1,XCP,259
477068,TENPINPUTIN,1,XCP,259
477069,RPEPELIGHTER,3,PEPECASH,321
477069,RAREPEPESHOW,1,PEPECASH,15000
477069,WOLONGPEPE,1,PEPECASH,8500
477069,SADMILKPEPE,1,PEPECASH,3333
477069,VERIFIEDPEPE,10,XCP,6.5
477069,ZIKAPEPE,1,PEPECASH,7000
477069,PEPERMIND,1,PEPECASH,20000
477069,JWPEPE,1,PEPECASH,500
477069,BEETLEPEPE,1,PEPECASH,6800
477069,HANPEPE,1,PEPECASH,3500
477069,HOTLINEPEPE,1,PEPECASH,247
477070,BITCOINPEPE,1,PEPECASH,5000
477070,STRIPERPEPE,3,PEPECASH,4500
477070,SPESSMUHPEPE,3,PEPECASH,297
477070,SPESSMUHPEPE,2,PEPECASH,198
477070,PEPEMINT,1,PEPECASH,500
477070,SLVPEPE,6,PEPECASH,4800
477070,PEPECASH,3500,HANPEPE,1
477070,SLVPEPE,9,PEPECASH,6750
477070,GLDPEPE,20,PEPECASH,19000
477071,SENPAIPEPE,1,PEPECASH,777
477071,SNOTPEPE,2,PEPECASH,500
477071,RUNDMP,1,PEPECASH,4444
477071,SEVENBITPEPE,1,PEPECASH,5000
477071,SEVENBITPEPE,1,PEPECASH,4000
477071,PEPETRAIN,2,PEPECASH,198
477071,HEISENPEPE,2,PEPECASH,1000
477071,PEPEGIGA,1,PEPECASH,1500
477072,SQUATCHPEPE,10,XCP,19
477075,PEPEYOTES,7,XCP,3.5
477075,PMOPEPE,11,XCP,11
477077,XCP,200,PEPETARD,10
477077,XCP,1,FRYPEPE,1
477077,PEPESOURCE,3,XCP,9
477077,PEPEPOET,2,XCP,13
477078,PEPECASH,5000,PEPENAPOLEON,1
477078,PEPECASH,1250,KAMIKAZEPEPE,1
477078,PEPECASH,1250,KAMIKAZEPEPE,1
477078,PEPEOUTSIDE,5,PEPECASH,1000
477078,PEPETARD,3,PEPECASH,7500
477079,PEPERRIDA,20,PEPECASH,28000
477079,PEPMONDRIAN,10,PEPECASH,21900
477079,PEPMONDRIAN,10,PEPECASH,23900
477079,DELOREANPEPE,10,PEPECASH,5430
477079,MOBIUSPEPE,2,PEPECASH,700
477079,GTPEPE,100,PEPECASH,8888
477079,PEPOCKY,5,PEPECASH,25000
477079,PEPEREALM,200,PEPECASH,200000
477079,SQUATCHPEPE,10,PEPECASH,20000
477079,PEPERRIDA,10,PEPECASH,11000
477079,SEXYLADYPEPE,87,PEPECASH,39150
477080,PEPEVINNY,7,PEPECASH,42000
477080,PMOPEPE,4,PEPECASH,3996
477081,MAYWEATHPEPE,10,PEPECASH,170000
477081,PEPESUMO,5,PEPECASH,15000
477081,PEPESUMO,5,PEPECASH,12500
477081,PEPESUMO,5,PEPECASH,10000
477081,PEPEINTRO,2,PEPECASH,40000
477081,PEPEKICKS,8,PEPECASH,24000
477081,PEPENATTI,3,PEPECASH,1134
477081,WALLPEPE,10,PEPECASH,10000
477081,WALLPEPE,10,PEPECASH,11000
477081,PEPESUMO,19,PEPECASH,19000
477081,PEPENATTI,3,PEPECASH,1116
477082,CREWLOVEPEPE,3,PEPECASH,2331
477082,PEPETREK,5,PEPECASH,5000
477082,XCP,100,HORRORPEPE,1
477083,BOWIEPEP,2,PEPECASH,7500
477083,ICARUSPEPE,2,PEPECASH,1000
477083,PEPENAL,1,PEPECASH,10000
477083,PEPENAL,1,PEPECASH,9000
477083,PEPETIA,2,PEPECASH,26000
477083,PEPETOPKEK,10,XCP,2
477084,CULTOFKEK,1,PEPECASH,2500
477085,GAMEOFPEPE,4,PEPECASH,6000
477085,GAMEOFPEPE,3,PEPECASH,3300
477085,KABUKIPEPE,1,PEPECASH,8000
477086,HULAPEPE,1,PEPECASH,4000
477086,MELANCOLIE,1,PEPECASH,10000
477086,HULAPEPE,1,PEPECASH,3900
477090,DANNIBOIPEPE,16,PEPECASH,7104
477092,HAIRPEPE,1,PEPECASH,5130
477092,HAIRPEPE,2,PEPECASH,10000
477092,PEPEAUCTIOND,1,PEPECASH,150
477092,ZEROWINGPEPE,1,PEPECASH,20000
477092,PEPECASH,450000,MODERNPEPE,10
477092,PEPECASH,5000,PEPENAPOLEON,1
477092,PEPERMAID,1,XCP,4
477093,PEPETREK,5,PEPECASH,5000
477093,CULTOFKEK,2,PEPECASH,5000
477093,UNITEDPEPE,1,PEPECASH,25
477095,BOFPEPE,2,PEPECASH,2200
477095,BOFPEPE,2,PEPECASH,2400
477097,KEKET,1,PEPECASH,1800
477097,PEPENOFF,2,PEPECASH,4444
477098,BIGVERNPEPE,1,PEPECASH,1495
477098,RAREMRROBOT,1,PEPECASH,6500
477099,MEMETICMAGIC,1,PEPECASH,3333
477099,PEPECASH,6000,PEPETREK,5
477101,EINSTEINPEPE,3,PEPECASH,63000
477102,GNUPEPE,1,PEPECASH,111
477102,PEPECASH,3210,DELOREANPEPE,10
477103,PEPECASH,50000,BOMINABLPEPE,1
477108,PEPECASH,2222,NEUROPEPE,1
477111,PEPECASH,200000,ILLUMINATIPE,1
477124,MASTEROFPEPE,2,PEPECASH,666
477125,PEPECONCERT,1,PEPECASH,1500
477127,PEPECASH,5000,RELAXPEPE,1
477127,PEPECASH,50000,TSUPEPE,1
477127,PEPECASH,400000,JESUSPEPE,1
477127,PEPECASH,100000,SELLOUTPEPE,1
477141,HANSEIPEPE,1,PEPECASH,666
477141,PEPEDON,1,PEPECASH,999
477144,PEPECASH,20000,GEISHAPEPE,1
477144,PEPECASH,43000,KEKSBASILISK,1
477144,PEPECASH,1,PEPEOLDCHAP,1
477152,PEPECASH,3330,PEPELYN,10
477153,PEPECASH,200000,FSBPUTINPEPE,1
477161,CSAT,96,PEPECASH,2016
477161,CSAT,300,PEPECASH,6900
477161,CSAT,611,PEPECASH,15275
477164,MASTEROFPEPE,2,PEPECASH,666
477165,RUBEUSPEPE,1,PEPECASH,5000
477165,HARRYPEPES,1,PEPECASH,9000
477165,RUBEUSPEPE,1,PEPECASH,4000
477165,PEPELSD,2,PEPECASH,2000
477167,ICPEPE,1,PEPECASH,717
477167,PEPEANDY,1,PEPECASH,1000
477167,GAMEOFPEPE,6,PEPECASH,9000
477167,GNUPEPE,3,PEPECASH,333
477167,DANNIBOIPEPE,13,PEPECASH,5772
477167,PEPEBALL,2,PEPECASH,100
477168,TADPOLEPEPE,10,PEPECASH,1500
477168,TADPOLEPEPE,1,PEPECASH,190
477169,PEPEFOBIA,3,PEPECASH,3000
477169,MUNETOPEPE,2,PEPECASH,400
477169,EAZYP,1,PEPECASH,2500
477169,TADPOLEPEPE,30,PEPECASH,6000
477169,SICKDEVPEPE,5,PEPECASH,375
477176,PEPEHAMMER,8,PEPECASH,4000
477176,DEEPWEBPEPE,25,PEPECASH,18750
477176,MIDIPEPE,1,PEPECASH,890
477176,MIDIPEPE,3,PEPECASH,2670
477177,PEPEHONDO,5,PEPECASH,5500
477177,PEPENIETZSCH,1,PEPECASH,2200
477177,PEPERMAID,3,PEPECASH,2850
477177,RANDOMPEPE,5,PEPECASH,6500
477178,THEPEPEZONE,1,PEPECASH,1500
477178,ONEPUNCHPEPE,1,PEPECASH,500
477178,THEPEPEZONE,1,PEPECASH,1200
477179,REVOLUCIONAR,1,PEPECASH,10000
477180,PEPEBRICK,1,PEPECASH,19000
477180,PEPECASH,300000,PEPEMILLION,1
477180,RESERVPEPES,2,PEPECASH,600
477183,THREEPEPES,10,PEPECASH,300
477194,PEPECASH,12500,MELANCOLIE,5
477196,WIREDPEPE,1,PEPECASH,1000
477198,PEPECASH,99.986668,PEPENATION,0.49993334
477198,PEPECASH,60000,DARKPILLPEPE,1
477198,PEPECASH,1000,DEEPWEBPEPE,1
477199,PEPECASH,7500,DANPEPERIAN,10
477199,PEPECASH,1000,RERERPERP,1
477199,PEPECASH,5.0E-7,GIVEKUDOS,5
477206,THREEPEPES,1,PEPECASH,30
477207,PEPEFREEDOM,3,PEPECASH,150
477207,PEPEKEKCOIN,1,PEPECASH,30
477208,PSYCHEPEPE,1,PEPECASH,400
477209,NEUROPEPE,2,PEPECASH,6666
477209,CSAT,1,PEPECASH,99
477209,DANNIBOIPEPE,13,PEPECASH,5772
477209,PEPELSD,12,PEPECASH,12000
477209,EAZYP,1,PEPECASH,2500
477209,MARSPEPE,79,PEPECASH,7900
477209,HULKPEPE,1,PEPECASH,2000
477209,JOKERPEPEKEK,5,PEPECASH,6880
477209,PEPELAMA,1,PEPECASH,10000
477209,PEPECANCAN,1,PEPECASH,1200
477209,PEPECANCAN,1,PEPECASH,1250
477209,PEPEJIRO,1,PEPECASH,999
477209,PEPEGIRL,1,PEPECASH,1800
477209,PEPETITAN,1,PEPECASH,499
477209,PEPEROGAN,10,PEPECASH,5670
477209,PEPEROGAN,10,PEPECASH,4560
477209,PEPECASH,3200,PEPECONCERT,2
477209,WOKEPEPE,2,PEPECASH,1100
477209,VAPORMAGIC,2,PEPECASH,15554
477209,PEPERIDER,2,PEPECASH,4000
477209,PEPENIETZSCH,1,PEPECASH,5000
477209,XONOTICPEPE,1,PEPECASH,294
477209,PEPEZILLA,1,PEPECASH,600
477209,PEPEISUNITY,2,PEPECASH,10000
477211,PEPETOPKEK,5,PEPECASH,1000
477211,RPDUMPSTER,50,PEPECASH,250
477211,STITCHESPEPE,5,PEPECASH,360
477213,XCP,3.33,MARSPEPE,10
477213,PEPECASH,1100,DOUBLEPEPE,1
477213,XCP,3.75,PEPEGOLDBAR,1
477213,PEPEFLATION,2,PEPECASH,5800
477213,PEPENAPOLEON,1,PEPECASH,5000
477213,STATUEOFPEPE,1,PEPECASH,2000
477213,STATUEOFPEPE,5,PEPECASH,12500
477213,PEPESCAVHUNT,5,PEPECASH,3000
477213,RICHPEPE,100,PEPECASH,2000
477213,PROBLEMSOLVE,1,PEPECASH,1000
477213,PEPEMCLOVIN,2,PEPECASH,500
477213,PEPEISPEACE,3,PEPECASH,21000
477213,PEPUNCONFIRM,1,PEPECASH,1000
477213,SUPAPEPE,8,PEPECASH,10000
477213,BUDDHAPEPES,400,PEPECASH,12000
477213,PEPEHUANA,1,PEPECASH,269
477213,PEPEDRAKE,1,PEPECASH,777
477213,MINIONPEPE,2,PEPECASH,98
477213,NAPALMPEPE,4,PEPECASH,5776
477213,NAPALMPEPE,1,PEPECASH,1100
477213,PEPEAMD,5,PEPECASH,125
477213,PEPECOLLECT,5,PEPECASH,2500
477213,PEPEYE,2,PEPECASH,600
477213,MEMPOOLPEPE,2,PEPECASH,320
477213,MEMPOOLPEPE,1,PEPECASH,150
477213,LORDGLEN,1,PEPECASH,5699
477214,PEPEFREEDOM,5,PEPECASH,250
477214,KATYPEPE,1,PEPECASH,98
477214,PEPECASH,2250,DANPEPERIAN,3
477214,KATYPEPE,8,PEPECASH,792
477215,PEPEBERLUSCA,1,PEPECASH,2500
477215,GRANDPEPE,3,PEPECASH,4500
477215,PEPEDIEPIE,1,PEPECASH,1000
477215,DOUBLEPEPE,1,PEPECASH,1495
477215,BREATHEDPEPE,1,PEPECASH,1000
477215,RAREDIETIES,6,PEPECASH,6000
477216,PEPECASH,50000,FORTYTWOPEPE,1
477216,PEPENAPOLEON,2,PEPECASH,10000
477216,PEPETRAZ,2,PEPECASH,2000
477216,PEPECREAM,1,PEPECASH,999
477216,DOUBLEPEPE,1,PEPECASH,1500
477217,PSYCHEPEPE,15,PEPECASH,6675
477217,PEPECASH,10000,RELAXPEPE,2
477218,PEPEWAVE,1,PEPECASH,500
477218,GAIUSPEPEUS,2,PEPECASH,3500
477218,PEPENORMIES,1,PEPECASH,1700
477218,STATUEOFPEPE,1,PEPECASH,2000
477218,CARCRASHPEPE,3,PEPECASH,1500
477218,FAKERPEPE,3,PEPECASH,600
477218,STATUEOFPEPE,5,PEPECASH,12500
477219,BOGDAPEPE,2,PEPECASH,8888
477219,PEPEART,1,PEPECASH,1111
477219,KNITTEDPEPE,3,PEPECASH,3000
477219,PEPEFLECTION,1,PEPECASH,777
477219,GREEDYPEPES,2,PEPECASH,1110
477219,CLCKWRKGREEN,2,PEPECASH,1000
477219,PEPECLUB,2,PEPECASH,3500
477219,PEPECLUB,1,PEPECASH,1600
477219,PEPESCHEME,2,PEPECASH,2200
477219,RAREWOLFPEPE,5,PEPECASH,9090.90909091
477219,PEPEPARADISE,4,PEPECASH,2000
477219,ROCKINGPEPE,28,XCP,19.6
477219,PEPESKELETON,5,PEPECASH,4995
477219,SEAPEPE,2,PEPECASH,2000
477220,SOLODADPEPE,2,PEPECASH,2000
477220,PEPERREVENGE,1,PEPECASH,700
477221,PEPECASH,3000,PEPEXECUTIVE,2
477221,MRPOTATOPEPE,5,PEPECASH,7500
477221,PEPESCAVHUNT,3,PEPECASH,1800
477221,PEPETERROR,2,PEPECASH,1200
477221,NMPPEPE,2,PEPECASH,1000
477221,TOWEROFPEPE,2,PEPECASH,258
477221,YOUCANPEPE,3,PEPECASH,1470
477221,HWNDUPEPE,10,PEPECASH,111.1
477221,DANNIBOIPEPE,1,PEPECASH,444
477222,BOFPEPE,3,PEPECASH,6000
477222,THINKINGPEPE,1,PEPECASH,1850
477222,MIDIPEPE,2,PEPECASH,1780
477222,PEPEPILLOW,1,PEPECASH,2000
