year,month,date_of_month,day_of_week,births
2009,8,22,6,8952
2009,8,23,7,7650
2009,8,24,1,12664
2009,8,25,2,13928
2009,8,26,3,13770
2009,8,27,4,13861
2009,8,28,5,13530
2009,8,29,6,8805
2009,8,30,7,7702
2009,8,31,1,12758
2009,9,1,2,14107
2009,9,2,3,13659
2009,9,3,4,13900
2009,9,4,5,13622
2009,9,5,6,8959
2009,9,6,7,7587
2009,9,7,1,7947
2009,9,8,2,13555
2009,9,9,3,16081
2009,9,10,4,14887
2009,9,11,5,13032
2009,9,12,6,9264
2009,9,13,7,7871
2009,9,14,1,13393
2009,9,15,2,14558
2009,9,16,3,14130
2009,9,17,4,14095
2009,9,18,5,13951
2009,9,19,6,9032
2009,9,20,7,8014
2009,9,21,1,13415
2009,9,22,2,14318
2009,9,23,3,13973
2009,9,24,4,14048
2009,9,25,5,13449
2009,9,26,6,9013
2009,9,27,7,7817
2009,9,28,1,12723
2009,9,29,2,13829
2009,9,30,3,13465
2009,10,1,4,13628
2009,10,2,5,13264
2009,10,3,6,8548
2009,10,4,7,7443
2009,10,5,1,12559
2009,10,6,2,13674
2009,10,7,3,13078
2009,10,8,4,13174
2009,10,9,5,12706
2009,10,10,6,8577
2009,10,11,7,7268
2009,10,12,1,12105
2009,10,13,2,12941
2009,10,14,3,12882
2009,10,15,4,13115
2009,10,16,5,12605
2009,10,17,6,8155
2009,10,18,7,7356
2009,10,19,1,12056
2009,10,20,2,13142
2009,10,21,3,12924
2009,10,22,4,12935
2009,10,23,5,12621
2009,10,24,6,8353
2009,10,25,7,7120
2009,10,26,1,12238
2009,10,27,2,13230
2009,10,28,3,13043
2009,10,29,4,12683
2009,10,30,5,11978
2009,10,31,6,7658
2009,11,1,7,7519
2009,11,2,1,12212
2009,11,3,2,13205
2009,11,4,3,12743
2009,11,5,4,12805
2009,11,6,5,12314
2009,11,7,6,8044
2009,11,8,7,7260
2009,11,9,1,11874
2009,11,10,2,13287
2009,11,11,3,12889
2009,11,12,4,12751
2009,11,13,5,11739
2009,11,14,6,8281
2009,11,15,7,7232
2009,11,16,1,11940
2009,11,17,2,12950
2009,11,18,3,12866
2009,11,19,4,12822
2009,11,20,5,13002
2009,11,21,6,8335
2009,11,22,7,7230
2009,11,23,1,13125
2009,11,24,2,13907
2009,11,25,3,11986
2009,11,26,4,6864
2009,11,27,5,8750
2009,11,28,6,7604
2009,11,29,7,7169
2009,11,30,1,12542
2009,12,1,2,13900
2009,12,2,3,13267
2009,12,3,4,12952
2009,12,4,5,12131
2009,12,5,6,7855
2009,12,6,7,7103
2009,12,7,1,11732
2009,12,8,2,12823
2009,12,9,3,12497
2009,12,10,4,12299
2009,12,11,5,11834
2009,12,12,6,8082
2009,12,13,7,7027
2009,12,14,1,12254
2009,12,15,2,13347
2009,12,16,3,12961
2009,12,17,4,13425
2009,12,18,5,13478
2009,12,19,6,8436
2009,12,20,7,7225
2009,12,21,1,13512
2009,12,22,2,14102
2009,12,23,3,11819
2009,12,24,4,8441
2009,12,25,5,6160
2009,12,26,6,7172
2009,12,27,7,7480
2009,12,28,1,13354
2009,12,29,2,14600
2009,12,30,3,13829
2009,12,31,4,11667
2010,1,1,5,7871
2010,1,2,6,6990
2010,1,3,7,6988
2010,1,4,1,11844
2010,1,5,2,12995
2010,1,6,3,12520
2010,1,7,4,12541
2010,1,8,5,12183
2010,1,9,6,7809
2010,1,10,7,6963
2010,1,11,1,11892
2010,1,12,2,12921
2010,1,13,3,12307
2010,1,14,4,12543
2010,1,15,5,12278
2010,1,16,6,8032
2010,1,17,7,7131
2010,1,18,1,11220
2010,1,19,2,12510
2010,1,20,3,12514
2010,1,21,4,12762
2010,1,22,5,12364
2010,1,23,6,7996
2010,1,24,7,7014
2010,1,25,1,11623
2010,1,26,2,12821
2010,1,27,3,12441
2010,1,28,4,12342
2010,1,29,5,11838
2010,1,30,6,8035
2010,1,31,7,6832
2010,2,1,1,11445
2010,2,2,2,12831
2010,2,3,3,12453
2010,2,4,4,12369
2010,2,5,5,12362
2010,2,6,6,7948
2010,2,7,7,6893
2010,2,8,1,11912
2010,2,9,2,12747
2010,2,10,3,12535
2010,2,11,4,12389
2010,2,12,5,12281
2010,2,13,6,7947
2010,2,14,7,7167
2010,2,15,1,11156
2010,2,16,2,12363
2010,2,17,3,12734
2010,2,18,4,12764
2010,2,19,5,12401
2010,2,20,6,8201
2010,2,21,7,7211
2010,2,22,1,11996
2010,2,23,2,12628
2010,2,24,3,12438
2010,2,25,4,12449
2010,2,26,5,12046
2010,2,27,6,7832
2010,2,28,7,6895
2010,3,1,1,11984
2010,3,2,2,12868
2010,3,3,3,12525
2010,3,4,4,12549
2010,3,5,5,12272
2010,3,6,6,7832
2010,3,7,7,6887
2010,3,8,1,11514
2010,3,9,2,12839
2010,3,10,3,12740
2010,3,11,4,12481
2010,3,12,5,12347
2010,3,13,6,7893
2010,3,14,7,6808
2010,3,15,1,11548
2010,3,16,2,12700
2010,3,17,3,12781
2010,3,18,4,12054
2010,3,19,5,12119
2010,3,20,6,8005
2010,3,21,7,6992
2010,3,22,1,11657
2010,3,23,2,12752
2010,3,24,3,12473
2010,3,25,4,12591
2010,3,26,5,12088
2010,3,27,6,7995
2010,3,28,7,6922
2010,3,29,1,11745
2010,3,30,2,12868
2010,3,31,3,12619
2010,4,1,4,11994
2010,4,2,5,11666
2010,4,3,6,7854
2010,4,4,7,6721
2010,4,5,1,11571
2010,4,6,2,12888
2010,4,7,3,12228
2010,4,8,4,12312
2010,4,9,5,11988
2010,4,10,6,7844
2010,4,11,7,6907
2010,4,12,1,11964
2010,4,13,2,12549
2010,4,14,3,12708
2010,4,15,4,12614
2010,4,16,5,12136
2010,4,17,6,7878
2010,4,18,7,6978
2010,4,19,1,11845
2010,4,20,2,13010
2010,4,21,3,12594
2010,4,22,4,12485
2010,4,23,5,12095
2010,4,24,6,7964
2010,4,25,7,6965
2010,4,26,1,12034
2010,4,27,2,12619
2010,4,28,3,12500
2010,4,29,4,12374
2010,4,30,5,11852
2010,5,1,6,7911
2010,5,2,7,6922
2010,5,3,1,11995
2010,5,4,2,12770
2010,5,5,3,12801
2010,5,6,4,12410
2010,5,7,5,11914
2010,5,8,6,7877
2010,5,9,7,6823
2010,5,10,1,12286
2010,5,11,2,12845
2010,5,12,3,12637
2010,5,13,4,12246
2010,5,14,5,12337
2010,5,15,6,7963
2010,5,16,7,7022
2010,5,17,1,11953
2010,5,18,2,12854
2010,5,19,3,12411
2010,5,20,4,12559
2010,5,21,5,12302
2010,5,22,6,8093
2010,5,23,7,7094
2010,5,24,1,11893
2010,5,25,2,13421
2010,5,26,3,12972
2010,5,27,4,13115
2010,5,28,5,12519
2010,5,29,6,8159
2010,5,30,7,7111
2010,5,31,1,7436
2010,6,1,2,12591
2010,6,2,3,13812
2010,6,3,4,13150
2010,6,4,5,12640
2010,6,5,6,8260
2010,6,6,7,7374
2010,6,7,1,11924
2010,6,8,2,12874
2010,6,9,3,12419
2010,6,10,4,12824
2010,6,11,5,11965
2010,6,12,6,8011
2010,6,13,7,6963
2010,6,14,1,11929
2010,6,15,2,12805
2010,6,16,3,12654
2010,6,17,4,12836
2010,6,18,5,12331
2010,6,19,6,8085
2010,6,20,7,7164
2010,6,21,1,11922
2010,6,22,2,12838
2010,6,23,3,12878
2010,6,24,4,12671
2010,6,25,5,12552
2010,6,26,6,8294
2010,6,27,7,7234
2010,6,28,1,12157
2010,6,29,2,13042
2010,6,30,3,12767
2010,7,1,4,13181
2010,7,2,5,12486
2010,7,3,6,7932
2010,7,4,7,7279
2010,7,5,1,8444
2010,7,6,2,12772
2010,7,7,3,13940
2010,7,8,4,13421
2010,7,9,5,12843
2010,7,10,6,8485
2010,7,11,7,7382
2010,7,12,1,12408
2010,7,13,2,12697
2010,7,14,3,13031
2010,7,15,4,13118
2010,7,16,5,12888
2010,7,17,6,8370
2010,7,18,7,7352
2010,7,19,1,11865
2010,7,20,2,13291
2010,7,21,3,13158
2010,7,22,4,12939
2010,7,23,5,12542
2010,7,24,6,8396
2010,7,25,7,7392
2010,7,26,1,12262
2010,7,27,2,13264
2010,7,28,3,12877
2010,7,29,4,12952
2010,7,30,5,12320
2010,7,31,6,8361
2010,8,1,7,7370
2010,8,2,1,12092
2010,8,3,2,13136
2010,8,4,3,12911
2010,8,5,4,12929
2010,8,6,5,12556
2010,8,7,6,8516
2010,8,8,7,7361
2010,8,9,1,12923
2010,8,10,2,13514
2010,8,11,3,13084
2010,8,12,4,13365
2010,8,13,5,12092
2010,8,14,6,8445
2010,8,15,7,7352
2010,8,16,1,12409
2010,8,17,2,13286
2010,8,18,3,13102
2010,8,19,4,12964
2010,8,20,5,12910
2010,8,21,6,8404
2010,8,22,7,7461
2010,8,23,1,12195
2010,8,24,2,13226
2010,8,25,3,13328
2010,8,26,4,13008
2010,8,27,5,12966
2010,8,28,6,8553
2010,8,29,7,7496
2010,8,30,1,12246
2010,8,31,2,13527
2010,9,1,3,13409
2010,9,2,4,13420
2010,9,3,5,13047
2010,9,4,6,8414
2010,9,5,7,7586
2010,9,6,1,7815
2010,9,7,2,13033
2010,9,8,3,14239
2010,9,9,4,14135
2010,9,10,5,13641
2010,9,11,6,8775
2010,9,12,7,7749
2010,9,13,1,12559
2010,9,14,2,13949
2010,9,15,3,13893
2010,9,16,4,13964
2010,9,17,5,13605
2010,9,18,6,8979
2010,9,19,7,7899
2010,9,20,1,12992
2010,9,21,2,13919
2010,9,22,3,13640
2010,9,23,4,13717
2010,9,24,5,13280
2010,9,25,6,8780
2010,9,26,7,7543
2010,9,27,1,12652
2010,9,28,2,13208
2010,9,29,3,13080
2010,9,30,4,12965
2010,10,1,5,13141
2010,10,2,6,8412
2010,10,3,7,7380
2010,10,4,1,12326
2010,10,5,2,13146
2010,10,6,3,12691
2010,10,7,4,12889
2010,10,8,5,12536
2010,10,9,6,8194
2010,10,10,7,8490
2010,10,11,1,12134
2010,10,12,2,12913
2010,10,13,3,12358
2010,10,14,4,12668
2010,10,15,5,12507
2010,10,16,6,8081
2010,10,17,7,7181
2010,10,18,1,11888
2010,10,19,2,12693
2010,10,20,3,12838
2010,10,21,4,12747
2010,10,22,5,12235
2010,10,23,6,8033
2010,10,24,7,7242
2010,10,25,1,12190
2010,10,26,2,13176
2010,10,27,3,12700
2010,10,28,4,12408
2010,10,29,5,11679
2010,10,30,6,7996
2010,10,31,7,6895
2010,11,1,1,12044
2010,11,2,2,13035
2010,11,3,3,12608
2010,11,4,4,12821
2010,11,5,5,12495
2010,11,6,6,8126
2010,11,7,7,7251
2010,11,8,1,12023
2010,11,9,2,12889
2010,11,10,3,12671
2010,11,11,4,12773
2010,11,12,5,12090
2010,11,13,6,8115
2010,11,14,7,7120
2010,11,15,1,12163
2010,11,16,2,13205
2010,11,17,3,12710
2010,11,18,4,13025
2010,11,19,5,12634
2010,11,20,6,8511
2010,11,21,7,7285
2010,11,22,1,13195
2010,11,23,2,13762
2010,11,24,3,11964
2010,11,25,4,7162
2010,11,26,5,8689
2010,11,27,6,7526
2010,11,28,7,7217
2010,11,29,1,12430
2010,11,30,2,13445
2010,12,1,3,13107
2010,12,2,4,12982
2010,12,3,5,12288
2010,12,4,6,7881
2010,12,5,7,7122
2010,12,6,1,11749
2010,12,7,2,12833
2010,12,8,3,12462
2010,12,9,4,12364
2010,12,10,5,12351
2010,12,11,6,8142
2010,12,12,7,7134
2010,12,13,1,11721
2010,12,14,2,12981
2010,12,15,3,12962
2010,12,16,4,12975
2010,12,17,5,12829
2010,12,18,6,8470
2010,12,19,7,7257
2010,12,20,1,13280
2010,12,21,2,14255
2010,12,22,3,13029
2010,12,23,4,11237
2010,12,24,5,7532
2010,12,25,6,6159
2010,12,26,7,6796
2010,12,27,1,12231
2010,12,28,2,13654
2010,12,29,3,13441
2010,12,30,4,13272
2010,12,31,5,9751
2011,1,1,6,7254
2011,1,2,7,6540
2011,1,3,1,11143
2011,1,4,2,12599
2011,1,5,3,11933
2011,1,6,4,12143
2011,1,7,5,12044
2011,1,8,6,7840
2011,1,9,7,6933
2011,1,10,1,11093
2011,1,11,2,13222
2011,1,12,3,11950
2011,1,13,4,11813
2011,1,14,5,12114
2011,1,15,6,7810
2011,1,16,7,7046
2011,1,17,1,10969
2011,1,18,2,12298
2011,1,19,3,12271
2011,1,20,4,12382
2011,1,21,5,12035
2011,1,22,6,7895
2011,1,23,7,7005
2011,1,24,1,11616
2011,1,25,2,12692
2011,1,26,3,12174
2011,1,27,4,12026
2011,1,28,5,11814
2011,1,29,6,7808
2011,1,30,7,6888
2011,1,31,1,11495
2011,2,1,2,12498
2011,2,2,3,11954
2011,2,3,4,11917
2011,2,4,5,11962
2011,2,5,6,8070
2011,2,6,7,7109
2011,2,7,1,11873
2011,2,8,2,12764
2011,2,9,3,11880
2011,2,10,4,12078
2011,2,11,5,12029
2011,2,12,6,8086
2011,2,13,7,6853
2011,2,14,1,12111
2011,2,15,2,12863
2011,2,16,3,12396
2011,2,17,4,12399
2011,2,18,5,12328
2011,2,19,6,7969
2011,2,20,7,7056
2011,2,21,1,10757
2011,2,22,2,12601
2011,2,23,3,12232
2011,2,24,4,12129
2011,2,25,5,11945
2011,2,26,6,7919
2011,2,27,7,6989
2011,2,28,1,11160
2011,3,1,2,12530
2011,3,2,3,12149
2011,3,3,4,12172
2011,3,4,5,11842
2011,3,5,6,7825
2011,3,6,7,6950
2011,3,7,1,11490
2011,3,8,2,12254
2011,3,9,3,12119
2011,3,10,4,11921
2011,3,11,5,11989
2011,3,12,6,7897
2011,3,13,7,6557
2011,3,14,1,11275
2011,3,15,2,12191
2011,3,16,3,11880
2011,3,17,4,12192
2011,3,18,5,11682
2011,3,19,6,7786
2011,3,20,7,7024
2011,3,21,1,11794
2011,3,22,2,12462
2011,3,23,3,12050
2011,3,24,4,12062
2011,3,25,5,11854
2011,3,26,6,7658
2011,3,27,7,6871
2011,3,28,1,11489
2011,3,29,2,12279
2011,3,30,3,12022
2011,3,31,4,12173
2011,4,1,5,11264
2011,4,2,6,8102
2011,4,3,7,7028
2011,4,4,1,11772
2011,4,5,2,12387
2011,4,6,3,11858
2011,4,7,4,12330
2011,4,8,5,11904
2011,4,9,6,7840
2011,4,10,7,6861
2011,4,11,1,11711
2011,4,12,2,12320
2011,4,13,3,11671
2011,4,14,4,12349
2011,4,15,5,11964
2011,4,16,6,7683
2011,4,17,7,6939
2011,4,18,1,11681
2011,4,19,2,12564
2011,4,20,3,12216
2011,4,21,4,12276
2011,4,22,5,11113
2011,4,23,6,7524
2011,4,24,7,6570
2011,4,25,1,11427
2011,4,26,2,12563
2011,4,27,3,12007
2011,4,28,4,12180
2011,4,29,5,11456
2011,4,30,6,7665
2011,5,1,7,6926
2011,5,2,1,11595
2011,5,3,2,12299
2011,5,4,3,11984
2011,5,5,4,12055
2011,5,6,5,11824
2011,5,7,6,7919
2011,5,8,7,6972
2011,5,9,1,11511
2011,5,10,2,12578
2011,5,11,3,12464
2011,5,12,4,12203
2011,5,13,5,11125
2011,5,14,6,7854
2011,5,15,7,7061
2011,5,16,1,11899
2011,5,17,2,12819
2011,5,18,3,12387
2011,5,19,4,12222
2011,5,20,5,12011
2011,5,21,6,7934
2011,5,22,7,7257
2011,5,23,1,11896
2011,5,24,2,12851
2011,5,25,3,12715
2011,5,26,4,12822
2011,5,27,5,12379
2011,5,28,6,8276
2011,5,29,7,7145
2011,5,30,1,7492
2011,5,31,2,12192
2011,6,1,3,13446
2011,6,2,4,13258
2011,6,3,5,12680
2011,6,4,6,8398
2011,6,5,7,7261
2011,6,6,1,11934
2011,6,7,2,12629
2011,6,8,3,12660
2011,6,9,4,12471
2011,6,10,5,12279
2011,6,11,6,8091
2011,6,12,7,7314
2011,6,13,1,11744
2011,6,14,2,12841
2011,6,15,3,12681
2011,6,16,4,12990
2011,6,17,5,12463
2011,6,18,6,8498
2011,6,19,7,7344
2011,6,20,1,12045
2011,6,21,2,13143
2011,6,22,3,13017
2011,6,23,4,12681
2011,6,24,5,12504
2011,6,25,6,8351
2011,6,26,7,7140
2011,6,27,1,12344
2011,6,28,2,13234
2011,6,29,3,13002
2011,6,30,4,13194
2011,7,1,5,13392
2011,7,2,6,8510
2011,7,3,7,7489
2011,7,4,1,7541
2011,7,5,2,12751
2011,7,6,3,13950
2011,7,7,4,14200
2011,7,8,5,13363
2011,7,9,6,8845
2011,7,10,7,7635
2011,7,11,1,12617
2011,7,12,2,13392
2011,7,13,3,12900
2011,7,14,4,13278
2011,7,15,5,13097
2011,7,16,6,8534
2011,7,17,7,7637
2011,7,18,1,12414
2011,7,19,2,13156
2011,7,20,3,13219
2011,7,21,4,13262
2011,7,22,5,12777
2011,7,23,6,8671
2011,7,24,7,7351
2011,7,25,1,12126
2011,7,26,2,13270
2011,7,27,3,13023
2011,7,28,4,13152
2011,7,29,5,12501
2011,7,30,6,8338
2011,7,31,7,7450
2011,8,1,1,12546
2011,8,2,2,13491
2011,8,3,3,13164
2011,8,4,4,13031
2011,8,5,5,12848
2011,8,6,6,8567
2011,8,7,7,7605
2011,8,8,1,12505
2011,8,9,2,13360
2011,8,10,3,13160
2011,8,11,4,13092
2011,8,12,5,12978
2011,8,13,6,8448
2011,8,14,7,7470
2011,8,15,1,12756
2011,8,16,2,13576
2011,8,17,3,13267
2011,8,18,4,13150
2011,8,19,5,12900
2011,8,20,6,8572
2011,8,21,7,7493
2011,8,22,1,12286
2011,8,23,2,13422
2011,8,24,3,12986
2011,8,25,4,13046
2011,8,26,5,12910
2011,8,27,6,8700
2011,8,28,7,7633
2011,8,29,1,12281
2011,8,30,2,13561
2011,8,31,3,13390
2011,9,1,4,13723
2011,9,2,5,13224
2011,9,3,6,8588
2011,9,4,7,7399
2011,9,5,1,7770
2011,9,6,2,12892
2011,9,7,3,14234
2011,9,8,4,13544
2011,9,9,5,13537
2011,9,10,6,9115
2011,9,11,7,7501
2011,9,12,1,12770
2011,9,13,2,13205
2011,9,14,3,13590
2011,9,15,4,13583
2011,9,16,5,13322
2011,9,17,6,8792
2011,9,18,7,7724
2011,9,19,1,12818
2011,9,20,2,13648
2011,9,21,3,13138
2011,9,22,4,13157
2011,9,23,5,13062
2011,9,24,6,8496
2011,9,25,7,7609
2011,9,26,1,12719
2011,9,27,2,13455
2011,9,28,3,12815
2011,9,29,4,12813
2011,9,30,5,12419
2011,10,1,6,8506
2011,10,2,7,7419
2011,10,3,1,12310
2011,10,4,2,12924
2011,10,5,3,12748
2011,10,6,4,12744
2011,10,7,5,12195
2011,10,8,6,8206
2011,10,9,7,7160
2011,10,10,1,11839
2011,10,11,2,12865
2011,10,12,3,12581
2011,10,13,4,12201
2011,10,14,5,12065
2011,10,15,6,8043
2011,10,16,7,7145
2011,10,17,1,11803
2011,10,18,2,12819
2011,10,19,3,12605
2011,10,20,4,12536
2011,10,21,5,11936
2011,10,22,6,7899
2011,10,23,7,7104
2011,10,24,1,11773
2011,10,25,2,12672
2011,10,26,3,12085
2011,10,27,4,12390
2011,10,28,5,12049
2011,10,29,6,7812
2011,10,30,7,6870
2011,10,31,1,9828
2011,11,1,2,13632
2011,11,2,3,12657
2011,11,3,4,12310
2011,11,4,5,11965
2011,11,5,6,8045
2011,11,6,7,7236
2011,11,7,1,11574
2011,11,8,2,12300
2011,11,9,3,11990
2011,11,10,4,11978
2011,11,11,5,14392
2011,11,12,6,8087
2011,11,13,7,6877
2011,11,14,1,11590
2011,11,15,2,12676
2011,11,16,3,12433
2011,11,17,4,12461
2011,11,18,5,12424
2011,11,19,6,8042
2011,11,20,7,7218
2011,11,21,1,12929
2011,11,22,2,13415
2011,11,23,3,11775
2011,11,24,4,6894
2011,11,25,5,8618
2011,11,26,6,7512
2011,11,27,7,6879
2011,11,28,1,12410
2011,11,29,2,13204
2011,11,30,3,12584
2011,12,1,4,12716
2011,12,2,5,11853
2011,12,3,6,7895
2011,12,4,7,6957
2011,12,5,1,11622
2011,12,6,2,12477
2011,12,7,3,12119
2011,12,8,4,12024
2011,12,9,5,11565
2011,12,10,6,7658
2011,12,11,7,6832
2011,12,12,1,12087
2011,12,13,2,12592
2011,12,14,3,12632
2011,12,15,4,12506
2011,12,16,5,12211
2011,12,17,6,7941
2011,12,18,7,6876
2011,12,19,1,12708
2011,12,20,2,13640
2011,12,21,3,13227
2011,12,22,4,12215
2011,12,23,5,10017
2011,12,24,6,6688
2011,12,25,7,5728
2011,12,26,1,8039
2011,12,27,2,12475
2011,12,28,3,13478
2011,12,29,4,12985
2011,12,30,5,12434
2011,12,31,6,8035
2012,1,1,7,6629
2012,1,2,1,7821
2012,1,3,2,11324
2012,1,4,3,12075
2012,1,5,4,12171
2012,1,6,5,11920
2012,1,7,6,7783
2012,1,8,7,6887
2012,1,9,1,11248
2012,1,10,2,11939
2012,1,11,3,11860
2012,1,12,4,12391
2012,1,13,5,11380
2012,1,14,6,7901
2012,1,15,7,6899
2012,1,16,1,10707
2012,1,17,2,12175
2012,1,18,3,11981
2012,1,19,4,11997
2012,1,20,5,11914
2012,1,21,6,7948
2012,1,22,7,6816
2012,1,23,1,11464
2012,1,24,2,12356
2012,1,25,3,11692
2012,1,26,4,12003
2012,1,27,5,11648
2012,1,28,6,7827
2012,1,29,7,6733
2012,1,30,1,11253
2012,1,31,2,11919
2012,2,1,3,11916
2012,2,2,4,12135
2012,2,3,5,11826
2012,2,4,6,7833
2012,2,5,7,6733
2012,2,6,1,11229
2012,2,7,2,12310
2012,2,8,3,11946
2012,2,9,4,11862
2012,2,10,5,11981
2012,2,11,6,7895
2012,2,12,7,7012
2012,2,13,1,11023
2012,2,14,2,12708
2012,2,15,3,12250
2012,2,16,4,12376
2012,2,17,5,11985
2012,2,18,6,7818
2012,2,19,7,6905
2012,2,20,1,10837
2012,2,21,2,12125
2012,2,22,3,12436
2012,2,23,4,12045
2012,2,24,5,11802
2012,2,25,6,7842
2012,2,26,7,6707
2012,2,27,1,11475
2012,2,28,2,12208
2012,2,29,3,11042
2012,3,1,4,12519
2012,3,2,5,11789
2012,3,3,6,8010
2012,3,4,7,7021
2012,3,5,1,11391
2012,3,6,2,12076
2012,3,7,3,11972
2012,3,8,4,11985
2012,3,9,5,11817
2012,3,10,6,7691
2012,3,11,7,6497
2012,3,12,1,11571
2012,3,13,2,11779
2012,3,14,3,11797
2012,3,15,4,11783
2012,3,16,5,11608
2012,3,17,6,8066
2012,3,18,7,6918
2012,3,19,1,11578
2012,3,20,2,12338
2012,3,21,3,12056
2012,3,22,4,11925
2012,3,23,5,11816
2012,3,24,6,7893
2012,3,25,7,6915
2012,3,26,1,11474
2012,3,27,2,12245
2012,3,28,3,12035
2012,3,29,4,11864
2012,3,30,5,11834
2012,3,31,6,7860
2012,4,1,7,6909
2012,4,2,1,11647
2012,4,3,2,12273
2012,4,4,3,12307
2012,4,5,4,11986
2012,4,6,5,10955
2012,4,7,6,7384
2012,4,8,7,6545
2012,4,9,1,11237
2012,4,10,2,12179
2012,4,11,3,11635
2012,4,12,4,12050
2012,4,13,5,10910
2012,4,14,6,7699
2012,4,15,7,6951
2012,4,16,1,11536
2012,4,17,2,12240
2012,4,18,3,11850
2012,4,19,4,11583
2012,4,20,5,11608
2012,4,21,6,7757
2012,4,22,7,6843
2012,4,23,1,11297
2012,4,24,2,12191
2012,4,25,3,11765
2012,4,26,4,11871
2012,4,27,5,11226
2012,4,28,6,7590
2012,4,29,7,6713
2012,4,30,1,11381
2012,5,1,2,12470
2012,5,2,3,12095
2012,5,3,4,11804
2012,5,4,5,11488
2012,5,5,6,7634
2012,5,6,7,6868
2012,5,7,1,11424
2012,5,8,2,12158
2012,5,9,3,11749
2012,5,10,4,11825
2012,5,11,5,11683
2012,5,12,6,7751
2012,5,13,7,6909
2012,5,14,1,11763
2012,5,15,2,12565
2012,5,16,3,12199
2012,5,17,4,12048
2012,5,18,5,11771
2012,5,19,6,7914
2012,5,20,7,7202
2012,5,21,1,11919
2012,5,22,2,12601
2012,5,23,3,12649
2012,5,24,4,12414
2012,5,25,5,12350
2012,5,26,6,7921
2012,5,27,7,7015
2012,5,28,1,7532
2012,5,29,2,12307
2012,5,30,3,13194
2012,5,31,4,12686
2012,6,1,5,12623
2012,6,2,6,8040
2012,6,3,7,7075
2012,6,4,1,12011
2012,6,5,2,12424
2012,6,6,3,12410
2012,6,7,4,12305
2012,6,8,5,12145
2012,6,9,6,8293
2012,6,10,7,7131
2012,6,11,1,11700
2012,6,12,2,12892
2012,6,13,3,11999
2012,6,14,4,12626
2012,6,15,5,12278
2012,6,16,6,8213
2012,6,17,7,7316
2012,6,18,1,12028
2012,6,19,2,12767
2012,6,20,3,12674
2012,6,21,4,12713
2012,6,22,5,12370
2012,6,23,6,8141
2012,6,24,7,7246
2012,6,25,1,12091
2012,6,26,2,12950
2012,6,27,3,12545
2012,6,28,4,12994
2012,6,29,5,12462
2012,6,30,6,8323
2012,7,1,7,7550
2012,7,2,1,12837
2012,7,3,2,13752
2012,7,4,3,9296
2012,7,5,4,12618
2012,7,6,5,12804
2012,7,7,6,8952
2012,7,8,7,7541
2012,7,9,1,12333
2012,7,10,2,13527
2012,7,11,3,13024
2012,7,12,4,12787
2012,7,13,5,12109
2012,7,14,6,8657
2012,7,15,7,7559
2012,7,16,1,12380
2012,7,17,2,13318
2012,7,18,3,12865
2012,7,19,4,12798
2012,7,20,5,12503
2012,7,21,6,8611
2012,7,22,7,7531
2012,7,23,1,12553
2012,7,24,2,13390
2012,7,25,3,13045
2012,7,26,4,13056
2012,7,27,5,12785
2012,7,28,6,8493
2012,7,29,7,7550
2012,7,30,1,12061
2012,7,31,2,13187
2012,8,1,3,12976
2012,8,2,4,13006
2012,8,3,5,12743
2012,8,4,6,8786
2012,8,5,7,7693
2012,8,6,1,12671
2012,8,7,2,13316
2012,8,8,3,13204
2012,8,9,4,13179
2012,8,10,5,12898
2012,8,11,6,8602
2012,8,12,7,7630
2012,8,13,1,12126
2012,8,14,2,13788
2012,8,15,3,13391
2012,8,16,4,13361
2012,8,17,5,12913
2012,8,18,6,8678
2012,8,19,7,7678
2012,8,20,1,12580
2012,8,21,2,13239
2012,8,22,3,12973
2012,8,23,4,12889
2012,8,24,5,13114
2012,8,25,6,8653
2012,8,26,7,7629
2012,8,27,1,12533
2012,8,28,2,13674
2012,8,29,3,12968
2012,8,30,4,13323
2012,8,31,5,13287
2012,9,1,6,8967
2012,9,2,7,7817
2012,9,3,1,8030
2012,9,4,2,12941
2012,9,5,3,13991
2012,9,6,4,13709
2012,9,7,5,13841
2012,9,8,6,8987
2012,9,9,7,7930
2012,9,10,1,12853
2012,9,11,2,12543
2012,9,12,3,13653
2012,9,13,4,13396
2012,9,14,5,13529
2012,9,15,6,9094
2012,9,16,7,7867
2012,9,17,1,12960
2012,9,18,2,13628
2012,9,19,3,13490
2012,9,20,4,13524
2012,9,21,5,13174
2012,9,22,6,8899
2012,9,23,7,8007
2012,9,24,1,12748
2012,9,25,2,13533
2012,9,26,3,13100
2012,9,27,4,13159
2012,9,28,5,12661
2012,9,29,6,8695
2012,9,30,7,7607
2012,10,1,1,12537
2012,10,2,2,13293
2012,10,3,3,12900
2012,10,4,4,12785
2012,10,5,5,12521
2012,10,6,6,8333
2012,10,7,7,7367
2012,10,8,1,11711
2012,10,9,2,12692
2012,10,10,3,12597
2012,10,11,4,13705
2012,10,12,5,12349
2012,10,13,6,8153
2012,10,14,7,7408
2012,10,15,1,12347
2012,10,16,2,12888
2012,10,17,3,12752
2012,10,18,4,12604
2012,10,19,5,12367
2012,10,20,6,8365
2012,10,21,7,7279
2012,10,22,1,12260
2012,10,23,2,12923
2012,10,24,3,12610
2012,10,25,4,12769
2012,10,26,5,11989
2012,10,27,6,8127
2012,10,28,7,7362
2012,10,29,1,11957
