candidate,pct_estimate,lo,hi,date,election,cycle
Democrats,43.767813,39.323354,48.212272,2021-09-19,2022-11-08,2022
Republicans,41.174335,36.194958,46.153712,2021-09-19,2022-11-08,2022
Democrats,43.763876,39.320591,48.20716,2021-09-20,2022-11-08,2022
Republicans,41.174913,36.198369,46.151457,2021-09-20,2022-11-08,2022
Democrats,43.758875,39.316621,48.201129,2021-09-21,2022-11-08,2022
Republicans,41.175946,36.202513,46.149378,2021-09-21,2022-11-08,2022
Democrats,44.444438,39.894359,48.994518,2021-09-22,2022-11-08,2022
Republicans,41.785702,36.781536,46.789869,2021-09-22,2022-11-08,2022
Democrats,44.447131,39.897167,48.997096,2021-09-23,2022-11-08,2022
Republicans,41.792682,36.793436,46.791928,2021-09-23,2022-11-08,2022
Democrats,44.631709,40.038668,49.22475,2021-09-24,2022-11-08,2022
Republicans,41.681311,36.719833,46.64279,2021-09-24,2022-11-08,2022
Democrats,44.637512,40.043382,49.231642,2021-09-25,2022-11-08,2022
Republicans,41.688447,36.729064,46.64783,2021-09-25,2022-11-08,2022
Democrats,44.646609,40.050219,49.242999,2021-09-26,2022-11-08,2022
Republicans,41.696639,36.738813,46.654466,2021-09-26,2022-11-08,2022
Democrats,44.653419,40.055469,49.251369,2021-09-27,2022-11-08,2022
Republicans,41.7021,36.745992,46.658209,2021-09-27,2022-11-08,2022
Democrats,44.657717,40.059012,49.256422,2021-09-28,2022-11-08,2022
Republicans,41.706695,36.752651,46.66074,2021-09-28,2022-11-08,2022
Democrats,44.965148,40.278361,49.651934,2021-09-29,2022-11-08,2022
Republicans,42.059518,37.03862,47.080416,2021-09-29,2022-11-08,2022
Democrats,45.048043,40.433274,49.662812,2021-09-30,2022-11-08,2022
Republicans,41.701796,36.724855,46.678738,2021-09-30,2022-11-08,2022
Democrats,45.056185,40.439619,49.67275,2021-10-01,2022-11-08,2022
Republicans,41.707829,36.73197,46.683689,2021-10-01,2022-11-08,2022
Democrats,45.064377,40.446963,49.681791,2021-10-02,2022-11-08,2022
Republicans,41.713648,36.7395,46.687796,2021-10-02,2022-11-08,2022
Democrats,45.073412,40.454441,49.692383,2021-10-03,2022-11-08,2022
Republicans,41.719959,36.747339,46.692579,2021-10-03,2022-11-08,2022
Democrats,45.067448,40.490947,49.643948,2021-10-04,2022-11-08,2022
Republicans,41.685,36.761622,46.608377,2021-10-04,2022-11-08,2022
Democrats,44.904062,40.358528,49.449596,2021-10-05,2022-11-08,2022
Republicans,42.018014,36.982853,47.053175,2021-10-05,2022-11-08,2022
Democrats,44.736682,40.223011,49.250354,2021-10-06,2022-11-08,2022
Republicans,41.887312,36.855686,46.918937,2021-10-06,2022-11-08,2022
Democrats,44.740156,40.226254,49.254059,2021-10-07,2022-11-08,2022
Republicans,41.894078,36.864106,46.92405,2021-10-07,2022-11-08,2022
Democrats,44.44459,39.853222,49.035958,2021-10-08,2022-11-08,2022
Republicans,41.580539,36.434547,46.726531,2021-10-08,2022-11-08,2022
Democrats,44.444222,39.852269,49.036175,2021-10-09,2022-11-08,2022
Republicans,41.583853,36.438262,46.729444,2021-10-09,2022-11-08,2022
Democrats,44.443564,39.850703,49.036424,2021-10-10,2022-11-08,2022
Republicans,41.586997,36.441286,46.732709,2021-10-10,2022-11-08,2022
Democrats,44.443263,39.849235,49.037291,2021-10-11,2022-11-08,2022
Republicans,41.59,36.444127,46.735874,2021-10-11,2022-11-08,2022
Democrats,44.443081,39.848348,49.037815,2021-10-12,2022-11-08,2022
Republicans,41.593183,36.447767,46.738599,2021-10-12,2022-11-08,2022
Democrats,44.435841,39.855027,49.016655,2021-10-13,2022-11-08,2022
Republicans,41.529658,36.384912,46.674403,2021-10-13,2022-11-08,2022
Democrats,44.435332,39.854002,49.016662,2021-10-14,2022-11-08,2022
Republicans,41.531357,36.386852,46.675861,2021-10-14,2022-11-08,2022
Democrats,44.310573,39.712795,48.90835,2021-10-15,2022-11-08,2022
Republicans,41.54813,36.431302,46.664958,2021-10-15,2022-11-08,2022
Democrats,44.322002,39.745848,48.898155,2021-10-16,2022-11-08,2022
Republicans,41.538007,36.447674,46.62834,2021-10-16,2022-11-08,2022
Democrats,44.319642,39.74282,48.896463,2021-10-17,2022-11-08,2022
Republicans,41.53966,36.450255,46.629065,2021-10-17,2022-11-08,2022
Democrats,44.317098,39.739385,48.89481,2021-10-18,2022-11-08,2022
Republicans,41.540681,36.452442,46.628919,2021-10-18,2022-11-08,2022
Democrats,44.314833,39.736625,48.89304,2021-10-19,2022-11-08,2022
Republicans,41.541818,36.455466,46.62817,2021-10-19,2022-11-08,2022
Democrats,44.275869,39.754514,48.797225,2021-10-20,2022-11-08,2022
Republicans,41.712436,36.582734,46.842138,2021-10-20,2022-11-08,2022
Democrats,44.105118,39.632565,48.577671,2021-10-21,2022-11-08,2022
Republicans,41.553944,36.497124,46.610764,2021-10-21,2022-11-08,2022
Democrats,44.101992,39.629743,48.57424,2021-10-22,2022-11-08,2022
Republicans,41.555895,36.500645,46.611144,2021-10-22,2022-11-08,2022
Democrats,44.098501,39.626858,48.570144,2021-10-23,2022-11-08,2022
Republicans,41.557723,36.504405,46.611042,2021-10-23,2022-11-08,2022
Democrats,44.094963,39.623813,48.566113,2021-10-24,2022-11-08,2022
Republicans,41.559489,36.507273,46.611705,2021-10-24,2022-11-08,2022
Democrats,43.860908,39.307477,48.414339,2021-10-25,2022-11-08,2022
Republicans,41.340226,36.193199,46.487253,2021-10-25,2022-11-08,2022
Democrats,43.853607,39.299414,48.4078,2021-10-26,2022-11-08,2022
Republicans,41.338263,36.189812,46.486714,2021-10-26,2022-11-08,2022
Democrats,43.87698,39.34476,48.40921,2021-10-27,2022-11-08,2022
Republicans,41.37037,36.23581,46.50492,2021-10-27,2022-11-08,2022
Democrats,43.87119,39.33915,48.40323,2021-10-28,2022-11-08,2022
Republicans,41.36929,36.23532,46.50326,2021-10-28,2022-11-08,2022
Democrats,43.86335,39.33137,48.39532,2021-10-29,2022-11-08,2022
Republicans,41.36715,36.23326,46.50103,2021-10-29,2022-11-08,2022
Democrats,43.85657,39.32473,48.3884,2021-10-30,2022-11-08,2022
Republicans,41.36609,36.23159,46.50059,2021-10-30,2022-11-08,2022
Democrats,44.0243,39.50314,48.54547,2021-10-31,2022-11-08,2022
Republicans,41.54601,36.40857,46.68345,2021-10-31,2022-11-08,2022
Democrats,43.58347,38.93931,48.22762,2021-11-01,2022-11-08,2022
Republicans,40.86164,35.34896,46.37433,2021-11-01,2022-11-08,2022
Democrats,43.54154,38.87576,48.20732,2021-11-02,2022-11-08,2022
Republicans,40.88869,35.36719,46.41019,2021-11-02,2022-11-08,2022
Democrats,43.45139,38.861162,48.041617,2021-11-03,2022-11-08,2022
Republicans,41.165447,35.671518,46.659376,2021-11-03,2022-11-08,2022
Democrats,43.446108,38.856124,48.036091,2021-11-04,2022-11-08,2022
Republicans,41.168903,35.672552,46.665254,2021-11-04,2022-11-08,2022
Democrats,43.339387,38.787846,47.890928,2021-11-05,2022-11-08,2022
Republicans,41.726908,36.097282,47.356534,2021-11-05,2022-11-08,2022
Democrats,43.332966,38.782115,47.883817,2021-11-06,2022-11-08,2022
Republicans,41.737129,36.104105,47.370154,2021-11-06,2022-11-08,2022
Democrats,42.97201,38.33513,47.60889,2021-11-07,2022-11-08,2022
Republicans,42.027297,36.395062,47.659532,2021-11-07,2022-11-08,2022
Democrats,43.174184,38.484906,47.863463,2021-11-08,2022-11-08,2022
Republicans,42.063757,36.459033,47.668482,2021-11-08,2022-11-08,2022
Democrats,43.130433,38.442334,47.818533,2021-11-09,2022-11-08,2022
Republicans,42.058914,36.478871,47.638958,2021-11-09,2022-11-08,2022
Democrats,42.468068,37.394747,47.541389,2021-11-10,2022-11-08,2022
Republicans,41.195708,35.285087,47.106329,2021-11-10,2022-11-08,2022
Democrats,42.455061,37.378261,47.53186,2021-11-11,2022-11-08,2022
Republicans,41.196489,35.280759,47.112219,2021-11-11,2022-11-08,2022
Democrats,42.524628,37.503057,47.546199,2021-11-12,2022-11-08,2022
Republicans,41.151,35.313982,46.988019,2021-11-12,2022-11-08,2022
Democrats,42.511003,37.486607,47.5354,2021-11-13,2022-11-08,2022
Republicans,41.151824,35.310509,46.993139,2021-11-13,2022-11-08,2022
Democrats,42.411296,37.433226,47.389367,2021-11-14,2022-11-08,2022
Republicans,41.809331,35.748049,47.870614,2021-11-14,2022-11-08,2022
Democrats,42.394808,37.414556,47.375059,2021-11-15,2022-11-08,2022
Republicans,41.817185,35.749372,47.884997,2021-11-15,2022-11-08,2022
Democrats,42.124671,37.10401,47.145332,2021-11-16,2022-11-08,2022
Republicans,42.384735,36.141021,48.628449,2021-11-16,2022-11-08,2022
Democrats,42.112169,37.10852,47.115818,2021-11-17,2022-11-08,2022
Republicans,42.40987,36.19466,48.62508,2021-11-17,2022-11-08,2022
Democrats,41.908301,36.974025,46.842576,2021-11-18,2022-11-08,2022
Republicans,42.5273,36.347003,48.707597,2021-11-18,2022-11-08,2022
Democrats,42.034068,37.087072,46.981064,2021-11-19,2022-11-08,2022
Republicans,42.579445,36.405165,48.753725,2021-11-19,2022-11-08,2022
Democrats,42.019674,37.071682,46.967665,2021-11-20,2022-11-08,2022
Republicans,42.593352,36.414962,48.771741,2021-11-20,2022-11-08,2022
Democrats,42.003662,37.054891,46.952432,2021-11-21,2022-11-08,2022
Republicans,42.609673,36.426002,48.793344,2021-11-21,2022-11-08,2022
Democrats,41.988168,37.038513,46.937823,2021-11-22,2022-11-08,2022
Republicans,42.624675,36.435521,48.813829,2021-11-22,2022-11-08,2022
Democrats,41.974552,37.024009,46.925095,2021-11-23,2022-11-08,2022
Republicans,42.636889,36.443923,48.829855,2021-11-23,2022-11-08,2022
Democrats,42.104114,37.162517,47.04571,2021-11-24,2022-11-08,2022
Republicans,42.628082,36.523644,48.73252,2021-11-24,2022-11-08,2022
Democrats,42.091831,37.149059,47.034602,2021-11-25,2022-11-08,2022
Republicans,42.64084,36.531387,48.750293,2021-11-25,2022-11-08,2022
Democrats,42.081017,37.137276,47.024759,2021-11-26,2022-11-08,2022
Republicans,42.651119,36.537269,48.76497,2021-11-26,2022-11-08,2022
Democrats,42.069059,37.124169,47.01395,2021-11-27,2022-11-08,2022
Republicans,42.663164,36.545839,48.78049,2021-11-27,2022-11-08,2022
Democrats,42.059005,37.112471,47.00554,2021-11-28,2022-11-08,2022
Republicans,42.672996,36.551416,48.794575,2021-11-28,2022-11-08,2022
Democrats,42.048139,37.099639,46.99664,2021-11-29,2022-11-08,2022
Republicans,42.683312,36.557603,48.809022,2021-11-29,2022-11-08,2022
Democrats,42.036948,37.086403,46.987494,2021-11-30,2022-11-08,2022
Republicans,42.695397,36.567142,48.823652,2021-11-30,2022-11-08,2022
Democrats,42.049055,37.112205,46.985906,2021-12-01,2022-11-08,2022
Republicans,42.670843,36.556246,48.78544,2021-12-01,2022-11-08,2022
Democrats,42.038181,37.100045,46.976317,2021-12-02,2022-11-08,2022
Republicans,42.680881,36.561574,48.800187,2021-12-02,2022-11-08,2022
Democrats,42.026648,37.087174,46.966122,2021-12-03,2022-11-08,2022
Republicans,42.692461,36.568736,48.816186,2021-12-03,2022-11-08,2022
Democrats,42.016508,37.075118,46.957898,2021-12-04,2022-11-08,2022
Republicans,42.702068,36.574758,48.829378,2021-12-04,2022-11-08,2022
Democrats,42.005326,37.061857,46.948795,2021-12-05,2022-11-08,2022
Republicans,42.712523,36.581146,48.843899,2021-12-05,2022-11-08,2022
Democrats,42.496216,37.431402,47.56103,2021-12-06,2022-11-08,2022
Republicans,43.117825,36.890464,49.345187,2021-12-06,2022-11-08,2022
Democrats,42.435976,37.398937,47.473015,2021-12-07,2022-11-08,2022
Republicans,43.162717,36.981025,49.344409,2021-12-07,2022-11-08,2022
Democrats,42.474129,37.50678,47.441478,2021-12-08,2022-11-08,2022
Republicans,42.946408,36.85043,49.042385,2021-12-08,2022-11-08,2022
Democrats,42.47252,37.502651,47.44239,2021-12-09,2022-11-08,2022
Republicans,42.959628,36.860182,49.059075,2021-12-09,2022-11-08,2022
Democrats,41.979819,36.864086,47.095553,2021-12-10,2022-11-08,2022
Republicans,42.957941,36.893116,49.022766,2021-12-10,2022-11-08,2022
Democrats,41.971279,36.852134,47.090424,2021-12-11,2022-11-08,2022
Republicans,42.969151,36.902453,49.035848,2021-12-11,2022-11-08,2022
Democrats,41.960635,36.837334,47.083936,2021-12-12,2022-11-08,2022
Republicans,42.9821,36.912977,49.051224,2021-12-12,2022-11-08,2022
Democrats,41.951587,36.82392,47.079254,2021-12-13,2022-11-08,2022
Republicans,42.993197,36.921288,49.065106,2021-12-13,2022-11-08,2022
Democrats,42.051746,36.920674,47.182818,2021-12-14,2022-11-08,2022
Republicans,43.046523,36.97905,49.113995,2021-12-14,2022-11-08,2022
Democrats,41.869206,36.773058,46.965354,2021-12-15,2022-11-08,2022
Republicans,42.978948,37.017647,48.940249,2021-12-15,2022-11-08,2022
Democrats,41.811234,36.726851,46.895618,2021-12-16,2022-11-08,2022
Republicans,43.05734,37.112106,49.002573,2021-12-16,2022-11-08,2022
Democrats,41.721983,36.624316,46.819651,2021-12-17,2022-11-08,2022
Republicans,43.130386,37.214871,49.045901,2021-12-17,2022-11-08,2022
Democrats,41.712305,36.612436,46.812174,2021-12-18,2022-11-08,2022
Republicans,43.14058,37.224985,49.056176,2021-12-18,2022-11-08,2022
Democrats,41.701614,36.599778,46.80345,2021-12-19,2022-11-08,2022
Republicans,43.151192,37.2367,49.065683,2021-12-19,2022-11-08,2022
Democrats,41.770884,36.710811,46.830958,2021-12-20,2022-11-08,2022
Republicans,43.385513,37.442169,49.328858,2021-12-20,2022-11-08,2022
Democrats,41.860814,36.825865,46.895763,2021-12-21,2022-11-08,2022
Republicans,43.493889,37.547381,49.440396,2021-12-21,2022-11-08,2022
Democrats,41.923613,36.95145,46.895777,2021-12-22,2022-11-08,2022
Republicans,43.216357,37.297555,49.13516,2021-12-22,2022-11-08,2022
Democrats,41.917074,36.943602,46.890545,2021-12-23,2022-11-08,2022
Republicans,43.223667,37.306244,49.14109,2021-12-23,2022-11-08,2022
Democrats,41.911078,36.937101,46.885055,2021-12-24,2022-11-08,2022
Republicans,43.230646,37.315009,49.146283,2021-12-24,2022-11-08,2022
Democrats,41.905676,36.93085,46.880502,2021-12-25,2022-11-08,2022
Republicans,43.237797,37.323208,49.152387,2021-12-25,2022-11-08,2022
Democrats,41.901076,36.925806,46.876347,2021-12-26,2022-11-08,2022
Republicans,43.24435,37.330722,49.157979,2021-12-26,2022-11-08,2022
Democrats,41.927446,36.960901,46.89399,2021-12-27,2022-11-08,2022
Republicans,43.187876,37.258588,49.117164,2021-12-27,2022-11-08,2022
Democrats,41.922358,36.955451,46.889264,2021-12-28,2022-11-08,2022
Republicans,43.193231,37.264389,49.122074,2021-12-28,2022-11-08,2022
Democrats,41.91704,36.949406,46.884673,2021-12-29,2022-11-08,2022
Republicans,43.197898,37.271213,49.124583,2021-12-29,2022-11-08,2022
Democrats,41.966286,37.033238,46.899333,2021-12-30,2022-11-08,2022
Republicans,42.791771,36.698901,48.884642,2021-12-30,2022-11-08,2022
Democrats,41.961504,37.027987,46.895021,2021-12-31,2022-11-08,2022
Republicans,42.795738,36.699963,48.891512,2021-12-31,2022-11-08,2022
Democrats,41.95737,37.023578,46.891162,2022-01-01,2022-11-08,2022
Republicans,42.799454,36.700824,48.898083,2022-01-01,2022-11-08,2022
Democrats,41.953668,37.019827,46.887508,2022-01-02,2022-11-08,2022
Republicans,42.802601,36.701349,48.903853,2022-01-02,2022-11-08,2022
Democrats,41.977697,37.086837,46.868558,2022-01-03,2022-11-08,2022
Republicans,42.800848,36.757635,48.844061,2022-01-03,2022-11-08,2022
Democrats,41.938268,37.069862,46.806674,2022-01-04,2022-11-08,2022
Republicans,42.425206,36.411217,48.439195,2022-01-04,2022-11-08,2022
Democrats,41.921855,37.056433,46.787277,2022-01-05,2022-11-08,2022
Republicans,42.420283,36.418257,48.422309,2022-01-05,2022-11-08,2022
Democrats,41.917299,37.051875,46.782724,2022-01-06,2022-11-08,2022
Republicans,42.418229,36.413526,48.422932,2022-01-06,2022-11-08,2022
Democrats,41.884067,37.00684,46.761294,2022-01-07,2022-11-08,2022
Republicans,42.43187,36.431892,48.431849,2022-01-07,2022-11-08,2022
Democrats,41.878951,37.001361,46.75654,2022-01-08,2022-11-08,2022
Republicans,42.430448,36.428138,48.432758,2022-01-08,2022-11-08,2022
Democrats,41.874326,36.996572,46.752081,2022-01-09,2022-11-08,2022
Republicans,42.427981,36.423719,48.432243,2022-01-09,2022-11-08,2022
Democrats,41.832111,36.935438,46.728785,2022-01-10,2022-11-08,2022
Republicans,42.362274,36.382188,48.342361,2022-01-10,2022-11-08,2022
Democrats,41.827659,36.93096,46.724357,2022-01-11,2022-11-08,2022
Republicans,42.3593,36.377318,48.341282,2022-01-11,2022-11-08,2022
Democrats,41.876615,37.037878,46.715352,2022-01-12,2022-11-08,2022
Republicans,42.319656,36.397268,48.242044,2022-01-12,2022-11-08,2022
Democrats,41.797742,36.976289,46.619195,2022-01-13,2022-11-08,2022
Republicans,42.414899,36.523323,48.306474,2022-01-13,2022-11-08,2022
Democrats,41.792397,36.972051,46.612743,2022-01-14,2022-11-08,2022
Republicans,42.413122,36.520684,48.305561,2022-01-14,2022-11-08,2022
Democrats,41.786664,36.967355,46.605973,2022-01-15,2022-11-08,2022
Republicans,42.411319,36.517907,48.30473,2022-01-15,2022-11-08,2022
Democrats,41.781466,36.963529,46.599403,2022-01-16,2022-11-08,2022
Republicans,42.40749,36.51313,48.30185,2022-01-16,2022-11-08,2022
Democrats,41.776876,36.960727,46.593024,2022-01-17,2022-11-08,2022
Republicans,42.404285,36.509504,48.299067,2022-01-17,2022-11-08,2022
Democrats,41.720035,36.913389,46.526681,2022-01-18,2022-11-08,2022
Republicans,42.527195,36.628804,48.425586,2022-01-18,2022-11-08,2022
Democrats,41.697908,36.910917,46.484899,2022-01-19,2022-11-08,2022
Republicans,42.601588,36.708428,48.494748,2022-01-19,2022-11-08,2022
Democrats,41.69535,37.00734,46.383359,2022-01-20,2022-11-08,2022
Republicans,43.343354,37.127024,49.559685,2022-01-20,2022-11-08,2022
Democrats,41.689331,37.00437,46.374293,2022-01-21,2022-11-08,2022
Republicans,43.351811,37.131954,49.571668,2022-01-21,2022-11-08,2022
Democrats,41.683825,37.001842,46.365807,2022-01-22,2022-11-08,2022
Republicans,43.360859,37.138245,49.583474,2022-01-22,2022-11-08,2022
Democrats,42.026965,37.390243,46.663686,2022-01-23,2022-11-08,2022
Republicans,43.457979,37.31794,49.598019,2022-01-23,2022-11-08,2022
Democrats,42.182001,37.529611,46.834392,2022-01-24,2022-11-08,2022
Republicans,43.822972,37.538607,50.107337,2022-01-24,2022-11-08,2022
Democrats,42.166533,37.535892,46.797173,2022-01-25,2022-11-08,2022
Republicans,43.962524,37.665478,50.25957,2022-01-25,2022-11-08,2022
Democrats,42.232102,37.666215,46.797989,2022-01-26,2022-11-08,2022
Republicans,44.147606,37.817015,50.478196,2022-01-26,2022-11-08,2022
Democrats,42.232701,37.670721,46.794681,2022-01-27,2022-11-08,2022
Republicans,44.163041,37.830148,50.495934,2022-01-27,2022-11-08,2022
Democrats,42.234202,37.676194,46.792211,2022-01-28,2022-11-08,2022
Republicans,44.179767,37.845044,50.514491,2022-01-28,2022-11-08,2022
Democrats,42.235983,37.681352,46.790614,2022-01-29,2022-11-08,2022
Republicans,44.196466,37.860156,50.532776,2022-01-29,2022-11-08,2022
Democrats,42.237777,37.687567,46.787987,2022-01-30,2022-11-08,2022
Republicans,44.211109,37.871747,50.55047,2022-01-30,2022-11-08,2022
Democrats,42.278979,37.770261,46.787696,2022-01-31,2022-11-08,2022
Republicans,44.291425,37.993733,50.589118,2022-01-31,2022-11-08,2022
Democrats,42.280872,37.77597,46.785774,2022-02-01,2022-11-08,2022
Republicans,44.306167,38.007463,50.604872,2022-02-01,2022-11-08,2022
Democrats,42.361002,37.864797,46.857206,2022-02-02,2022-11-08,2022
Republicans,44.330344,38.05189,50.608797,2022-02-02,2022-11-08,2022
Democrats,42.395287,37.921788,46.868786,2022-02-03,2022-11-08,2022
Republicans,44.284388,38.031581,50.537196,2022-02-03,2022-11-08,2022
Democrats,42.18286,37.59171,46.774,2022-02-04,2022-11-08,2022
Republicans,44.12486,37.80867,50.44105,2022-02-04,2022-11-08,2022
Democrats,42.18508,37.59866,46.77149,2022-02-05,2022-11-08,2022
Republicans,44.14042,37.82364,50.45719,2022-02-05,2022-11-08,2022
Democrats,42.18768,37.60724,46.76812,2022-02-06,2022-11-08,2022
Republicans,44.15861,37.84116,50.47606,2022-02-06,2022-11-08,2022
Democrats,42.19005,37.61406,46.76605,2022-02-07,2022-11-08,2022
Republicans,44.17403,37.8565,50.49156,2022-02-07,2022-11-08,2022
Democrats,42.19167,37.61972,46.76362,2022-02-08,2022-11-08,2022
Republicans,44.18969,37.87241,50.50697,2022-02-08,2022-11-08,2022
Democrats,42.4202,37.98332,46.85709,2022-02-09,2022-11-08,2022
Republicans,44.37385,38.12045,50.62725,2022-02-09,2022-11-08,2022
Democrats,42.42423,37.99345,46.85501,2022-02-10,2022-11-08,2022
Republicans,44.38879,38.13616,50.64143,2022-02-10,2022-11-08,2022
Democrats,42.42804,38.00323,46.85284,2022-02-11,2022-11-08,2022
Republicans,44.40093,38.14933,50.65253,2022-02-11,2022-11-08,2022
Democrats,42.62324,38.29105,46.95543,2022-02-12,2022-11-08,2022
Republicans,44.81229,38.69989,50.92469,2022-02-12,2022-11-08,2022
Democrats,42.62913,38.30472,46.95354,2022-02-13,2022-11-08,2022
Republicans,44.83274,38.72359,50.94189,2022-02-13,2022-11-08,2022
Democrats,42.60147,38.31488,46.88807,2022-02-14,2022-11-08,2022
Republicans,45.10263,38.87506,51.3302,2022-02-14,2022-11-08,2022
Democrats,42.58258,38.30075,46.8644,2022-02-15,2022-11-08,2022
Republicans,45.09212,38.88377,51.30046,2022-02-15,2022-11-08,2022
Democrats,42.52707,38.22509,46.82904,2022-02-16,2022-11-08,2022
Republicans,45.01346,38.78465,51.24227,2022-02-16,2022-11-08,2022
Democrats,42.62559,38.39077,46.86042,2022-02-17,2022-11-08,2022
Republicans,44.76359,38.48413,51.04306,2022-02-17,2022-11-08,2022
Democrats,42.46513,38.17208,46.75817,2022-02-18,2022-11-08,2022
Republicans,44.87454,38.57647,51.17261,2022-02-18,2022-11-08,2022
Democrats,42.46758,38.18009,46.75506,2022-02-19,2022-11-08,2022
Republicans,44.89221,38.59203,51.1924,2022-02-19,2022-11-08,2022
Democrats,42.47074,38.18866,46.75282,2022-02-20,2022-11-08,2022
Republicans,44.90671,38.60514,51.20828,2022-02-20,2022-11-08,2022
Democrats,42.474,38.19813,46.74987,2022-02-21,2022-11-08,2022
Republicans,44.92205,38.61798,51.22613,2022-02-21,2022-11-08,2022
Democrats,42.40531,38.13253,46.67808,2022-02-22,2022-11-08,2022
Republicans,45.11537,38.78608,51.44466,2022-02-22,2022-11-08,2022
Democrats,42.47288,38.204615,46.741145,2022-02-23,2022-11-08,2022
Republicans,45.036371,38.706402,51.36634,2022-02-23,2022-11-08,2022
Democrats,42.504164,38.254191,46.754137,2022-02-24,2022-11-08,2022
Republicans,44.983148,38.690152,51.276144,2022-02-24,2022-11-08,2022
Democrats,42.759627,38.450325,47.06893,2022-02-25,2022-11-08,2022
Republicans,45.1716,38.893086,51.450115,2022-02-25,2022-11-08,2022
Democrats,42.766631,38.461904,47.071358,2022-02-26,2022-11-08,2022
Republicans,45.186342,38.90764,51.465044,2022-02-26,2022-11-08,2022
Democrats,42.743786,38.489246,46.998326,2022-02-27,2022-11-08,2022
Republicans,45.28699,39.027333,51.546647,2022-02-27,2022-11-08,2022
Democrats,42.614249,38.353626,46.874871,2022-02-28,2022-11-08,2022
Republicans,44.962792,38.688931,51.236653,2022-02-28,2022-11-08,2022
Democrats,42.664648,38.435821,46.893476,2022-03-01,2022-11-08,2022
Republicans,44.80392,38.578621,51.029218,2022-03-01,2022-11-08,2022
Democrats,42.639919,38.414903,46.864936,2022-03-02,2022-11-08,2022
Republicans,44.7588,38.528226,50.989373,2022-03-02,2022-11-08,2022
Democrats,42.643446,38.424275,46.862618,2022-03-03,2022-11-08,2022
Republicans,44.766144,38.535944,50.996344,2022-03-03,2022-11-08,2022
Democrats,42.646889,38.433618,46.86016,2022-03-04,2022-11-08,2022
Republicans,44.772192,38.542649,51.001734,2022-03-04,2022-11-08,2022
Democrats,42.651076,38.442888,46.859263,2022-03-05,2022-11-08,2022
Republicans,44.778988,38.550888,51.007089,2022-03-05,2022-11-08,2022
Democrats,42.654724,38.452059,46.85739,2022-03-06,2022-11-08,2022
Republicans,44.784326,38.557406,51.011245,2022-03-06,2022-11-08,2022
Democrats,42.658651,38.461702,46.855601,2022-03-07,2022-11-08,2022
Republicans,44.789816,38.564256,51.015376,2022-03-07,2022-11-08,2022
Democrats,42.662439,38.470229,46.854649,2022-03-08,2022-11-08,2022
Republicans,44.79461,38.570616,51.018603,2022-03-08,2022-11-08,2022
Democrats,42.684092,38.45501,46.913174,2022-03-09,2022-11-08,2022
Republicans,44.76657,38.520927,51.012213,2022-03-09,2022-11-08,2022
Democrats,42.688145,38.465888,46.910402,2022-03-10,2022-11-08,2022
Republicans,44.770388,38.525843,51.014933,2022-03-10,2022-11-08,2022
Democrats,42.644612,38.448307,46.840917,2022-03-11,2022-11-08,2022
Republicans,44.80905,38.599453,51.018646,2022-03-11,2022-11-08,2022
Democrats,42.648183,38.456935,46.839432,2022-03-12,2022-11-08,2022
Republicans,44.81271,38.604932,51.020488,2022-03-12,2022-11-08,2022
Democrats,42.651813,38.465408,46.838217,2022-03-13,2022-11-08,2022
Republicans,44.815232,38.609366,51.021098,2022-03-13,2022-11-08,2022
Democrats,42.655309,38.472377,46.838241,2022-03-14,2022-11-08,2022
Republicans,44.816563,38.612996,51.02013,2022-03-14,2022-11-08,2022
Democrats,42.534109,38.332788,46.73543,2022-03-15,2022-11-08,2022
Republicans,44.840419,38.627044,51.053794,2022-03-15,2022-11-08,2022
Democrats,42.519532,38.321433,46.717632,2022-03-16,2022-11-08,2022
Republicans,44.848419,38.642106,51.054731,2022-03-16,2022-11-08,2022
Democrats,42.676558,38.474363,46.878754,2022-03-17,2022-11-08,2022
Republicans,44.827938,38.679446,50.976431,2022-03-17,2022-11-08,2022
Democrats,42.630423,38.423801,46.837045,2022-03-18,2022-11-08,2022
Republicans,44.917618,38.753751,51.081485,2022-03-18,2022-11-08,2022
Democrats,42.632526,38.429384,46.835668,2022-03-19,2022-11-08,2022
Republicans,44.9194,38.759204,51.079596,2022-03-19,2022-11-08,2022
Democrats,42.635432,38.43644,46.834425,2022-03-20,2022-11-08,2022
Republicans,44.921404,38.764967,51.077841,2022-03-20,2022-11-08,2022
Democrats,42.637426,38.442123,46.83273,2022-03-21,2022-11-08,2022
Republicans,44.920975,38.769231,51.072718,2022-03-21,2022-11-08,2022
Democrats,42.608683,38.418134,46.799232,2022-03-22,2022-11-08,2022
Republicans,44.930398,38.810905,51.049891,2022-03-22,2022-11-08,2022
Democrats,42.533348,38.387283,46.679413,2022-03-23,2022-11-08,2022
Republicans,44.796675,38.739338,50.854012,2022-03-23,2022-11-08,2022
Democrats,42.482106,38.425666,46.538546,2022-03-24,2022-11-08,2022
Republicans,44.510421,38.555852,50.46499,2022-03-24,2022-11-08,2022
Democrats,42.483321,38.432005,46.534636,2022-03-25,2022-11-08,2022
Republicans,44.508269,38.560424,50.456114,2022-03-25,2022-11-08,2022
Democrats,42.456626,38.393086,46.520167,2022-03-26,2022-11-08,2022
