Start,End,Pollster,Sponsor,SampleSize,Pop,tracking,Text,Category,Include?,Yes,No,Unsure,Rep Sample,Rep Yes,Rep No,Dem Sample,Dem Yes,Dem No,Ind Sample,Ind Yes,Ind No,URL,Notes
11/20/2019,11/21/2019,SurveyUSA,,3850,rv,,"If the U.S. House of Representatives were to vote on an article of impeachment today, should the U.S. House vote to impeach President Trump? Or vote not to impeach President Trump?",impeach,yes,51,42,8,1232,11,83,1579,85,9,886,46,43,http://www.surveyusa.com/client/PollReport.aspx?g=ee0cb114-87d1-4e2d-9ea2-9c13707fc7ff,
11/20/2019,11/21/2019,SurveyUSA,,3850,rv,,"In an impeachment trial in the U.S. Senate today, should the Senate convict President Trump? Or find President Trump not guilty?",if_impeach_then_remove,yes,49,42,9,1232,10,83,1579,83,10,886,44,43,http://www.surveyusa.com/client/PollReport.aspx?g=ee0cb114-87d1-4e2d-9ea2-9c13707fc7ff,
11/21/2019,11/24/2019,CNN/SSRS,,1007,a,,"Based on what you have read or heard, do you believe that President Trump should be impeached and removed from office, or don't you feel that way?",impeach_and_remove,yes,50,43,6,252,10,87,312,90,6,443,47,45,"https://cdn.cnn.com/cnn/2019/images/11/25/rel13a.-.trump,.impeachment.pdf",
11/22/2019,11/24/2019,Morning Consult,Politico,1988,rv,,Do you support or oppose the current impeachment inquiry into President Trump?,begin_inquiry,yes,48,43,9,632,15,81,732,81,14,624,44,39,https://www.politico.com/f/?id=0000016e-a474-d17e-a37e-fc7ff3b30000,
11/22/2019,11/24/2019,Morning Consult,Politico,1988,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The House of Representatives impeaching President Trump.",impeach,yes,50,41,8,632,13,82,732,84,10,624,48,38,https://www.politico.com/f/?id=0000016e-a474-d17e-a37e-fc7ff3b30000,
11/22/2019,11/24/2019,Morning Consult,Politico,1988,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The Senate removing President Trump from office.",remove,yes,50,42,9,632,13,83,732,83,9,624,48,39,https://www.politico.com/f/?id=0000016e-a474-d17e-a37e-fc7ff3b30000,
10/31/2019,11/1/2019,SurveyMonkey Audience,Business Insider,1074,a,,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,impeach,yes,48,28,,272,14,68,426,81,7,,,,https://projects.fivethirtyeight.com/polls/20191126_National.xlsx,
11/11/2019,11/12/2019,SurveyMonkey Audience,Business Insider,1106,a,,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,impeach,yes,47,32,,350,17,66,446,81,7,,,,https://projects.fivethirtyeight.com/polls/20191126_National.xlsx,
11/21/2019,11/22/2019,SurveyMonkey Audience,Business Insider,1005,a,,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,impeach,yes,45,33,,292,13,76,422,77,8,,,,https://projects.fivethirtyeight.com/polls/20191126_National.xlsx,
11/21/2019,11/25/2019,Quinnipiac University,,1355,rv,,"Do you think that President Trump should be impeached and removed from office, or don't you think so?",impeach_and_remove,yes,45,48,6,420,4,94,447,86,9,379,45,43,https://poll.qu.edu/national/release-detail?ReleaseID=3650,
11/21/2019,11/25/2019,Quinnipiac University,,1355,rv,,"As you may know, the House of Representatives has begun a formal impeachment inquiry to determine whether or not to bring impeachment charges against President Trump. Do you approve or disapprove of this impeachment inquiry?",begin_inquiry,yes,54,42,3,420,12,86,447,93,5,379,58,37,https://poll.qu.edu/national/release-detail?ReleaseID=3650,
11/25/2019,11/26/2019,Ipsos,Reuters,1118,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,47,40,,394,13,77,528,79,10,111,39,45,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-11/2019_reuters_tracking_-_core_political_impeachment_tracker_11_27_2019.pdf,
11/24/2019,11/26/2019,YouGov,Economist,1500,a,,Do you think the U.S. House of Representatives should or should not impeach Donald Trump?,impeach,yes,46,38,16,411,10,81,512,85,5,573,38,36,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a10nw9wbas/econTabReport.pdf,
11/24/2019,11/26/2019,YouGov,Economist,1500,a,,"If the U.S. House of Representatives votes to impeach Donald Trump, do you think the U.S. Senate should or should not remove him from office?",if_impeach_then_remove,yes,45,40,14,412,11,82,510,83,6,574,38,40,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a10nw9wbas/econTabReport.pdf,
11/25/2019,11/26/2019,Ipsos,Reuters,971,rv,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,no,47,42,11,,,,,,,93,36,46,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-11/2019_reuters_tracking_-_core_political_impeachment_tracker_11_27_2019.pdf,
12/1/2019,12/3/2019,YouGov,Economist,1500,a,,Do you think the U.S. House of Representatives should or should not impeach Donald Trump?,impeach,yes,45,39,16,405,7,86,506,84,6,587,37,37,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/799kgtotz3/econTabReport.pdf,
12/1/2019,12/3/2019,YouGov,Economist,1500,a,,"If the U.S. House of Representatives votes to impeach Donald Trump, do you think the U.S. Senate should or should not remove him from office?",if_impeach_then_remove,yes,47,40,13,403,9,85,505,85,8,587,40,37,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/799kgtotz3/econTabReport.pdf,
12/2/2019,12/3/2019,Ipsos,Reuters,1117,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,44,42,13,,8,86,,76,13,,44,35,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/2019_reuters_tracking_-_core_political_impeachment_tracker_12_04_2019.pdf,
12/2/2019,12/3/2019,Ipsos,Reuters,955,rv,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,45,45,10,381,8,86,441,78,12,98,45,39,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/2019_reuters_tracking_-_core_political_impeachment_tracker_12_04_2019.pdf,
12/4/2019,12/6/2019,YouGov,Yahoo News,1500,a,,"Do you favor or oppose the U.S. House of Representatives impeaching President Trump? If impeached, President Trump would have a trial in the U.S. Senate where Senators would listen to evidence and decided whether or not to remove President Trump from office.",impeach,yes,47,37,16,360,7,88,471,85,6,669,40,33,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mo6vsymft9/yahoo_impeachment_crosstabs%20%281%29.pdf,
12/4/2019,12/6/2019,YouGov,Yahoo News,1500,a,,Do you think President Trump should be removed from office?,remove,yes,47,39,14,360,6,91,471,83,7,669,42,35,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mo6vsymft9/yahoo_impeachment_crosstabs%20%281%29.pdf,
11/15/2019,11/21/2019,RealClear Opinion Research,EWTN,2055,rv,,Do you support or oppose the following? The impeachment and removal from office of Donald Trump?,impeach_and_remove,yes,54,41,5,,,,,,,,,,https://www.realclearpolitics.com/docs/EWTN_Topline.pdf,
12/4/2019,12/9/2019,Quinnipiac University,,1553,rv,,"Do you think that President Trump should be impeached and removed from office, or don't you think so?",impeach_and_remove,yes,45,51,4,435,3,95,528,83,12,435,44,52,https://poll.qu.edu/national/release-detail?ReleaseID=3651,
12/6/2019,12/8/2019,Morning Consult,Politico,1994,rv,,Do you support or oppose the current impeachment inquiry into President Trump?,begin_inquiry,yes,50,42,8,616,15,81,725,83,12,653,45,41,https://www.politico.com/f/?id=0000016e-f1d4-df51-ab6e-fff662c90000,
12/6/2019,12/8/2019,Morning Consult,Politico,1994,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The House of Representatives impeaching President Trump.",impeach,yes,51,41,9,616,12,83,725,87,7,653,46,38,https://www.politico.com/f/?id=0000016e-f1d4-df51-ab6e-fff662c90000,
12/6/2019,12/8/2019,Morning Consult,Politico,1994,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The Senate removing President Trump from office.",remove,yes,49,41,9,616,12,82,725,85,9,653,46,39,https://www.politico.com/f/?id=0000016e-f1d4-df51-ab6e-fff662c90000,
12/7/2019,12/10/2019,YouGov,Economist,1500,a,,Do you think the U.S. House of Representatives should or should not impeach Donald Trump?,impeach,yes,45,40,15,427,9,84,459,84,7,606,38,37,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4yqcix83qw/econTabReport.pdf,
12/7/2019,12/10/2019,YouGov,Economist,1500,a,,"If the U.S. House of Representatives votes to impeach Donald Trump, do you think the U.S. Senate should or should not remove him from office?",if_impeach_then_remove,yes,44,40,16,426,11,83,460,83,8,608,36,37,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4yqcix83qw/econTabReport.pdf,
12/4/2019,12/8/2019,Monmouth University,,903,a,,"Do you think President Trump should be impeached and compelled to leave the presidency, or not?",impeach_and_remove,yes,45,50,5,244,11,88,286,87,11,364,36,55,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_121119.pdf/,
11/26/2019,11/27/2019,Ipsos,,502,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,49,36,16,191,16,77,213,83,8,55,46,23,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/topline_impeachment_ballot_test_poll_121119.pdf,split sample from the same poll (question order effects)
11/26/2019,11/27/2019,Ipsos,,503,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,40,41,19,191,11,78,213,80,9,67,30,35,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/topline_impeachment_ballot_test_poll_121119.pdf,split sample from the same poll (question order effects)
12/9/2019,12/10/2019,Ipsos,Reuters,1116,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,45,41,14,,12,82,,78,9,,37,34,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/2019_reuters_tracking_-_core_political_impeachment_tracker_12_11_2019.pdf,
12/9/2019,12/10/2019,Ipsos,Reuters,945,rv,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,47,42,11,392,13,83,428,80,8,94,38,35,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/2019_reuters_tracking_-_core_political_impeachment_tracker_12_11_2019.pdf,
12/7/2019,12/11/2019,Civiqs,Daily Kos,1411,rv,,Do you think that President Trump should be impeached and removed from office?,impeach_and_remove,yes,50,47,3,437,7,92,522,91,6,452,47,49,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_12.pdf,
12/3/2019,12/8/2019,Global Strategy Group/GBAO,,1200,rv,,Do you support or oppose Congress impeaching President Trump?,impeach,yes,51,43,6,396,14,84,480,85,11,324,42,38,https://navigatorresearch.org/wp-content/uploads/2019/12/Navigator-December-Tracker-Topline-F12.12.19-Release-1.pdf,
12/9/2019,12/11/2019,Marist College,"NPR,PBS NewsHour",1744,a,,"Based on what you know at this point, do you support or oppose the impeachment of President Trump?",impeach,yes,47,48,5,,,,,,,,,,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,
12/9/2019,12/11/2019,Marist College,"NPR,PBS NewsHour",1508,rv,,"Based on what you know at this point, do you support or oppose the impeachment of President Trump?",impeach,yes,47,48,5,377,5,93,513,81,12,588,46,49,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,
12/9/2019,12/11/2019,Marist College,"NPR,PBS NewsHour",1744,a,,"Based on what you know at this point, do you support or oppose the U.S. Senate removing President Trump from office?",remove,yes,46,49,5,,,,,,,,,,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,
12/9/2019,12/11/2019,Marist College,"NPR,PBS NewsHour",1508,rv,,"Based on what you know at this point, do you support or oppose the U.S. Senate removing President Trump from office?",remove,yes,46,49,4,377,4,94,513,81,12,588,45,52,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,
12/8/2019,12/11/2019,Fox News,,1000,rv,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,50,46,5,410,11,84,460,85,11,120,45,45,https://www.scribd.com/document/439839999/Fox-December-8-11-2019-National-Topline-December-15-Release,
12/11/2019,12/13/2019,YouGov,CBS News,4584,a,,"From what you have heard or read so far about Donald Trump’s handling of matters concerning Ukraine, do you think Donald Trump deserves to be impeached over his actions, does not deserve to be impeached over his actions, or is it too soon to say?",reasons,no,46,39,15,1033,11,82,1565,81,8,1490,39,46,https://drive.google.com/file/d/1AGN2o7CfyAU7ibTpzRp5eIW4q7dLkKI-/view,
12/10/2019,12/14/2019,Suffolk University,USA Today,1000,rv,,"If the House impeaches President Trump, do you think the Senate should convict him, removing him from office – yes or no?",if_impeach_then_remove,yes,45.2,50.5,4.3,325,9,89,369,81,15,292,41,52,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2019/12_16_2019_marginals_pdftxt.pdf,
12/11/2019,12/15/2019,Quinnipiac University,,1390,rv,,"Do you think that President Trump should be impeached and removed from office, or don't you think so?",impeach_and_remove,yes,45,51,4,403,5,95,473,86,11,403,36,58,https://poll.qu.edu/national/release-detail?ReleaseID=3652,
12/10/2019,12/15/2019,ABC News/Washington Post,,1003,a,,"Based on what you know, do you think Congress should or should not impeach Trump and remove him from office? Do you feel that way strongly or somewhat?",impeach_and_remove,yes,49,46,5,261,12,86,301,85,11,431,47,46,https://www.washingtonpost.com/context/dec-11-15-2019-washington-post-abc-news-poll/636074c7-0a2f-4a0a-b14c-ac7bed3777cc/,
12/12/2019,12/15/2019,CNN/SSRS,,1005,a,,"Based on what you have read or heard, do you believe that President Trump should be impeached and removed from office, or don't you feel that way?",impeach_and_remove,yes,45,47,9,271,5,92,322,77,12,422,45,45,"https://cdn.cnn.com/cnn/2019/images/12/16/rel14a.-.trump,.impeachment.pdf",
12/5/2019,12/14/2019,IBD/TIPP,,905,a,,"Based on what you know so far, do you support or oppose the impeachment of President Trump and his removal from office?",impeach_and_remove,yes,49,49,2,,11,,,86,,,48,50,https://www.investors.com/news/trump-impeachment-split-trump-economy-ibd-tipp-poll/,sample NOT restricted to only those following the inquiry
11/27/2019,11/29/2019,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,46,41,13,228,10,87,307,80,11,459,42,37,https://big.assets.huffingtonpost.com/athena/files/2019/12/17/5df906fee4b03aed50f6709d.pdf,
12/4/2019,12/6/2019,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,44,43,13,268,7,87,310,82,9,418,40,40,https://big.assets.huffingtonpost.com/athena/files/2019/12/17/5df906b7e4b047e888a56cb9.pdf,
12/11/2019,12/12/2019,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,47,40,13,275,9,83,347,84,6,376,40,39,https://big.assets.huffingtonpost.com/athena/files/2019/12/17/5df90608e4b0ae01a1e87570.pdf,
12/15/2019,12/17/2019,Emerson College,7News,1222,rv,,Do you support or oppose impeaching President Trump?,impeach,yes,44.7,44.9,10.4,406,17.6,78.9,446,71.6,21,370,42,36.4,http://emersonpolling.com/2019/12/18/december-national-poll-biden-and-sanders-pull-away-from-the-pack-as-warren-falls/,
12/14/2019,12/15/2019,Morning Consult,Politico,1991,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The House of Representatives impeaching President Trump.",impeach,yes,50,43,7,635,11,85,744,87,10,612,46,39,https://morningconsult.com/wp-content/uploads/2019/12/191266_crosstabs_POLITICO_RVs_PARTIAL-v3.pdf,
12/14/2019,12/15/2019,Morning Consult,Politico,1991,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The Senate removing President Trump from office.",remove,yes,50,43,7,635,11,86,744,86,9,612,46,40,https://morningconsult.com/wp-content/uploads/2019/12/191266_crosstabs_POLITICO_RVs_PARTIAL-v3.pdf,
12/10/2019,12/13/2019,CNBC/Hart Research/Public Opinion Strategies,,800,a,,"Do you think Congress should impeach Donald Trump and remove him from office, or not?",impeach_and_remove,yes,44,45,11,200,11,83,248,78,12,280,46,41,https://pos.org/wp-content/uploads/2019/12/FI12622d-CNBC-AAES-Q4-Topline.pdf,
12/2/2019,12/15/2019,Gallup,,1025,a,,"Next we have some questions about the allegations being reported in the news concerning President Trump. Based on what you know at this point, do you think that Donald Trump should or should not be impeached and removed from office?",impeach_and_remove,yes,46,51,3,316,5,94,303,85,13,385,48,49,https://news.gallup.com/poll/271691/trump-approval-inches-support-impeachment-dips.aspx,
12/16/2019,12/17/2019,Rasmussen Reports/Pulse Opinion Research,,1000,lv,,Do you favor or oppose the House impeachment of President Donald Trump?,impeach,yes,48,46,6,330,22,74,370,76,19,,,,https://www.rasmussenreports.com/public_content/politics/trump_administration/december_2019/voters_favor_trump_s_impeachment_more_than_clinton_s,
12/16/2019,12/17/2019,Ipsos,Reuters,1117,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,46,42,12,,7,85,,83,10,,47,33,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/2019_reuters_tracking_-_core_political_impeachment_tracker_12_18_2019.pdf,
12/16/2019,12/17/2019,Ipsos,Reuters,963,rv,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,47,45,8,406,7,86,420,85,10,104,52,34,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-12/2019_reuters_tracking_-_core_political_impeachment_tracker_12_18_2019.pdf,
12/14/2019,12/17/2019,YouGov,Economist,1500,a,,Do you think the U.S. House of Representatives should or should not impeach Donald Trump?,impeach,yes,47,39,14,368,8,82,519,88,6,596,37,40,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ua3ar45wbg/econTabReport.pdf,
12/14/2019,12/17/2019,YouGov,Economist,1500,a,,"If the U.S. House of Representatives votes to impeach Donald Trump, do you think the U.S. Senate should or should not remove him from office?",if_impeach_then_remove,yes,47,38,15,369,11,81,518,87,6,602,36,39,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ua3ar45wbg/econTabReport.pdf,
12/14/2019,12/17/2019,NBC News/Wall Street Journal,,900,a,,"And, based upon what you know today, would you say Congress should impeach Donald Trump and remove him from office, not impeach Donald Trump and he should remain in office.",impeach_and_remove,yes,48,48,4,234,8,90,288,83,12,306,50,44,https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-public-remains-split-trump-s-impeachment-ouster-n1104356,
12/13/2019,12/14/2019,SurveyMonkey Audience,Business Insider,1071,a,,Do you think President Donald Trump should be impeached and removed from office?,impeach_and_remove,yes,55,33,,,,,,,,,,,https://www.businessinsider.com/poll-majority-of-americans-say-should-trump-be-impeached-removed-2019-12,
12/13/2019,12/14/2019,SurveyMonkey Audience,Business Insider,1071,a,,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,impeach,yes,49,31,,,,74,,76,,,,,https://www.businessinsider.com/poll-majority-of-americans-say-should-trump-be-impeached-removed-2019-12,
12/18/2019,12/19/2019,Ipsos,Reuters,1117,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,46,40,14,439,16,75,444,76,12,119,32,40,https://fingfx.thomsonreuters.com/gfx/mkt/13/41/41/Topline%20Reuters%20Impeachment%20Vote%2012%2019%202019.pdf,
12/18/2019,12/19/2019,YouGov,Yahoo News,1500,a,,"On Wednesday, the U.S. House of Representatives voted to impeach President Trump, the first step in removing a President from office. Do you favor or oppose the U.S. House of Representatives impeaching President Trump?",impeach,yes,48,38,14,348,9,88,511,88,6,641,38,37,https://today.yougov.com/topics/politics/articles-reports/2019/12/23/americans-approve-congress-impeachment,
12/18/2019,12/19/2019,YouGov,Yahoo News,1500,a,,Do you think President Trump should be removed from office?,remove,yes,48,40,12,348,10,87,511,87,7,641,37,42,https://today.yougov.com/topics/politics/articles-reports/2019/12/23/americans-approve-congress-impeachment,
12/19/2019,12/20/2019,Morning Consult,Politico,1387,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office.The House of Representatives recently voted on articles of impeachment against President Donald Trump. Do you approve or disapprove of the House of Representatives impeaching President Trump?",impeach,yes,52,43,5,467,16,81,527,85,12,393,48,41,https://morningconsult.com/wp-content/uploads/2019/12/191284_crosstabs_POLITICO_PARTIALS_RVs_v1_JB.pdf,
12/19/2019,12/20/2019,Morning Consult,Politico,1387,rv,,And would you approve or disapprove of the Senate removing President Trump from office?,remove,yes,52,42,6,467,17,80,527,86,10,393,47,40,https://morningconsult.com/wp-content/uploads/2019/12/191284_crosstabs_POLITICO_PARTIALS_RVs_v1_JB.pdf,
12/20/2019,12/22/2019,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be removed from office, or not?",remove,yes,47,42,11,225,9,87,311,87,8,464,39,42,https://big.assets.huffingtonpost.com/athena/files/2019/12/24/5e026c45e4b05b08babb59c7.pdf,
12/20/2019,12/22/2019,YouGov,Huffington Post,1000,a,,"As you may know, the House of Representatives voted to impeach President Trump. Do you approve or disapprove of this decision?",impeach,yes,49,42,9,225,13,84,311,87,9,464,41,42,https://big.assets.huffingtonpost.com/athena/files/2019/12/24/5e026c45e4b05b08babb59c7.pdf,
12/22/2019,12/24/2019,YouGov,Economist,1500,a,,Do you approve or disapprove of the U.S. House of Representatives passing articles of impeachment against Donald Trump?,impeach,yes,49,41,11,364,10,88,534,82,11,595,43,38,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/t4lyjjoemc/econTabReport.pdf,
12/22/2019,12/24/2019,YouGov,Economist,1500,a,,Do you think the U.S. Senate should or should not remove him from office?,remove,yes,44,41,14,364,7,88,533,76,11,594,40,39,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/t4lyjjoemc/econTabReport.pdf,
12/28/2019,12/31/2019,YouGov,Economist,1500,a,,Do you approve or disapprove of the U.S. House of Representatives passing articles of impeachment against Donald Trump?,impeach,yes,47,41,12,370,13,81,525,84,11,598,38,41,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2r6hyqtv9p/econTabReport.pdf,
12/28/2019,12/31/2019,YouGov,Economist,1500,a,,Do you think the U.S. Senate should or should not remove Donald Trump from office?,remove,yes,45,41,14,371,11,81,521,83,9,600,34,43,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2r6hyqtv9p/econTabReport.pdf,
12/27/2019,12/29/2019,Harris Poll,Harvard,2010,rv,,Do you support or oppose the House of Representatives voting to impeach president Trump?,impeach,yes,56,44,,608,25,75,780,87,13,555,52,48,https://harvardharrispoll.com/wp-content/uploads/2020/01/HHP_December2019_RegisteredVoters_Crosstabs.pdf,
1/4/2020,1/5/2020,Morning Consult,Politico,1995,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office.The House of Representatives recently voted on articles of impeachment against President Donald Trump. Do you approve or disapprove of the House of Representatives impeaching President Trump?",impeach,yes,52,42,6,678,15,82,814,84,11,503,50,39,https://morningconsult.com/wp-content/uploads/2020/01/200106_crosstabs_POLITICO_RVs_v2_LM.pdf,
1/4/2020,1/5/2020,Morning Consult,Politico,1995,rv,,And would you approve or disapprove of the Senate removing President Trump from office?,remove,yes,51,43,6,678,13,84,814,84,10,503,47,40,https://morningconsult.com/wp-content/uploads/2020/01/200106_crosstabs_POLITICO_RVs_v2_LM.pdf,
1/5/2020,1/7/2020,YouGov,Economist,1500,a,,Do you approve or disapprove of the U.S. House of Representatives passing articles of impeachment against Donald Trump?,impeach,yes,48,41,11,368,12,83,539,83,11,588,42,39,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6s5t9qkjll/econTabReport.pdf,
1/5/2020,1/7/2020,YouGov,Economist,1500,a,,Do you think the U.S. Senate should or should not remove Donald Trump from office?,remove,yes,45,43,13,368,7,88,538,81,9,587,39,42,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6s5t9qkjll/econTabReport.pdf,
1/8/2020,1/10/2020,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be removed from office, or not?",remove,yes,42,46,12,248,8,88,323,81,14,425,34,45,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u3f8pb1w99/tabs_HP_Impeachment_20200108.pdf,
1/8/2020,1/12/2020,Quinnipiac University,,1562,rv,,"As you may know, the House of Representatives has voted to impeach President Trump following their investigation into the president's actions involving Ukraine. The Senate will hold a trial to decide whether or not he should be removed from office. Do you approve or disapprove of the House of Representatives voting to impeach President Trump?",impeach,yes,51,46,3,469,7,92,515,91,7,422,56,38,https://poll.qu.edu/national/release-detail?ReleaseID=3653,
1/8/2020,1/12/2020,Quinnipiac University,,1562,rv,,"Do you think the Senate should vote to remove President Trump from office, or don't you think so?",remove,yes,46,48,6,469,5,94,515,87,7,422,48,44,https://poll.qu.edu/national/release-detail?ReleaseID=3653,
1/3/2020,1/11/2020,IBD/TIPP,,901,a,,"Based on what you know so far, do you support or oppose the impeachment of President Trump and his removal from office?",impeach_and_remove,yes,47,50,3,,,,,,,,44,51,https://www.investors.com/politics/trump-impeachment-support-dips-americans-back-trump-on-iran-economy/,
1/7/2020,1/12/2020,Marist College,"NPR,PBS NewsHour",1259,a,,"Based on what you know at this point, do you support or oppose the U.S. Senate removing President Trump from office?",remove,yes,47,47,6,,,,,,,,,,http://maristpoll.marist.edu/wp-content/uploads/2020/01/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_Politics_2001140953.pdf,
1/7/2020,1/12/2020,Marist College,"NPR,PBS NewsHour",1064,rv,,"Based on what you know at this point, do you support or oppose the U.S. Senate removing President Trump from office?",remove,yes,47,47,5,287,7,92,362,85,11,404,45,47,http://maristpoll.marist.edu/wp-content/uploads/2020/01/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_Politics_2001140953.pdf,
1/10/2020,1/12/2020,Morning Consult,Politico,1996,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office.The House of Representatives recently voted on articles of impeachment against President Donald Trump. Do you approve or disapprove of the House of Representatives impeaching President Trump?",impeach,yes,49,43,7,674,15,81,705,85,10,617,46,41,https://www.politico.com/f/?id=0000016f-a648-d64c-a9ff-f75a8c960000,
