RespondentID,"Generally speaking, how would you rate your level of knowledgeÊof cuisines from different parts of the world?","How much, if at all, are you interested in cuisines from different parts of the world?",Please rate how much you like the traditional cuisine of Algeria:,Please rate how much you like the traditional cuisine of Argentina.,Please rate how much you like the traditional cuisine ofÊAustralia.,Please rate how much you like the traditional cuisine of Belgium.,Please rate how much you like the traditional cuisine of Bosnia and Herzegovina.,Please rate how much you like the traditional cuisine of Brazil.,Please rate how much you like the traditional cuisine of Cameroon.,Please rate how much you like the traditional cuisine of Chile.,Please rate how much you like the traditional cuisine of Colombia.,Please rate how much you like the traditional cuisine of Costa Rica.,Please rate how much you like the traditional cuisine of Croatia.,Please rate how much you like the traditional cuisine of Ecuador.,Please rate how much you like the traditional cuisine of England.,Please rate how much you like the traditional cuisine of France.,Please rate how much you like the traditional cuisine of Germany.,Please rate how much you like the traditional cuisine of Ghana.,Please rate how much you like the traditional cuisine of Greece.,Please rate how much you like the traditional cuisine of Honduras.,Please rate how much you like the traditional cuisine of Iran.,Please rate how much you like the traditional cuisine of Italy.,Please rate how much you like the traditional cuisine of Ivory Coast.,Please rate how much you like the traditional cuisine of Japan.,Please rate how much you like the traditional cuisine of Mexico.,Please rate how much you like the traditional cuisine of the Netherlands.,Please rate how much you like the traditional cuisine of Nigeria.,Please rate how much you like the traditional cuisine of Portugal.,Please rate how much you like the traditional cuisine of Russia.,Please rate how much you like the traditional cuisine of South Korea.,Please rate how much you like the traditional cuisine of Spain.,Please rate how much you like the traditional cuisine of Switzerland.,Please rate how much you like the traditional cuisine of United States.,Please rate how much you like the traditional cuisine of Uruguay.,Please rate how much you like the traditional cuisine of China.,Please rate how much you like the traditional cuisine of India.,Please rate how much you like the traditional cuisine of Thailand.,Please rate how much you like the traditional cuisine of Turkey.,Please rate how much you like the traditional cuisine of Cuba.,Please rate how much you like the traditional cuisine of Ethiopia.,Please rate how much you like the traditional cuisine of Vietnam.,Please rate how much you like the traditional cuisine of Ireland.,Gender,Age,Household Income,Education,Location (Census Region)
3306462211,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3306462165,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,2,N/A,3,N/A,N/A,4,N/A,3,4,N/A,N/A,2,N/A,3,N/A,N/A,5,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East South Central
3306462028,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,N/A,3,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,1,3,N/A,N/A,N/A,5,3,Female,18-29,,Some college or Associate degree,Middle Atlantic
3306461970,Novice,Some,N/A,N/A,3,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,5,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,3,5,N/A,5,N/A,5,5,5,5,N/A,N/A,5,N/A,Female,45-60,"$150,000+",Graduate degree,West South Central
3306461891,Intermediate,A lot,N/A,4,4,5,N/A,4,N/A,N/A,4,N/A,N/A,4,3,3,3,N/A,5,N/A,4,4,N/A,3,4,4,N/A,4,2,4,4,4,3,N/A,4,3,4,N/A,N/A,N/A,5,3,Male,> 60,"$150,000+",Graduate degree,East North Central
3306461740,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,4,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,45-60,"$150,000+",Some college or Associate degree,West South Central
3306461572,Intermediate,Some,N/A,4,4,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,5,5,N/A,5,3,N/A,5,N/A,4,4,N/A,N/A,4,3,3,4,N/A,4,3,3,4,4,N/A,4,3,4,3,Female,45-60,"$150,000+",Graduate degree,East North Central
3306461346,Novice,Some,N/A,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,4,N/A,4,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,N/A,5,4,5,N/A,3,3,3,N/A,N/A,N/A,N/A,3,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3306460809,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,3,4,N/A,4,N/A,N/A,4,N/A,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,4,3,N/A,3,N/A,N/A,3,Female,45-60,"$50,000 - $99,999",High school degree,East North Central
3306460581,Intermediate,Some,N/A,4,3,4,N/A,4,N/A,4,3,3,N/A,3,3,5,5,N/A,5,N/A,N/A,5,N/A,5,5,3,N/A,N/A,2,N/A,5,5,5,N/A,5,4,3,N/A,3,N/A,3,3,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
3306459966,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,4,5,4,N/A,N/A,N/A,3,N/A,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3306459932,Intermediate,Some,N/A,4,4,N/A,N/A,4,N/A,N/A,N/A,4,N/A,N/A,4,4,4,N/A,4,N/A,N/A,5,N/A,4,2,3,N/A,3,3,N/A,4,4,5,N/A,5,4,4,N/A,4,N/A,4,5,Female,> 60,,Bachelor degree,East South Central
3306459814,Expert,A lot,4,4,3,5,3,4,3,4,3,3,4,4,3,5,3,3,5,3,4,5,3,5,5,4,3,5,4,5,5,5,4,4,5,5,5,5,4,4,5,4,Male,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3306459644,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
3306459441,Intermediate,A lot,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,3,5,4,N/A,5,N/A,N/A,5,N/A,4,4,N/A,N/A,4,N/A,3,5,4,4,N/A,3,3,4,N/A,3,3,3,3,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3306459091,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,3,N/A,3,N/A,N/A,5,N/A,2,4,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,2,2,N/A,N/A,N/A,N/A,N/A,2,Female,45-60,,Bachelor degree,Mountain
3306458391,Intermediate,A lot,N/A,3,N/A,N/A,N/A,3,N/A,3,3,N/A,N/A,3,2,2,3,4,3,N/A,3,3,N/A,4,3,N/A,3,3,N/A,4,5,N/A,3,3,1,5,5,N/A,4,5,4,2,Female,30-44,,Bachelor degree,Pacific
3306457768,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,4,N/A,N/A,4,N/A,N/A,5,N/A,N/A,N/A,N/A,2,N/A,N/A,2,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$100,000 - $149,999",High school degree,East North Central
3306457692,Novice,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306457355,Intermediate,Some,N/A,3,4,3,N/A,3,N/A,3,3,3,N/A,4,5,3,5,N/A,4,N/A,2,4,N/A,4,4,4,N/A,N/A,3,3,4,4,5,N/A,5,3,N/A,N/A,3,N/A,3,4,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3306457353,Intermediate,Not muchÊ,N/A,N/A,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,3,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,4,2,4,N/A,N/A,N/A,4,3,Female,18-29,"$25,000 - $49,999",Bachelor degree,Pacific
3306456840,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,3,3,N/A,N/A,3,3,3,2,4,3,N/A,5,N/A,2,3,N/A,N/A,3,3,N/A,4,N/A,5,N/A,3,2,N/A,N/A,3,2,N/A,3,Female,45-60,"$150,000+",Graduate degree,West North Central
3306456720,Intermediate,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,4,3,3,N/A,N/A,N/A,N/A,N/A,Female,45-60,,Bachelor degree,Pacific
3306456682,Intermediate,A lot,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,5,4,N/A,4,4,4,3,N/A,4,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,3,N/A,4,N/A,3,N/A,5,5,4,N/A,5,5,4,3,Female,18-29,"$0 - $24,999",Graduate degree,East North Central
3306456452,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,2,4,3,N/A,3,N/A,N/A,5,N/A,4,4,N/A,N/A,2,2,2,3,N/A,5,N/A,4,2,3,N/A,3,N/A,N/A,3,Female,> 60,"$25,000 - $49,999",Graduate degree,South Atlantic
3306456065,Intermediate,A lot,N/A,4,3,3,N/A,5,N/A,4,4,4,N/A,4,3,4,4,N/A,4,N/A,N/A,5,N/A,4,4,N/A,N/A,3,N/A,4,5,N/A,4,N/A,4,2,5,N/A,4,N/A,5,2,Female,18-29,,Some college or Associate degree,West South Central
3306455348,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,4,N/A,3,4,3,N/A,3,3,N/A,4,N/A,N/A,5,N/A,N/A,3,4,N/A,4,N/A,4,4,5,4,3,3,4,N/A,3,2,Female,> 60,"$50,000 - $99,999",High school degree,East South Central
3306455297,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,3,N/A,N/A,2,N/A,3,N/A,4,N/A,N/A,4,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,4,4,N/A,N/A,4,3,2,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3306455212,Novice,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,5,5,5,N/A,N/A,N/A,N/A,N/A,Female,30-44,"$150,000+",Some college or Associate degree,East North Central
3306455087,Advanced,A lot,N/A,4,3,N/A,N/A,4,N/A,N/A,N/A,N/A,4,N/A,3,5,5,N/A,5,N/A,N/A,5,N/A,4,5,3,N/A,N/A,3,N/A,5,N/A,5,N/A,5,3,5,5,4,4,4,3,Female,45-60,"$100,000 - $149,999",Graduate degree,West North Central
3306455080,Novice,Not muchÊ,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,N/A,3,N/A,N/A,5,N/A,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,N/A,N/A,4,N/A,1,N/A,Female,45-60,,High school degree,Pacific
3306454853,Intermediate,A lot,N/A,3,N/A,N/A,N/A,N/A,N/A,2,4,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$50,000 - $99,999",Bachelor degree,
3306454843,Expert,Some,N/A,5,2,3,4,4,5,2,3,3,1,4,2,5,5,4,4,3,N/A,1,4,4,2,5,N/A,3,1,4,5,5,5,3,2,5,4,4,4,1,5,5,Female,30-44,,Graduate degree,West South Central
3306454394,Novice,Some,N/A,N/A,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,2,3,2,N/A,2,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,4,5,N/A,N/A,N/A,3,N/A,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3306454199,Intermediate,A lot,N/A,4,N/A,N/A,N/A,4,N/A,4,3,5,N/A,4,N/A,3,3,N/A,N/A,3,N/A,4,N/A,3,5,N/A,N/A,3,N/A,3,4,N/A,4,3,4,3,5,N/A,4,N/A,4,N/A,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3306454049,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,4,3,N/A,N/A,4,N/A,N/A,N/A,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3306453780,Novice,Some,N/A,N/A,3,N/A,N/A,3,N/A,3,N/A,4,N/A,4,4,4,4,N/A,4,N/A,N/A,5,N/A,3,4,N/A,4,4,N/A,N/A,4,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,3,3,Male,45-60,"$150,000+",Graduate degree,New England
3306453765,Novice,Some,N/A,3,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,5,3,N/A,4,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,3,4,3,3,N/A,4,3,5,N/A,4,3,4,3,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3306453514,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,3,N/A,N/A,4,N/A,2,5,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,1,2,2,N/A,N/A,N/A,2,N/A,Female,18-29,"$150,000+",Some college or Associate degree,East North Central
3306453005,Intermediate,A lot,N/A,3,3,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,2,5,4,N/A,4,N/A,1,5,N/A,2,4,N/A,N/A,N/A,1,3,4,3,4,N/A,2,3,5,N/A,3,5,N/A,2,Female,30-44,,Graduate degree,East North Central
3306452968,Novice,Not muchÊ,N/A,3,3,4,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,3,4,N/A,N/A,5,N/A,N/A,5,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,5,3,4,N/A,N/A,N/A,3,Female,45-60,"$150,000+",High school degree,Middle Atlantic
3306452835,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3306452826,Intermediate,Not muchÊ,N/A,3,3,3,N/A,3,N/A,3,3,3,N/A,3,3,3,3,N/A,3,3,N/A,4,N/A,3,3,3,N/A,3,3,N/A,4,3,3,3,3,2,2,N/A,3,2,N/A,3,Female,45-60,,High school degree,Pacific
3306452535,Novice,Not muchÊ,N/A,N/A,N/A,3,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,4,N/A,N/A,5,N/A,5,5,N/A,N/A,3,N/A,4,N/A,N/A,4,N/A,5,3,5,N/A,N/A,N/A,3,3,Female,45-60,,Graduate degree,Mountain
3306452179,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,2,N/A,N/A,5,N/A,4,5,N/A,N/A,2,N/A,3,4,N/A,5,N/A,4,4,3,N/A,N/A,N/A,5,2,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England
3306452078,Intermediate,A lot,N/A,3,3,3,N/A,3,N/A,N/A,4,N/A,N/A,N/A,4,5,4,N/A,3,3,N/A,5,N/A,4,3,4,N/A,3,N/A,4,4,3,4,N/A,5,4,4,N/A,4,N/A,4,3,Female,> 60,,Some college or Associate degree,South Atlantic
3306452021,Advanced,A lot,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,2,N/A,4,N/A,4,5,N/A,5,4,N/A,N/A,3,2,4,3,2,3,N/A,4,5,4,3,3,3,N/A,2,Female,> 60,"$0 - $24,999",Bachelor degree,Pacific
3306451935,Advanced,Some,3,4,3,5,2,5,4,3,3,4,3,3,N/A,1,N/A,3,3,4,3,4,4,4,N/A,3,2,3,3,2,2,4,1,3,2,5,4,4,3,1,2,3,Female,18-29,"$150,000+",Less than high school degree,
3306451916,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,> 60,"$0 - $24,999",High school degree,West South Central
3306451836,Intermediate,Some,2,4,3,3,N/A,4,N/A,N/A,3,N/A,N/A,N/A,4,4,5,N/A,5,N/A,2,5,N/A,2,4,4,N/A,4,4,N/A,5,4,3,N/A,5,4,3,4,4,4,3,4,Male,> 60,"$150,000+",Graduate degree,East North Central
3306451655,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,3,N/A,3,N/A,N/A,4,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3306451529,Intermediate,Some,N/A,2,4,3,N/A,2,N/A,2,N/A,N/A,3,N/A,3,5,5,N/A,5,N/A,2,4,N/A,1,2,5,N/A,4,3,3,5,4,5,N/A,5,3,3,3,N/A,N/A,2,4,Female,30-44,"$0 - $24,999",Graduate degree,East North Central
3306451107,Intermediate,A lot,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,4,2,N/A,3,N/A,N/A,5,N/A,4,5,2,N/A,N/A,2,3,3,2,4,3,4,4,5,N/A,5,4,4,3,Female,45-60,"$150,000+",Bachelor degree,Pacific
3306450657,Novice,Not muchÊ,N/A,4,4,3,N/A,N/A,N/A,2,4,3,N/A,3,3,3,4,N/A,3,N/A,N/A,4,N/A,5,4,N/A,N/A,N/A,N/A,2,3,3,4,N/A,5,N/A,3,N/A,3,N/A,3,4,Male,45-60,,High school degree,East North Central
3306450393,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306450258,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$25,000 - $49,999",High school degree,Middle Atlantic
3306450219,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,N/A,4,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3306450208,Intermediate,Some,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,3,3,N/A,N/A,3,N/A,N/A,3,Female,30-44,"$0 - $24,999",Bachelor degree,Middle Atlantic
3306449880,Novice,Some,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,2,4,3,N/A,4,N/A,N/A,5,N/A,4,4,N/A,N/A,N/A,2,N/A,4,N/A,4,N/A,4,3,3,N/A,3,N/A,N/A,3,Female,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
3306449104,Intermediate,Some,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,2,N/A,5,N/A,N/A,5,N/A,2,5,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,3,4,3,N/A,5,N/A,4,3,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3306448797,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,4,3,N/A,N/A,N/A,N/A,N/A,N/A,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Pacific
3306448713,Advanced,Some,N/A,4,N/A,N/A,N/A,4,N/A,3,3,N/A,N/A,4,2,2,4,N/A,4,N/A,N/A,4,N/A,3,4,N/A,N/A,N/A,N/A,3,3,N/A,5,N/A,3,3,3,N/A,2,N/A,2,3,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3306448529,Intermediate,A lot,N/A,N/A,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,5,N/A,4,5,N/A,5,4,N/A,N/A,N/A,2,N/A,2,3,3,N/A,5,3,4,4,N/A,N/A,3,4,Female,30-44,,Graduate degree,West South Central
3306448439,Novice,Some,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,5,N/A,N/A,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,N/A,1,N/A,5,5,N/A,3,1,3,N/A,N/A,N/A,N/A,2,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3306448338,Novice,Not at allÊ,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,N/A,N/A,N/A,N/A,2,N/A,Female,> 60,,Bachelor degree,East North Central
3306448293,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,3,N/A,N/A,5,N/A,3,3,3,N/A,N/A,N/A,N/A,3,N/A,3,N/A,2,N/A,3,N/A,3,N/A,N/A,2,Female,> 60,,Some college or Associate degree,Middle Atlantic
3306448099,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,2,N/A,4,N/A,3,5,N/A,3,5,N/A,N/A,3,N/A,N/A,3,3,5,N/A,4,3,4,N/A,3,N/A,N/A,2,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3306447836,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,3,N/A,5,N/A,N/A,5,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,3,4,4,3,N/A,N/A,1,Female,30-44,"$150,000+",Bachelor degree,Middle Atlantic
3306447620,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
3306447530,Advanced,A lot,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,5,4,N/A,5,N/A,N/A,5,N/A,5,3,N/A,N/A,4,4,4,4,3,4,N/A,4,2,5,4,3,3,3,3,Female,18-29,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3306447287,Novice,Some,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,4,N/A,N/A,5,N/A,2,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,3,4,N/A,5,N/A,N/A,2,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3306447104,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,N/A,4,N/A,3,3,4,N/A,4,N/A,N/A,4,N/A,4,3,2,N/A,4,4,4,3,2,2,3,4,2,3,3,3,4,3,3,Female,45-60,"$100,000 - $149,999",Bachelor degree,East South Central
3306446775,Novice,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,4,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,4,4,N/A,5,N/A,4,3,4,N/A,N/A,N/A,4,3,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3306446769,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,45-60,"$25,000 - $49,999",High school degree,South Atlantic
3306446600,Novice,A lot,,,,,,,,,,,,,,,,,,,,,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,N/A,2,N/A,4,3,3,N/A,N/A,N/A,N/A,2,,,,,
3306446585,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306446068,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,4,4,4,N/A,4,N/A,N/A,4,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3306445925,Intermediate,Some,1,N/A,3,N/A,N/A,4,N/A,N/A,3,2,N/A,N/A,4,4,N/A,1,4,N/A,1,4,N/A,4,4,N/A,3,3,3,2,3,N/A,5,N/A,4,N/A,2,1,2,N/A,N/A,3,Female,45-60,,High school degree,East North Central
