name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
Jairo Asencio,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,valdl001
Charlie Furbush,2013,SEA,AL,20,7,11,0.7689055,92,0.7339055,0.0959665,furbc001
Darin Downs,2013,DET,AL,3,3,1,0.7507055,105,0.7157055,-0.673001,downd001
Rich Hill,2013,CLE,AL,8,2,8,0.7661055,94,0.7311055,0.3582514,hillr001
Chia-Jen Lo,2013,HOU,AL,6,4,1,0.7563055,101,0.7213055,-0.6307884,lo--c001
David Huff,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,huffd001
Steve Johnson,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,johns001
Scott Barnes,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,barns002
Jake McGee,2013,TBA,AL,20,6,3,0.7647055,95,0.7297055,0.5343816,mcgej001
Addison Reed,2013,CHA,AL,34,7,5,0.7479055,107,0.7129055,2.480855,reeda001
Sonny Gray,2013,OAK,AL,0,0,0,0.7675055,93,0.7325055,,grays001
Darren O'Day,2013,BAL,AL,26,6,10,0.7507055,105,0.7157055,1.610661,odayd001
Vinnie Pestano,2013,CLE,AL,9,3,1,0.7661055,94,0.7311055,0.1179016,pestv001
Koji Uehara,2013,BOS,AL,35,4,3,0.7549055,102,0.7199055,3.600317,uehak001
Dan Otero,2013,OAK,AL,2,1,2,0.7675055,93,0.7325055,-0.1027085,oterd001
Jamey Wright,2013,TBA,AL,11,2,1,0.7647055,95,0.7297055,0.7871908,wrigj001
Josh Stinson,2013,BAL,AL,2,1,0,0.7507055,105,0.7157055,-0.0765005,stinj001
Ryan Raburn,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,rabur001
Jason Frasor,2013,TEX,AL,11,4,6,0.7535055,103,0.7185055,0.1156572,frasj002
Rick Porcello,2013,DET,AL,1,0,0,0.7507055,105,0.7157055,0.1478332,porcr001
Steven Wright,2013,BOS,AL,3,0,0,0.7549055,102,0.7199055,0.4369474,wrigs001
Dellin Betances,2013,NYA,AL,2,0,1,0.7563055,101,0.7213055,0.2898423,betad001
Lucas Harrell,2013,HOU,AL,5,4,0,0.7563055,101,0.7213055,-0.7757096,harrl002
Danny Farquhar,2013,SEA,AL,24,6,0,0.7689055,92,0.7339055,1.031075,farqd001
Michael Kohn,2013,ANA,AL,6,5,3,0.7661055,94,0.7311055,-1.061923,kohnm001
Bobby LaFromboise,2013,SEA,AL,1,1,1,0.7689055,92,0.7339055,-0.2432617,lafrb001
Cody Eppley,2013,NYA,AL,0,0,0,0.7563055,101,0.7213055,,epplc001
Charlie Leesman,2013,CHA,AL,0,0,0,0.7479055,107,0.7129055,,leesc001
Michael Kirkman,2013,TEX,AL,1,2,1,0.7535055,103,0.7185055,-0.6008686,kirkm001
Brandon Workman,2013,BOS,AL,4,4,2,0.7549055,102,0.7199055,-0.9148068,workb001
Rubby de la Rosa,2013,BOS,AL,0,0,0,0.7549055,102,0.7199055,,delar003
Joel Peralta,2013,TBA,AL,35,11,5,0.7647055,95,0.7297055,0.7454441,peraj002
Brett Myers,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,myerb001
Robbie Ross Jr.,2013,TEX,AL,16,6,6,0.7535055,103,0.7185055,0.1002973,rossr002
Chris Bootcheck,2013,NYA,AL,0,0,0,0.7563055,101,0.7213055,,bootc001
Aaron Loup,2013,TOR,AL,6,5,7,0.7549055,102,0.7199055,-0.9978594,loupa001
Liam Hendriks,2013,MIN,AL,0,0,0,0.7563055,101,0.7213055,,hendl001
Roberto Hernandez,2013,TBA,AL,0,2,0,0.7647055,95,0.7297055,-0.7588937,carmf001
Bud Norris,2013,BAL,AL,2,2,0,0.7507055,105,0.7157055,-0.4486673,norrb001
Casey Janssen,2013,TOR,AL,32,3,5,0.7549055,102,0.7199055,3.53772,jansc001
Matt Thornton,2013,BOS,AL,2,1,1,0.7549055,102,0.7199055,-0.0830525,thorm001
Blake Wood,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,woodb004
Matt Langwell,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,langm002
Neal Cotts,2013,TEX,AL,19,3,13,0.7535055,103,0.7185055,1.660297,cottn001
Bruce Chen,2013,KCA,AL,1,1,4,0.7535055,103,0.7185055,-0.2272457,chenb001
Shairon Martis,2013,MIN,AL,0,1,0,0.7563055,101,0.7213055,-0.3750789,marts001
Ramon Troncoso,2013,CHA,AL,3,4,4,0.7479055,107,0.7129055,-1.034976,tronr001
Xavier Cedeno,2013,HOU,AL,0,0,0,0.7563055,101,0.7213055,,cedex001
Joe Blanton,2013,ANA,AL,0,1,0,0.7661055,94,0.7311055,-0.3801749,blanj001
Juan Gutierrez,2013,ANA,AL,8,3,1,0.7661055,94,0.7311055,-0.0219234,gutij002
Todd Redmond,2013,TOR,AL,3,1,0,0.7549055,102,0.7199055,0.0625966,redmt002
Bruce Rondon,2013,DET,AL,9,3,3,0.7507055,105,0.7157055,0.213998,rondb001
Donnie Joseph,2013,KCA,AL,0,0,2,0.7535055,103,0.7185055,,josed001
Nick Tepesch,2013,TEX,AL,0,0,0,0.7535055,103,0.7185055,,tepen001
Casey Fien,2013,MIN,AL,20,6,1,0.7563055,101,0.7213055,0.64795,fienc001
Blake Beavan,2013,SEA,AL,0,0,1,0.7689055,92,0.7339055,,beavb001
Tommy Milone,2013,OAK,AL,0,0,0,0.7675055,93,0.7325055,,milot001
Jose Veras,2013,HOU,AL,19,4,2,0.7563055,101,0.7213055,1.253186,veraj001
Philip Humber,2013,HOU,AL,0,2,1,0.7563055,101,0.7213055,-0.7501577,humbp001
Bryan Shaw,2013,CLE,AL,15,3,5,0.7661055,94,0.7311055,0.9568523,shawb001
Louis Coleman,2013,KCA,AL,1,0,1,0.7535055,103,0.7185055,0.1463771,colel001
Caleb Thielbar,2013,MIN,AL,4,1,1,0.7563055,101,0.7213055,0.2046058,thiec001
Ryan Dempster,2013,BOS,AL,0,0,0,0.7549055,102,0.7199055,,dempr002
Vidal Nuno,2013,NYA,AL,0,1,0,0.7563055,101,0.7213055,-0.3750789,nunov001
David Carpenter,2013,ANA,AL,0,0,0,0.7661055,94,0.7311055,,carpd002
Drake Britton,2013,BOS,AL,4,0,1,0.7549055,102,0.7199055,0.5825965,britd001
Franklin Morales,2013,BOS,AL,3,2,2,0.7549055,102,0.7199055,-0.3117542,moraf001
Ross Wolf,2013,TEX,AL,8,0,2,0.7535055,103,0.7185055,1.171017,wolfr002
Dave Bush,2013,TOR,AL,0,0,0,0.7549055,102,0.7199055,,bushd001
Brian Omogrosso,2013,CHA,AL,1,1,0,0.7479055,107,0.7129055,-0.2214217,omogb001
Sean Doolittle,2013,OAK,AL,30,10,3,0.7675055,93,0.7325055,0.3638856,dools001
Carlos Carrasco,2013,CLE,AL,1,0,0,0.7661055,94,0.7311055,0.1398251,carrc003
Jose Alvarez,2013,DET,AL,3,0,1,0.7507055,105,0.7157055,0.4434995,alvaj003
Mickey Storey,2013,TOR,AL,0,0,0,0.7549055,102,0.7199055,,storm001
Luke Putkonen,2013,DET,AL,3,3,1,0.7507055,105,0.7157055,-0.673001,putkl001
Matt Lindstrom,2013,CHA,AL,16,6,12,0.7479055,107,0.7129055,0.1643617,lindm001
Jose De La Torre,2013,BOS,AL,0,0,0,0.7549055,102,0.7199055,,delaj002
Jeremy Bonderman,2013,DET,AL,4,1,0,0.7507055,105,0.7157055,0.2191658,bondj001
Dylan Axelrod,2013,CHA,AL,1,4,0,0.7479055,107,0.7129055,-1.333554,axeld001
Mariano Rivera,2013,NYA,AL,37,7,3,0.7563055,101,0.7213055,2.73653,rivem002
Tom Wilhelmsen,2013,SEA,AL,21,6,7,0.7689055,92,0.7339055,0.615967,wilht001
Freddy Garcia,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,garcf002
Yoervis Medina,2013,SEA,AL,25,13,7,0.7689055,92,0.7339055,-1.501973,mediy001
Josh Fields,2013,HOU,AL,13,7,2,0.7563055,101,0.7213055,-0.7415773,fielj002
Alex Wilson,2013,BOS,AL,2,1,2,0.7549055,102,0.7199055,-0.0830525,wilsa001
Hector Santiago,2013,CHA,AL,2,1,2,0.7479055,107,0.7129055,-0.0721325,santh001
Brandon Gomes,2013,TBA,AL,2,1,1,0.7647055,95,0.7297055,-0.0983406,gomeb001
Matt Thornton,2013,CHA,AL,13,4,7,0.7479055,107,0.7129055,0.4579158,thorm001
David Murphy,2013,TEX,AL,0,0,0,0.7535055,103,0.7185055,,murpd005
Jose Veras,2013,DET,AL,6,2,1,0.7507055,105,0.7157055,0.1426653,veraj001
Evan Reed,2013,DET,AL,0,1,0,0.7507055,105,0.7157055,-0.3721668,reede002
Ryan Cook,2013,OAK,AL,29,7,8,0.7675055,93,0.7325055,1.367498,cookr001
Andrew Bailey,2013,BOS,AL,11,6,1,0.7549055,102,0.7199055,-0.6439644,baila001
Kyle McClellan,2013,TEX,AL,0,1,0,0.7535055,103,0.7185055,-0.3736229,mcclk001
Josh Roenicke,2013,MIN,AL,8,1,5,0.7563055,101,0.7213055,0.7842903,roenj001
Donnie Veal,2013,CHA,AL,10,5,7,0.7479055,107,0.7129055,-0.3606625,veald001
Pat Neshek,2013,OAK,AL,1,1,2,0.7675055,93,0.7325055,-0.2418057,neshp001
Justin Masterson,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,mastj001
Jesse Chavez,2013,OAK,AL,7,2,3,0.7675055,93,0.7325055,0.2118743,chavj001
Joe Smith,2013,CLE,AL,28,7,1,0.7661055,94,0.7311055,1.25388,smitj002
Ryan Brasier,2013,ANA,AL,0,0,0,0.7661055,94,0.7311055,,brasr001
Kelvin Herrera,2013,KCA,AL,21,10,4,0.7535055,103,0.7185055,-0.6623085,herrk001
Zach Britton,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,britz001
Hideki Okajima,2013,OAK,AL,0,0,1,0.7675055,93,0.7325055,,okajh001
Joaquin Benoit,2013,DET,AL,31,5,3,0.7507055,105,0.7157055,2.721994,benoj001
Kyle Drabek,2013,TOR,AL,0,0,0,0.7549055,102,0.7199055,,drabk001
Wesley Wright,2013,HOU,AL,3,7,6,0.7563055,101,0.7213055,-2.190789,wrigw001
Pedro Strop,2013,BAL,AL,2,4,3,0.7507055,105,0.7157055,-1.193001,strop001
Erasmo Ramirez,2013,SEA,AL,0,0,0,0.7689055,92,0.7339055,,ramie004
Doug Fister,2013,DET,AL,1,0,0,0.7507055,105,0.7157055,0.1478332,fistd001
David Phelps,2013,NYA,AL,2,1,0,0.7563055,101,0.7213055,-0.0852365,pheld001
Mark Lowe,2013,ANA,AL,2,0,1,0.7661055,94,0.7311055,0.2796503,lowem002
Juan Gutierrez,2013,KCA,AL,1,2,0,0.7535055,103,0.7185055,-0.6008686,gutij002
Carter Capps,2013,SEA,AL,11,6,9,0.7689055,92,0.7339055,-0.7677244,cappc001
Evan Scribner,2013,OAK,AL,0,0,0,0.7675055,93,0.7325055,,scrie001
Ricky Romero,2013,TOR,AL,0,0,0,0.7549055,102,0.7199055,,romer002
Jordan Lyles,2013,HOU,AL,1,0,1,0.7563055,101,0.7213055,0.1449211,lylej001
Esmil Rogers,2013,TOR,AL,2,1,2,0.7549055,102,0.7199055,-0.0830525,rogee002
Jose Ortega,2013,DET,AL,3,1,2,0.7507055,105,0.7157055,0.0713327,ortej001
Hector Ambriz,2013,HOU,AL,9,6,4,0.7563055,101,0.7213055,-0.9461826,ambrh001
Ernesto Frieri,2013,ANA,AL,40,5,2,0.7661055,94,0.7311055,3.692131,friee001
Brett Anderson,2013,OAK,AL,5,1,2,0.7675055,93,0.7325055,0.3145828,andeb004
Tommy Hanson,2013,ANA,AL,0,0,0,0.7661055,94,0.7311055,,hanst001
Preston Guilmet,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,guilp001
Jesse Crain,2013,CHA,AL,25,2,4,0.7479055,107,0.7129055,2.990807,craij001
Zach Clark,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,clarz001
Casper Wells,2013,CHA,AL,0,0,0,0.7479055,107,0.7129055,,wellc001
Preston Claiborne,2013,NYA,AL,7,3,3,0.7563055,101,0.7213055,-0.1107886,claip001
Brad Peacock,2013,HOU,AL,1,0,0,0.7563055,101,0.7213055,0.1449211,peacb001
Nick Hagadone,2013,CLE,AL,0,2,2,0.7661055,94,0.7311055,-0.7603498,hagan001
Cesar Ramos,2013,TBA,AL,4,2,0,0.7647055,95,0.7297055,-0.1966811,ramoc001
David Purcey,2013,CHA,AL,2,1,3,0.7479055,107,0.7129055,-0.0721325,purcd001
Troy Patton,2013,BAL,AL,4,3,4,0.7507055,105,0.7157055,-0.5251678,pattt001
Clay Rapada,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,rapac001
Cory Burns,2013,TEX,AL,0,0,0,0.7535055,103,0.7185055,,burnc001
Jason Hammel,2013,BAL,AL,2,0,0,0.7507055,105,0.7157055,0.2956663,hammj002
Scott Downs,2013,ANA,AL,8,4,9,0.7661055,94,0.7311055,-0.4020982,downs001
Chance Ruffin,2013,SEA,AL,3,1,3,0.7689055,92,0.7339055,0.0334766,ruffc001
Boone Logan,2013,NYA,AL,9,3,8,0.7563055,101,0.7213055,0.1790537,logab001
Justin Germano,2013,TOR,AL,0,0,0,0.7549055,102,0.7199055,,germj001
Tim Collins,2013,KCA,AL,17,6,14,0.7535055,103,0.7185055,0.2466742,collt001
Ryan Pressly,2013,MIN,AL,6,2,0,0.7563055,101,0.7213055,0.1193692,presr001
Junichi Tazawa,2013,BOS,AL,16,10,9,0.7549055,102,0.7199055,-1.413122,tazaj001
Michael Tonkin,2013,MIN,AL,0,0,0,0.7563055,101,0.7213055,,tonkm001
Shawn Kelley,2013,NYA,AL,7,3,2,0.7563055,101,0.7213055,-0.1107886,kells001
Rhiner Cruz,2013,HOU,AL,0,1,0,0.7563055,101,0.7213055,-0.3750789,cruzr001
Nick Maronde,2013,ANA,AL,1,0,2,0.7661055,94,0.7311055,0.1398251,maron001
Jerome Williams,2013,ANA,AL,8,0,1,0.7661055,94,0.7311055,1.118601,willj003
Paul Clemens,2013,HOU,AL,5,2,7,0.7563055,101,0.7213055,-0.0255519,clemp002
Al Alburquerque,2013,DET,AL,14,4,2,0.7507055,105,0.7157055,0.580997,albua001
Daniel Stange,2013,ANA,AL,0,1,0,0.7661055,94,0.7311055,-0.3801749,stand001
Brad Lincoln,2013,TOR,AL,6,1,1,0.7549055,102,0.7199055,0.499544,lincb001
Wilmer Font,2013,TEX,AL,0,0,0,0.7535055,103,0.7185055,,fontw001
Brett Cecil,2013,TOR,AL,15,3,5,0.7549055,102,0.7199055,1.061684,cecib001
Wade Davis,2013,KCA,AL,2,1,0,0.7535055,103,0.7185055,-0.0808685,daviw001
Matt Albers,2013,CLE,AL,2,1,3,0.7661055,94,0.7311055,-0.1005246,albem001
Jose Valverde,2013,DET,AL,7,3,0,0.7507055,105,0.7157055,-0.0816684,valvj001
Simon Castro,2013,CHA,AL,1,1,0,0.7479055,107,0.7129055,-0.2214217,casts002
David Robertson,2013,NYA,AL,40,2,3,0.7563055,101,0.7213055,5.046688,robed002
T.J. McFarland,2013,BAL,AL,6,1,2,0.7507055,105,0.7157055,0.5148322,mcfat001
Travis Blackley,2013,TEX,AL,0,0,0,0.7535055,103,0.7185055,,blact001
Joe Nathan,2013,TEX,AL,35,4,3,0.7535055,103,0.7185055,3.628709,nathj001
Phil Coke,2013,DET,AL,7,7,4,0.7507055,105,0.7157055,-1.570336,cokep001
Chris Perez,2013,CLE,AL,28,7,2,0.7661055,94,0.7311055,1.25388,perec002
Kevin Gausman,2013,BAL,AL,5,3,0,0.7507055,105,0.7157055,-0.3773347,gausk001
Michael Belfiore,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,belfm001
Juan Perez,2013,TOR,AL,4,1,3,0.7549055,102,0.7199055,0.2082457,perej001
Alex Torres,2013,TBA,AL,3,0,6,0.7647055,95,0.7297055,0.4216594,torra002
Pedro Figueroa,2013,OAK,AL,0,0,0,0.7675055,93,0.7325055,,figup001
Dustin McGowan,2013,TOR,AL,3,0,4,0.7549055,102,0.7199055,0.4369474,mcgod001
Luis Mendoza,2013,KCA,AL,1,1,0,0.7535055,103,0.7185055,-0.2272457,mendl001
Greg Holland,2013,KCA,AL,37,3,3,0.7535055,103,0.7185055,4.295086,hollg001
Joe Martinez,2013,CLE,AL,1,0,0,0.7661055,94,0.7311055,0.1398251,martj004
Octavio Dotel,2013,DET,AL,0,0,2,0.7507055,105,0.7157055,,doteo001
Craig Breslow,2013,BOS,AL,12,5,6,0.7549055,102,0.7199055,-0.1239644,bresc001
Jeremy Hellickson,2013,TBA,AL,2,0,0,0.7647055,95,0.7297055,0.2811063,hellj001
Deunte Heath,2013,CHA,AL,0,0,0,0.7479055,107,0.7129055,,heatd001
Jake Elmore,2013,HOU,AL,0,0,0,0.7563055,101,0.7213055,,elmoj001
Francisley Bueno,2013,KCA,AL,1,0,1,0.7535055,103,0.7185055,0.1463771,buenf001
Oliver Perez,2013,SEA,AL,11,4,13,0.7689055,92,0.7339055,-0.0044627,pereo002
Erik Bedard,2013,HOU,AL,2,3,0,0.7563055,101,0.7213055,-0.8353943,bedae001
Jeff Beliveau,2013,TBA,AL,0,0,0,0.7647055,95,0.7297055,,belij001
Luis Ayala,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,ayall001
Josh Zeid,2013,HOU,AL,9,2,3,0.7563055,101,0.7213055,0.5541326,zeidj001
Garrett Richards,2013,ANA,AL,5,3,1,0.7661055,94,0.7311055,-0.4413989,richg002
Brett Marshall,2013,NYA,AL,0,0,0,0.7563055,101,0.7213055,,marsb001
Travis Blackley,2013,HOU,AL,9,3,7,0.7563055,101,0.7213055,0.1790537,blact001
Alfredo Aceves,2013,BOS,AL,0,0,0,0.7549055,102,0.7199055,,aceva001
Phil Hughes,2013,NYA,AL,0,0,0,0.7563055,101,0.7213055,,hughp001
Miguel Gonzalez,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,gonzm003
Andrew Miller,2013,BOS,AL,7,2,4,0.7549055,102,0.7199055,0.2708423,milla002
Stephen Pryor,2013,SEA,AL,5,0,2,0.7689055,92,0.7339055,0.6918457,pryos001
Glen Perkins,2013,MIN,AL,28,5,2,0.7563055,101,0.7213055,2.182398,perkg001
Mike Zagurski,2013,NYA,AL,0,0,0,0.7563055,101,0.7213055,,zagum001
Pedro Hernandez,2013,MIN,AL,0,0,0,0.7563055,101,0.7213055,,hernp001
Corey Kluber,2013,CLE,AL,0,0,0,0.7661055,94,0.7311055,,klubc001
Jake Odorizzi,2013,TBA,AL,3,0,1,0.7647055,95,0.7297055,0.4216594,odorj001
Robert Coello,2013,ANA,AL,1,2,0,0.7661055,94,0.7311055,-0.6205246,coelr001
Chris Resop,2013,OAK,AL,0,1,0,0.7675055,93,0.7325055,-0.3809029,resoc001
Sean Burnett,2013,ANA,AL,5,0,1,0.7661055,94,0.7311055,0.6991257,burns001
Kevin Chapman,2013,HOU,AL,7,1,5,0.7563055,101,0.7213055,0.6393692,chapk002
Alex Burnett,2013,BAL,AL,0,0,0,0.7507055,105,0.7157055,,burna002
Daniel Webb,2013,CHA,AL,1,0,0,0.7479055,107,0.7129055,0.1492892,webbd001
Mike Adams,2013,PHI,NL,11,5,1,0.7662118,102,0.7312118,-0.363682,adamm001
Tom Koehler,2013,MIA,NL,0,0,0,0.7648118,103,0.7298118,,koeht001
James Russell,2013,CHN,NL,16,8,11,0.7620118,105,0.7270117,-0.7531063,russj003
John Maine,2013,MIA,NL,0,0,0,0.7648118,103,0.7298118,,mainj001
Marc Rzepczynski,2013,SLN,NL,2,0,0,0.7732118,97,0.7382118,0.2722598,rzepm001
Erik Davis,2013,WAS,NL,0,0,1,0.7676118,101,0.7326118,,davie002
Zac Rosscup,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,rossz001
Jim Henderson,2013,MIL,NL,28,8,2,0.7620118,105,0.7270117,0.9503404,hendj001
Jon Rauch,2013,MIA,NL,4,4,0,0.7648118,103,0.7298118,-0.956017,raucj001
Jose Mijares,2013,SFN,NL,1,3,7,0.7844118,89,0.7494118,-1.038777,mijaj001
Drew Pomeranz,2013,COL,NL,2,0,0,0.7438118,118,0.7088118,0.3028358,pomed001
Tyson Ross,2013,SDN,NL,2,2,1,0.7816118,91,0.7466118,-0.5129525,rosst001
Kameron Loe,2013,ATL,NL,0,0,0,0.7648118,103,0.7298118,,loe-k001
Paco Rodriguez,2013,LAN,NL,20,5,15,0.7760118,95,0.7410118,0.7668468,rodrp001
Nick Vincent,2013,SDN,NL,17,4,2,0.7816118,91,0.7466118,0.6869996,vincn001
Rafael Dolis,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,dolir001
Gonzalez Germen,2013,NYN,NL,5,3,2,0.7760118,95,0.7410118,-0.4826091,germg001
Kevin Slowey,2013,MIA,NL,8,0,0,0.7648118,103,0.7298118,1.123983,slowk001
Pedro Strop,2013,CHN,NL,17,3,0,0.7620118,105,0.7270117,1.279078,strop001
Wade LeBlanc,2013,MIA,NL,0,0,0,0.7648118,103,0.7298118,,leblw001
Tanner Roark,2013,WAS,NL,0,0,0,0.7676118,101,0.7326118,,roart001
Matt Reynolds,2013,ARI,NL,7,2,3,0.7662118,102,0.7312118,0.2179289,reynm002
Hector Rondon,2013,CHN,NL,7,2,1,0.7620118,105,0.7270117,0.2375851,rondh001
Dan Haren,2013,WAS,NL,1,0,0,0.7676118,101,0.7326118,0.1390419,hared001
Michael Blazek,2013,SLN,NL,1,0,0,0.7732118,97,0.7382118,0.1361299,blazm001
Henry Rodriguez,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,rodrh002
Yunesky Maya,2013,WAS,NL,0,1,0,0.7676118,101,0.7326118,-0.3809581,mayay001
Sean Henn,2013,NYN,NL,0,1,1,0.7760118,95,0.7410118,-0.3853261,henns001
Kris Medlen,2013,ATL,NL,2,1,0,0.7648118,103,0.7298118,-0.0985064,medlk001
Michael Blazek,2013,MIL,NL,1,1,0,0.7620118,105,0.7270117,-0.2360922,blazm001
Edgar Olmos,2013,MIA,NL,0,0,1,0.7648118,103,0.7298118,,olmoe001
Manny Parra,2013,CIN,NL,11,3,8,0.7662118,102,0.7312118,0.3967781,parrm001
Shawn Tolleson,2013,LAN,NL,0,0,0,0.7760118,95,0.7410118,,tolls002
Heath Bell,2013,ARI,NL,27,8,3,0.7662118,102,0.7312118,0.7319458,bellh001
Skip Schumaker,2013,LAN,NL,0,0,0,0.7760118,95,0.7410118,,schus001
David Carpenter,2013,ATL,NL,14,1,9,0.7648118,103,0.7298118,1.587468,carpd001
Josh Collmenter,2013,ARI,NL,33,7,1,0.7662118,102,0.7312118,1.950795,collj001
Collin McHugh,2013,NYN,NL,0,0,0,0.7760118,95,0.7410118,,mchuc001
Carlos Marmol,2013,LAN,NL,2,0,1,0.7760118,95,0.7410118,0.2693477,marmc001
Francisco Rodriguez,2013,MIL,NL,12,1,2,0.7620118,105,0.7270117,1.325401,rodrf003
Zach Miner,2013,PHI,NL,0,1,1,0.7662118,102,0.7312118,-0.3802301,minez001
Jonathan Broxton,2013,CIN,NL,11,6,3,0.7662118,102,0.7312118,-0.743912,broxj001
Clayton Richard,2013,SDN,NL,2,0,0,0.7816118,91,0.7466118,0.2635238,richc002
Casper Wells,2013,PHI,NL,0,1,0,0.7662118,102,0.7312118,-0.3802301,wellc001
Greg Burke,2013,NYN,NL,3,3,3,0.7760118,95,0.7410118,-0.7519568,burkg001
Dale Thayer,2013,SDN,NL,19,5,2,0.7816118,91,0.7466118,0.5622853,thayd001
Sam Dyson,2013,MIA,NL,0,0,1,0.7648118,103,0.7298118,,dysos001
Cory Rasmus,2013,ATL,NL,0,0,0,0.7648118,103,0.7298118,,rasmc002
Eduardo Sanchez,2013,CHN,NL,0,1,0,0.7620118,105,0.7270117,-0.3780461,sance001
Michael Wacha,2013,SLN,NL,0,1,0,0.7732118,97,0.7382118,-0.3838701,wachm001
Jordan Walden,2013,ATL,NL,19,6,0,0.7648118,103,0.7298118,0.3924466,waldj001
Peter Moylan,2013,LAN,NL,1,1,1,0.7760118,95,0.7410118,-0.2506523,moylp001
Carlos Villanueva,2013,CHN,NL,5,1,1,0.7620118,105,0.7270117,0.3317233,villc001
Edward Mujica,2013,SLN,NL,33,4,3,0.7732118,97,0.7382118,2.956806,mujie001
Mike Zagurski,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,zagum001
Frank Francisco,2013,NYN,NL,3,0,0,0.7760118,95,0.7410118,0.4040216,franf001
Duane Below,2013,MIA,NL,0,0,0,0.7648118,103,0.7298118,,belod001
Mike Dunn,2013,MIA,NL,27,8,14,0.7648118,103,0.7298118,0.7574257,dunnm002
Jonathan Sanchez,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,sancj002
Tommy Layne,2013,SDN,NL,0,0,1,0.7816118,91,0.7466118,,laynt001
Tyler Lyons,2013,SLN,NL,4,0,1,0.7732118,97,0.7382118,0.5445195,lyont001
Drew Storen,2013,WAS,NL,27,6,1,0.7676118,101,0.7326118,1.468382,stord001
A.J. Ramos,2013,MIA,NL,24,4,3,0.7648118,103,0.7298118,1.85394,ramoa001
Scott Atchison,2013,NYN,NL,12,6,0,0.7760118,95,0.7410118,-0.6958702,atchs001
Ramon Ramirez,2013,SFN,NL,0,0,0,0.7844118,89,0.7494118,,ramir003
Rob Scahill,2013,COL,NL,2,0,0,0.7438118,118,0.7088118,0.3028358,scahr001
JC Ramirez,2013,PHI,NL,3,1,2,0.7662118,102,0.7312118,0.0390795,ramij002
Ryan Mattheus,2013,WAS,NL,3,3,0,0.7676118,101,0.7326118,-0.7257487,mattr001
Brandon Lyon,2013,NYN,NL,8,5,7,0.7760118,95,0.7410118,-0.8492396,lyonb003
Mauricio Robles,2013,PHI,NL,0,0,0,0.7662118,102,0.7312118,,roblm001
Joe Thatcher,2013,ARI,NL,2,2,5,0.7662118,102,0.7312118,-0.4809205,thatj001
Trevor Rosenthal,2013,SLN,NL,30,9,5,0.7732118,97,0.7382118,0.629066,roset001
Anthony Varvaro,2013,ATL,NL,9,3,2,0.7648118,103,0.7298118,0.1259744,varva001
Nick Christiani,2013,CIN,NL,0,0,0,0.7662118,102,0.7312118,,chrin001
Justin De Fratus,2013,PHI,NL,7,6,4,0.7662118,102,0.7312118,-1.302992,defrj001
Jeremy Hefner,2013,NYN,NL,0,0,0,0.7760118,95,0.7410118,,hefnj001
Robert Carson,2013,NYN,NL,0,0,0,0.7760118,95,0.7410118,,carsr001
Jose Dominguez,2013,LAN,NL,0,0,2,0.7760118,95,0.7410118,,domij002
Chris Volstad,2013,COL,NL,0,1,0,0.7438118,118,0.7088118,-0.3685821,volsc001
Johnny Hellweg,2013,MIL,NL,0,0,0,0.7620118,105,0.7270117,,hellj002
Heath Hembree,2013,SFN,NL,0,0,0,0.7844118,89,0.7494118,,hembh001
Chad Qualls,2013,MIA,NL,30,6,9,0.7648118,103,0.7298118,1.937923,qualc001
Chris Leroux,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,leroc001
Antonio Bastardo,2013,PHI,NL,11,5,7,0.7662118,102,0.7312118,-0.363682,basta001
Zach Duke,2013,CIN,NL,2,1,2,0.7662118,102,0.7312118,-0.1006903,dukez001
Michael Gonzalez,2013,MIL,NL,7,9,6,0.7620118,105,0.7270117,-2.408738,gonzm001
Ian Krol,2013,WAS,NL,4,2,4,0.7676118,101,0.7326118,-0.2057487,kroli001
Michael Bowden,2013,CHN,NL,3,3,0,0.7620118,105,0.7270117,-0.7082766,bowdm001
