pollno	race	year	location	type_simple	type_detail	pollster	partisan	polldate	samplesize	cand1_name	cand1_pct	cand2_name	cand2_pct	cand3_pct	margin_poll	electiondate	cand1_actual	cand2_actual	margin_actual	error	bias	rightcall	comment
5386016	2012_Pres-G_NY	2012	NY	Pres-G	Pres-G	SurveyUSA		10/24/2012	554	Democrat	62	Republican	33		29	11/6/2012	63.34610175	35.16886732	28.17723443	0.82276557	0.82276557	1	
5386017	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	American Research Group		10/24/2012	600	Democrat	49	Republican	47		2	11/6/2012	50.57668361	47.60272613	2.973957482	0.973957482	-0.973957482	1	
5386018	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/24/2012	741	Democrat	49	Republican	45	4	4	11/6/2012	50.57668361	47.60272613	2.973957482	1.026042518	1.026042518	1	
5386019	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Mellman Group		10/24/2012	600	Democrat	49	Republican	44		5	11/6/2012	50.57668361	47.60272613	2.973957482	2.026042518	2.026042518	1	
5386020	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Purple Strategies		10/24/2012	600	Democrat	46	Republican	44		2	11/6/2012	50.57668361	47.60272613	2.973957482	0.973957482	-0.973957482	1	
5386021	2012_Pres-G_PA	2012	PA	Pres-G	Pres-G	Philadelphia Inquirer		10/24/2012	600	Democrat	49	Republican	43		6	11/6/2012	51.96013372	46.57623652	5.383897206	0.616102794	0.616102794	1	
5386022	2012_Pres-G_PA	2012	PA	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/24/2012	500	Democrat	51	Republican	46		5	11/6/2012	51.96013372	46.57623652	5.383897206	0.383897206	-0.383897206	1	
5386023	2012_Pres-G_PA	2012	PA	Pres-G	Pres-G	TCJ Research		10/24/2012	1000	Democrat	48.5	Republican	47.6		0.9	11/6/2012	51.96013372	46.57623652	5.383897206	4.483897206	-4.483897206	1	
5386024	2012_Pres-G_US	2012	US	Pres-G	Pres-G	George Washington University (Battleground)		10/24/2012	1000	Democrat	49	Republican	48		1	11/6/2012	51.00647842	47.14987728	3.856601138	2.856601138	-2.856601138	1	aka Politico/George Washington U.
5386025	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Ipsos, online		10/24/2012	1237	Democrat	47	Republican	46		1	11/6/2012	51.00647842	47.14987728	3.856601138	2.856601138	-2.856601138	1	
5386026	2012_Pres-G_US	2012	US	Pres-G	Pres-G	NPR		10/24/2012	1000	Democrat	47	Republican	48		-1	11/6/2012	51.00647842	47.14987728	3.856601138	4.856601138	-4.856601138	0	Democracy Corps + Resurgent Republic
5386027	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Public Policy Polling		10/24/2012	1200	Democrat	48	Republican	48		0	11/6/2012	51.00647842	47.14987728	3.856601138	3.856601138	-3.856601138	0.5	
5386028	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/24/2012	1500	Democrat	47	Republican	50		-3	11/6/2012	51.00647842	47.14987728	3.856601138	6.856601138	-6.856601138	0	
5386029	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	ABC News/Washington Post		10/24/2012	1228	Democrat	51	Republican	47		4	11/6/2012	51.1564568	47.2831029	3.8733539	0.1266461	0.1266461	1	Washington Post only
5386030	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Fox News/Anderson Robbins Research/Shaw & Company Research		10/24/2012	1126	Democrat	44	Republican	46		-2	11/6/2012	51.1564568	47.2831029	3.8733539	5.8733539	-5.8733539	0	aka Fox News
5386031	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Public Policy Polling		10/24/2012	722	Democrat	51	Republican	46		5	11/6/2012	51.1564568	47.2831029	3.8733539	1.1266461	1.1266461	1	
5386032	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Purple Strategies		10/24/2012	600	Democrat	47	Republican	47		0	11/6/2012	51.1564568	47.2831029	3.8733539	3.8733539	-3.8733539	0.5	
5386033	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/24/2012	750	Democrat	48	Republican	50		-2	11/6/2012	51.1564568	47.2831029	3.8733539	5.8733539	-5.8733539	0	
5386034	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	TCJ Research		10/24/2012	1000	Democrat	47.1	Republican	50.4		-3.3	11/6/2012	51.1564568	47.2831029	3.8733539	7.1733539	-7.1733539	0	
5386035	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/24/2012	834	Democrat	48	Republican	48		0	11/6/2012	51.1564568	47.2831029	3.8733539	3.8733539	-3.8733539	0.5	aka JZ Analytics (online)
5386036	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	Public Policy Polling		10/24/2012	827	Democrat	51	Republican	45		6	11/6/2012	52.82776165	45.88549077	6.942270878	0.942270878	-0.942270878	1	
5386037	2012_Sen-G_CA	2012	CA	Sen-G	Sen-G	Field Research Corporation (Field Poll)		10/24/2012	1566	Democrat	54	Republican	33		21	11/6/2012	62.52428447	37.47571553	25.04856894	4.048568944	-4.048568944	1	
5386038	2012_Sen-G_MN	2012	MN	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/24/2012	800	Democrat	65	Republican	22		43	11/6/2012	65.22898262	30.52799181	34.70099082	8.299009182	8.299009182	1	
5386039	2012_Sen-G_MO	2012	MO	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/24/2012	625	Democrat	45	Republican	43		2	11/6/2012	54.81432376	39.11371847	15.70060529	13.70060529	-13.70060529	1	
5386040	2012_Sen-G_NE	2012	NE	Sen-G	Sen-G	Wiese Research Associates, Inc.		10/24/2012	800	Democrat	45	Republican	48		-3	11/6/2012	42.22556723	57.77443277	-15.54886554	12.54886554	12.54886554	1	
5386041	2012_Sen-G_NE	2012	NE	Sen-G	Sen-G	Wiese Research Associates, Inc.		10/24/2012	650	Democrat	46	Republican	49		-3	11/6/2012	42.22556723	57.77443277	-15.54886554	12.54886554	12.54886554	1	
5386042	2012_Sen-G_NJ	2012	NJ	Sen-G	Sen-G	Philadelphia Inquirer		10/24/2012	601	Democrat	50	Republican	32		18	11/6/2012	58.8438033	39.39365295	19.45015036	1.450150356	-1.450150356	1	
5386043	2012_Sen-G_NM	2012	NM	Sen-G	Sen-G	Public Policy Polling		10/24/2012	727	Democrat	52	Republican	44		8	11/6/2012	51.00813105	45.27747128	5.730659764	2.269340236	2.269340236	1	
5386044	2012_Sen-G_NM	2012	NM	Sen-G	Sen-G	Research & Polling, Inc.		10/24/2012	650	Democrat	50	Republican	42		8	11/6/2012	51.00813105	45.27747128	5.730659764	2.269340236	2.269340236	1	
5386045	2012_Sen-G_NV	2012	NV	Sen-G	Sen-G	Marist College		10/24/2012	1042	Democrat	45	Republican	48		-3	11/6/2012	44.70612996	45.86627648	-1.160146522	1.839853478	-1.839853478	1	aka NBC/Marist
5386046	2012_Sen-G_NV	2012	NV	Sen-G	Sen-G	TCJ Research		10/24/2012	1000	Democrat	45.3	Republican	50.8		-5.5	11/6/2012	44.70612996	45.86627648	-1.160146522	4.339853478	-4.339853478	1	
5386047	2012_Sen-G_NY	2012	NY	Sen-G	Sen-G	SurveyUSA		10/24/2012	554	Democrat	64	Republican	22		42	11/6/2012	72.19404887	26.32914341	45.86490546	3.864905464	-3.864905464	1	
5386048	2012_Sen-G_PA	2012	PA	Sen-G	Sen-G	Philadelphia Inquirer		10/24/2012	600	Democrat	49	Republican	42		7	11/6/2012	53.69002005	44.58759268	9.102427364	2.102427364	-2.102427364	1	
5386049	2012_Sen-G_PA	2012	PA	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/24/2012	500	Democrat	46	Republican	45		1	11/6/2012	53.69002005	44.58759268	9.102427364	8.102427364	-8.102427364	1	
5386050	2012_Sen-G_PA	2012	PA	Sen-G	Sen-G	TCJ Research		10/24/2012	1000	Democrat	46.6	Republican	48		-1.4	11/6/2012	53.69002005	44.58759268	9.102427364	10.50242736	-10.50242736	0	
5386051	2012_Sen-G_VA	2012	VA	Sen-G	Sen-G	ABC News/Washington Post		10/24/2012	1228	Democrat	51	Republican	44		7	11/6/2012	52.86594905	46.96080896	5.905140082	1.094859918	1.094859918	1	Washington Post alone
5386052	2012_Sen-G_VA	2012	VA	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/24/2012	750	Democrat	49	Republican	48		1	11/6/2012	52.86594905	46.96080896	5.905140082	4.905140082	-4.905140082	1	
5386053	2012_Sen-G_VA	2012	VA	Sen-G	Sen-G	TCJ Research		10/24/2012	1000	Democrat	47.2	Republican	48.5		-1.3	11/6/2012	52.86594905	46.96080896	5.905140082	7.205140082	-7.205140082	0	
5386054	2012_Gov-G_IN	2012	IN	Gov-G	Gov-G	Clarity Campaign Labs	D	10/25/2012	825	Democrat	44	Republican	47		-3	11/6/2012	46.54995461	49.50080452	-2.950849905	0.049150095	-0.049150095	1	
5386055	2012_Gov-G_NC	2012	NC	Gov-G	Gov-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	500	Democrat	35	Republican	54		-19	11/6/2012	43.22856929	54.62278117	-11.39421189	7.605788114	-7.605788114	1	
5386056	2012_Gov-G_WA	2012	WA	Gov-G	Gov-G	University of Washington		10/25/2012	632	Democrat	49	Republican	46		3	11/6/2012	51.53949125	48.46050875	3.07898251	0.07898251	-0.07898251	1	
5386057	2012_House-G_HI-1	2012	HI-1	House-G	House-G	Merriman River Group		10/25/2012	657	Democrat	54	Republican	43		11	11/6/2012	53.47307643	44.43995667	9.033119756	1.966880244	1.966880244	1	aka Honolulu Civil Beat
5386058	2012_House-G_HI-2	2012	HI-2	House-G	House-G	Merriman River Group		10/25/2012	562	Democrat	73	Republican	15		58	11/6/2012	76.84271011	18.56368255	58.27902756	0.279027558	-0.279027558	1	aka Honolulu Civil Beat
5386059	2012_House-G_MN-8	2012	MN-8	House-G	House-G	OnMessage Inc.	R	10/25/2012	400	Democrat	40	Republican	50		-10	11/6/2012	54.28218389	45.38784097	8.89434292	18.89434292	-18.89434292	0	
5386060	2012_House-G_NY-19	2012	NY-19	House-G	House-G	Public Opinion Strategies	R	10/25/2012	400	Democrat	39	Republican	49		-10	11/6/2012	47.14634155	52.85365845	-5.707316901	4.292683099	-4.292683099	1	
5386061	2012_House-G_NY-21	2012	NY-21	House-G	House-G	Public Opinion Strategies	R	10/25/2012	400	Democrat	42	Republican	40		2	11/6/2012	50.16062523	48.18598461	1.974640623	0.025359377	0.025359377	1	
5386062	2012_House-G_OH-16	2012	OH-16	House-G	House-G	OnMessage Inc.	R	10/25/2012	400	Democrat	41	Republican	51		-10	11/6/2012	47.95300268	52.04699732	-4.093994631	5.906005369	-5.906005369	1	
5386063	2012_House-G_RI-1	2012	RI-1	House-G	House-G	OnMessage Inc.	R	10/25/2012	400	Democrat	39	Republican	45		-6	11/6/2012	52.95175877	40.82441557	12.1273432	18.1273432	-18.1273432	0	
5386064	2012_House-G_US	2012	US	House-G	House-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	3500	Democrat	43	Republican	46		-3	11/6/2012	48.75150904	47.5930913	1.15841774	4.15841774	-4.15841774	0	
5386065	2012_Pres-G_CA	2012	CA	Pres-G	Pres-G	M4 Strategies		10/25/2012	2115	Democrat	55.95	Republican	33		22.95	11/6/2012	60.15928535	37.07128203	23.08800331	0.138003315	-0.138003315	1	
5386066	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	750	Democrat	48	Republican	50		-2	11/6/2012	49.90189204	49.02686297	0.875029071	2.875029071	-2.875029071	0	
5386067	2012_Pres-G_IN	2012	IN	Pres-G	Pres-G	McLaughlin & Associates		10/25/2012	600	Democrat	41	Republican	55		-14	11/6/2012	43.83639628	54.03701964	-10.20062336	3.799376638	-3.799376638	1	
5386068	2012_Pres-G_MA	2012	MA	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	500	Democrat	59	Republican	40		19	11/6/2012	60.6661096	37.51727952	23.14883007	4.148830075	-4.148830075	1	
5386069	2012_Pres-G_NC	2012	NC	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	500	Democrat	46	Republican	52		-6	11/6/2012	48.35096858	50.3930641	-2.042095525	3.957904475	-3.957904475	1	
5386070	2012_Pres-G_NH	2012	NH	Pres-G	Pres-G	Grove Insight		10/25/2012	500	Democrat	47	Republican	44		3	11/6/2012	51.97968415	46.40379649	5.575887658	2.575887658	-2.575887658	1	
5386071	2012_Pres-G_OR	2012	OR	Pres-G	Pres-G	Hoffman Research Group		10/25/2012	615	Democrat	47	Republican	42		5	11/6/2012	54.23932665	42.14987118	12.08945548	7.089455476	-7.089455476	1	
5386072	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Gallup		10/25/2012	2700	Democrat	46	Republican	51		-5	11/6/2012	51.00647842	47.14987728	3.856601138	8.856601138	-8.856601138	0	
5386073	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Google Consumer Surveys		10/25/2012	1712	Democrat	47.3	Republican	43.6		3.7	11/6/2012	51.00647842	47.14987728	3.856601138	0.156601138	-0.156601138	1	
5386074	2012_Pres-G_US	2012	US	Pres-G	Pres-G	IBD/TIPP		10/25/2012	942	Democrat	45.4	Republican	44.1		1.3	11/6/2012	51.00647842	47.14987728	3.856601138	2.556601138	-2.556601138	1	
5386075	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Roanoke College		10/25/2012	638	Democrat	44	Republican	49		-5	11/6/2012	51.1564568	47.2831029	3.8733539	8.8733539	-8.8733539	0	
5386076	2012_Pres-G_WA	2012	WA	Pres-G	Pres-G	University of Washington		10/25/2012	632	Democrat	57.1	Republican	36.4		20.7	11/6/2012	55.7984563	41.02629469	14.77216161	5.927838388	5.927838388	1	
5386077	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	Grove Insight		10/25/2012	500	Democrat	48	Republican	43		5	11/6/2012	52.82776165	45.88549077	6.942270878	1.942270878	-1.942270878	1	
5386078	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	500	Democrat	49	Republican	49		0	11/6/2012	52.82776165	45.88549077	6.942270878	6.942270878	-6.942270878	0.5	
5386079	2012_Sen-G_CA	2012	CA	Sen-G	Sen-G	M4 Strategies		10/25/2012	2115	Democrat	51	Republican	32		19	11/6/2012	62.52428447	37.47571553	25.04856894	6.048568944	-6.048568944	1	
5386080	2012_Sen-G_FL	2012	FL	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	750	Democrat	49	Republican	46		3	11/6/2012	55.23175611	42.22576071	13.0059954	10.0059954	-10.0059954	1	
5386081	2012_Sen-G_MA	2012	MA	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	500	Democrat	52	Republican	47		5	11/6/2012	53.74045676	46.19114585	7.54931091	2.54931091	-2.54931091	1	
5386082	2012_Sen-G_MO	2012	MO	Sen-G	Sen-G	Kiley & Company	D	10/25/2012	600	Democrat	53	Republican	39		14	11/6/2012	54.81432376	39.11371847	15.70060529	1.700605292	-1.700605292	1	
5386083	2012_Sen-G_VA	2012	VA	Sen-G	Sen-G	Roanoke College		10/25/2012	638	Democrat	42	Republican	47		-5	11/6/2012	52.86594905	46.96080896	5.905140082	10.90514008	-10.90514008	0	
5386084	2012_Sen-G_WA	2012	WA	Sen-G	Sen-G	University of Washington		10/25/2012	632	Democrat	60.8	Republican	33.3		27.5	11/6/2012	60.45099118	39.54900882	20.90198236	6.598017637	6.598017637	1	
5386085	2012_Sen-G_WA	2012	WA	Sen-G	Sen-G	University of Washington		10/25/2012	722	Democrat	59.4	Republican	31.6		27.8	11/6/2012	60.45099118	39.54900882	20.90198236	6.898017637	6.898017637	1	
5386086	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/25/2012	500	Democrat	47	Republican	48		-1	11/6/2012	51.40886373	45.86033613	5.548527602	6.548527602	-6.548527602	0	
5386087	2012_House-G_CA-7	2012	CA-7	House-G	House-G	Public Policy Polling		10/26/2012	792	Democrat	46	Republican	46		0	11/6/2012	51.68154092	48.31845908	3.363081843	3.363081843	-3.363081843	0.5	for Credo
5386088	2012_House-G_FL-18	2012	FL-18	House-G	House-G	Public Policy Polling		10/26/2012	631	Democrat	48	Republican	47		1	11/6/2012	50.2795881	49.70377875	0.575809354	0.424190646	0.424190646	1	for Credo
5386089	2012_House-G_IL-8	2012	IL-8	House-G	House-G	Public Policy Polling		10/26/2012	500	Democrat	54	Republican	40		14	11/6/2012	54.74216452	45.25783548	9.484329041	4.515670959	4.515670959	1	for Credo
5386090	2012_House-G_MN-8	2012	MN-8	House-G	House-G	Public Policy Polling		10/26/2012	1020	Democrat	48	Republican	44		4	11/6/2012	54.28218389	45.38784097	8.89434292	4.89434292	-4.89434292	1	for Credo
5386091	2012_House-G_NH-1	2012	NH-1	House-G	House-G	Public Policy Polling		10/26/2012	654	Democrat	47	Republican	48		-1	11/6/2012	49.77815155	46.01078792	3.767363628	4.767363628	-4.767363628	0	for Credo
5386092	2012_House-G_RI-1	2012	RI-1	House-G	House-G	Fleming & Associates		10/26/2012	300	Democrat	43	Republican	42		1	11/6/2012	52.95175877	40.82441557	12.1273432	11.1273432	-11.1273432	1	
5386093	2012_House-G_RI-2	2012	RI-2	House-G	House-G	Fleming & Associates		10/26/2012	301	Democrat	48	Republican	31		17	11/6/2012	55.72038085	35.11587173	20.60450912	3.604509117	-3.604509117	1	
5386094	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	Mellman Group		10/26/2012	800	Democrat	49	Republican	47		2	11/6/2012	49.90189204	49.02686297	0.875029071	1.124970929	1.124970929	1	
5386095	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	Quinnipiac University		10/26/2012	1073	Democrat	48	Republican	47		1	11/6/2012	49.90189204	49.02686297	0.875029071	0.124970929	0.124970929	1	aka The New York Times/Quinnipiac
5386096	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	SurveyUSA		10/26/2012	595	Democrat	47	Republican	47		0	11/6/2012	49.90189204	49.02686297	0.875029071	0.875029071	-0.875029071	0.5	
5386097	2012_Pres-G_HI	2012	HI	Pres-G	Pres-G	Merriman River Group		10/26/2012	1218	Democrat	61	Republican	34		27	11/6/2012	70.54523036	27.83893149	42.70629887	15.70629887	-15.70629887	1	aka Honolulu Civil Beat
5386098	2012_Pres-G_MA	2012	MA	Pres-G	Pres-G	University of New Hampshire		10/26/2012	583	Democrat	52	Republican	38		14	11/6/2012	60.6661096	37.51727952	23.14883007	9.148830075	-9.148830075	1	
5386099	2012_Pres-G_NC	2012	NC	Pres-G	Pres-G	High Point University		10/26/2012	403	Democrat	45	Republican	46		-1	11/6/2012	48.35096858	50.3930641	-2.042095525	1.042095525	1.042095525	1	
5386100	2012_Pres-G_NH	2012	NH	Pres-G	Pres-G	Lake Research Partners		10/26/2012	400	Democrat	47	Republican	42	4	5	11/6/2012	51.97968415	46.40379649	5.575887658	0.575887658	-0.575887658	1	aka Lake Research Partners
5386101	2012_Pres-G_NV	2012	NV	Pres-G	Pres-G	SurveyUSA		10/26/2012	1212	Democrat	50	Republican	46	1	4	11/6/2012	52.35624947	45.67531564	6.680933829	2.680933829	-2.680933829	1	
5386102	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Quinnipiac University		10/26/2012	1110	Democrat	50	Republican	45		5	11/6/2012	50.57668361	47.60272613	2.973957482	2.026042518	2.026042518	1	aka The New York Times/Quinnipiac
5386103	2012_Pres-G_PA	2012	PA	Pres-G	Pres-G	Franklin & Marshall College		10/26/2012	547	Democrat	49	Republican	45		4	11/6/2012	51.96013372	46.57623652	5.383897206	1.383897206	-1.383897206	1	
5386104	2012_Pres-G_RI	2012	RI	Pres-G	Pres-G	Fleming & Associates		10/26/2012	601	Democrat	54	Republican	33		21	11/6/2012	62.70095886	35.24366157	27.45729729	6.457297292	-6.457297292	1	
5386105	2012_Pres-G_US	2012	US	Pres-G	Pres-G	ABC News/Washington Post		10/26/2012	1278	Democrat	48	Republican	49		-1	11/6/2012	51.00647842	47.14987728	3.856601138	4.856601138	-4.856601138	0	
5386106	2012_Pres-G_US	2012	US	Pres-G	Pres-G	High Point University		10/26/2012	805	Democrat	46	Republican	43		3	11/6/2012	51.00647842	47.14987728	3.856601138	0.856601138	-0.856601138	1	
5386107	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Pew Research Center		10/26/2012	1495	Democrat	47	Republican	47		0	11/6/2012	51.00647842	47.14987728	3.856601138	3.856601138	-3.856601138	0.5	
5386108	2012_Pres-G_US	2012	US	Pres-G	Pres-G	RAND (American Life Panel)		10/26/2012	3500	Democrat	50.36	Republican	45.29		5.07	11/6/2012	51.00647842	47.14987728	3.856601138	1.213398862	1.213398862	1	
5386109	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Gravis Marketing		10/26/2012	645	Democrat	48	Republican	48		0	11/6/2012	51.1564568	47.2831029	3.8733539	3.8733539	-3.8733539	0.5	
5386110	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Quinnipiac University		10/26/2012	1074	Democrat	49	Republican	47		2	11/6/2012	51.1564568	47.2831029	3.8733539	1.8733539	-1.8733539	1	aka The New York Times/Quinnipiac
5386111	2012_Sen-G_FL	2012	FL	Sen-G	Sen-G	Quinnipiac University		10/26/2012	1073	Democrat	52	Republican	39		13	11/6/2012	55.23175611	42.22576071	13.0059954	0.0059954	-0.0059954	1	aka The New York Times/Quinnipiac
5386112	2012_Sen-G_FL	2012	FL	Sen-G	Sen-G	SurveyUSA		10/26/2012	595	Democrat	49	Republican	41		8	11/6/2012	55.23175611	42.22576071	13.0059954	5.0059954	-5.0059954	1	
5386113	2012_Sen-G_HI	2012	HI	Sen-G	Sen-G	Merriman River Group		10/26/2012	1218	Democrat	55	Republican	40		15	11/6/2012	62.60154292	37.39845708	25.20308584	10.20308584	-10.20308584	1	aka Honolulu Civil Beat
5386114	2012_Sen-G_MA	2012	MA	Sen-G	Sen-G	University of New Hampshire		10/26/2012	583	Democrat	47	Republican	47		0	11/6/2012	53.74045676	46.19114585	7.54931091	7.54931091	-7.54931091	0.5	
5386115	2012_Sen-G_NV	2012	NV	Sen-G	Sen-G	SurveyUSA		10/26/2012	1212	Democrat	40	Republican	46		-6	11/6/2012	44.70612996	45.86627648	-1.160146522	4.839853478	-4.839853478	1	
5386116	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	Quinnipiac University		10/26/2012	1110	Democrat	51	Republican	42		9	11/6/2012	50.7010756	44.69971061	6.001364989	2.998635011	2.998635011	1	aka The New York Times/Quinnipiac
5386117	2012_Sen-G_PA	2012	PA	Sen-G	Sen-G	Franklin & Marshall College		10/26/2012	547	Democrat	48	Republican	39		9	11/6/2012	53.69002005	44.58759268	9.102427364	0.102427364	-0.102427364	1	
5386118	2012_Sen-G_PA	2012	PA	Sen-G	Sen-G	Franklin & Marshall College		10/26/2012	849	Democrat	46	Republican	35		11	11/6/2012	53.69002005	44.58759268	9.102427364	1.897572636	1.897572636	1	
5386119	2012_Sen-G_RI	2012	RI	Sen-G	Sen-G	Fleming & Associates		10/26/2012	601	Democrat	55	Republican	33		22	11/6/2012	64.8113652	34.96552994	29.84583526	7.845835256	-7.845835256	1	
5386120	2012_Sen-G_VA	2012	VA	Sen-G	Sen-G	Gravis Marketing		10/26/2012	645	Democrat	46	Republican	48		-2	11/6/2012	52.86594905	46.96080896	5.905140082	7.905140082	-7.905140082	0	
5386121	2012_Sen-G_VA	2012	VA	Sen-G	Sen-G	Quinnipiac University		10/26/2012	1074	Democrat	50	Republican	46		4	11/6/2012	52.86594905	46.96080896	5.905140082	1.905140082	-1.905140082	1	aka The New York Times/Quinnipiac
5386122	2012_Gov-G_IN	2012	IN	Gov-G	Gov-G	Polling Company	R	10/27/2012	1213	Democrat	37	Republican	46		-9	11/6/2012	46.54995461	49.50080452	-2.950849905	6.049150095	-6.049150095	1	aka Polling Company/WomanTrend
5386123	2012_Gov-G_MT	2012	MT	Gov-G	Gov-G	Pharos Research Group		10/27/2012	799	Democrat	47	Republican	44		3	11/6/2012	48.90493889	47.33902943	1.565909462	1.434090538	1.434090538	1	
5386124	2012_Gov-G_ND	2012	ND	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/2012	625	Democrat	28	Republican	62		-34	11/6/2012	34.31179439	63.09579248	-28.78399809	5.216001913	-5.216001913	1	
5386125	2012_Gov-G_ND	2012	ND	Gov-G	Gov-G	Pharos Research Group		10/27/2012	752	Democrat	34	Republican	63		-29	11/6/2012	34.31179439	63.09579248	-28.78399809	0.216001913	-0.216001913	1	
5386126	2012_Gov-G_NH	2012	NH	Gov-G	Gov-G	Public Policy Polling		10/27/2012	874	Democrat	48	Republican	44		4	11/6/2012	54.61111984	42.51848671	12.09263313	8.092633132	-8.092633132	1	
5386127	2012_House-G_MT-1	2012	MT-1	House-G	House-G	Pharos Research Group		10/27/2012	799	Democrat	45	Republican	52		-7	11/6/2012	42.71876433	53.25134448	-10.53258015	3.532580148	3.532580148	1	
5386128	2012_House-G_ND-1	2012	ND-1	House-G	House-G	Mason-Dixon Polling & Research, Inc.		10/27/2012	625	Democrat	40	Republican	50	2	-10	11/6/2012	41.70145214	54.8930505	-13.19159836	3.191598361	3.191598361	1	
5386129	2012_House-G_ND-1	2012	ND-1	House-G	House-G	Pharos Research Group		10/27/2012	752	Democrat	41	Republican	55		-14	11/6/2012	41.70145214	54.8930505	-13.19159836	0.808401639	-0.808401639	1	
5386130	2012_House-G_NV-4	2012	NV-4	House-G	House-G	SurveyUSA		10/27/2012	648	Democrat	42	Republican	47		-5	11/6/2012	50.10603263	42.10576651	8.000266121	13.00026612	-13.00026612	0	
5386131	2012_House-G_US	2012	US	House-G	House-G	CBS News/New York Times		10/27/2012	563	Democrat	48	Republican	46		2	11/6/2012	48.75150904	47.5930913	1.15841774	0.84158226	0.84158226	1	
5386132	2012_House-G_US	2012	US	House-G	House-G	Princeton Survey Research Associates International		10/27/2012	713	Democrat	44	Republican	47		-3	11/6/2012	48.75150904	47.5930913	1.15841774	4.15841774	-4.15841774	0	aka National Journal/PSRAI
5386133	2012_House-G_US	2012	US	House-G	House-G	Public Policy Polling		10/27/2012	1400	Democrat	47	Republican	46		1	11/6/2012	48.75150904	47.5930913	1.15841774	0.15841774	-0.15841774	1	aka PPP/Daily Kos/SEIU
5386134	2012_Pres-G_CO	2012	CO	Pres-G	Pres-G	American Research Group		10/27/2012	600	Democrat	47	Republican	48		-1	11/6/2012	51.44561533	46.08530215	5.360313176	6.360313176	-6.360313176	0	
5386135	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/27/2012	770	Democrat	48.5	Republican	49	1	-0.5	11/6/2012	49.90189204	49.02686297	0.875029071	1.375029071	-1.375029071	0	
5386136	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	Public Policy Polling		10/27/2012	687	Democrat	49	Republican	48		1	11/6/2012	49.90189204	49.02686297	0.875029071	0.124970929	0.124970929	1	
5386137	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/27/2012	827	Democrat	47	Republican	48		-1	11/6/2012	49.90189204	49.02686297	0.875029071	1.875029071	-1.875029071	0	aka JZ Analytics (online)
