"","SMITH","JOHNSON","WILLIAMS","BROWN","JONES","GARCIA","RODRIGUEZ","MILLER","MARTINEZ","DAVIS","HERNANDEZ","LOPEZ","GONZALEZ","WILSON","ANDERSON","THOMAS","TAYLOR","LEE","MOORE","JACKSON","PEREZ","MARTIN","THOMPSON","WHITE","SANCHEZ","HARRIS","RAMIREZ","CLARK","LEWIS","ROBINSON","WALKER","YOUNG","HALL","ALLEN","TORRES","NGUYEN","WRIGHT","FLORES","KING","SCOTT","RIVERA","GREEN","HILL","ADAMS","BAKER","NELSON","MITCHELL","CAMPBELL","GOMEZ","CARTER","ROBERTS","DIAZ","PHILLIPS","EVANS","TURNER","REYES","CRUZ","PARKER","EDWARDS","COLLINS","STEWART","MORRIS","MORALES","ORTIZ","GUTIERREZ","MURPHY","ROGERS","COOK","KIM","MORGAN","COOPER","RAMOS","PETERSON","GONZALES","BELL","REED","BAILEY","CHAVEZ","KELLY","HOWARD","RICHARDSON","WARD","COX","RUIZ","BROOKS","WATSON","WOOD","JAMES","MENDOZA","GRAY","BENNETT","ALVAREZ","CASTILLO","PRICE","HUGHES","VASQUEZ","SANDERS","JIMENEZ","LONG","FOSTER"
"Rebecca",5098.29146087181,4044.6348779179,3396.88222647908,3010.65215227545,2980.47531566398,2589.9071733704,2433.52132336576,2377.94915325148,2338.52135822719,2325.89981860046,2145.49813951033,1877.69174157838,1814.52393033955,1689.74064519791,1627.72792654779,1568.58076410907,1557.43203477165,1545.72475601508,1507.02621821066,1487.18558053874,1476.62619605419,1450.36201843687,1385.55448797158,1381.87099028113,1333.50996757545,1305.37269764762,1182.426366061,1171.83643079797,1112.98801426145,1110.3754599772,1092.15116182214,1017.28856173908,1013.59755767031,999.032168202183,982.401591685051,970.014606168702,950.967470318776,945.989247673267,944.812044985193,914.733869390039,904.180791909107,903.104705006321,891.430809334259,884.058210743132,876.890769196867,876.873632188221,799.15653157566,795.588716469958,795.450263346077,790.851169094852,780.206335545637,760.010810115095,750.271528013231,736.775038885814,725.62977450938,704.717721186575,698.695054799267,697.191159006858,687.913519314102,681.57499007228,672.901969461097,667.541901966228,658.487976162106,649.39013103572,645.396979023079,634.249284482349,628.581274049055,623.838720123258,603.873736583866,590.095596188112,581.773746733114,581.650474796739,579.967712149232,577.125193319041,575.293316351309,573.534363416593,569.313389682789,561.336730331207,553.442766194792,551.230084024481,543.348649140198,542.234008357955,536.375969981657,529.833172452023,523.86270389951,523.549135343638,519.46853333331,514.617691042175,511.925963012759,509.372145610654,509.277359271801,508.579460520447,500.084333642221,488.865276206653,487.37721887625,484.160676333293,480.097173550334,478.647247942612,476.103991266331,475.726792316524
"Deborah",5078.01783678965,4028.55117464321,3383.3743456842,2998.68013568012,2968.62329884625,2579.60827130809,2423.84429785938,2368.49311340176,2329.22210507765,2316.65075566693,2136.96645333993,1870.22500163166,1807.30838051582,1683.02130266914,1621.25518085561,1562.34322021851,1551.23882438955,1539.57810024256,1501.03344920864,1481.27170887572,1470.75431433883,1444.59457760488,1380.04475769231,1376.37590762412,1328.20719506824,1300.18181447385,1177.72438543978,1167.17656161118,1108.5621588975,1105.95999357274,1087.8081652976,1013.24326028033,1009.56693368333,995.059464252328,978.495020097217,966.15729208013,947.185898167483,942.227471686099,941.054950206416,911.096382058143,900.585269444736,899.513461658103,887.885987846041,880.542706780891,873.403766942827,873.386698080397,795.978643605089,792.425016103764,792.287113546011,787.706307834914,777.103804026054,756.988587164347,747.288033829889,733.845214201186,722.744269554607,701.915374111476,695.916657173753,694.418741702043,685.17799503138,678.864671284392,670.226139395731,664.887386491109,655.869464099037,646.807797032197,642.83052399851,631.727158851309,626.081687559549,621.35799264882,601.472400916309,587.749050020348,579.460292837302,579.337511098264,577.661440044912,574.830224640319,573.005632227677,571.253673861798,567.049485052002,559.104545305775,551.241971932844,549.038088609535,541.187994665506,540.077786310945,534.24304273229,527.726262981078,521.779536310714,521.467214676693,517.402839394834,512.571286733145,509.89026250178,507.346600488864,507.252191072871,506.5570675526,498.095721993113,486.921277729379,485.439137737198,482.235385944801,478.188041894334,476.743881992034,474.21073870966,473.835039711311
"Laura",4966.58677715205,3940.14941225819,3309.13022118372,2932.87766791165,2903.48039260068,2523.00183699444,2370.65591861615,2316.51935004499,2278.11009727418,2265.81461116898,2090.07326706939,1829.18513915171,1767.6491484285,1646.08940262925,1585.67866487001,1528.05945711604,1517.19873404162,1505.79389061219,1468.09505608504,1448.76696363135,1438.48036080404,1412.89466836805,1349.76131745253,1346.17297593391,1299.06126846427,1271.65087150261,1151.88062504969,1141.56426066528,1084.23608128013,1081.69101737739,1063.93750937682,991.008842483352,987.413188499455,973.224068224227,957.023111087837,944.956119832741,926.401030587473,921.551410875721,920.404618984852,891.103455970094,880.82299721694,879.774708976954,868.402386243409,861.220244744249,854.23796044707,854.221266140518,778.511839321099,775.036191947209,774.90131549701,770.421030117031,760.051185639471,740.377373278847,730.889687045662,717.741854099537,706.884506475399,686.512676360691,680.645594128933,679.180548630041,670.142579150488,663.967793781579,655.518824197149,650.297223873007,641.477189058367,632.614369493799,628.724372984704,617.864657974952,612.343069833746,607.723030787613,588.273804705932,574.851596417434,566.744726148864,566.624638709004,564.98534704074,562.21625928964,560.431705386606,558.718191662598,554.606258774118,546.835661277788,539.14562272269,536.990100996746,529.31226802433,528.226421871192,522.519714798232,516.145938025041,510.329705196084,510.024237088724,506.049049686659,501.323519699582,498.70132735511,496.213482978637,496.12114526495,495.441275403278,487.165604004843,476.236369625199,474.786753431707,471.653304160592,467.694774259811,466.282304728315,463.804748261356,463.437293530522
"Cynthia",4962.37505797778,3936.80812304415,3306.32404305212,2930.39055600482,2901.01820990051,2520.86230421461,2368.64557681885,2314.55491664195,2276.17823533191,2263.89317593158,2088.30086238796,1827.63397041762,1766.15016287849,1644.69350105525,1584.33399225344,1526.76364620933,1515.91213314526,1504.51696114611,1466.8500956374,1447.53839361464,1437.26051393752,1411.69651844477,1348.61670529201,1345.03140672572,1297.95965049232,1270.57249784304,1150.90381785137,1140.59620185527,1083.31663738478,1080.77373172369,1063.03527888946,990.168456292385,986.575851461862,972.398763713721,956.211545163784,944.15478684747,925.615432518083,920.769925336172,919.6241059372,890.347790624825,880.076049811614,879.028650531367,867.665971650202,860.489920684525,853.513557439766,853.496877290166,777.851652881561,774.378952894144,774.244190820631,769.767704770995,759.406654033437,739.749525277966,730.269884705076,717.133201263147,706.28506078694,685.930506203973,680.068399321251,678.604596196749,669.574291012831,663.404741928538,654.962937161475,649.745764810747,640.933209480794,632.077905682843,628.191207932759,617.340702078507,611.82379630362,607.207675100447,587.774942172331,574.364116061281,566.264120506168,566.144134901753,564.506233370511,561.739493835701,559.956453253631,558.24439260775,554.135946682725,546.371938736912,538.688421417481,536.534727597218,528.863405510003,527.778480166119,522.07661244233,515.708240700612,509.896940099849,509.591731032739,505.619914632482,500.898391945821,498.27842324875,495.79268859115,495.70042918084,495.021135856147,486.752482316348,475.83251604538,474.384129142061,471.253337069736,467.298164045021,465.886892302928,463.411436830585,463.044293705328
"Carol",4961.50203907944,3936.11552970922,3305.74236928907,2929.87501933034,2900.50784063335,2520.41881487614,2368.22886660895,2314.14772247386,2275.77779268253,2263.49489456362,2087.93347256011,1827.31243909909,1765.83944826069,1644.40415402049,1584.05526412419,1526.4950462948,1515.64544231173,1504.25227503822,1466.59203617201,1447.28373161128,1437.0076600972,1411.44816201767,1348.37944634713,1344.79477853393,1297.7313035232,1270.34896903085,1150.70134206681,1140.39553946519,1083.12605205291,1080.58359375919,1062.84826160898,989.994258299531,986.402285507473,972.227691900823,956.043321129932,943.988683930571,925.45259118591,920.607936462608,919.46231864493,890.191153845413,879.921220115252,878.874005101481,867.513325229517,860.338536729501,853.363400819815,853.346723604714,777.714807281392,774.242718237864,774.107979872723,769.632281360682,759.273053418257,739.619382894921,730.141410052759,717.007037716455,706.160805727925,685.809832073568,679.948756497435,678.485210896351,669.45649439265,663.288030702524,654.847711082194,649.631456576248,640.820451618296,631.966705712982,628.080691740434,617.232094789994,611.716159591282,607.100850491386,587.671536317978,574.263069541823,566.164498999757,566.044534504125,564.406921125022,561.64066833615,559.85794144019,558.146181993085,554.038458857227,546.275816814956,538.59365123854,536.440336312533,528.770363822856,527.685629347319,521.984764739623,515.617513370472,509.807235138069,509.502079765668,505.530962117669,500.810270077319,498.190762305139,495.705464956954,495.613221777624,494.934047959397,486.666849104244,475.748803957096,474.300671865056,471.170430585571,467.215953385084,465.804929924688,463.329909953367,462.962831418731
"Amy",4877.61738745031,3869.56719870361,3249.85182549018,2880.3393054724,2851.46864084211,2477.80582135521,2328.18896500479,2275.02217662321,2237.3009713851,2225.22574155325,2052.63255550093,1796.41787004237,1735.98420970922,1616.60203512363,1557.27347043637,1500.68642943575,1490.02026088075,1478.81971911866,1441.79620598443,1422.81434901736,1412.71201615588,1387.58465527499,1325.58224920203,1322.05818775528,1275.79042000711,1248.8710416058,1131.24631001237,1121.11474873005,1064.81352273593,1062.31405005959,1044.87857108836,973.25631829302,969.725075373478,955.790133154112,939.879393290406,928.028565146049,909.805864126354,905.043118504475,903.916869771155,875.140595720981,865.044296871229,864.014787234967,852.846183606411,845.792700031616,838.935493499212,838.91909824759,764.565898914175,761.15251285566,761.020052526633,756.620025133443,746.435941778333,727.114557988348,717.796830258201,704.88452217565,694.221668604518,674.214771062972,668.45278932556,667.013988048256,658.137921031063,652.07374822375,643.776130000176,638.648067273372,629.986030929275,621.281976263636,617.461663549647,606.796485001273,601.37380831559,596.836530745854,577.735710088723,564.553941710662,556.592294576721,556.474358333793,554.864432261221,552.144948807458,550.392362667954,548.709544122972,544.671270706479,537.039872492852,529.487590120769,527.370681523126,519.830386087944,518.763991335515,513.159511862367,506.89991230082,501.187869070953,500.88787299344,496.983895461046,492.34301667163,489.76779720069,487.32451904359,487.23383542967,486.56614447665,478.438720046752,467.705267469843,466.281619103718,463.204301152123,459.316682725397,457.929515591267,455.496341050309,455.135468752162
"Margaret",4787.1191351578,3797.77209039682,3189.55478145118,2826.89811637354,2798.56311177641,2431.83315098344,2284.99225324923,2232.81190989733,2195.79057569813,2183.93938705464,2014.54845744324,1763.08752354079,1703.77513619922,1586.60795251936,1528.38015711938,1472.84301977175,1462.3747489886,1451.38201964263,1415.04543271974,1396.41576099895,1386.50086462446,1361.83971133302,1300.98768441894,1297.52900764192,1252.11968199489,1225.6997598864,1110.25741198362,1100.31382948606,1045.05720419545,1042.6041061916,1025.49212130559,955.198732213231,951.733007206894,938.056610875096,922.441075418782,910.810124962666,892.925523974879,888.251145299535,887.145792740293,858.903427420994,848.994453104503,847.984044766149,837.022660980529,830.100046206091,823.370066792482,823.353975734794,750.380309492543,747.030254656664,746.900251967776,742.581861725984,732.586731638757,713.623832601874,704.478983965747,691.806248039375,681.341230734598,661.705536819224,656.050461637935,654.638355566641,645.926973166645,639.975313702849,631.831647683349,626.798729917201,618.297407111736,609.754845583531,606.005414120851,595.538114975953,590.21604945425,585.762955545841,567.01652736141,554.079330647254,546.265402182851,546.149654103327,544.569598249002,541.900571499847,540.180502462447,538.528906566794,534.565558397084,527.075751486346,519.663592519032,517.585960583155,510.185566149723,509.138957053626,503.638461873841,497.495001561311,491.888938339358,491.594508323828,487.762964341589,483.208191408,480.680751999102,478.282805893599,478.193804803732,477.538502043455,469.561872078993,459.027565647038,457.630331343105,454.610109279573,450.794620879712,449.433190942928,447.04516099327,446.690984241266
"Gregory",4756.35595894423,3773.36669568294,3169.05793710402,2808.73179077426,2780.57887371555,2416.2056076461,2270.30834475464,2218.46332480959,2181.67989858709,2169.90486852547,2001.60248567246,1751.75750006836,1692.82626835963,1576.41202911592,1518.55841950072,1463.37817712361,1452.97717796033,1442.0550905308,1405.95201123431,1387.44205825411,1377.59087738277,1353.08820257972,1292.62722539182,1289.19077490165,1244.07326047703,1217.82311912737,1103.12263145216,1093.24294880166,1038.34141584379,1035.90408203632,1018.90206287114,949.060395963722,945.616942537863,932.028434010492,916.513247731909,904.957040554227,887.187370303729,882.543030307352,881.444781008881,853.383907905773,843.538611035859,842.534695823931,831.643752520661,824.765624129818,818.078893178754,818.062905526063,745.558185572839,742.229658993169,742.100491732753,737.809852502837,727.878953519843,709.037914622247,699.951832977727,687.360535093193,676.962768500658,657.453258265894,651.834523954634,650.431492415783,641.776091449353,635.86267877735,627.771345909732,622.770770880779,614.324079615522,605.836414637452,602.111077921013,591.711044152009,586.423179500358,581.998702241907,563.372743103124,550.518683919284,542.754969634116,542.639965379524,541.070063343248,538.418188400405,536.709172939364,535.06819059523,531.130311851849,523.688636237471,516.3241095822,514.259829007663,506.906991284556,505.86710794964,500.401960271704,494.297979309242,488.727941994707,488.435404057105,484.62848249586,480.102979626042,477.591782149236,475.209245820785,475.120816673277,474.469725045774,466.544354819426,456.07774436827,454.689489027234,451.688675635373,447.897706479482,446.545025418141,444.172341521939,443.820440794727
"Sharon",4753.93180117865,3771.44353512543,3167.4427727904,2807.3002728137,2779.16170436832,2414.97414733539,2269.15124346707,2217.33264721883,2180.56796829554,2168.79893957839,2000.58233489924,1750.86468704431,1691.9634906408,1575.60858389544,1517.78446035702,1462.63234152958,1452.23664341255,1441.32012261077,1405.23544386309,1386.73492479546,1376.88876474611,1352.39857814831,1291.96841592644,1288.53371688176,1243.43919736625,1217.20243484789,1102.56040622838,1092.68575892629,1037.81220746908,1035.37611589027,1018.38276209353,948.576691180325,945.134992769111,931.553409856381,916.046131156546,904.495813796534,886.735200160912,882.093227231458,880.995537674434,852.948966272886,843.108687226085,842.105283676631,831.219891127975,824.345268292329,817.661945347499,817.645965843188,745.178199154487,741.851369015038,741.722267586914,737.433815154306,727.507977622999,708.676541381544,699.595090613175,687.010210097906,676.61774290408,657.118176023251,651.502305395561,650.099988935613,641.448999341596,635.538600541005,627.451391558895,622.453365158113,614.010978892818,605.527639797661,601.804201762483,591.409468547693,586.124298946259,581.702076697946,563.085610596243,550.238102702436,542.478345326389,542.363399685673,540.794297776688,538.143774407044,536.43562997482,534.795483985266,530.859612248808,523.42172941106,516.06095621214,513.997727733331,506.648637509112,505.609284168436,500.146921896028,494.046051931351,488.478853481133,488.186464640469,484.381483341591,479.858286971333,477.348369369059,474.967047340798,474.87866326271,474.227903475137,466.306572548611,455.845296583608,454.457748790535,451.458464814292,447.669427790351,446.317436145935,443.945961528463,443.594240153445
"Larry",4717.42083113571,3742.47823488796,3143.11629672244,2785.7397497669,2757.81729010737,2396.42675279222,2251.72379256158,2200.30317156717,2163.82085136229,2152.14221070137,1985.2175369272,1737.41776125499,1678.96893562736,1563.5076535052,1506.12762864774,1451.39908707015,1441.08322960679,1430.25054946168,1394.44300692039,1376.08457485057,1366.31403491309,1342.01193693468,1282.04588819506,1278.63756819811,1233.88938193263,1207.85412202104,1094.09256284191,1084.29375443842,1029.84164078832,1027.42425878936,1010.56141671583,941.291467789757,937.876202182556,924.398928037305,909.010747762045,897.549138719433,879.924929487474,875.318607665705,874.229348543152,846.398179375182,836.633475273189,835.637778026321,824.835987064281,818.014162451014,811.382168514262,811.366311735145,739.455109290381,736.153829747919,736.025719839778,731.770203419895,721.920597936483,703.233790190604,694.222086442347,681.73385985791,671.421208503742,652.071401470553,646.498661643393,645.107115202116,636.522566616326,630.657560640574,622.632462739823,617.67282199534,609.295274630752,600.877088960701,597.182247535707,586.867347563984,581.62276892537,577.234510063741,558.76102145195,546.01218450999,538.312023333667,538.197960494182,536.640909543265,534.010742624532,532.315717019586,530.688167618203,526.782524017333,519.401765330463,512.097524067843,510.050141519588,502.757493504522,501.72612256668,496.305712125648,490.251697835354,484.72725637542,484.437113128646,480.661354705489,476.172897219607,473.682256193065,471.319223105595,471.231517831613,470.585755985135,462.7252621695,452.344330506718,450.96743930655,447.991190319446,444.2312537166,442.889645588081,440.536384281682,440.187364184075
"Angela",4689.54595978691,3720.3642232156,3124.54386794373,2769.27903109972,2741.5215630741,2382.2664542261,2238.41853248887,2187.30175192892,2151.03500290555,2139.42537042041,1973.48704150988,1727.15149536358,1669.04803928283,1554.26900886136,1497.22803809047,1442.82288319179,1432.56798132471,1421.79931064074,1386.20335207243,1367.95339854426,1358.24059196437,1334.08209318538,1274.47037914553,1271.08219864532,1226.59842591849,1200.71700632485,1087.62765531625,1077.88674730652,1023.75638694428,1021.3532890668,1004.59008821041,935.729450003855,932.334364934458,918.936726949809,903.639474230266,892.245590940549,874.72552178482,870.146418359028,869.06359558358,841.396878621129,831.689873393234,830.700059643652,819.96209562099,813.180580636705,806.587774634291,806.572011551644,735.085726787205,731.803954247792,731.676601331095,727.44623042546,717.654825491779,699.07843663378,690.119982339327,677.70554771068,667.453833008138,648.21836247385,642.678551531202,641.295227629193,632.761404470703,626.931054357315,618.953376133449,614.02304151887,605.69499642753,597.3265531593,593.653544263788,583.399594230598,578.186005397656,573.823676414999,555.45934620498,542.785841145065,535.131179619894,535.017790768821,533.469940310397,530.85531484262,529.170305011624,527.552372672572,523.669807214782,516.332660854693,509.071579783369,507.03629505873,499.786738731365,498.761462083865,493.373080424895,487.354838832337,481.863040865635,481.574612052651,477.821164291201,473.359228750138,470.88330472695,468.534234617485,468.447047587119,467.805101496969,459.991054725534,449.67146317739,448.302707919814,445.344045355585,441.606325924546,440.272645253703,437.933289184618,437.586331419516
"Maria",4622.86096243896,3667.46091861299,3080.11308480736,2729.90008771626,2702.5373288368,2348.39080111503,2206.5883862055,2156.19848249148,2120.44744396186,2109.00289959359,1945.42420146997,1702.59152860444,1645.31429937974,1532.16741829744,1475.93756591993,1422.30604830751,1412.19697038792,1401.58142940609,1366.49164274079,1348.50120220451,1338.92651101715,1315.11154430733,1256.34750444036,1253.00750361674,1209.15628685411,1183.64289913643,1072.16167035049,1062.55927733354,1009.19864669955,1006.82972069648,990.304891318742,922.423446303928,919.076639093579,905.869514532007,890.789787616834,879.557924506357,862.286989440625,857.7730005275,856.705575411981,829.432277122273,819.86330479211,818.887566120976,808.302295153998,801.617212812153,795.118156024387,795.102617091611,724.632862019131,721.397756042955,721.272214075332,717.101998731674,707.449826853311,689.137592873493,680.306527137759,668.06862485305,657.962688776758,639.000745213431,633.539709973418,632.176056835173,623.763584011997,618.016141046803,610.151904818337,605.291679198002,597.082058293052,588.832613670306,585.211834690133,575.103695069429,569.964243084804,565.663946098236,547.560755308079,535.067466554509,527.52165375113,527.409877281149,525.884037141974,523.306591455328,521.645542339735,520.050616879103,516.223261215496,508.990448534992,501.832619500461,499.826276374354,492.679808202774,491.669110913511,486.357351643942,480.42468900254,475.010983997499,474.726656620943,471.026582609566,466.628095462501,464.18737889614,461.871712390214,461.785765152983,461.152947488844,453.450015885636,443.277168167475,441.927876508615,439.01128590763,435.326716570967,434.012000740806,431.705910142323,431.363886091027
"Alexander",4558.60080331434,3616.48131439642,3037.29791935901,2691.95306411847,2664.97066174421,2315.74695398387,2175.91566600642,2126.22620802444,2090.97212742704,2079.68666814659,1918.38179855821,1678.92462548075,1622.443579376,1510.86949847996,1455.42127014235,1402.53525837228,1392.56670186594,1382.09872239597,1347.49670191984,1329.7563378148,1320.31473978864,1296.83081343732,1238.88362412747,1235.59005104332,1192.34838888117,1167.18965045272,1057.25806842436,1047.78915363837,995.170263377579,992.834266671573,976.539140971698,909.601283162664,906.30099830409,893.277459606942,878.407348697745,867.331614295574,850.300754162783,845.84951203097,844.796924676814,817.902739343821,808.466780679782,807.504605280998,797.066475057002,790.474318818394,784.065602282419,784.050279348848,714.560090331074,711.369954001726,711.246157132405,707.133909939584,697.61590824411,679.558223790879,670.849914437833,658.782125326451,648.816666990165,630.11830425278,624.733180227999,623.388482573893,615.092947475352,609.42539694095,601.670477664809,596.877811695149,588.782308768221,580.647535693776,577.077087414723,567.109456164432,562.041445221411,557.800924587818,539.949377515759,527.629751939563,520.188829838155,520.078607118937,518.573976947127,516.032359089027,514.394399415524,512.821644243967,509.047490804258,501.91521796208,494.856886454402,492.878432535776,485.831303969176,484.834655895142,479.596732827584,473.746537266302,468.40808556174,468.127710482821,464.479069414524,460.141723514464,457.734934171138,455.451456627709,455.366704101543,454.742682930339,447.146826061709,437.115386189995,435.784850383282,432.908801900617,429.275449984033,427.979009384111,425.704974638058,425.367704898029
"Benjamin",4546.9265407829,3607.21975495615,3029.51960868284,2685.05915781942,2658.14585551832,2309.81648560911,2170.34329592463,2120.78108922051,2085.61729189422,2074.36073389733,1913.4689549647,1674.62501520689,1618.28861316919,1507.00026580594,1451.69403656025,1398.94346222203,1389.00043450199,1378.55926280611,1344.04585572006,1326.35092346503,1316.93350472081,1293.50971908663,1235.71092853556,1232.42579006512,1189.29486682005,1164.20055818707,1054.55050336508,1045.10583781737,992.62170090865,990.291686529238,974.038291523409,907.271856955645,903.980023899176,890.989837587201,876.157808007366,865.110437797789,848.123192524228,843.683349716787,842.633457966313,815.808146788723,806.396352964605,805.436641630716,795.025242738948,788.449968558213,782.057664303672,782.042380611078,712.730151178922,709.548184568886,709.424704734817,705.322988723688,695.829361974686,677.817922007014,669.131914034146,657.095029699106,647.155092214915,628.504614696026,623.133281602792,621.792027626719,613.517736821933,607.864700493907,600.129641031653,595.349248749287,587.274477847506,579.160537366351,575.599232759307,565.657127925795,560.60209580957,556.372434857112,538.566604366983,526.278528502962,518.856662090315,518.746721643885,517.245944726263,514.710835776359,513.077070804711,511.508343350772,507.743855257952,500.629847675048,493.589592067984,491.616204833512,484.587123477564,483.593027750571,478.368518643052,472.533305029474,467.208524731863,466.928867674201,463.289570524258,458.963332268169,456.562706546503,454.285076831713,454.200541350925,453.57811825494,446.001713852333,435.99596380688,434.668835410683,431.800152289998,428.176105137304,426.882984632423,424.614773532654,424.278367517189
"Nicole",4472.54066844801,3548.20710415361,2979.95789774992,2641.1326800253,2614.65966842411,2272.02882559868,2134.83736067683,2086.0859715541,2051.49743967695,2040.42503439918,1882.16537965419,1647.22882978962,1591.81406841891,1482.34635323985,1427.94491145248,1376.05731509579,1366.27695127278,1356.00659290713,1322.05781114993,1304.65236080315,1295.38900720649,1272.34842519616,1215.49519939448,1212.26380445578,1169.83848560555,1145.15470967451,1037.29848523582,1028.00833058231,976.382812846932,974.090916556874,958.103420495105,892.429257692338,889.191277688318,876.413605550905,861.82422195378,850.957582236035,834.248241399001,829.881032617489,828.848316669838,802.461856693098,793.204035995127,792.260025149055,782.018952516541,775.551247152101,769.263518400142,769.248484742554,701.070175245884,697.940264317836,697.818804563724,693.784190961403,684.445876091977,666.729095970245,658.185187561637,646.345221767819,636.567897625648,618.222534347612,612.939074083235,611.619762477714,603.480835711459,597.920280762851,590.311763733272,585.609576727995,577.666905800129,569.685706091307,566.182662981886,556.403206947348,551.430873104402,547.270407688051,529.755873356278,517.668825424919,510.368377733799,510.260235868441,508.784011051935,506.290375455298,504.683338215342,503.140274505708,499.437371909853,492.439746603001,485.514666719602,483.573563299169,476.659474860676,475.681642136212,470.542603876748,464.802851989023,459.565182935431,459.290100953702,455.710341227722,451.45487847322,449.093526013802,446.853157396518,446.770004881878,446.157764375064,438.705306872764,428.863246836115,427.557829721718,424.736077092316,421.17131787982,419.899352301443,417.668248214462,417.337345664842
"Kathleen",4435.35718245618,3518.70827587371,2955.18333873273,2619.17502166277,2592.92209947586,2253.13979623653,2117.08890381973,2068.74282047931,2034.44184824351,2023.46149593005,1866.51756888694,1633.53421756397,1578.58015943912,1470.02252905429,1416.07336604952,1364.61714904861,1354.91809650886,1344.73312310777,1311.06658228351,1293.80583611432,1284.61949551859,1261.77046663699,1205.38990308299,1202.18537308245,1160.11276678781,1135.63420505259,1028.67466791265,1019.46174907678,968.265431846848,965.992589758845,950.138009388609,885.009843703281,881.798783383854,869.127341335366,854.659249903215,843.882952470913,827.312528546436,822.981627550272,821.957497321974,795.790407192855,786.609553496809,785.673390900015,775.517459758435,769.103525136319,762.868070850105,762.853162178256,695.241668593178,692.137778892834,692.017328922064,688.016257999281,678.755579338417,661.186091705297,652.713215026119,640.971683485867,631.275645355882,613.082800435762,607.843265422219,606.534922214358,598.463660270368,592.949334262392,585.404072372869,580.740978070734,572.864340347501,564.94949416111,561.475574398807,551.777422100428,546.846426887917,542.720550448837,525.351627189217,513.365067685076,506.125313929367,506.018071126049,504.554119240938,502.081215052051,500.48753828238,498.95730318451,495.285185513155,488.345736558819,481.478229905029,479.553264290195,472.696657701428,471.726954412135,466.630640718259,460.938607565753,455.74448306733,455.471688042339,451.921689464549,447.701605469337,445.359884651665,443.138141849386,443.055680642125,442.448530136274,435.058030337588,425.297794509736,424.00323027798,421.204936932048,417.669814157556,416.408423354854,414.195868060096,413.867716544224
"Patrick",4396.21622040608,3487.65652030459,2929.10455541174,2596.06143105253,2570.04018459967,2233.25637859276,2098.40610263094,2050.48666186641,2016.48838747372,2005.60493413265,1850.04599955795,1619.11867036292,1564.64956860462,1457.04993323944,1403.57685864309,1352.57473040077,1342.9612696706,1332.866176214,1299.496734528,1282.38831029884,1273.28303695291,1250.63564526434,1194.75262664475,1191.57637585194,1149.87505020474,1125.61250589867,1019.59686098925,1010.46524394975,959.720721925345,957.467937122979,941.753269617269,877.199844354554,874.017120871357,861.457501256089,847.117087256529,836.4358880613,820.011694148815,815.719012313941,814.703919788978,788.767747946611,779.667913079787,778.740011893105,768.673704405053,762.316371215766,756.135943316277,756.121166209876,689.106327819792,686.0298292007,685.910442171998,681.944679739311,672.765724343815,655.351283220006,646.953177642887,635.315262298923,625.704789377075,607.672491944635,602.47919456939,601.182397176159,593.182362180631,587.716698775493,580.238022010262,575.61607839557,567.808950108787,559.963950539359,556.520687284748,546.908118851535,542.020638487669,537.931171917397,520.715525234654,508.834744239743,501.658879572408,501.552583161077,500.101550299806,497.650468896555,496.070855941678,494.554124801084,490.914412686374,484.036202702655,477.229300145954,475.321321890419,468.525223208286,467.564077317662,462.51273736833,456.870935041538,451.722647444521,451.452259770118,447.933589077298,443.750746309954,441.429690616167,439.227554160601,439.145820653692,438.544028105257,431.218747692576,421.544643602129,420.261503588848,417.487904509725,413.983978344811,412.733719013038,410.540688987444,410.215433329899
"Samantha",4350.1863495379,3451.13957682101,2898.43583993338,2568.87978973959,2543.1309945389,2209.87342889957,2076.4350809408,2029.01737293004,1995.37507197032,1984.60557206711,1830.67539215594,1602.16595020982,1548.26715837136,1441.79412758452,1388.88093416672,1338.4128154588,1328.90001091427,1318.91061650088,1285.8905641567,1268.96127091622,1259.95133286212,1237.54106702511,1182.24316251316,1179.10016814053,1137.83546947853,1113.82696221826,1008.92133697132,999.885331051044,949.672121336801,947.442923953331,931.892794331965,868.015265267246,864.86586597549,852.437749825942,838.24748481167,827.67812138498,811.425894338318,807.178158334275,806.173694171408,780.509082821262,771.504526303555,770.586340556163,760.625430712486,754.334660952089,748.218944223266,748.204321838168,681.891151474107,678.846864836197,678.728727830069,674.80448827149,665.721639643809,648.489533609082,640.179359038053,628.663296604319,619.153448584751,601.309955405936,596.171033610867,594.887814124991,586.971542201915,581.563106141414,574.162733651612,569.58918334996,561.863798337137,554.100938566809,550.693727443173,541.181805852952,536.345499061708,532.298850589708,515.263457551005,503.50707235184,496.406341414843,496.301157962893,494.865317906498,492.439900154629,490.876826281701,489.37597582919,485.77437273147,478.968179932867,472.232547948402,470.344546870585,463.619605640466,462.668523272428,457.670072561005,452.08734181294,446.992958528497,446.725401904505,443.243572884045,439.10452589534,436.807772439776,434.628693097782,434.547815368337,433.952323791444,426.703741542493,417.130928594184,415.86122349087,413.116664932288,409.64942605954,408.412257365877,406.242189106453,405.920338985662
