metro_area,holc_grade,white_pop,black_pop,hisp_pop,asian_pop,other_pop,total_pop,pct_white,pct_black,pct_hisp,pct_asian,pct_other,lq_white,lq_black,lq_hisp,lq_asian,lq_other,surr_area_white_pop,surr_area_black_pop,surr_area_hisp_pop,surr_area_asian_pop,surr_area_other_pop,surr_area_pct_white,surr_area_pct_black,surr_area_pct_hisp,surr_area_pct_asian,surr_area_pct_other
"Providence-Warwick, RI-MA",A,"19746","2089","4731","1524","3093","31182",63.32,6.7,15.17,4.89,9.92,1.08,0.95,0.66,1.1,1.44,"418787","50514","165024","31822","49147",58.55,7.06,23.07,4.45,6.87
"Providence-Warwick, RI-MA",B,"62780","14997","51194","6393","15038","150402",41.74,9.97,34.04,4.25,10,0.71,1.41,1.48,0.96,1.46,"418787","50514","165024","31822","49147",58.55,7.06,23.07,4.45,6.87
"Providence-Warwick, RI-MA",C,"58997","19016","72242","8549","11756","170561",34.59,11.15,42.36,5.01,6.89,0.59,1.58,1.84,1.13,1,"418787","50514","165024","31822","49147",58.55,7.06,23.07,4.45,6.87
"Providence-Warwick, RI-MA",D,"7036","1311","5555","591","1444","15937",44.15,8.23,34.86,3.71,9.06,0.75,1.17,1.51,0.83,1.32,"418787","50514","165024","31822","49147",58.55,7.06,23.07,4.45,6.87
"Pueblo, CO",A,"2688","74","1586","31","260","4639",57.95,1.59,34.19,0.66,5.61,1.4,0.71,0.67,1.21,1.17,"33826","1825","41532","446","3911",41.48,2.24,50.93,0.55,4.8
"Pueblo, CO",B,"8199","369","10066","113","1108","19855",41.29,1.86,50.7,0.57,5.58,1,0.83,1,1.04,1.16,"33826","1825","41532","446","3911",41.48,2.24,50.93,0.55,4.8
"Pueblo, CO",C,"3210","253","5486","45","535","9528",33.69,2.65,57.58,0.47,5.61,0.81,1.19,1.13,0.86,1.17,"33826","1825","41532","446","3911",41.48,2.24,50.93,0.55,4.8
"Pueblo, CO",D,"2293","174","3668","31","382","6548",35.02,2.65,56.02,0.47,5.84,0.84,1.19,1.1,0.86,1.22,"33826","1825","41532","446","3911",41.48,2.24,50.93,0.55,4.8
"Racine, WI",A,"495","15","64","7","30","611",81.04,2.41,10.51,1.17,4.87,1.58,0.12,0.48,1.15,0.85,"49521","19349","20911","976","5512",51.44,20.1,21.72,1.01,5.73
"Racine, WI",B,"8176","1261","2220","68","682","12407",65.9,10.17,17.89,0.55,5.5,1.28,0.51,0.82,0.54,0.96,"49521","19349","20911","976","5512",51.44,20.1,21.72,1.01,5.73
"Racine, WI",C,"11416","6466","7246","126","1644","26898",42.44,24.04,26.94,0.47,6.11,0.83,1.2,1.24,0.46,1.07,"49521","19349","20911","976","5512",51.44,20.1,21.72,1.01,5.73
"Racine, WI",D,"6290","4225","5052","97","974","16638",37.8,25.39,30.37,0.58,5.85,0.73,1.26,1.4,0.58,1.02,"49521","19349","20911","976","5512",51.44,20.1,21.72,1.01,5.73
"Richmond, VA",A,"7543","525","201","104","265","8638",87.32,6.08,2.33,1.21,3.06,2.11,0.14,0.26,0.42,0.63,"126888","128479","27279","8711","14842",41.44,41.96,8.91,2.85,4.85
"Richmond, VA",B,"17423","3059","928","444","1114","22969",75.85,13.32,4.04,1.93,4.85,1.83,0.32,0.45,0.68,1,"126888","128479","27279","8711","14842",41.44,41.96,8.91,2.85,4.85
"Richmond, VA",C,"19374","13623","1886","846","2017","37745",51.33,36.09,5,2.24,5.34,1.24,0.86,0.56,0.79,1.1,"126888","128479","27279","8711","14842",41.44,41.96,8.91,2.85,4.85
"Richmond, VA",D,"9280","23337","1698","813","1869","36996",25.08,63.08,4.59,2.2,5.05,0.61,1.5,0.52,0.77,1.04,"126888","128479","27279","8711","14842",41.44,41.96,8.91,2.85,4.85
"Roanoke, VA",A,"997","10","17","15","36","1074",92.84,0.89,1.54,1.4,3.34,1.38,0.05,0.23,0.47,0.62,"126614","33584","12344","5556","10172",67.25,17.84,6.56,2.95,5.4
"Roanoke, VA",B,"4806","575","520","136","359","6395",75.15,8.99,8.13,2.12,5.61,1.12,0.5,1.24,0.72,1.04,"126614","33584","12344","5556","10172",67.25,17.84,6.56,2.95,5.4
"Roanoke, VA",C,"15314","6126","1840","434","1643","25357",60.39,24.16,7.26,1.71,6.48,0.9,1.35,1.11,0.58,1.2,"126614","33584","12344","5556","10172",67.25,17.84,6.56,2.95,5.4
"Roanoke, VA",D,"10196","5012","1639","242","1288","18377",55.48,27.28,8.92,1.32,7.01,0.83,1.53,1.36,0.45,1.3,"126614","33584","12344","5556","10172",67.25,17.84,6.56,2.95,5.4
"Rochester, MN",A,"1253","18","80","148","64","1563",80.18,1.13,5.12,9.46,4.1,1.18,0.11,0.61,1.28,0.67,"15925","2321","1963","1724","1437",68.14,9.93,8.4,7.38,6.15
"Rochester, MN",B,"2819","322","362","378","278","4158",67.79,7.75,8.71,9.08,6.67,0.99,0.78,1.04,1.23,1.09,"15925","2321","1963","1724","1437",68.14,9.93,8.4,7.38,6.15
"Rochester, MN",C,"4247","518","569","448","411","6192",68.58,8.36,9.19,7.23,6.64,1.01,0.84,1.09,0.98,1.08,"15925","2321","1963","1724","1437",68.14,9.93,8.4,7.38,6.15
"Rochester, MN",D,"680","94","82","143","57","1056",64.39,8.91,7.8,13.51,5.39,0.94,0.9,0.93,1.83,0.88,"15925","2321","1963","1724","1437",68.14,9.93,8.4,7.38,6.15
"Rochester, NY",A,"10306","476","557","439","654","12433",82.89,3.83,4.48,3.53,5.26,1.49,0.17,0.34,0.86,1.09,"248955","99333","59483","18333","21660",55.6,22.18,13.28,4.09,4.84
"Rochester, NY",B,"24215","14682","4947","1811","2507","48161",50.28,30.48,10.27,3.76,5.21,0.9,1.37,0.77,0.92,1.08,"248955","99333","59483","18333","21660",55.6,22.18,13.28,4.09,4.84
"Rochester, NY",C,"64342","48070","30238","4395","8099","155143",41.47,30.98,19.49,2.83,5.22,0.75,1.4,1.47,0.69,1.08,"248955","99333","59483","18333","21660",55.6,22.18,13.28,4.09,4.84
"Rochester, NY",D,"6230","16269","8421","842","1663","33424",18.64,48.67,25.19,2.52,4.98,0.34,2.19,1.9,0.61,1.03,"248955","99333","59483","18333","21660",55.6,22.18,13.28,4.09,4.84
"Rockford, IL",A,"1861","105","220","36","129","2351",79.14,4.49,9.35,1.55,5.47,1.47,0.23,0.51,0.57,0.98,"93312","33989","32009","4683","9722",53.72,19.57,18.43,2.7,5.6
"Rockford, IL",B,"9656","2355","2285","284","885","15466",62.43,15.22,14.78,1.84,5.73,1.16,0.78,0.8,0.68,1.02,"93312","33989","32009","4683","9722",53.72,19.57,18.43,2.7,5.6
"Rockford, IL",C,"13794","6813","6120","564","1858","29150",47.32,23.37,21,1.94,6.37,0.88,1.19,1.14,0.72,1.14,"93312","33989","32009","4683","9722",53.72,19.57,18.43,2.7,5.6
"Rockford, IL",D,"12012","10910","9816","850","2064","35653",33.69,30.6,27.53,2.39,5.79,0.63,1.56,1.49,0.88,1.03,"93312","33989","32009","4683","9722",53.72,19.57,18.43,2.7,5.6
"Sacramento-Roseville-Folsom, CA",A,"3521","54","606","386","418","4986",70.62,1.08,12.16,7.75,8.39,1.68,0.12,0.41,0.77,0.97,"103578","23051","73467","24625","21401",42.08,9.37,29.85,10.01,8.7
"Sacramento-Roseville-Folsom, CA",B,"10313","513","2510","858","1344","15537",66.38,3.3,16.16,5.52,8.65,1.58,0.35,0.54,0.55,0.99,"103578","23051","73467","24625","21401",42.08,9.37,29.85,10.01,8.7
"Sacramento-Roseville-Folsom, CA",C,"30587","5424","18434","5032","5366","64843",47.17,8.36,28.43,7.76,8.28,1.12,0.89,0.95,0.78,0.95,"103578","23051","73467","24625","21401",42.08,9.37,29.85,10.01,8.7
"Sacramento-Roseville-Folsom, CA",D,"5845","885","2922","1543","1179","12374",47.23,7.16,23.61,12.47,9.53,1.12,0.76,0.79,1.25,1.1,"103578","23051","73467","24625","21401",42.08,9.37,29.85,10.01,8.7
"Saginaw, MI",A,"942","304","185","5","85","1521",61.9,20,12.19,0.35,5.56,1.34,0.59,0.9,0.35,1.03,"39102","28876","11469","848","4571",46.07,34.03,13.51,1,5.39
"Saginaw, MI",B,"4488","1206","895","41","355","6985",64.25,17.26,12.82,0.59,5.08,1.39,0.51,0.95,0.59,0.94,"39102","28876","11469","848","4571",46.07,34.03,13.51,1,5.39
"Saginaw, MI",C,"12404","17652","5942","150","2242","38390",32.31,45.98,15.48,0.39,5.84,0.7,1.35,1.15,0.39,1.08,"39102","28876","11469","848","4571",46.07,34.03,13.51,1,5.39
"Saginaw, MI",D,"1616","1582","821","12","307","4338",37.26,36.47,18.93,0.27,7.08,0.81,1.07,1.4,0.27,1.31,"39102","28876","11469","848","4571",46.07,34.03,13.51,1,5.39
"Salt Lake City, UT",A,"10892","72","579","496","630","12669",85.97,0.57,4.57,3.92,4.98,1.41,0.18,0.21,0.7,0.64,"156318","8185","56880","14340","19843",61.17,3.2,22.26,5.61,7.76
"Salt Lake City, UT",B,"40632","750","5960","1955","3530","52827",76.91,1.42,11.28,3.7,6.68,1.26,0.44,0.51,0.66,0.86,"156318","8185","56880","14340","19843",61.17,3.2,22.26,5.61,7.76
"Salt Lake City, UT",C,"22032","936","8788","2034","2836","36625",60.16,2.55,23.99,5.55,7.74,0.98,0.8,1.08,0.99,1,"156318","8185","56880","14340","19843",61.17,3.2,22.26,5.61,7.76
"Salt Lake City, UT",D,"19786","2425","19269","2777","4972","49228",40.19,4.93,39.14,5.64,10.1,0.66,1.54,1.76,1.01,1.3,"156318","8185","56880","14340","19843",61.17,3.2,22.26,5.61,7.76
"San Antonio-New Braunfels, TX",A,"5588","377","12361","209","437","18972",29.45,1.99,65.15,1.1,2.3,2.05,0.4,0.83,1.29,1.28,"71814","24698","390337","4276","9015",14.36,4.94,78.05,0.85,1.8
"San Antonio-New Braunfels, TX",B,"15862","1195","46005","548","1430","65040",24.39,1.84,70.73,0.84,2.2,1.7,0.37,0.91,0.99,1.22,"71814","24698","390337","4276","9015",14.36,4.94,78.05,0.85,1.8
"San Antonio-New Braunfels, TX",C,"8610","2009","92951","540","1252","105362",8.17,1.91,88.22,0.51,1.19,0.57,0.39,1.13,0.6,0.66,"71814","24698","390337","4276","9015",14.36,4.94,78.05,0.85,1.8
"San Antonio-New Braunfels, TX",D,"7057","5540","69962","446","1212","84218",8.38,6.58,83.07,0.53,1.44,0.58,1.33,1.06,0.62,0.8,"71814","24698","390337","4276","9015",14.36,4.94,78.05,0.85,1.8
"San Diego-Chula Vista-Carlsbad, CA",A,"14807","334","2676","939","1397","20152",73.48,1.66,13.28,4.66,6.93,1.8,0.24,0.4,0.36,1.08,"503181","83252","407558","157305","79059",40.9,6.77,33.13,12.79,6.43
"San Diego-Chula Vista-Carlsbad, CA",B,"48240","1952","12656","4150","5125","72122",66.89,2.71,17.55,5.75,7.11,1.64,0.4,0.53,0.45,1.11,"503181","83252","407558","157305","79059",40.9,6.77,33.13,12.79,6.43
"San Diego-Chula Vista-Carlsbad, CA",C,"77313","12765","60394","16176","11062","177711",43.51,7.18,33.98,9.1,6.22,1.06,1.06,1.03,0.71,0.97,"503181","83252","407558","157305","79059",40.9,6.77,33.13,12.79,6.43
"San Diego-Chula Vista-Carlsbad, CA",D,"22635","18273","92320","18688","6796","158711",14.26,11.51,58.17,11.77,4.28,0.35,1.7,1.76,0.92,0.67,"503181","83252","407558","157305","79059",40.9,6.77,33.13,12.79,6.43
"San Francisco-Oakland-Berkeley, CA",A,"34681","1588","4081","9715","4808","54873",63.2,2.89,7.44,17.7,8.76,1.85,0.32,0.36,0.61,1.26,"681698","180454","409441","581656","137973",34.24,9.06,20.56,29.21,6.93
"San Francisco-Oakland-Berkeley, CA",B,"107751","16766","28223","78623","19076","250439",43.02,6.69,11.27,31.39,7.62,1.26,0.74,0.55,1.07,1.1,"681698","180454","409441","581656","137973",34.24,9.06,20.56,29.21,6.93
"San Francisco-Oakland-Berkeley, CA",C,"173369","44514","89892","109533","31959","449266",38.59,9.91,20.01,24.38,7.11,1.13,1.09,0.97,0.83,1.03,"681698","180454","409441","581656","137973",34.24,9.06,20.56,29.21,6.93
"San Francisco-Oakland-Berkeley, CA",D,"109640","48363","93222","85612","24286","361123",30.36,13.39,25.81,23.71,6.73,0.89,1.48,1.26,0.81,0.97,"681698","180454","409441","581656","137973",34.24,9.06,20.56,29.21,6.93
"San Jose-Sunnyvale-Santa Clara, CA",A,"1525","72","733","493","237","3060",49.85,2.36,23.95,16.1,7.74,1.72,0.68,0.64,0.65,1.49,"90969","10860","118075","78430","16336",28.91,3.45,37.52,24.92,5.19
"San Jose-Sunnyvale-Santa Clara, CA",B,"10493","498","4646","2655","1381","19672",53.34,2.53,23.62,13.5,7.02,1.85,0.73,0.63,0.54,1.35,"90969","10860","118075","78430","16336",28.91,3.45,37.52,24.92,5.19
"San Jose-Sunnyvale-Santa Clara, CA",C,"16361","1649","20398","7654","2818","48880",33.47,3.37,41.73,15.66,5.77,1.16,0.98,1.11,0.63,1.11,"90969","10860","118075","78430","16336",28.91,3.45,37.52,24.92,5.19
"San Jose-Sunnyvale-Santa Clara, CA",D,"9346","1812","24840","7765","2070","45833",20.39,3.95,54.2,16.94,4.52,0.71,1.15,1.44,0.68,0.87,"90969","10860","118075","78430","16336",28.91,3.45,37.52,24.92,5.19
"Savannah, GA",A,"1648","1436","175","48","171","3477",47.39,41.29,5.02,1.39,4.91,1.35,0.78,1.04,0.45,1.33,"21125","31938","2912","1866","2224",35.17,53.17,4.85,3.11,3.7
"Savannah, GA",B,"4835","6800","497","178","524","12834",37.67,52.99,3.88,1.38,4.08,1.07,1,0.8,0.45,1.1,"21125","31938","2912","1866","2224",35.17,53.17,4.85,3.11,3.7
"Savannah, GA",C,"3410","5453","462","386","422","10133",33.65,53.82,4.56,3.81,4.17,0.96,1.01,0.94,1.22,1.13,"21125","31938","2912","1866","2224",35.17,53.17,4.85,3.11,3.7
"Savannah, GA",D,"2119","2798","363","383","182","5845",36.26,47.86,6.21,6.56,3.11,1.03,0.9,1.28,2.11,0.84,"21125","31938","2912","1866","2224",35.17,53.17,4.85,3.11,3.7
"Scranton--Wilkes-Barre, PA",A,"27713","4962","9614","743","2009","45041",61.53,11.02,21.35,1.65,4.46,0.84,1.34,1.64,1.08,1.1,"87597","9877","15580","1836","4844",73.16,8.25,13.01,1.53,4.05
"Scranton--Wilkes-Barre, PA",B,"9338","834","1070","82","598","11923",78.32,7,8.98,0.69,5.02,1.07,0.85,0.69,0.45,1.24,"87597","9877","15580","1836","4844",73.16,8.25,13.01,1.53,4.05
"Scranton--Wilkes-Barre, PA",D,"11185","475","765","140","415","12980",86.17,3.66,5.89,1.08,3.2,1.18,0.44,0.45,0.7,0.79,"87597","9877","15580","1836","4844",73.16,8.25,13.01,1.53,4.05
"Seattle-Tacoma-Bellevue, WA",A,"17317","386","1050","1306","1801","21859",79.22,1.76,4.8,5.97,8.24,1.43,0.25,0.42,0.37,0.84,"1416366","181637","290897","418258","251649",55.35,7.1,11.37,16.35,9.83
"Seattle-Tacoma-Bellevue, WA",B,"160312","6296","16231","25415","20483","228736",70.09,2.75,7.1,11.11,8.95,1.27,0.39,0.62,0.68,0.91,"1416366","181637","290897","418258","251649",55.35,7.1,11.37,16.35,9.83
"Seattle-Tacoma-Bellevue, WA",C,"129746","24703","22566","36646","24340","238000",54.52,10.38,9.48,15.4,10.23,0.98,1.46,0.83,0.94,1.04,"1416366","181637","290897","418258","251649",55.35,7.1,11.37,16.35,9.83
"Seattle-Tacoma-Bellevue, WA",D,"53406","13212","12930","19644","10966","110159",48.48,11.99,11.74,17.83,9.96,0.88,1.69,1.03,1.09,1.01,"1416366","181637","290897","418258","251649",55.35,7.1,11.37,16.35,9.83
"Shreveport-Bossier City, LA",A,"8730","1382","585","130","563","11389",76.65,12.13,5.13,1.14,4.94,2.44,0.21,1.07,1.03,1.21,"32727","60890","5012","1155","4252",31.46,58.53,4.82,1.11,4.09
"Shreveport-Bossier City, LA",B,"787","3630","187","19","196","4819",16.33,75.33,3.89,0.38,4.07,0.52,1.29,0.81,0.35,0.99,"32727","60890","5012","1155","4252",31.46,58.53,4.82,1.11,4.09
"Shreveport-Bossier City, LA",C,"2241","10263","625","88","704","13922",16.1,73.72,4.49,0.64,5.06,0.51,1.26,0.93,0.57,1.24,"32727","60890","5012","1155","4252",31.46,58.53,4.82,1.11,4.09
"Shreveport-Bossier City, LA",D,"968","8202","352","32","340","9894",9.78,82.89,3.56,0.33,3.44,0.31,1.42,0.74,0.29,0.84,"32727","60890","5012","1155","4252",31.46,58.53,4.82,1.11,4.09
"Sioux City, IA-NE-SD",A,"5116","635","1583","361","701","8397",60.93,7.57,18.86,4.3,8.35,1.01,1.28,0.79,1.38,1.22,"67833","6665","26665","3490","7665",60.39,5.93,23.74,3.11,6.82
"Sioux City, IA-NE-SD",B,"9430","1360","4985","645","1578","17998",52.4,7.56,27.7,3.58,8.77,0.87,1.27,1.17,1.15,1.28,"67833","6665","26665","3490","7665",60.39,5.93,23.74,3.11,6.82
"Sioux City, IA-NE-SD",C,"17378","1341","7154","877","2180","28929",60.07,4.63,24.73,3.03,7.54,0.99,0.78,1.04,0.98,1.1,"67833","6665","26665","3490","7665",60.39,5.93,23.74,3.11,6.82
"Sioux City, IA-NE-SD",D,"18970","1548","3942","766","1573","26799",70.79,5.78,14.71,2.86,5.87,1.17,0.97,0.62,0.92,0.86,"67833","6665","26665","3490","7665",60.39,5.93,23.74,3.11,6.82
"South Bend-Mishawaka, IN-MI",A,"5944","504","507","89","335","7378",80.55,6.83,6.88,1.2,4.54,1.25,0.43,0.61,0.47,0.75,"135151","33520","23603","5332","12736",64.25,15.94,11.22,2.53,6.05
"South Bend-Mishawaka, IN-MI",B,"7757","2144","1158","97","812","11969",64.81,17.91,9.68,0.81,6.78,1.01,1.12,0.86,0.32,1.12,"135151","33520","23603","5332","12736",64.25,15.94,11.22,2.53,6.05
"South Bend-Mishawaka, IN-MI",C,"27288","12112","9812","585","3909","53706",50.81,22.55,18.27,1.09,7.28,0.79,1.42,1.63,0.43,1.2,"135151","33520","23603","5332","12736",64.25,15.94,11.22,2.53,6.05
"South Bend-Mishawaka, IN-MI",D,"4557","3504","1992","81","804","10937",41.66,32.03,18.21,0.74,7.35,0.65,2.01,1.62,0.29,1.21,"135151","33520","23603","5332","12736",64.25,15.94,11.22,2.53,6.05
"Spokane-Spokane Valley, WA",A,"7091","96","407","135","634","8363",84.8,1.15,4.86,1.61,7.58,1.1,0.44,0.68,0.59,0.72,"182782","6171","16915","6466","25102",76.98,2.6,7.12,2.72,10.57
"Spokane-Spokane Valley, WA",B,"20842","448","1480","435","2262","25467",81.84,1.76,5.81,1.71,8.88,1.06,0.68,0.82,0.63,0.84,"182782","6171","16915","6466","25102",76.98,2.6,7.12,2.72,10.57
"Spokane-Spokane Valley, WA",C,"69523","2689","6960","2480","10794","92446",75.2,2.91,7.53,2.68,11.68,0.98,1.12,1.06,0.99,1.1,"182782","6171","16915","6466","25102",76.98,2.6,7.12,2.72,10.57
"Spokane-Spokane Valley, WA",D,"14712","863","1710","728","2708","20722",71,4.17,8.25,3.52,13.07,0.92,1.6,1.16,1.29,1.24,"182782","6171","16915","6466","25102",76.98,2.6,7.12,2.72,10.57
"Springfield, IL",A,"4429","245","187","75","242","5178",85.54,4.72,3.61,1.46,4.68,1.35,0.19,1.06,0.8,0.71,"53922","21122","2883","1542","5639",63.36,24.82,3.39,1.81,6.63
"Springfield, IL",B,"7669","1824","386","110","740","10730",71.48,17,3.6,1.03,6.9,1.13,0.69,1.06,0.57,1.04,"53922","21122","2883","1542","5639",63.36,24.82,3.39,1.81,6.63
"Springfield, IL",C,"4912","2143","308","161","659","8182",60.03,26.19,3.76,1.96,8.05,0.95,1.06,1.11,1.08,1.22,"53922","21122","2883","1542","5639",63.36,24.82,3.39,1.81,6.63
"Springfield, IL",D,"8428","7654","743","145","1336","18306",46.04,41.81,4.06,0.79,7.3,0.73,1.68,1.2,0.44,1.1,"53922","21122","2883","1542","5639",63.36,24.82,3.39,1.81,6.63
"Springfield, MA",A,"1204","33","143","28","47","1454",82.76,2.24,9.85,1.94,3.21,1.49,0.52,0.28,1.15,0.87,"66933","5205","41940","2026","4441",55.53,4.32,34.79,1.68,3.68
"Springfield, MA",B,"9584","659","6735","193","708","17879",53.6,3.69,37.67,1.08,3.96,0.97,0.85,1.08,0.64,1.07,"66933","5205","41940","2026","4441",55.53,4.32,34.79,1.68,3.68
"Springfield, MA",C,"23040","1377","11893","546","1553","38409",59.98,3.59,30.96,1.42,4.04,1.08,0.83,0.89,0.85,1.1,"66933","5205","41940","2026","4441",55.53,4.32,34.79,1.68,3.68
"Springfield, MA",D,"5031","489","6580","168","371","12638",39.81,3.87,52.07,1.33,2.93,0.72,0.9,1.5,0.79,0.8,"66933","5205","41940","2026","4441",55.53,4.32,34.79,1.68,3.68
"Springfield, MO",A,"945","28","41","16","73","1103",85.68,2.5,3.75,1.48,6.59,1.1,0.42,0.63,0.91,0.74,"66103","5044","5050","1377","7545",77.66,5.93,5.93,1.62,8.86
"Springfield, MO",B,"4312","98","219","128","361","5118",84.26,1.91,4.28,2.49,7.05,1.09,0.32,0.72,1.54,0.8,"66103","5044","5050","1377","7545",77.66,5.93,5.93,1.62,8.86
"Springfield, MO",C,"12441","1207","951","479","1332","16410",75.81,7.36,5.79,2.92,8.12,0.98,1.24,0.98,1.81,0.92,"66103","5044","5050","1377","7545",77.66,5.93,5.93,1.62,8.86
"Springfield, MO",D,"19179","1756","1601","229","2539","25304",75.8,6.94,6.33,0.9,10.04,0.98,1.17,1.07,0.56,1.13,"66103","5044","5050","1377","7545",77.66,5.93,5.93,1.62,8.86
"Springfield, OH",A,"2967","457","146","21","248","3839",77.28,11.91,3.82,0.54,6.46,1.14,0.64,0.77,0.81,0.82,"38585","10482","2829","375","4450",68.03,18.48,4.99,0.66,7.84
"Springfield, OH",B,"6538","1663","544","74","901","9720",67.26,17.11,5.6,0.76,9.27,0.99,0.93,1.12,1.16,1.18,"38585","10482","2829","375","4450",68.03,18.48,4.99,0.66,7.84
"Springfield, OH",C,"11544","3485","962","61","1411","17462",66.11,19.96,5.51,0.35,8.08,0.97,1.08,1.1,0.53,1.03,"38585","10482","2829","375","4450",68.03,18.48,4.99,0.66,7.84
"Springfield, OH",D,"2135","1452","262","6","444","4300",49.66,33.77,6.1,0.15,10.33,0.73,1.83,1.22,0.23,1.32,"38585","10482","2829","375","4450",68.03,18.48,4.99,0.66,7.84
"St. Joseph, MO-KS",A,"319","18","37","12","24","410",77.79,4.33,8.98,2.94,5.97,1,0.71,1.19,2.68,0.84,"49467","3885","4793","693","4513",78.08,6.13,7.57,1.09,7.12
"St. Joseph, MO-KS",B,"2561","99","217","56","222","3155",81.2,3.13,6.87,1.76,7.05,1.04,0.51,0.91,1.61,0.99,"49467","3885","4793","693","4513",78.08,6.13,7.57,1.09,7.12
"St. Joseph, MO-KS",C,"3940","202","340","54","428","4963",79.38,4.06,6.85,1.08,8.62,1.02,0.66,0.91,0.99,1.21,"49467","3885","4793","693","4513",78.08,6.13,7.57,1.09,7.12
"St. Joseph, MO-KS",D,"16151","1487","2342","118","1923","22022",73.34,6.75,10.64,0.54,8.73,0.94,1.1,1.41,0.49,1.23,"49467","3885","4793","693","4513",78.08,6.13,7.57,1.09,7.12
"St. Louis, MO-IL",A,"49210","12504","2524","4225","3411","71874",68.47,17.4,3.51,5.88,4.75,1.38,0.46,0.74,1.81,0.96,"461043","350098","44529","30335","46177",49.46,37.56,4.78,3.25,4.95
"St. Louis, MO-IL",B,"92515","74109","9092","8445","9960","194121",47.66,38.18,4.68,4.35,5.13,0.96,1.02,0.98,1.34,1.04,"461043","350098","44529","30335","46177",49.46,37.56,4.78,3.25,4.95
"St. Louis, MO-IL",C,"52876","68455","6392","3166","7247","138137",38.28,49.56,4.63,2.29,5.25,0.77,1.32,0.97,0.7,1.06,"461043","350098","44529","30335","46177",49.46,37.56,4.78,3.25,4.95
"St. Louis, MO-IL",D,"24435","41450","5363","1391","3859","76499",31.94,54.18,7.01,1.82,5.04,0.65,1.44,1.47,0.56,1.02,"461043","350098","44529","30335","46177",49.46,37.56,4.78,3.25,4.95
"Stockton, CA",A,"1872","152","1320","227","299","3870",48.36,3.92,34.12,5.86,7.74,3.32,0.38,0.58,0.53,1.62,"24328","17194","99118","18601","8007",14.55,10.28,59.26,11.12,4.79
"Stockton, CA",B,"4757","1179","8404","931","1164","16434",28.94,7.17,51.14,5.66,7.08,1.99,0.7,0.86,0.51,1.48,"24328","17194","99118","18601","8007",14.55,10.28,59.26,11.12,4.79
"Stockton, CA",C,"2874","1831","12263","647","888","18504",15.53,9.9,66.27,3.5,4.8,1.07,0.96,1.12,0.31,1,"24328","17194","99118","18601","8007",14.55,10.28,59.26,11.12,4.79
"Stockton, CA",D,"1673","1390","19853","2127","844","25887",6.46,5.37,76.69,8.22,3.26,0.44,0.52,1.29,0.74,0.68,"24328","17194","99118","18601","8007",14.55,10.28,59.26,11.12,4.79
"Syracuse, NY",A,"8104","1786","825","356","699","11771",68.85,15.17,7.01,3.02,5.94,1.15,0.77,0.88,0.52,0.89,"149706","48886","19782","14443","16678",60,19.59,7.93,5.79,6.68
"Syracuse, NY",B,"32335","10682","4552","3458","3649","54676",59.14,19.54,8.33,6.32,6.67,0.99,1,1.05,1.09,1,"149706","48886","19782","14443","16678",60,19.59,7.93,5.79,6.68
"Syracuse, NY",C,"31144","19700","6178","4366","5210","66596",46.77,29.58,9.28,6.56,7.82,0.78,1.51,1.17,1.13,1.17,"149706","48886","19782","14443","16678",60,19.59,7.93,5.79,6.68
"Syracuse, NY",D,"5435","5310","2741","1051","1336","15873",34.24,33.45,17.27,6.62,8.41,0.57,1.71,2.18,1.14,1.26,"149706","48886","19782","14443","16678",60,19.59,7.93,5.79,6.68
"Tampa-St. Petersburg-Clearwater, FL",A,"8698","157","1079","297","430","10661",81.59,1.48,10.12,2.78,4.04,1.52,0.1,0.44,0.69,0.83,"694493","187621","298272","52216","62888",53.61,14.48,23.02,4.03,4.85
"Tampa-St. Petersburg-Clearwater, FL",B,"27945","2559","6359","1024","2038","39924",69.99,6.41,15.93,2.56,5.11,1.31,0.44,0.69,0.64,1.05,"694493","187621","298272","52216","62888",53.61,14.48,23.02,4.03,4.85
"Tampa-St. Petersburg-Clearwater, FL",C,"42280","19204","8881","1570","4007","75941",55.67,25.29,11.69,2.07,5.28,1.04,1.75,0.51,0.51,1.09,"694493","187621","298272","52216","62888",53.61,14.48,23.02,4.03,4.85
"Tampa-St. Petersburg-Clearwater, FL",D,"32163","35900","20712","2471","4348","95594",33.65,37.55,21.67,2.58,4.55,0.63,2.59,0.94,0.64,0.94,"694493","187621","298272","52216","62888",53.61,14.48,23.02,4.03,4.85
"Terre Haute, IN",A,"1679","87","53","17","113","1949",86.14,4.47,2.72,0.85,5.82,1.08,0.5,0.81,0.61,0.9,"43392","4896","1829","767","3533",79.74,9,3.36,1.41,6.49
"Terre Haute, IN",B,"2033","177","58","4","178","2450",82.97,7.21,2.38,0.18,7.26,1.04,0.8,0.71,0.13,1.12,"43392","4896","1829","767","3533",79.74,9,3.36,1.41,6.49
"Terre Haute, IN",C,"14583","1975","763","181","1555","19057",76.52,10.36,4.01,0.95,8.16,0.96,1.15,1.19,0.67,1.26,"43392","4896","1829","767","3533",79.74,9,3.36,1.41,6.49
"Terre Haute, IN",D,"8614","1297","441","100","823","11275",76.4,11.5,3.91,0.89,7.3,0.96,1.28,1.16,0.63,1.12,"43392","4896","1829","767","3533",79.74,9,3.36,1.41,6.49
