season,player,possessions,DRAYMOND
2017,Lucas Nogueira,2252.363,0.7488467
2018,Lucas Nogueira,926.8996,1.266305
2016,Luis Montero,100.7696,-10.70359
2018,Luis Montero,17.10667,19.75343
2014,Luis Scola,3244.159,0.6942353
2015,Luis Scola,3354.982,-0.166786
2016,Luis Scola,3532.949,-1.005923
2017,Luis Scola,995.6639,-1.005909
2019,Luka Doncic,4912.229,-0.809001
2014,Luke Babbitt,915.7477,1.153215
2015,Luke Babbitt,1672.277,-1.225822
2016,Luke Babbitt,1776.789,-1.690378
2017,Luke Babbitt,2148.637,1.128677
2018,Luke Babbitt,1515.302,-1.501436
2018,Luke Kennard,2986.044,-1.155739
2019,Luke Kennard,3218.379,-1.212631
2018,Luke Kornet,684.4642,0.2357314
2019,Luke Kornet,1675.473,2.745362
2014,Luke Ridnour,2307.101,-3.117274
2015,Luke Ridnour,1396.593,-0.2546873
2014,Luol Deng,4306.971,-0.194337
2015,Luol Deng,4667.486,0.4380541
2016,Luol Deng,5781.086,0.0506919
2017,Luol Deng,3110.384,-0.5754619
2018,Luol Deng,29.20125,6.049096
2019,Luol Deng,829.4883,3.413716
2014,Maalik Wayns,23.04375,-3.601494
2017,Malachi Richardson,406.2712,-0.5708642
2018,Malachi Richardson,670.4369,-2.779273
2019,Malachi Richardson,241.02,-7.62904
2017,Malcolm Brogdon,4320.626,-0.6595258
2018,Malcolm Brogdon,3289.033,-0.5358074
2019,Malcolm Brogdon,4463.056,0.8778965
2017,Malcolm Delaney,2604.9,-1.711578
2018,Malcolm Delaney,2135.104,-0.0739758
2015,Malcolm Lee,4.95875,-2.544731
2018,Malcolm Miller,261.03,0.7761383
2019,Malcolm Miller,217.4094,5.225227
2014,Malcolm Thomas,133.5169,5.358976
2015,Malcolm Thomas,422.3946,-3.479517
2017,Malik Beasley,364.2375,-0.0560851
2018,Malik Beasley,1265.11,-1.039444
2019,Malik Beasley,4532.263,-1.876715
2018,Malik Monk,1828.094,-3.331438
2019,Malik Monk,2702.865,-1.982134
2018,Mangok Mathiang,43.43333,1.24227
2014,Manny Harris,375.6,-3.505622
2017,Manny Harris,51.01042,-8.608786
2014,Manu Ginobili,4418.928,-0.1160017
2015,Manu Ginobili,3525.912,-0.57237
2016,Manu Ginobili,2752.521,0.7270693
2017,Manu Ginobili,3353.283,-0.4475645
2018,Manu Ginobili,2923.061,1.156407
2014,MarShon Brooks,679.6265,-1.128503
2018,MarShon Brooks,394.8458,-1.431783
2019,MarShon Brooks,789.9638,-0.081944
2014,Marc Gasol,4298.051,0.2205143
2015,Marc Gasol,6062.403,1.286604
2016,Marc Gasol,3502.524,0.9554703
2017,Marc Gasol,5385.71,0.2014102
2018,Marc Gasol,4799.445,0.7389863
2019,Marc Gasol,6447.902,0.7448357
2016,Marcelo Huertas,1746.328,-0.5264766
2017,Marcelo Huertas,505.9456,-4.035975
2014,Marcin Gortat,6014.826,0.7729304
2015,Marcin Gortat,5554.951,1.621325
2016,Marcin Gortat,4686.37,1.134823
2017,Marcin Gortat,6099.165,-0.321724
2018,Marcin Gortat,4594.24,0.8181264
2019,Marcin Gortat,1579.603,2.002203
2014,Marco Belinelli,4839.277,-1.298468
2015,Marco Belinelli,3042.182,-1.67136
2016,Marco Belinelli,3549.168,-1.391753
2017,Marco Belinelli,3667.496,-1.13603
2018,Marco Belinelli,4716.809,-1.2144
2019,Marco Belinelli,4178.87,-0.54977
2019,Marcus Derrickson,138.8296,2.390496
2017,Marcus Georges-Hunt,100.51,-11.24402
2018,Marcus Georges-Hunt,491.2358,-1.579524
2014,Marcus Morris,3704.25,-0.9562117
2015,Marcus Morris,4219.09,-0.323113
2016,Marcus Morris,6015.175,0.3269506
2017,Marcus Morris,5157.787,0.6106465
2018,Marcus Morris,4117.75,0.4923457
2019,Marcus Morris,5008.733,-0.3261464
2018,Marcus Paige,57.46417,1.879476
2015,Marcus Smart,3884.246,-0.5564024
2016,Marcus Smart,3979.974,-0.0751871
2017,Marcus Smart,6098.283,0.1119299
2018,Marcus Smart,4273.947,0.4074494
2019,Marcus Smart,4760.152,-0.0094045
2014,Marcus Thornton,3675.844,-1.176744
2015,Marcus Thornton,1487.848,0.2586654
2016,Marcus Thornton,2367.494,-0.9599692
2017,Marcus Thornton,1181.625,-0.4132028
2014,Mario Chalmers,5269.981,-0.5362129
2015,Mario Chalmers,4616.613,0.4674044
2016,Mario Chalmers,2787.022,0.9109746
2018,Mario Chalmers,2978.179,0.1598952
2016,Mario Hezonja,2918.728,-1.085079
2017,Mario Hezonja,1966,-0.4406173
2018,Mario Hezonja,3436.894,0.3046756
2019,Mario Hezonja,2549.434,-1.215411
2015,Markel Brown,1595.18,-2.262045
2016,Markel Brown,2022.715,-2.832081
2018,Markel Brown,63.51125,1.038327
2018,Markelle Fultz,620.1854,1.773343
2019,Markelle Fultz,940.8234,0.8050151
2014,Markieff Morris,4430.694,-0.5063031
2015,Markieff Morris,5275.457,-0.3461678
2016,Markieff Morris,3404.875,0.8402399
2017,Markieff Morris,5670.353,-0.0314441
2018,Markieff Morris,4387.529,0.3877054
2019,Markieff Morris,2863.223,0.9401299
2017,Marquese Chriss,3753.26,-1.726106
2018,Marquese Chriss,3309.136,0.5148461
2019,Marquese Chriss,1057.473,-1.303733
2014,Marquis Teague,866.1198,1.690122
2018,Marquis Teague,151.4379,-4.34797
2014,Marreese Speights,2222.606,-0.2541094
2015,Marreese Speights,2734.296,0.079685
2016,Marreese Speights,2185.887,1.117214
2017,Marreese Speights,2866.662,0.5299587
2018,Marreese Speights,1415.953,0.6634808
2017,Marshall Plumlee,354.6271,-0.7459134
2018,Marshall Plumlee,116.0467,0.5871179
2014,Martell Webster,4675.252,-0.4370817
2015,Martell Webster,736.2575,-2.59781
2019,Marvin Bagley III,3418.345,-0.2957602
2014,Marvin Williams,3256.976,0.1129489
2015,Marvin Williams,4075.935,0.9071405
2016,Marvin Williams,5168.014,0.143032
2017,Marvin Williams,4657.894,0.7104332
2018,Marvin Williams,4222.63,-0.2923508
2019,Marvin Williams,4467.302,-1.218744
2014,Mason Plumlee,2730.564,-0.3882825
2015,Mason Plumlee,3545.66,-1.097537
2016,Mason Plumlee,4933.161,-0.2021923
2017,Mason Plumlee,4444.978,0.33773
2018,Mason Plumlee,3035.99,1.226631
2019,Mason Plumlee,4086.416,1.330042
2014,Matt Barnes,4416.11,1.174644
2015,Matt Barnes,5455.836,0.8482469
2016,Matt Barnes,4649.857,-1.697225
2017,Matt Barnes,3761.42,-1.012116
2014,Matt Bonner,1677.855,0.9035304
2015,Matt Bonner,1973.129,2.422468
2016,Matt Bonner,410.1546,1.449247
2018,Matt Costello,64.59333,-1.411955
2018,Matt Williams Jr.,23.64083,10.46923
2014,Matthew Dellavedova,2563.978,-0.7227862
2015,Matthew Dellavedova,3685.765,0.8051254
2016,Matthew Dellavedova,4217.616,1.06567
2017,Matthew Dellavedova,4326.924,-0.2072835
2018,Matthew Dellavedova,1616.79,-1.00318
2019,Matthew Dellavedova,1718.107,-0.0974286
2014,Maurice Harkless,3899.594,0.428628
2015,Maurice Harkless,1369.063,-0.2906764
2016,Maurice Harkless,3586.691,-0.420911
2017,Maurice Harkless,4785.146,2.09299
2018,Maurice Harkless,2724.899,1.172922
2019,Maurice Harkless,3832.886,0.6600327
2017,Maurice Ndour,683.5839,4.179875
2018,Maxi Kleber,2481.847,-1.097707
2019,Maxi Kleber,3167.656,2.942533
2014,Melvin Ely,48.54937,2.36033
2019,Melvin Frazier Jr.,133.5625,-2.990253
2014,Metta World Peace,800.0884,-0.1419897
2016,Metta World Peace,1191.8,-0.3609142
2017,Metta World Peace,331.3,-5.322348
2014,Meyers Leonard,781.2623,-1.644076
2015,Meyers Leonard,1924.124,2.490768
2016,Meyers Leonard,2730.428,0.6707716
2017,Meyers Leonard,2625.133,0.1284685
2018,Meyers Leonard,564.4533,-2.85392
2019,Meyers Leonard,2211.993,-2.307427
2014,Michael Beasley,1694.816,0.9659339
2015,Michael Beasley,1010.421,1.291365
2016,Michael Beasley,952.3623,0.061181
2017,Michael Beasley,2006.761,-0.6337458
2018,Michael Beasley,3435.485,-0.6878642
2019,Michael Beasley,600.9746,-0.3740406
2014,Michael Carter-Williams,5081.973,-0.8353348
2015,Michael Carter-Williams,4733.464,-0.0805422
2016,Michael Carter-Williams,3346.439,0.4387586
2017,Michael Carter-Williams,1850.944,1.591006
2018,Michael Carter-Williams,1719.056,-0.3013766
2019,Michael Carter-Williams,1024.261,0.1754141
2017,Michael Gbinije,66.94,-8.43936
2014,Michael Kidd-Gilchrist,3062.714,1.475577
2015,Michael Kidd-Gilchrist,3158.13,0.458395
2016,Michael Kidd-Gilchrist,414.0146,3.989967
2017,Michael Kidd-Gilchrist,4762.598,0.6810961
2018,Michael Kidd-Gilchrist,3892.323,0.4785743
2019,Michael Kidd-Gilchrist,2511.27,1.919894
2019,Mikal Bridges,5175.905,-0.9787985
2014,Mike Conley,5171.52,0.315912
2015,Mike Conley,4825.353,-0.5808867
2016,Mike Conley,3461.099,-0.634468
2017,Mike Conley,4930.003,1.07733
2018,Mike Conley,751.051,2.416815
2019,Mike Conley,4816.226,0.3806102
2014,Mike Dunleavy,5276.448,1.270679
2015,Mike Dunleavy,4343.88,0.991632
2016,Mike Dunleavy,1429.726,0.2819142
2017,Mike Dunleavy,1880.842,1.37974
2014,Mike Harris,457.4531,1.410223
2018,Mike James,1527.191,2.014248
2014,Mike L. James,138.3112,7.510897
2014,Mike Miller,3683.255,-1.382187
2015,Mike Miller,1522.678,0.7779874
2016,Mike Miller,782.6006,0.139631
2017,Mike Miller,331.5079,-1.338042
2014,Mike Muscala,457.9656,-4.659092
2015,Mike Muscala,1215.715,-0.6857464
2016,Mike Muscala,1324.077,-0.9294954
2017,Mike Muscala,2776.381,0.5298371
2018,Mike Muscala,2283.858,0.0602083
2019,Mike Muscala,2889.205,0.6353414
2014,Mike Scott,3320.922,-0.8254286
2015,Mike Scott,2607.231,-0.2025398
2016,Mike Scott,2742.167,0.1090295
2017,Mike Scott,402.1063,-0.2068808
2018,Mike Scott,3198.033,-0.3615033
2019,Mike Scott,3519.863,-0.3210672
2017,Mike Tobey,50.13021,6.756369
2019,Miles Bridges,3624.846,-1.346092
2014,Miles Plumlee,3992.648,1.322938
2015,Miles Plumlee,2459.292,-0.2006186
2016,Miles Plumlee,1774.256,1.492802
2017,Miles Plumlee,977.2775,2.463348
2018,Miles Plumlee,1959.356,1.275791
2019,Miles Plumlee,393.1785,-0.7061205
2018,Milos Teodosic,2433.847,-1.948457
2019,Milos Teodosic,337.5,-4.553483
2018,Milton Doyle,268.5417,-0.549738
2017,Mindaugas Kuzminskas,2108.835,-3.297455
2018,Mindaugas Kuzminskas,5.405416,-2.493646
2014,Miroslav Raduljica,933.875,1.576469
2015,Miroslav Raduljica,49.03313,-4.314675
2014,Mirza Teletovic,3170.212,0.5681459
2015,Mirza Teletovic,1814.517,0.9694338
2016,Mirza Teletovic,3600.664,-1.113515
2017,Mirza Teletovic,2342.558,-0.8664932
2018,Mirza Teletovic,332.6744,-0.0136337
2015,Mitch McGary,1029.615,-0.3629532
2016,Mitch McGary,164.475,0.346559
2019,Mitchell Creek,103.8275,3.030477
2019,Mitchell Robinson,2881.5,3.322126
2019,Mo Bamba,1607.642,0.1476502
2014,Mo Williams,4134.475,-1.197356
2015,Mo Williams,3978.242,0.0649728
2016,Mo Williams,1637.837,0.1495527
2014,Monta Ellis,6534.856,-1.904525
2015,Monta Ellis,5945.931,0.6046882
2016,Monta Ellis,6079.063,0.7205921
2017,Monta Ellis,4245.768,-0.6477671
2018,Monte Morris,54.38021,5.450912
2019,Monte Morris,4560.982,-0.6163935
2016,Montrezl Harrell,844.6667,0.9089274
2017,Montrezl Harrell,2314.479,1.489933
2018,Montrezl Harrell,2782.644,0.8819256
2019,Montrezl Harrell,5059.705,1.821483
2019,Moritz Wagner,990.12,1.422899
2014,Mustafa Shakur,25.38479,7.321809
2018,Myke Henry,784.35,-1.522069
2016,Myles Turner,3245.785,1.692639
2017,Myles Turner,5460.56,1.760744
2018,Myles Turner,4147.365,0.9450559
2019,Myles Turner,4655.604,2.434031
2014,Nando De Colo,1002.169,-1.074638
2014,Nate Robinson,1759.423,-0.069289
2015,Nate Robinson,1202.081,2.558972
2016,Nate Robinson,49.85729,7.592498
2014,Nate Wolters,2590.184,-0.4385943
2015,Nate Wolters,488.6221,0.9206964
2018,Nate Wolters,35.91,-2.970208
2018,Naz Mitrou-Long,3.871042,-2.493646
2019,Naz Mitrou-Long,186.1825,1.095834
2014,Nazr Mohammed,1078.966,1.478314
2015,Nazr Mohammed,288.7792,5.407682
2016,Nazr Mohammed,61.58813,-0.8372518
2016,Nemanja Bjelica,2213.38,-0.0114317
2017,Nemanja Bjelica,2441.235,1.524402
2018,Nemanja Bjelica,2964.047,0.9088361
2019,Nemanja Bjelica,3949.617,1.758008
2014,Nemanja Nedovic,308.2229,1.524416
2014,Nene,3740.953,0.0163101
2015,Nene,3908.95,-0.2518209
2016,Nene,2328.169,-0.7371449
2017,Nene,2981.099,-0.5447841
2018,Nene,1863.211,1.873647
2019,Nene,1277.935,0.2324571
2015,Nerlens Noel,4705.292,0.1425257
2016,Nerlens Noel,4099.072,0.2283521
2017,Nerlens Noel,2184.344,0.1468384
2018,Nerlens Noel,992.2817,0.1241443
2019,Nerlens Noel,2437.404,2.148894
2014,Nick Calathes,2295.903,3.460058
2015,Nick Calathes,1927.235,2.387208
2014,Nick Collison,3129.278,1.165194
2015,Nick Collison,2254.986,-0.439481
2016,Nick Collison,1601.395,0.9907112
2017,Nick Collison,264.96,2.121317
2018,Nick Collison,159.4063,-0.4083085
2015,Nick Johnson,669.5333,1.113351
2014,Nick Young,3768.571,-0.4054103
2015,Nick Young,2041.667,1.012706
2016,Nick Young,2096.775,-2.6883
2017,Nick Young,3268.896,-2.58394
2018,Nick Young,3420.126,-1.22327
2019,Nick Young,78.7175,-9.167354
2014,Nicolas Batum,6894.651,0.2712694
2015,Nicolas Batum,5179.082,0.3779719
2016,Nicolas Batum,5237.64,-0.6006389
2017,Nicolas Batum,5313.055,-0.4217165
2018,Nicolas Batum,4159.688,-1.377146
2019,Nicolas Batum,4923.293,0.6174049
2017,Nicolas Brussino,1055.785,-3.109215
2018,Nicolas Brussino,21.19167,4.958299
2017,Nicolas Laprovittola,354.09,0.2631054
2018,Nigel Hayes,236.7294,2.448363
2015,Nik Stauskas,2318.098,0.1918192
2016,Nik Stauskas,3811.714,0.0374725
2017,Nik Stauskas,4576.111,-1.077805
2018,Nik Stauskas,1100.86,1.206937
2019,Nik Stauskas,2163.945,-2.228719
2016,Nikola Jokic,3517.99,0.8045387
2017,Nikola Jokic,4298.481,-1.157698
2018,Nikola Jokic,5012.73,-1.756373
2019,Nikola Jokic,6262.942,0.8719797
2015,Nikola Mirotic,3598.484,0.5766428
2016,Nikola Mirotic,3398.647,0.3181047
2017,Nikola Mirotic,3768.123,1.157348
2018,Nikola Mirotic,3929.42,0.3508805
2019,Nikola Mirotic,3443.532,0.3945358
2014,Nikola Pekovic,3463.198,-0.4054427
2015,Nikola Pekovic,1633.396,-0.5331843
2016,Nikola Pekovic,301.405,-1.017022
2014,Nikola Vucevic,3613.808,-0.1528459
2015,Nikola Vucevic,5058.527,-0.5047591
2016,Nikola Vucevic,4131.291,0.5384142
2017,Nikola Vucevic,4508.954,0.8177278
2018,Nikola Vucevic,3578.829,-1.014983
2019,Nikola Vucevic,5514.724,0.9354314
2015,Noah Vonleh,512.4423,-0.229501
2016,Noah Vonleh,2406.053,0.3042056
2017,Noah Vonleh,2824.697,1.645549
2018,Noah Vonleh,1808.156,-0.1632739
2019,Noah Vonleh,3662.479,0.0821514
2016,Norman Powell,1837.598,-0.3351946
2017,Norman Powell,3239.276,-1.75701
2018,Norman Powell,2295.583,-0.6844642
2019,Norman Powell,3206.835,0.7082186
2014,Norris Cole,4659.871,-1.526053
2015,Norris Cole,3719.207,0.4320405
2016,Norris Cole,2479.361,-2.093327
2017,Norris Cole,316.151,-0.4637705
2014,O.J. Mayo,2671.81,1.28996
2015,O.J. Mayo,3758.849,1.956261
2016,O.J. Mayo,2210.202,0.7432275
2018,OG Anunoby,3577.598,0.0624123
2019,OG Anunoby,2920.32,-0.0498874
2014,Ognjen Kuzmic,222.1525,-3.170971
2015,Ognjen Kuzmic,157.08,-4.00113
2017,Okaro White,956.13,-0.158613
2018,Okaro White,168.4167,0.0084546
2019,Okaro White,13.86125,11.94444
2018,Omari Johnson,154.2969,-5.99612
2019,Omari Spellman,1818.461,1.695296
2014,Omer Asik,2363.973,1.054253
2015,Omer Asik,4020.31,-0.3051992
2016,Omer Asik,2411.709,-0.0263388
2017,Omer Asik,1014.208,-0.9624856
2018,Omer Asik,385.2269,2.234809
2014,Omri Casspi,2703.923,1.598811
2015,Omri Casspi,2912.24,-1.775541
2016,Omri Casspi,4027.508,-1.119891
2017,Omri Casspi,1307.77,-1.999832
2018,Omri Casspi,1589.15,1.569746
2019,Omri Casspi,1100.558,1.847354
2014,Orlando Johnson,780.7496,1.34776
2016,Orlando Johnson,213.4971,-3.932835
2014,Othyus Jeffers,90.07563,6.565886
2014,Otto Porter Jr.,659.4316,-1.296702
2015,Otto Porter Jr.,3500.369,1.239212
2016,Otto Porter Jr.,4759.685,-1.844302
2017,Otto Porter Jr.,6283.449,-1.109923
2018,Otto Porter Jr.,5310.774,-1.605328
2019,Otto Porter Jr.,3634.027,-1.139196
2018,PJ Dozier,6.11625,16.62918
2019,PJ Dozier,111.8388,-8.811246
2015,PJ Hairston,1393.894,-1.245422
2016,PJ Hairston,2697.936,-0.6949891
2014,PJ Tucker,5103.981,-0.0827916
2015,PJ Tucker,4861.816,0.4469008
2016,PJ Tucker,5275.792,0.3403468
2017,PJ Tucker,5128.483,-0.295315
2018,PJ Tucker,5878.071,-0.8651422
2019,PJ Tucker,6631.786,0.8450865
2014,Pablo Prigioni,2455.876,-1.425551
2015,Pablo Prigioni,3040.53,-2.161735
2016,Pablo Prigioni,1743.592,-2.33444
2017,Pascal Siakam,1769.776,-0.7811478
2018,Pascal Siakam,3832.983,0.2065345
2019,Pascal Siakam,7195.181,1.646219
2016,Pat Connaughton,318.3085,5.584947
2017,Pat Connaughton,708.7225,0.9689133
2018,Pat Connaughton,3235.829,2.262101
2019,Pat Connaughton,3492.672,1.904196
2017,Patricio Garino,86.26875,-6.16518
2014,Patrick Beverley,3919.358,0.0511651
2015,Patrick Beverley,3514.805,-0.2775419
2016,Patrick Beverley,4469.351,0.5249289
2017,Patrick Beverley,5020.949,-0.4113003
2018,Patrick Beverley,671.8967,-2.872156
2019,Patrick Beverley,5029.338,1.24702
2015,Patrick Christopher,59.04521,-15.53375
2017,Patrick McCaw,2712.406,-2.13265
2018,Patrick McCaw,2060.363,-0.5795723
2019,Patrick McCaw,966.7277,-2.5394
2014,Patrick Patterson,3420.519,0.3571275
2015,Patrick Patterson,4495.112,-0.4213192
2016,Patrick Patterson,5063.612,0.7563658
2017,Patrick Patterson,3602.304,2.241252
2018,Patrick Patterson,2709.021,-0.3975873
2019,Patrick Patterson,1906.756,-0.1526592
2014,Patty Mills,3863.18,0.919281
2015,Patty Mills,1896.262,0.2971923
2016,Patty Mills,3770.266,-1.000788
2017,Patty Mills,4507.787,-0.8691234
2018,Patty Mills,4628.706,-0.8687855
2019,Patty Mills,4431.046,-0.9606175
2014,Pau Gasol,3959.148,0.4745443
2015,Pau Gasol,5946.568,1.714135
2016,Pau Gasol,4685.095,2.315094
2017,Pau Gasol,3993.822,0.7056652
2018,Pau Gasol,3886.316,1.551924
2019,Pau Gasol,783.7875,0.4780882
2014,Paul George,7102.394,1.668892
2015,Paul George,181.6588,3.056852
2016,Paul George,6339.954,1.004909
2017,Paul George,5798.464,-0.102171
2018,Paul George,6535.712,-1.223345
2019,Paul George,6639.482,0.0924507
2014,Paul Millsap,5521.348,0.4274445
2015,Paul Millsap,5931.223,-0.5246747
2016,Paul Millsap,6210.864,0.7944914
2017,Paul Millsap,5333.394,-0.1855008
2018,Paul Millsap,2354.58,2.443565
2019,Paul Millsap,4865.898,0.5895746
2014,Paul Pierce,4782.38,-0.1577264
2015,Paul Pierce,4484.56,0.7833501
2016,Paul Pierce,2639.881,0.9818048
2017,Paul Pierce,770.8912,2.691732
2017,Paul Zipser,1987.685,0.468882
2018,Paul Zipser,1681.475,-1.71735
2014,Pero Antic,2223.211,-0.8993284
2015,Pero Antic,2566.206,0.6201414
2014,Perry Jones III,1660.342,3.307906
2015,Perry Jones III,1299.729,-0.9693074
2014,Peyton Siva,428.8667,-0.0576127
2014,Phil Pressey,2268.245,-0.8132457
2015,Phil Pressey,1249.659,-1.017405
2016,Phil Pressey,634.4898,0.0239986
2017,Pierre Jackson,175.1575,3.303694
2014,Quincy Acy,1735.642,1.923113
2015,Quincy Acy,2533.781,1.281546
2016,Quincy Acy,1872.815,-0.5244219
2017,Quincy Acy,1184.051,1.414511
2018,Quincy Acy,2887.592,-0.3730273
2019,Quincy Acy,282.6694,0.7414913
2014,Quincy Miller,1690.761,1.593572
2015,Quincy Miller,253.9265,3.752423
2014,Quincy Pondexter,521.3813,-0.132674
2015,Quincy Pondexter,3769.307,-0.0688936
2018,Quincy Pondexter,412.1308,-0.8676143
2019,Quincy Pondexter,652.1216,3.338803
2017,Quinn Cook,385.6244,-3.636659
2018,Quinn Cook,1903.889,-1.87082
2019,Quinn Cook,2649.465,-2.105114
2016,RJ Hunter,757.8184,-0.8811454
2017,RJ Hunter,18.68813,-5.858577
2018,RJ Hunter,92.34375,8.81468
2019,RJ Hunter,53.65208,6.850925
2014,Rajon Rondo,1979.99,-3.713327
2015,Rajon Rondo,4281.23,-0.666763
2016,Rajon Rondo,5414.909,-1.338796
2017,Rajon Rondo,3891.444,-1.255351
2018,Rajon Rondo,4380.76,-1.792897
2019,Rajon Rondo,2992.406,-1.787589
2016,Rakeem Christmas,12.7875,-2.534407
2017,Rakeem Christmas,458.1662,-0.0339246
2014,Ramon Sessions,4405.401,-1.128303
2015,Ramon Sessions,2808.84,1.015697
2016,Ramon Sessions,3544.459,-1.574766
2017,Ramon Sessions,1713.744,-0.1194658
2018,Ramon Sessions,815.5183,-0.4508174
2014,Randy Foye,5219.536,-0.4946356
2015,Randy Foye,2250.543,-2.151614
2016,Randy Foye,3736.225,0.784383
2017,Randy Foye,2778.79,0.0119495
2016,Rashad Vaughn,2023.063,-1.893904
2017,Rashad Vaughn,947.8963,-1.203792
2018,Rashad Vaughn,435.1092,2.149994
2014,Rashard Lewis,2484.283,0.1669163
2014,Rasual Butler,889.8838,-0.7055787
2015,Rasual Butler,3030.315,0.4149032
2016,Rasual Butler,876.96,1.882122
2016,Raul Neto,2911.807,-0.5905532
2017,Raul Neto,836.3871,3.354016
2018,Raul Neto,1220.896,3.326163
2019,Raul Neto,1093.738,-0.204009
2019,Rawle Alkins,256.75,-0.1241717
2014,Ray Allen,4700.639,-1.618367
2014,Ray McCallum,1768.585,1.96379
2015,Ray McCallum,2949.783,-1.978934
2016,Ray McCallum,947.7239,-0.565625
2019,Ray Spalding,329.3836,-0.7091927
2014,Raymond Felton,3866.337,0.3217044
2015,Raymond Felton,660.4694,1.453351
2016,Raymond Felton,4777.953,1.379913
2017,Raymond Felton,3774.069,1.125193
2018,Raymond Felton,2931.717,0.6830324
2019,Raymond Felton,938.1789,1.569711
2014,Reggie Bullock,847.6833,1.814126
2015,Reggie Bullock,683.2454,3.384732
2016,Reggie Bullock,900.4141,0.0909718
2017,Reggie Bullock,954.9177,0.9392402
2018,Reggie Bullock,3569.363,-0.3557477
2019,Reggie Bullock,3973.735,-0.8596749
2014,Reggie Evans,1771.578,-2.436634
2015,Reggie Evans,1504.284,-2.613855
2018,Reggie Hearn,14.78896,10.29653
2014,Reggie Jackson,5660.391,0.8741224
2015,Reggie Jackson,4496.042,-0.6737092
2016,Reggie Jackson,5186.01,-0.976664
2017,Reggie Jackson,2873.81,-1.132916
2018,Reggie Jackson,2448.539,-0.7503935
2019,Reggie Jackson,4971.177,-1.822489
2014,Reggie Williams,34.64458,0.7640281
2015,Reggie Williams,211.3781,-2.488371
2017,Reggie Williams,170.5248,-3.615373
2014,Richard Jefferson,4300.135,-1.850104
2015,Richard Jefferson,2696.455,-0.0318836
2016,Richard Jefferson,3407.714,0.5229594
2017,Richard Jefferson,3707.72,0.6520234
2018,Richard Jefferson,344.7111,-3.461446
2016,Richaun Holmes,1501.987,-0.7031883
2017,Richaun Holmes,2539.599,-0.5964313
2018,Richaun Holmes,1648.942,0.7384267
2019,Richaun Holmes,2558.18,2.543295
2014,Ricky Ledo,70.11813,7.92294
2015,Ricky Ledo,493.9358,-0.9794525
2014,Ricky Rubio,5533.755,-1.315554
2015,Ricky Rubio,1404.183,1.062024
2016,Ricky Rubio,4736.016,-1.032061
2017,Ricky Rubio,4950.345,-0.4809337
2018,Ricky Rubio,5007.22,-1.266144
2019,Ricky Rubio,4413.723,-1.438614
2014,Robbie Hummel,1352.711,-1.008093
2015,Robbie Hummel,1491.884,1.122734
2014,Robert Covington,70.35167,3.05856
2015,Robert Covington,3975.978,-1.028082
2016,Robert Covington,4008.987,-0.0284297
2017,Robert Covington,4476.388,0.7007527
2018,Robert Covington,6003.82,-0.4108775
2019,Robert Covington,2548.346,0.6856105
2014,Robert Sacre,2331.367,-0.4946134
2015,Robert Sacre,2283.939,-0.609612
2016,Robert Sacre,665.8,-0.608036
2019,Robert Williams III,641.1196,2.899778
2014,Robin Lopez,5979.652,2.445765
2015,Robin Lopez,3503.809,1.426139
2016,Robin Lopez,4386.223,0.9250638
2017,Robin Lopez,4890.346,0.6954115
2018,Robin Lopez,3509.919,0.4986808
2019,Robin Lopez,3386.653,2.350851
2019,Rodions Kurucs,3040.998,0.2775877
2015,Rodney Hood,2067.263,-0.780674
2016,Rodney Hood,4866.544,-0.1107323
2017,Rodney Hood,3657.451,-0.6227342
2018,Rodney Hood,3833.189,-2.084581
2019,Rodney Hood,4642.278,0.1224949
2017,Rodney McGruder,3947.564,-1.232166
2018,Rodney McGruder,643.3523,-1.482651
2019,Rodney McGruder,3272.115,0.025176
2018,Rodney Purvis,596.8563,1.509552
2014,Rodney Stuckey,3918.281,-1.788195
2015,Rodney Stuckey,3726.137,-0.2249618
2016,Rodney Stuckey,2851.25,-0.4037335
2017,Rodney Stuckey,1422.595,1.054686
2014,Roger Mason Jr.,517.0208,2.114041
2017,Ron Baker,1733.461,1.512942
2018,Ron Baker,800.1583,0.061465
2019,Ron Baker,336.5481,2.018045
2016,Rondae Hollis-Jefferson,1278.559,0.2855575
2017,Rondae Hollis-Jefferson,3865.028,0.6297309
2018,Rondae Hollis-Jefferson,4090.8,-0.1351819
2019,Rondae Hollis-Jefferson,2846.572,0.1121688
2014,Ronnie Brewer,337.3521,-0.2833821
2014,Ronnie Price,746.6956,-0.1564929
2015,Ronnie Price,1986.3,-1.805475
2016,Ronnie Price,2545.623,-0.4163885
2017,Ronnie Price,289.5796,-1.998088
2014,Ronny Turiaf,1243.184,2.607178
2015,Ronny Turiaf,42.67479,-14.08584
2014,Roy Hibbert,5677.44,3.024813
2015,Roy Hibbert,3767.738,2.444122
2016,Roy Hibbert,3824.86,0.0618231
2017,Roy Hibbert,1425.295,1.12938
2014,Royal Ivey,8.854167,32.00608
2018,Royce O'Neale,2924.447,1.120102
2019,Royce O'Neale,3883.882,0.7524887
2014,Royce White,19.2,-8.776691
2014,Rudy Gay,5042.117,-0.423096
2015,Rudy Gay,4889.745,0.0631199
2016,Rudy Gay,5041.993,-0.0766087
2017,Rudy Gay,2048.159,0.251595
2018,Rudy Gay,2831.557,1.162448
2019,Rudy Gay,4215.781,0.6931447
