Rank,Pollster,Pollster Rating ID,Polls Analyzed,AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus-Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
418,Lauer Johnson Research,167,1,no,no,0.778955675,B/C,0.236162631,0,1,13.81168365,5.916589264,7.898207511,8.237133766,0.140844754,1,13.81168365,17,,0
419,Saguaro Strategies,298,2,no,no,0.784367937,B/C,0.338429078,0,1,5.046169281,3.763938974,1.285343427,2.186878233,0.146666341,2,5.046169281,3.966666667,2.444444444,0.892988505
420,University of Colorado Boulder American Politics Research Lab,580,2,no,no,0.785173003,B/C,0.45033259,1,0.5,6.71471405,4.873156873,1.844670297,3.091870734,0.20736105,2,6.71471405,7.307555601,,0
421,University of Alabama at Birmingham,344,2,no,no,0.786238941,B/C,-0.304437777,1,1,12.00164223,4.912747483,7.092007865,6.232864759,0.158104987,2,-12.00164223,-6,6.267949192,0
422,Ohio University,237,2,no,no,0.78843299,B/C,0.303393439,0.5,0.5,8.756835938,5.056435465,3.703513593,4.949938686,0.171497894,2,8.756835938,8.189278029,8.507804122,0
423,Patriot Polling,732,7,no,no,0.788913672,B/C,-1.530771942,0.714285714,0.571428571,5.46704265,4.949287464,0.520868307,1.507290827,0.422041432,7,-5.46704265,-3.338035209,4.229140889,0.164354512
424,"Normington, Petts & Associates",232,12,no,no,0.788993048,B/C,0.772158908,0.583333333,0.5,7.554273923,6.040287675,1.517099368,1.658179499,0.392235302,12,3.264311155,3.57665346,3,0.099202949
425,ccAdvertising,396,33,no,no,0.78899574,B/C,-2.439026399,0.848484848,0.757575758,7.364603678,5.263186291,2.104530508,1.503011321,0.660812163,33,-5.547543612,-4.3317292,7.005812303,0
426,Univision/Latino Decisions/North Star Opinion Research,516,7,no,no,0.792824193,B/C,1.184338762,0.714285714,0.285714286,6.070222582,5.232681743,0.84065396,0.865695871,0.217889629,6,5.292346954,1.408735361,2.874891363,0.873770538
427,Bold Decision,686,1,no,no,0.79810803,B/C,0.452593753,1,1,8.599281311,5.405820638,3.196573793,3.85465527,0.202876593,1,8.599281311,8.436364607,,0
428,SSRS,297,32,yes,no,0.798818735,C+,2.481861815,0.625,0.375,5.900402725,4.973276627,0.930239218,1.643240447,0.967858423,30,4.362992986,2.493526159,4.280861604,0.031791393
429,brilliant corners Research & Strategies,564,1,no,no,0.79911007,B/C,0.562987543,0,1,12.27968979,5.859408567,6.423394343,4.268352208,0.195691354,1,12.27968979,4.292500019,,0
430,RMS Research,273,3,no,no,0.801172512,B/C,0.291003095,1,0.333333333,11.12290192,5.381092052,5.744922985,4.921526065,0.177646579,3,8.061958313,-5.8,4,0.231047901
431,Hellenthal & Associates,137,5,no,no,0.801438448,B/C,0.331341694,0.4,0.4,8.065901947,5.89133443,2.177680638,2.370546263,0.290655308,3,4.301002502,0.605554157,14.79999924,0
432,Data West Polling,74,2,no,no,0.804577474,B/C,0.332194795,0.5,1,13.09588814,6.068345195,7.030656063,6.9558122,0.17644352,2,13.09588814,7.5,,0
433,Hill Research Consultants,140,6,no,no,0.805907515,B/C,-0.15858975,0.666666667,0.333333333,5.966522853,5.3193999,0.650236073,2.090417304,0.348132841,5,-3.70437088,-2.734782609,7.561553478,0
434,WCIA-TV,373,2,no,no,0.810060226,B/C,-0.348785506,1,1,18.26351166,6.04674781,12.21987697,9.130102284,0.174361175,2,-18.26351166,-8.76984127,,0
435,Nelson Research,703,1,no,no,0.812652276,B/C,-0.332660474,0,0,6.320549011,5.081281668,1.242380464,3.1846553,0.167613437,1,-6.320549011,-4.933334986,3.900001526,0.946340645
436,Hickman Analytics,415,1,no,no,0.823329694,B/C,0.388757507,0,1,9.088420868,5.907166573,3.184367415,5.05443908,0.216203801,1,9.088420868,7.666666667,,0
437,Gonzales Research & Marketing Strategies Inc.,121,10,no,no,0.82412566,B/C,-0.574087648,0.8,0.4,6.567662811,5.793386226,0.777389706,1.791812329,0.374565305,9,-2.800031874,-2.362963217,3,0.206078288
438,Arizona State University Morrison Institute for Public Policy,15,8,no,no,0.828249334,B/C,0.48757137,1,0.5,8.22755003,6.301100589,1.929562561,2.074431676,0.253661444,6,5.835439046,6.070740728,3.142654716,0.518524375
439,The Justice Collaborative Institute,630,2,no,no,0.832963313,B/C,0.584902851,1,0.5,6.671300888,4.420973498,2.25344051,3.151332326,0.27629143,2,6.671300888,3.560256513,3.925000191,0.042529125
440,Phillips Academy,699,7,no,no,0.832990222,B/C,-0.989109497,0.571428571,0.428571429,5.545667376,4.845832156,0.70294834,1.829061589,0.512137245,7,-3.532533918,-1.06292855,5.104099684,0
441,Hendrix College,138,18,no,no,0.834607262,B/C,1.957852003,0.944444444,0.611111111,8.165372849,5.675062859,2.493423109,1.654825519,0.649502188,17,5.132646673,-0.546590967,,0
442,University of Texas at Tyler Center for Opinion Research,458,7,no,no,0.836843262,B/C,0.266872593,0.714285714,0.571428571,7.825453077,6.155191063,1.673375135,1.8201535,0.455471614,5,1.397373962,0.744465827,4.498463437,0.098319168
443,J.L. Partners,619,2,no,no,0.837752136,B/C,0.661257317,1,0.5,7.542186737,4.344543419,3.200756438,3.248481946,0.284808973,2,7.542186737,3.801195518,5.465999908,0
444,Opinium,559,2,no,no,0.842293216,B/C,0.635706887,1,1,7.250762939,4.209987859,3.0438882,3.300276715,0.289350052,2,7.250762939,3.032210157,4.332164649,0
445,Rutgers University Eagleton Center for Public Interest Polling,295,17,yes,no,0.842750615,B/C,0.365799897,0.882352941,0.294117647,6.676880107,5.106832838,1.57316039,2.759262534,0.978173652,17,1.031859678,1.448960738,5.746557304,0
446,Colby College,593,6,no,no,0.843439141,B/C,1.777782381,0.666666667,0.5,8.309565862,5.019156459,3.293522524,2.03208317,0.454746238,6,7.944214503,4.139999453,,0
447,Cole Hargrave Snodgrass & Associates,56,5,no,no,0.845837196,B/C,0.082108595,0.6,0.4,8.114476395,7.005540032,1.112049483,2.109387353,0.300501578,3,3.437128703,-2.175925926,3.664833298,0.410673937
448,GCR & Associates,110,1,no,no,0.850827298,B/C,,1,1,18.29655266,9.718936543,8.580729236,8.542658301,0.223679909,0,,,,0
449,East Tennessee State University Applied Social Research Laboratory,456,2,no,no,0.856053863,B/C,0.75947368,0.75,1,9.89689064,5.398935366,4.501068395,3.777938444,0.289913764,2,9.89689064,3.928571701,,0
450,Concord Public Opinion Partners,553,1,no,no,0.861806842,B/C,,1,1,13.20549774,7.88925374,5.319357122,4.675880391,0.214375319,0,,,6,0.95999215
451,Global Marketing Research Services,621,1,no,no,0.863252398,B/C,0.437481106,1,1,9.542186737,3.873135519,5.672164339,5.667402515,0.259833682,1,9.542186737,5.781827824,5.322916508,0
452,Brandwatch Qriously,610,3,no,no,0.873023236,B/C,0.824241767,1,1,6.542186737,3.489896022,3.055403836,2.907530473,0.366316058,3,6.542186737,2.809999864,2.789403346,0
453,Roanoke College Institute for Policy and Opinion Research,292,19,yes,no,0.873952422,B/C,0.625514689,0.763157895,0.473684211,7.512951299,5.630970099,1.88509432,2.305487075,0.91157145,16,1.77254653,1.30458653,4.439136689,0.313456083
454,Victory Enterprises,525,1,no,no,0.88528955,B/C,-0.454299804,0,1,17.35036469,6.120597456,11.23288035,9.858821406,0.258142161,1,-17.35036469,,,0
455,Loras College Public Opinion Survey Center,171,18,no,no,0.909346465,B/C,1.404944227,0.722222222,0.333333333,8.138567183,6.262894174,1.87878613,1.319662876,0.505358763,14,4.393892288,-0.592963275,2.882841097,0.541499614
456,Bainbridge Media Group,656,1,no,no,0.910712224,B/C,0.417524579,1,1,21.17589569,5.593188102,15.58582071,13.98596243,0.275760854,1,21.17589569,,,0
457,Western Kentucky University Social Science Research Center,379,4,no,no,0.910738729,B/C,0.7935767,0.75,0.75,10.90968275,5.926947001,4.98584887,2.66361997,0.329964773,3,8.365161896,-1.080555333,2,0.577340995
458,Market Research Insight,185,27,no,no,0.911192619,B/C,-0.494013195,0.777777778,0.703703704,8.097564415,4.98111327,3.119564265,1.804559581,0.762052434,27,-1.169835832,-0.609652115,7.148026091,0
459,Schapiro Group,300,2,no,no,0.922105846,B/C,,0.5,0.5,21.48976994,9.667979992,11.82490306,7.403017744,0.286285528,0,,,6.5,0.613951734
460,Millersville University Center for Politics and Public Affairs,210,5,no,no,0.932868195,B/C,-0.546963401,0.8,0.8,14.15688896,4.970339692,9.18966239,6.405452879,0.3377546,5,-10.3730587,-6.047060591,5.529336451,0
461,Hampton University Center for Public Policy,131,4,no,no,0.934462814,B/C,-0.716075871,0.5,0.5,7.530882835,4.523941243,3.010054713,3.438710518,0.42479106,4,-5.796679497,-6.833550406,5.482901717,0
462,Targoz Market Research,454,24,no,no,0.941748672,C,1.213840309,0.75,0.375,5.923130353,4.858893981,1.067349492,1.63791639,0.891271035,24,2.230711937,1.036022948,4.945362299,0
463,Massie & Associates,199,2,no,no,0.948918944,B/C,-0.457892375,0,1,23.9766922,6.277467523,17.7023378,16.40118373,0.313219893,2,-23.9766922,,,0
464,Marketing Resource Group (MRG),193,10,no,no,0.957337481,B/C,0.28459617,0.3,0.7,9.831233978,7.172243039,2.66210406,1.849417719,0.455202031,6,1.696482976,1.58896912,5.641451368,0.570476078
465,Greg Smith & Associates,128,5,no,no,0.962814453,B/C,0.822012703,0.4,0.4,10.13129425,5.503518769,4.630888602,4.503556992,0.365400606,5,10.13129425,6.333333333,6.40062433,0.450851955
466,University of Iowa Hawkeye Poll Cooperative,353,3,no,no,0.981862754,B/C,-0.27917305,0.666666667,0.666666667,17.24741109,7.472093439,9.778430774,6.979419127,0.390664557,1,-6.63760376,-2.789999199,13.14096253,0
467,BWD Global,527,2,no,no,0.985584347,B/C,-0.122025394,1,0.5,13.50125408,7.105916376,6.398450826,6.384028183,0.403021548,1,-4.35376358,-5.299999237,,0
468,SoonerPoll.com,308,26,yes,no,0.986653448,C,2.885723441,0.769230769,0.5,9.000756154,5.721988995,3.281880279,2.3684329,1.161759502,22,6.492401817,3.165624516,5.710640063,0.096334893
469,SurveyMonkey,324,268,no,no,0.987862684,C,4.693902286,0.867537313,0.555970149,6.643115058,4.273244787,2.372983391,1.071242442,0.978250207,255,5.159352261,1.833625108,5.066379254,0
470,RABA Research,269,6,no,no,0.98929273,B/C,1.698607318,0.666666667,0.666666667,7.872725169,5.381471465,2.494366824,2.196656368,0.469636413,5,8.697580719,3.496410337,3.485033577,0.556190071
471,Citizen Data,616,12,no,no,0.99893993,B/C,2.575309394,0.583333333,0.666666667,7.041680177,4.643266886,2.401526412,2.095624677,0.76641963,12,7.041680177,2.859038765,4.093776961,0.041329065
472,DeSales University Kamran Afshar Data Analytics Center,474,1,no,no,1.011293344,B/C,0.654112016,1,1,14.26726532,6.064988209,8.205390231,8.896420486,0.407874628,1,14.26726532,10.80000305,10.80000305,0
473,Kiaer Research,585,2,no,no,1.014748991,B/C,0.93072782,1,1,10.61572075,4.638601928,5.980231941,5.267277502,0.461805828,2,10.61572075,5.807156682,5.968028862,0
474,Bluegrass Community and Technical College,632,2,no,no,1.042851092,B/C,0.958670751,1,0.5,10.93443298,5.977463845,4.960082259,2.449627299,0.214769805,2,10.93443298,0.624998569,2.600000381,3.138177906
475,Craciun Research Group,61,1,no,no,1.043927948,B/C,0.665091733,0,1,19.16869736,5.103808068,14.06800241,12.30816704,0.427053544,1,19.16869736,11.25,,0
476,Digital Research,64,21,no,no,1.046166654,B/C,0.106111806,0.904761905,0.380952381,8.176644461,5.752433865,2.427323717,2.392879146,0.781583383,19,0.353404798,-2.4431373,11.4138076,0
477,Marketing Workshop,194,8,no,no,1.049072564,B/C,0.302341658,0.5,0.625,10.60163212,5.235769078,5.368976161,4.076117644,0.354684273,8,3.474583626,2.008333333,2.641043185,1.616378813
478,Repass,268,4,no,no,1.05146632,B/C,0.074703731,1,0.5,13.68800592,8.466017895,5.22510115,4.217216306,0.550145603,1,1.690124512,-1.599999746,11.87755075,0
479,Momentum Analysis,214,3,no,no,1.05830276,B/C,0.320100135,0.333333333,1,13.65208435,6.056637211,7.59856026,8.352118015,0.467037826,3,5.724405924,3.222222222,,0
480,Swayable,543,89,yes,no,1.063538011,C,3.93458552,0.887640449,0.247191011,7.248311075,5.470791176,1.780633019,1.324149784,1.073195111,68,5.138780145,0.817913137,5.063851535,0.09491193
481,St. Cloud State University,312,17,no,no,1.092513379,B/C,1.684019237,0.764705882,0.411764706,6.843414082,5.369454294,1.477072909,2.35012233,0.891586356,16,4.45394659,4.246960784,7.699820811,0
482,TargetPoint,331,2,no,no,1.093213455,B/C,,1,1,18.33733082,9.711068291,8.629375648,7.684928389,0.515401502,0,,,,0
483,Baldwin Wallace University Community Research Institute,401,4,no,no,1.122230754,B/C,1.462218241,0.5,0.75,8.837368965,5.160014911,3.680467174,3.823576059,0.632643345,4,8.837368965,5.056667328,4.399999619,0.184400996
484,Meredith College,423,6,no,no,1.123902697,B/C,1.190781637,0.5,0.666666667,10.13380464,6.451798133,3.685119627,2.77859543,0.635870305,4,7.053924561,4.027017807,3.846005549,0.460785521
485,MRG Research,207,25,no,no,1.140888935,B/C,-3.030011776,0.84,0.6,9.213484192,5.301184976,3.915412336,2.438911983,0.954349753,24,-7.961958249,-3.234717324,10.26022213,0
486,Glascock Group,116,2,no,no,1.14286386,B/C,0.222332819,0.5,1,15.05851078,5.278532387,9.783091514,9.477172743,0.554757894,2,3.79820919,20,20,0
487,Elucd,549,4,no,no,1.149547178,B/C,,0.5,0.75,13.02383471,7.706824612,5.320123214,4.214967906,0.679514202,0,,,3.682365113,0.036192924
488,Tomahawk Strategies,737,1,no,no,1.182473185,B/C,0.898083737,0,1,17.063591,4.838711987,12.22799214,11.15759322,0.587241748,1,17.063591,7.514283861,5.959998322,0
489,Carroll Strategies,450,5,no,no,1.202620296,B/C,-1.699660485,0.8,0.6,9.879275894,5.340733517,4.541655498,3.447012758,0.593034494,5,-9.879275894,-1.651001485,4.512893403,0.921019478
490,Dane & Associates,71,2,no,no,1.203618969,B/C,-0.823861975,0.5,1,21.30413246,5.08954357,16.21770201,14.55989188,0.563052323,2,-21.30413246,-10.60000038,3.200000763,0.736686376
491,GOP Calls,654,2,no,no,1.210615218,B/C,-0.935311898,1,1,21.04491901,5.920218277,15.12781386,13.62407451,0.605502876,2,-21.04491901,,,0
492,CPEC,38,2,no,no,1.244696795,B/C,,1,1,15.8726902,7.965137372,7.910665949,9.943630817,0.666884842,0,,,11.18820155,0
493,Amber Integrated,556,8,no,no,1.263734707,B/C,2.071450282,0.875,0.375,8.251805782,5.284019058,2.970899844,2.662474303,0.810758015,8,6.802502155,-0.230487982,3.608835428,0.531028056
494,Riggs Research Services,289,1,no,no,1.267106015,B/C,0.764831192,0,1,33.65322876,5.508583923,28.14775796,27.97516522,0.63578681,1,33.65322876,29,29,0
495,Thomas Partners Strategies,452,2,no,no,1.269822037,B/C,-1.193591019,0,1,15.55398178,5.928981995,9.628112906,8.796983356,0.675068319,2,-15.55398178,-8.315000534,7.100002289,0.372871196
496,University of Minnesota Hubert H. Humphrey School of Public Affairs,143,10,no,no,1.273195129,B/C,0.490427949,0.5,0.3,10.26876106,5.946743548,4.325130635,4.971997846,0.800566032,8,3.781008244,3.045461609,5.360746683,0.050865313
497,Target Insyght,330,6,no,no,1.317818594,C/D,-0.553862293,0.75,0.333333333,10.28394254,6.708294101,3.57876156,4.481296519,0.901960238,4,-3.897408485,-3.664907135,8.810208109,0
498,Saint Leo University Polling Institute,299,6,no,no,1.321183957,C/D,1.556520873,0.333333333,0.666666667,8.499248505,5.055742893,3.446618732,4.823948295,0.883440013,6,8.499248505,6.599983633,7.921835014,0
499,Center Street PAC,715,4,no,no,1.323183845,C/D,1.749202381,0.75,0.75,9.620613098,5.417900007,4.205826212,4.861170932,0.88384926,4,9.620613098,10.16590902,7.423352988,0
500,Point Blank Political,550,6,no,no,1.325672917,C/D,,0.833333333,0.833333333,10.68057219,8.079331039,2.604354273,4.186997402,0.936980013,0,,,9.868893178,0
501,Mitchell Research & Communications,213,76,no,no,1.330375769,C-,0.909805779,0.697368421,0.421052632,7.094056305,5.801707989,1.295461436,1.705493101,1.245664857,51,1.364579369,-0.319199766,4.743478561,0.075105109
502,"Island Analytics & Marketing, LLC",736,1,no,no,1.340795652,C/D,,0,1,22.09872818,6.028983542,16.07285776,14.1657201,0.745564216,0,,,,0
503,FM3 Research,91,11,no,no,1.356480517,C/D,2.052388741,0.681818182,0.454545455,8.428978313,5.610426353,2.82166508,3.913601778,1.008797851,11,7.962182132,6.893962115,6.10636491,0
504,University of Wyoming Survey & Analysis Center,667,5,no,no,1.356529149,C/D,2.49402256,1,0.8,12.214077,5.356077591,6.861112526,4.624043642,0.944194896,5,12.214077,5,,0
505,McLaughlin & Associates,203,28,no,no,1.432783584,C/D,-1.624724205,0.696428571,0.357142857,7.28969683,5.322580294,1.970229656,2.930956373,1.315783776,28,-3.619132451,-4.939213039,6.178040087,0
506,Triton Polling & Research,497,3,no,no,1.494459726,C/D,1.111781341,1,1,14.64073181,5.244465696,9.399379236,6.813765683,0.901083677,3,8.407007853,8.521427972,2.199996948,0.712453961
507,The Political Matrix/The Listener Group,677,12,no,no,1.508659031,C/D,1.59440813,0.75,0.5,8.213504473,4.869483627,3.347133966,3.487148533,1.299678884,11,4.509442416,0.990993594,9.224130701,0
508,Opinion Research Associates,242,14,no,no,1.532393163,C/D,1.802154507,0.607142857,0.428571429,9.190365383,5.441158882,3.752319621,4.90991534,1.158346041,14,7.638845171,6.418745408,8.697426874,0
509,TCJ Research,327,132,no,yes,1.645346787,F,-4.227037921,0.590909091,0.492424242,6.440114065,4.605037134,1.838190051,2.112806095,1.619492044,124,-5.587082617,-3.423201761,4.385995761,0
510,Brown University A. Alfred Taubman Center for American Politics and Policy,35,14,no,no,1.679348715,C/D,-0.230620412,0.857142857,0.571428571,10.06584726,6.999671216,3.069289165,5.057234665,1.261438032,8,-1.753234625,-0.175000509,5.067988685,0.241227717
511,Brigham Young University Center for the Study of Elections and Democracy,727,4,no,no,1.680264151,C/D,1.818337938,0.75,0.75,16.44090176,7.057059079,9.386955797,10.44304712,1.154984626,4,16.44090176,16.47500038,,0
512,Indiana University-Purdue University Fort Wayne Mike Downs Center for Indiana Politics,150,3,no,no,1.870769927,C/D,,0,1,23.41861343,9.716223134,13.70550342,13.65875129,1.329485641,0,,,,0
513,"Long Island University Steven S. Hornstein Center for Policy, Polling, and Analysis",633,4,no,no,1.884306564,C/D,2.117113219,1,1,11.9411335,4.619437768,7.324808851,8.119280489,1.439514603,4,11.9411335,11.67013059,8.249125131,0
514,Nielson Brothers Polling,231,11,no,no,2.024527408,C/D,3.396333444,0.909090909,0.727272727,12.2624399,4.977384166,7.288168856,6.137905765,1.700018495,11,12.2624399,8.833333333,7.267102289,0
515,Ascend Action,726,6,no,no,2.3949211,C/D,3.741753578,0.833333333,1,14.96701431,4.945963056,10.02416438,8.151461639,2.03786541,6,14.96701431,4.727778329,5.85042896,0
516,Jayhawk Consulting Services,157,2,no,no,2.514291132,C/D,2.596680932,0.5,1,37.61340332,5.734968851,31.88154759,28.08468629,1.938855912,2,37.61340332,10.89999771,,0
517,Fort Hays State University Docking Institute of Public Affairs,101,6,no,no,2.652862843,C/D,-1.256002753,0.666666667,0.5,22.1135273,8.124892021,13.9917484,12.44731145,2.20820126,2,-18.72771263,-27.66666667,28.25,0
