YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2009,JOURNALIST,1/19/09,Media,Abderrahim Foukara
2009,canon,1/20/09,Clergy,Rt. Rev. V. Gene Robinson
2009,correspondent,1/21/09,Media,David Sanger
2009,actor,1/22/09,Acting,Liam Neeson
2009,presidnet,1/26/09,Politician,President Jimmy Carter
2009,journalist,1/27/09,Media,Gwen Ifill
2009,Astrophysicist,1/28/09,Science,Neil DeGrasse Tyson
2009,Political Scientist,1/29/09,Consultant,P. W. Singer
2009,television host,1/5/09,Media,David Gregory
2009,Author,1/6/09,Media,Michael Wolff
2009,television host,1/7/09,Media,Rachel Maddow
2009,former white house press secretary,1/8/09,Political Aide,Dana Perino
2009,comedian,10/1/09,Comedy,Joy Behar
2009,former governor of arizona,10/12/09,Politician,Janet Napolitano
2009,aviator,10/13/09,Misc,Chesley Sullenberger
2009,author,10/14/09,Media,Barbara Ehrenreich
2009,author,10/15/09,Media,Jennifer Burns
2009,Stand-up comedian,10/26/09,Comedy,Susie Essman
2009,economist,10/27/09,Academic,Steven Levitt
2009,activist,10/28/09,Advocacy,Dr. Mustafa Barghouti and Anna Baltzer
2009,public speaker,10/28/09,Misc,Dr. Mustafa Barghouti and Anna Baltzer
2009,Comedian,10/29/09,Comedy,Wanda Sykes
2009,Author,10/5/09,Media,Sarah Vowell
2009,United States Secretary of the Navy,10/6/09,Politician,Ray Mabus
2009,Innovator,10/7/09,Academic,William Kamkwamba
2009,television host,10/8/09,Media,David Gregory
2009,Tennis player,11/10/09,Athletics,Serena Williams
2009,musician,11/11/09,Musician,Clarence Clemons
2009,primatologist,11/12/09,Science,Jane Goodall
2009,journalist,11/16/09,Media,Jake Adelstein
2009,vice president,11/17/09,Politician,Joe Biden
2009,television personality,11/18/09,Media,Lou Dobbs
2009,rock band,11/19/09,Musician,Jack's Mannequin
2009,us senator,11/2/09,Politician,Bob Menendez
2009,political strategist,11/3/09,Consultant,David Plouffe
2009,Journalist,11/30/09,Media,Maziar Bahari
2009,former vice president,11/4/09,Politician,Al Gore
2009,United States Ambassador to the United Nations,11/5/09,Government,Susan Rice
2009,Former United States Senator,11/9/09,Politician,Kit Bond
2009,journalist,12/1/09,Media,Thomas Friedman
2009,journalist,12/10/09,Media,Gwen Ifill
2009,actress,12/14/09,Acting,Sigourney Weaver
2009,Former United States Secretary of Transportation,12/15/09,Politician,Ray LaHood
2009,actor,12/16/09,Acting,Hugh Grant
2009,Professional Road Racing Cyclist,12/2/09,Athletics,Lance Armstrong
2009,Journalist,12/3/09,Media,Michael Specter
2009,journalist,12/7/09,Media,Dan Rather
2009,Former Governor of Arkansas,12/8/09,Politician,Mike Huckabee
2009,journalist,12/9/09,Media,Andrew Ross Sorkin
2009,journalist,2/10/09,Media,Thomas Ricks
2009,professor,2/11/09,Academic,Daniel Sperling
2009,former governor of new hampshire,2/12/09,Politician,John Sununu
2009,former director of the national economic counscil,2/2/09,Government,Lawrence Lindsey
2009,business magnate,2/23/09,Business,Jeff Bezos
2009,Comedian,2/24/09,Comedy,Ricky Gervais
2009,actor,2/25/09,Acting,Tom Selleck
2009,journalist,2/26/09,Media,Brian Williams
2009,actor,2/3/09,Acting,Dev Patel
2009,author,2/4/09,Media,Karen Greenberg
2009,Author,2/5/09,Media,Randall Balmer
2009,Writer,2/9/09,Media,Walter Isaacson
2009,author,3/10/09,Media,Craig Mullaney
2009,actor,3/11/09,Acting,Paul Rudd
2009,television personality,3/12/09,Media,Jim Cramer
2009,military,3/16/09,Military,Gen. Richard B. Myers
2009,actor,3/17/09,Acting,Ian McShane
2009,Entrepreneur,3/18/09,Business,Nandan Nilekani
2009,musician,3/19/09,Musician,Bruce Springsteen
2009,scientist,3/2/09,Science,Harold Varmus
2009,Former Associate Justice of the Supreme Court of the United States,3/3/09,Government,Sandra Day O'Connor
2009,commentator,3/30/09,Media,Jack Cafferty
2009,actor,3/31/09,Acting,Seth Rogen
2009,journalist,3/4/09,Media,Joe Nocera
2009,actor,3/5/09,Acting,Billy Crudup
2009,author,3/9/09,Media,Nathaniel Frank
2009,Former Director of the Office of Management and Budget,4/1/09,Government,Peter R. Orszag
2009,Baseball athlete,4/14/09,Athletics,Ron Darling
2009,us senator,4/15/09,Politician,Elizabeth Warren
2009,actor,4/16/09,Acting,Ben Affleck
2009,Author,4/2/09,Media,Tom Zoellner
2009,Professor,4/20/09,Academic,Reza Aslan
2009,president of liberia,4/21/09,Politician,Ellen Johnson Sirleaf
2009,author,4/22/09,Media,Philip Alcabes
2009,Historian,4/23/09,Academic,Richard Beeman
2009,lawyer,4/27/09,Misc,Christine Lagarde
2009,journalist,4/28/09,Media,Clifford May
2009,biographer,4/29/09,Media,Doris Kearns Goodwin
2009,actor,4/30/09,Acting,Hugh Jackman
2009,actor,4/6/09,Acting,Michael J. Fox
2009,first lady of egypt,4/7/09,Politician,Jehan Al Sadat
2009,Minority Leader of the United States House of Representatives,4/8/09,Politician,Nancy Pelosi
2009,Writer,4/9/09,Media,William D. Cohan
2009,scholar,5/11/09,Academic,Frank Partnoy
2009,actor,5/12/09,Acting,Tom Hanks
2009,author,5/13/09,Media,Husain Haqqani
2009,EPA administrator,5/14/09,Government,Lisa P. Jackson
2009,Racing driver,5/18/09,Athletics,Sarah Fisher
2009,Former U.S. Representative,5/19/09,Politician,Newt Gingrich
2009,attorney,5/20/09,Misc,Elizabeth Edwards
2009,television host,5/21/09,Media,Larry King
2009,actor,5/4/09,Acting,Denis Leary
2009,journalist,5/5/09,Media,Fareed Zakaria
2009,white house sommunications director,5/6/09,Political Aide,George Stephanopoulos
2009,Former United States Secretary of the Interior,5/7/09,Politician,Ken Salazar
2009,journalist,6/1/09,Media,Bob Woodruff
2009,Businessman,6/10/09,Business,Saad Mohseni
2009,journalist,6/11/09,Media,Katie Couric
2009,actor,6/15/09,Acting,Ed Helms
2009,Writer,6/16/09,Media,Tom Folsom
2009,Journalist,6/17/09,Media,Peter Laufer
2009,Former Governor of Arkansas,6/18/09,Politician,Mike Huckabee
2009,Political satirist,6/2/09,Media,P.J. O'Rourke
2009,basketball player,6/22/09,Athletics,Bill Russell
2009,Comedian,6/23/09,Comedy,Larry David
2009,Professor,6/24/09,Academic,Reza Aslan
2009,actress,6/25/09,Acting,Cameron Diaz
2009,Neurologist,6/29/09,Science,Oliver Sacks
2009,Author,6/3/09,Media,Michael Lewis
2009,Author,6/30/09,Media,Mike Kim
2009,actor,6/4/09,Acting,Will Ferrell
2009,singer,6/8/09,Musician,Gretchen Peters
2009,Financier,6/9/09,Business,Peter Schiff
2009,journalist,7/1/09,Media,Justin Fox
2009,former us representative,7/13/09,Politician,Barney Frank
2009,professor,7/14/09,Academic,Peter Mancall
2009,former hhs secretary,7/15/09,Politician,Kathleen Sebelius
2009,commentator,7/16/09,Media,Robert Glennon
2009,Screenwriter,7/2/09,Media,Robert Kenner
2009,journalist,7/20/09,Media,Brian Williams
2009,Former United States Secretary of Energy,7/21/09,Politician,Steven Chu
2009,actor,7/22/09,Acting,Kevin Nealon
2009,Sports Columnist,7/23/09,Media,Sally Jenkins
2009,commentator,7/27/09,Media,Bill Kristol
2009,Band,7/28/09,Musician,Spinal Tap
2009,lawyer,7/29/09,Misc,John R. Bolton
2009,screenwriter,7/30/09,Media,Judd Apatow
2009,author,8/10/09,Media,Douglas Brinkley
2009,economist,8/11/09,Academic,Austan Goolsbee
2009,author,8/12/09,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
2009,journalist,8/12/09,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
2009,actress,8/13/09,Acting,Rachel McAdams
2009,stand-up comedian,8/17/09,Comedy,David Cross
2009,author,8/18/09,Media,Christopher McDougall
2009,Consultant,8/19/09,Political Aide,Tim Gunn
2009,american politician,8/20/09,Politician,Betsy McCaughey
2009,Journalist,8/3/09,Media,Ronald Kessler
2009,former us representative,8/4/09,Politician,Henry Waxman (D-CA)
2009,actor,8/5/09,Acting,Paul Giamatti
2009,swimmer,8/6/09,Athletics,Dara Torres
2009,basketball player,9/14/09,Athletics,LeBron James
2009,actor,9/15/09,Acting,Matt Damon
2009,Comedian,9/16/09,Comedy,Ricky Gervais
2009,president,9/17/09,Politician,President Bill Clinton
2009,Academic,9/22/09,Academic,Vali Nasr
2009,Former Governor of Pennsylvania,9/23/09,Politician,Tom Ridge
2009,Former Governor of Illinois,9/24/09,Politician,Rod Blagojevich
2009,professor,9/28/09,Academic,Bruce Bueno de Mesquita
2009,Former U.S. Congressman,9/29/09,Politician,Ron Paul
2009,writer,9/30/09,Media,Jon Krakauer
2010,lawyer,1/11/10,Misc,John Yoo
2010,Editor,1/12/10,Media,Paul Ingrassia
2010,musician,1/13/10,Musician,Ringo Starr and The Ben Harper Band
2010,rock band,1/13/10,Musician,Ringo Starr and The Ben Harper Band
2010,Journalist,1/14/10,Media,Tom Brokaw
2010,comptroller of the us,1/18/10,Government,David M. Walker
2010,actor,1/19/10,Acting,Colin Firth
2010,writer,1/20/10,Media,Jim Wallis
2010,actress,1/21/10,Acting,Julie Andrews
2010,busines magnate,1/25/10,Business,Bill Gates
2010,us senator,1/26/10,Politician,Elizabeth Warren
2010,journalist,1/27/10,Media,Ethan Watters
2010,biographer,1/28/10,Media,Doris Kearns Goodwin
2010,Author,1/4/10,Media,Michael Pollan
2010,film director,1/5/10,Media,George Lucas
2010,military,1/6/10,Military,Michael Mullen
2010,actress,1/7/10,Acting,Maggie Gyllenhaal
2010,stunt perfomrer,10/11/10,Acting,Johnny Knoxville
2010,former mjority leader,10/12/10,Politician,Eric Cantor
2010,former us secretary of state,10/13/10,Politician,Condoleezza Rice
2010,writer,10/14/10,Media,David Rakoff
2010,economist,10/25/10,Academic,Austan Goolsbee
2010,Former United States Senator,10/26/10,Politician,Ted Kaufman
2010,president,10/27/10,Politician,President Barack Obama
2010,NA,10/28/10,NA,none
2010,Author,10/4/10,Media,Sam Harris
2010,actor,10/5/10,Acting,Bruce Willis
2010,Writer,10/6/10,Media,Philip Dray
2010,actress,10/7/10,Acting,Naomi Watts
2010,Stand-up comedian,11/1/10,Comedy,Zach Galifianakis
2010,Professional Wrestler,11/10/10,Athletics,Mick Foley
2010,actress,11/11/10,Acting,Rosario Dawson
2010,Track and field athlete,11/15/10,Athletics,Marion Jones
2010,editor,11/16/10,Media,Bethany McLean and Joe Nocera
2010,journalist,11/16/10,Media,Bethany McLean and Joe Nocera
2010,rapper,11/17/10,Musician,Jay-Z
2010,Lawyer,11/18/10,Misc,Philip K. Howard
2010,Historian,11/2/10,Academic,Michael Beschloss
2010,actor,11/29/10,Acting,Judah Friedlander
2010,television host,11/3/10,Media,Chris Wallace
2010,Author,11/30/10,Media,Susan Casey
2010,humorist,11/4/10,Media,David Sedaris
2010,Former Governor of Texas,11/8/10,Politician,Rick Perry
2010,actor,11/9/10,Acting,Harrison Ford
2010,musician,12/1/10,Musician,Sting
2010,former british prime minister,12/13/10,Politician,Gordon Brown
2010,Comedian,12/14/10,Comedy,Ricky Gervais
2010,actor,12/15/10,Acting,Paul Rudd
2010,Former Governor of Arkansas,12/16/10,Politician,Mike Huckabee
2010,Author,12/2/10,Media,Stacy Schiff
2010,military officer,12/6/10,Military,Hugh Shelton
2010,actor,12/7/10,Acting,Seth Green
2010,actress,12/8/10,Acting,Michelle Williams
2010,writer,12/9/10,Media,Edmund Morris
2010,economist,2/1/10,Academic,Austan Goolsbee
2010,Baseball player,2/10/10,Athletics,Willie Mays
2010,actor,2/11/10,Acting,Lee Daniels
2010,journalist,2/2/10,Media,Brian Williams
2010,Comedian,2/22/10,Comedy,Ricky Gervais
2010,comedian,2/23/10,Comedy,Jeff Garlin
2010,actor,2/24/10,Acting,Tracy Morgan
2010,us representative,2/25/10,Politician,Rep. James Clyburn
2010,surgeon,2/3/10,Science,Atul Gawande
2010,former us representative,2/4/10,Politician,Anthony Weiner
2010,investment banker,2/8/10,Business,Jenny Sanford
2010,Former U.S. Representative,2/9/10,Politician,Newt Gingrich
2010,Astrophysicist,3/1/10,Science,Neil DeGrasse Tyson
2010,comedian,3/10/10,Comedy,Jerry Seinfeld
2010,journalist,3/11/10,Media,Eamon Javers
2010,Author,3/15/10,Media,Michael Lewis
2010,actor,3/16/10,Acting,Jude Law
2010,actor,3/17/10,Acting,Snoop Dogg
2010,former governor of washington,3/18/10,Politician,Gary Locke
2010,actor,3/2/10,Acting,Robert Pattinson
2010,actor,3/29/10,Acting,Ben Stiller
2010,Writer,3/3/10,Media,Lynne Olson
2010,actor,3/30/10,Acting,Robin Williams
2010,Journalist,3/31/10,Media,Roxana Saberi
2010,actor,3/4/10,Acting,Scott Patterson
2010,accountant,3/8/10,Misc,Harry Markopolos
2010,Author,3/9/10,Media,Marc Thiessen
2010,television host,4/1/10,Media,Liz Claman
2010,actor,4/12/10,Acting,Bryan Cranston
2010,television host,4/13/10,Media,Rachel Maddow
2010,Diplomat,4/14/10,Government,Richard Burt
2010,actor,4/15/10,Acting,Tracy Morgan
2010,us representative,4/19/10,Politician,John Dingell
2010,author,4/20/10,Media,John M. O'Hara
2010,author,4/21/10,Media,Fred Pearce
2010,actress,4/22/10,Acting,Zoe Saldana
2010,EPA administrator,4/26/10,Government,Lisa P. Jackson
2010,author,4/27/10,Media,Richard Whittle
2010,Former Mayor of Cincinnati,4/28/10,Politician,Ken Blackwell
2010,actor,4/29/10,Acting,Michael Caine
2010,Professor,4/5/10,Academic,Reza Aslan
2010,author,4/6/10,Media,Captain Richard Phillips
2010,actor,4/7/10,Acting,Steve Carell
2010,journalist,4/8/10,Media,David Remnick
2010,historian,5/10/10,Academic,Jack Rakove
2010,Journalist,5/11/10,Media,Sebastian Junger
2010,Director,5/12/10,Media,Michael Patrick King
2010,political scientist,5/13/10,Consultant,Ian Bremmer
2010,journalist,5/3/10,Media,Jonathan Eig
2010,Former First Lady of the United States,5/4/10,Politician,Rosalynn Carter
2010,editor,5/5/10,Media,Jon Meacham
2010,Chef,5/6/10,Misc,Mario Batali
2010,aei president,6/1/10,Advocacy,Arthur C. Brooks
2010,Former Governor of Minnesota,6/10/10,Politician,Tim Pawlenty
2010,actress,6/14/10,Acting,Betty White
2010,professor,6/15/10,Academic,James M. Tabor
2010,comedian,6/16/10,Comedy,Louis C.K.
2010,former us senator,6/17/10,Politician,Fred Thompson
2010,actor,6/2/10,Acting,Morgan Freeman
2010,film director,6/21/10,Media,Josh Fox
2010,actress,6/22/10,Acting,Cameron Diaz
2010,physician,6/23/10,Science,Dr. Connie Mariano
2010,actor,6/24/10,Acting,Adam Sandler and Chris Rock
2010,comedian,6/24/10,Comedy,Adam Sandler and Chris Rock
2010,former senior advisor to the presidnet,6/28/10,Political Aide,David Axelrod
2010,actor,6/29/10,Acting,Helen Mirren
2010,actor,6/3/10,Acting,Jonah Hill
2010,soccer player,6/30/10,Athletics,Landon Donovan and Bob Bradley
2010,soccer manager,6/30/10,Athletics,Landon Donovan and Bob Bradley
2010,actor,6/7/10,Acting,John C. Reilly
2010,author,6/8/10,Media,Christopher Hitchens
2010,Geneticist,6/9/10,Academic,Spencer Wells
2010,author,7/1/10,Media,Jere Van Dyk
2010,Author,7/26/10,Media,William Rosen
2010,journalist,7/27/10,Media,Fareed Zakaria
2010,writer,7/28/10,Media,Robert O'Connell
2010,actor,7/29/10,Acting,Liev Schreiber
2010,actor,7/5/10,Acting,Denis Leary
2010,actress,7/6/10,Acting,Julianne Moore
2010,writer,7/7/10,Media,Daniel Okrent
2010,Novelist,7/8/10,Media,Marilynne Robinson
2010,actor,8/10/10,Acting,Jason Bateman
2010,actress,8/11/10,Acting,Laura Linney
2010,rock band,8/12/10,Musician,Arcade Fire
2010,actress,8/16/10,Acting,Emma Thompson
2010,former us representative,8/17/10,Politician,Dick Armey
2010,author,8/18/10,Media,Edward P. Kohn
2010,actress,8/19/10,Acting,Jennifer Aniston
2010,Author,8/2/10,Media,Mary Roach
2010,Former Governor of Illinois,8/23/10,Politician,Rod Blagojevich
2010,journalist,8/24/10,Media,Brian Williams
2010,actress,8/25/10,Acting,Drew Barrymore
2010,Former Mayor of New York City,8/26/10,Politician,Michael Bloomberg
2010,actor,8/3/10,Acting,Will Ferrell (The interview also featured Rob Riggle
2010,journalist,8/4/10,Media,Bruce B. Henderson
2010,university professor,8/5/10,Academic,Akbar Ahmed
2010,actor,9/13/10,Acting,Ben Affleck
2010,Former British Prime Minister,9/14/10,Politician,Tony Blair
2010,actor,9/15/10,Acting,Jon Hamm
2010,president,9/16/10,Politician,President Bill Clinton
2010,presidnet,9/20/10,Politician,President Jimmy Carter
2010,actress,9/21/10,Acting,Sigourney Weaver
2010,actor,9/22/10,Acting,Edward Norton
2010,king,9/23/10,Politician,H.M. Abdullah II
2010,television host,9/27/10,Media,Bill O'Reilly
2010,author,9/28/10,Media,Arianna Huffington
2010,journalist,9/29/10,Media,Linda Polman
2010,singer-songwriter,9/30/10,Musician,Justin Timberlake
2010,Consultant,9/7/10,Political Aide,Tim Gunn
2010,United States Senator,9/8/10,Politician,Tim Kaine
2010,Columnist,9/9/10,Media,Meghan McCain
2011,actor,1/10/11,Acting,Denis Leary
2011,actor,1/11/11,Acting,Colin Firth
2011,Former Governor of Minnesota,1/12/11,Politician,Tim Pawlenty
2011,Film director,1/13/11,Media,Ron Howard
2011,Broadcaster,1/17/11,Media,Peter Bergen
2011,Astrophysicist,1/18/11,Science,Neil deGrasse Tyson
2011,Baseball player,1/19/11,Athletics,Paul Clemens
2011,political satirist,1/20/11,Media,Kambiz Hosseini and Saman Arbabi
2011,journalist,1/20/11,Media,Kambiz Hosseini and Saman Arbabi
2011,author,1/24/11,Media,Anand Giridharadas
2011,actor,1/25/11,Acting,James Franco
2011,journalist,1/26/11,Media,Jonathan Alter
2011,Business magnate,1/27/11,Business,T. Boone Pickens
2011,actor,1/3/11,Acting,Paul Giamatti
2011,busines magnate,1/31/11,Business,Bill Gates
2011,United States Senator,1/4/11,Politician,Kirsten Gillibrand
2011,internet entrepreneur,1/5/11,Business,Jimmy Wales
2011,Stand-up comedian,1/6/11,Comedy,Patton Oswalt
2011,journalist,10/17/11,Media,Ellen Schultz
2011,journalist,10/18/11,Media,Calvin Trillin
2011,minister,10/19/11,Clergy,Al Sharpton
2011,Journalist,10/20/11,Media,Richard Brookhiser
2011,Puppeteer,10/24/11,Media,Kevin Clash
2011,Writer,10/25/11,Media,Walter Isaacson
2011,physicist,10/26/11,Science,Lisa Randall
2011,legal analyst,10/27/11,Misc,Andrew Napolitano
2011,journalist,10/3/11,Media,Thomas Friedman
2011,actress,10/31/11,Acting,Mindy Kaling
2011,Author,10/4/11,Media,Michael Lewis
2011,actor,10/5/11,Acting,Hugh Jackman
2011,actor,10/6/11,Acting,Jason Sudeikis
2011,former us secretary of state,11/1/11,Politician,Condoleezza Rice
2011,actor,11/10/11,Acting,Adam Sandler
2011,peace activist,11/14/11,Advocacy,Leymah Gbowee
2011,Astronaut,11/15/11,Science,Mark Kelly
2011,film actress,11/16/11,Acting,Diane Keaton
2011,Director,11/17/11,Media,Martin Scorsese
2011,Journalist,11/2/11,Media,Tom Brokaw
2011,Author,11/28/11,Media,Merrill Markoe
2011,actress,11/29/11,Acting,Betty White
2011,singer-songwriter,11/3/11,Musician,Brad Paisley
2011,singer-songwriter,11/30/11,Musician,Bono
2011,actor,11/7/11,Acting,Clint Eastwood
2011,us president,11/8/11,Politician,Bill Clinton
2011,Minority Leader of the United States House of Representatives,11/9/11,Politician,Nancy Pelosi
2011,sportscaster,12/1/11,Media,Bob Costas
2011,chef,12/12/11,Misc,Anne Burrell
2011,academic,12/13/11,Academic,Lawrence Lessig
2011,us official,12/14/11,Government,Melody Barnes
2011,actor,12/15/11,Acting,Matt Damon
2011,photojournalist,12/5/11,Media,Ben Lowy
2011,actor,12/6/11,Acting,Jonah Hill
2011,actor,12/7/11,Acting,Ralph Fiennes
2011,political figure,12/8/11,Politician,Ed Gillespie
2011,Former Lieutenant Governor of Maryland,2/1/11,Politician,Michael Steele
2011,economist,2/14/11,Academic,Edward Glaeser
2011,actress,2/15/11,Acting,January Jones
2011,journalist,2/16/11,Media,Brian Williams
2011,political figure,2/17/11,Politician,Ed Gillespie
2011,actor,2/2/11,Acting,Matthew Perry
2011,journalist,2/21/11,Media,Lisa Ling
2011,journalist,2/22/11,Media,Anderson Cooper
2011,former secretary of defense,2/23/11,Politician,Donald Rumsfeld
2011,economist,2/24/11,Academic,Austan Goolsbee
2011,radio personality,2/28/11,Media,Howard Stern
2011,ADMIRAL,2/3/11,Military,Admiral Michael Mullen
2011,prince,3/1/11,Politician,Prince Zeid Ra'ad
2011,actor,3/10/11,Acting,Trey Parker & Matt Stone
2011,actor,3/10/11,Acting,Trey Parker & Matt Stone
2011,professor,3/2/11,Academic,Allison Stanger
2011,Author,3/21/11,Media,Sarah Vowell
2011,author,3/22/11,Media,T.J. English
2011,Comedian,3/23/11,Comedy,Richard Lewis
2011,news anchor,3/24/11,media,Bret Baier
2011,professor,3/28/11,Academic,Dr. Mansour El-Kikhia[4]
2011,physician,3/29/11,Science,Dr. Miguel Angelo Laporta Nicolelis[6]
2011,historian,3/3/11,Academic,Diane Ravitch
2011,actor,3/30/11,Acting,Jake Gyllenhaal[8]
2011,Stand-up comedian,3/31/11,Comedy,Norm Macdonald[10]
2011,United States Senate member,3/7/11,Politician,Rand Paul
2011,author,3/8/11,Media,Brian Christian
2011,film actor,3/9/11,Acting,Aaron Eckhart
2011,rock band,4/11/11,Musician,Foo Fighters
2011,former governor of massachusetts,4/12/11,Politician,Deval Patrick
2011,actor,4/13/11,Acting,Tracy Morgan
2011,Comedian,4/14/11,Comedy,Ricky Gervais
2011,journalist,4/25/11,Media,Gigi Ibrahim
2011,us senator,4/26/11,Politician,Elizabeth Warren
2011,us senator,4/27/11,Politician,Bernie Sanders
2011,writer,4/28/11,Media,William Cohan
2011,actor,4/4/11,Acting,Billy Crystal
2011,stand-up comedian,4/5/11,Comedy,Colin Quinn
2011,Former Governor of Arkansas,4/6/11,Politician,Mike Huckabee
2011,celbrity chef,4/7/11,Misc,Jamie Oliver
2011,actor,5/10/11,Acting,Will Ferrell
2011,actor,5/11/11,Acting,Albert Brooks
2011,actress,5/12/11,Acting,Kristen Wiig
2011,journalist,5/16/11,Media,Jon Ronson
2011,journalist,5/17/11,Media,Annie Jacobsen
2011,Historian,5/18/11,Academic,Richard Beeman
2011,EPA administrator,5/19/11,Government,Lisa P. Jackson
2011,Lawyer,5/2/11,Misc,Philip K. Howard
2011,television host,5/3/11,Media,Rachel Maddow
2011,comedian,5/31/11,Comedy,Jimmy Fallon[12]
2011,author,5/4/11,Media,David Barton
2011,editor,5/5/11,Media,Jon Meacham
2011,actress,5/9/11,Acting,Keira Knightley
2011,former white house press secretary,6/1/11,Political Aide,Bill Moyers
2011,journalist,6/13/11,Media,Alex Prud'homme
2011,director,6/14/11,Media,J.J. Abrams
2011,actor,6/15/11,Acting,Trey Parker & Matt Stone
2011,actor,6/15/11,Acting,Trey Parker & Matt Stone
2011,American football quarterback,6/2/11,Athletics,Tim Tebow
2011,Former Mayor of New Orleans,6/20/11,Politician,Ray Nagin
2011,actress,6/21/11,Acting,Cameron Diaz
2011,Professor,6/22/11,Academic,Mitchell Zuckoff
2011,journalist,6/23/11,Media,Bruce Headlam
2011,actress,6/27/11,Acting,Jennifer Aniston
2011,comedian,6/28/11,Comedy,Louis C.K.
2011,actor,6/29/11,Acting,Tom Hanks
2011,commentator,6/30/11,Media,Bill Kristol
2011,Journalist,6/6/11,Media,Maziar Bahari
2011,journalist,6/7/11,Media,Fareed Zakaria
2011,television host,6/8/11,Media,Larry King
2011,biographer,6/9/11,Media,Howard Wasdin
2011,actor,7/11/11,Acting,Denis Leary
2011,Singer,7/12/11,Musician,Kid Rock
2011,Economist,7/13/11,Academic,Matthew Richardson
2011,military,7/14/11,Military,Leroy Petry
2011,actor,7/18/11,Acting,Daniel Radcliffe
2011,Former President of Pakistan,7/19/11,Politician,Pervez Musharraf
2011,actor,7/20/11,Acting,Steve Carell
2011,author,7/21/11,Media,Scott Miller
2011,actor,7/25/11,Acting,Neil Patrick Harris
2011,journalist,7/26/11,Media,Juan Williams
2011,Film actress,7/27/11,Acting,Rachel Weisz
2011,Diplomat,7/28/11,Government,Peter Tomsen
2011,actress,8/1/11,Acting,Freida Pinto
2011,lawyer,8/10/11,Misc,John Coffee
2011,Journalist,8/11/11,Media,Michael Wallis
2011,television host,8/15/11,Media,Ali Velshi
2011,actor,8/16/11,Acting,Matt Long
2011,Former Lieutenant Governor of Maryland,8/17/11,Politician,Michael Steele
2011,actress,8/18/11,Acting,Anne Hathaway
2011,actor,8/2/11,Acting,Jason Bateman
2011,economist,8/3/11,Academic,Austan Goolsbee
2011,us senator,8/4/11,Politician,Dick Durbin
2011,author,8/8/11,Media,Mark Adams
2011,journalist,8/9/11,Media,Jay Bahadur
2011,ADMIRAL,9/12/11,Military,Admiral Michael Mullen
2011,journalist,9/13/11,Media,Jim Lehrer
2011,hip-hop artist,9/14/11,Musician,Common
2011,author,9/15/11,Media,Caroline Kennedy
2011,Journalist,9/20/11,Media,Ron Suskind
2011,Former Governor of Indiana,9/21/11,Politician,Mitch Daniels
2011,former governor of michigan,9/22/11,Politician,Jennifer Granholm
2011,Former U.S. Congressman,9/26/11,Politician,Ron Paul
2011,actor,9/27/11,Acting,Seth Rogen
2011,television host,9/28/11,Media,Bill O'Reilly
2011,Singer,9/29/11,Musician,Tony Bennett
2011,former governor of louisiana,9/6/11,Politician,Buddy Roemer
2011,neurosurgeon,9/7/11,Science,Dr. Sanjay Gupta
2011,actress,9/8/11,Acting,Marion Cotillard
2012,legal analyst,1/10/12,Misc,Andrew Napolitano
2012,former us senator,1/11/12,Politician,Jim DeMint
2012,singer-songwriter,1/12/12,Musician,Dolly Parton
2012,correspondent,1/16/12,Media,Jodi Kantor
2012,actor,1/17/12,Acting,Liam Neeson
2012,journalist,1/18/12,Media,Joe Nocera
2012,actress,1/19/12,Acting,Elizabeth Banks
2012,former hhs secretary,1/23/12,Politician,Kathleen Sebelius
2012,us senator,1/24/12,Politician,Elizabeth Warren
2012,Writer,1/25/12,Media,Paula Broadwell
2012,actress,1/26/12,Acting,Tilda Swinton
2012,basketball player,1/3/12,Athletics,Charles Barkley
2012,television personality,1/30/12,Media,Lou Dobbs
2012,professor,1/31/12,Academic,Jonathan Macey
2012,historian,1/4/12,Academic,Elizabeth Dowling Taylor
2012,author,1/5/12,Media,Craig Shirley
2012,film director,1/9/12,Media,George Lucas
2012,former governor of california,10/1/12,Politician,Arnold Schwarzenegger
2012,Basketball player,10/10/12,Athletics,Magic Johnson
2012,Film director,10/11/12,Media,Paul Thomas Anderson
2012,author,10/15/12,Media,J. K. Rowling
2012,author,10/16/12,Media,Eugene Jarecki
2012,Statistician,10/17/12,Media,Nate Silver
2012,president,10/18/12,Politician,President Barack Obama
2012,actor,10/2/12,Acting,Liam Neeson
2012,actor,10/22/12,Acting,D. L. Hughley
2012,actor,10/23/12,Acting,Gerard Butler
2012,military,10/24/12,Military,Dakota Meyer
2012,Minority Leader of the United States House of Representatives,10/25/12,Politician,Nancy Pelosi
2012,United States Senate member,10/3/12,Politician,Rand Paul
2012,journalist,10/31/12,Media,Jon Ronson
2012,television host,10/4/12,Media,Bill O'Reilly
2012,Musician,10/8/12,Musician,Pete Townshend
2012,actor,10/9/12,Acting,Ben Affleck
2012,journalist,11/1/12,Media,Bob Woodruff
2012,Former Governor of Arkansas,11/12/12,Politician,Mike Huckabee
2012,actor,11/13/12,Acting,Jason Sudeikis
2012,editor,11/14/12,Media,Jon Meacham
2012,legal analyst,11/15/12,Misc,Andrew Napolitano
