Title,Date,Federal Reporter Citation,Westlaw Citation,Issue,Weight,Judge1,Judge2,Judge3,Vote1,Vote2,Vote3,Category
Maatougui v. Holder,12/26/13,738 F.3d 1230,2013 WL 6801060,1,1,Tymkovich,Holloway,Gorsuch,0,0,0,Immigration
Ali v. Holder,12/19/13,550 Fed.Appx. 616,2013 WL 6671210,1,1,Lucero,McKay,Murphy,0,0,0,Immigration
Tang Guoying v. Holder,12/16/13,547 Fed.Appx. 914,2013 WL 6570873,1,1,Lucero,Brorby,Bacharach,0,0,0,Immigration
Sherpa v. Holder,12/06/13,549 Fed.Appx. 775,2013 WL 6334927,1,1,Gorsuch,Anderson,Holmes,0,0,0,Immigration
Rosales-Rodriguez v. Holder,12/06/13,548 Fed.Appx. 536,2013 WL 6334906,1,1,Gorsuch,Anderson,Holmes,0,0,0,Immigration
Rubio-Montano v. Holder,12/04/13,547 Fed.Appx. 888,2013 WL 6246480,1,1,Lucero,Brorby,Bacharach,0,0,0,Immigration
Porras v. Holder,11/15/13,543 Fed.Appx. 867,2013 WL 6038290,1,1,Matheson,Porfilio,O'Brien,0,0,0,Immigration
Morales v. Holder,11/05/13,546 Fed.Appx. 762,2013 WL 5912092,1,1,Briscoe,Anderson,Brorby,0,0,0,Immigration
Antillon-Mendez v. Holder,11/01/13,543 Fed.Appx. 831,2013 WL 5861491,1,1,Lucero,Brorby,Bacharach,0,0,0,Immigration
Portillo-Castro v. Holder,10/30/13,543 Fed.Appx. 815,2013 WL 5813814,1,1,Kelly,Tymkovich,Phillips,0,0,0,Immigration
Velasco v. Holder,10/29/13,736 F.3d 944,2013 WL 5789116,1,1,Hartz,Baldock,Gorsuch,0,0,0,Immigration
Batubara v. Holder,10/28/13,733 F.3d 1040,2013 WL 5779037,1,1,Briscoe,Holloway,Tymkovich,0,0,0,Immigration
Cano-Manzanero v. Holder,10/16/13,541 Fed.Appx. 863,2013 WL 5629797,1,1,Briscoe,Anderson,Brorby,0,0,0,Immigration
Cosenza-Cruz v. Holder,10/03/13,533 Fed.Appx. 847,2013 WL 5486144,1,1,Matheson,Porfilio,O'Brien,0,0,0,Immigration
Mejia v. Holder,10/01/13,540 Fed.Appx. 833,2013 WL 5433592,1,1,Briscoe,Anderson,Brorby,0,0,0,Immigration
Castellanos-Pineda v. Holder,09/20/13,537 Fed.Appx. 797,2013 WL 5289974,1,1,Briscoe,Anderson,Brorby,0,0,0,Immigration
Lopez v. Holder,09/10/13,532 Fed.Appx. 797,2013 WL 4797742,1,1,Hartz,Baldock,Gorsuch,0,0,0,Immigration
Sherpa v. Holder,08/16/13,533 Fed.Appx. 827,2013 WL 4310944,1,1,Holmes,Holloway,Bacharach,1,1,1,Immigration
Girard-Lara v. Holder,08/14/13,530 Fed.Appx. 834,2013 WL 4082024,1,1,Holmes,Holloway,Bacharach,0,0,0,Immigration
Rana v. Holder,08/13/13,534 Fed.Appx. 734,2013 WL 4055495,1,1,Tymkovich,Anderson,Bacharach,0,0,0,Immigration
Delcid-Zelaya v. Holder,08/06/13,534 Fed.Appx. 694,2013 WL 3988669,1,1,Hartz,Brorby,Ebel,0,0,0,Immigration
Rangel-Perez v. Holder,07/29/13,523 Fed.Appx. 509,2013 WL 3870518,1,1,Tymkovich,Anderson,Matheson,0,0,0,Immigration
Beltran v. Holder,07/18/13,522 Fed.Appx. 430,2013 WL 3746141,1,1,Tymkovich,Anderson,Matheson,0,0,0,Immigration
Ibarra v. Holder,07/12/13,736 F.3d 903,2013 WL 3490753,1,1,Holmes,Seymour,Murphy,1,1,1,Immigration
Munis v. Holder,07/02/13,720 F.3d 1293,2013 WL 3306406,1,1,Hartz,Brorby,Ebel,0,0,0,Immigration
Montano-Vega v. Holder,07/01/13,721 F.3d 1175,2013 WL 3285584,1,1,Briscoe,Gorsuch,Matheson,0,0,0,Immigration
Aguilar-Alvarez v. Holder,06/28/13,528 Fed.Appx. 862,2013 WL 3242489,1,1,Gorsuch,Murphy,Holmes,0,0,0,Immigration
Ramirez-Canenguez v. Holder,06/26/13,528 Fed.Appx. 853,2013 WL 3198610,1,1,Hartz,Brorby,Ebel,0,0,0,Immigration
Bwika v. Holder,06/12/13,527 Fed.Appx. 772,2013 WL 2501780,1,1,Briscoe,Holloway,Tymkovich,0,0,0,Immigration
Perez-Castro v. Holder,06/12/13,527 Fed.Appx. 777,2013 WL 2501939,1,1,Kelly,Porfilio,Holmes,0,0,0,Immigration
Okobi v. Holder,06/07/13,527 Fed.Appx. 710,2013 WL 2456040,1,1,Hartz,O'Brien,Gorsuch,0,0,0,Immigration
Kleynburg v. Holder,05/22/13,525 Fed.Appx. 814,2013 WL 2233925,1,1,Kelly,Porfilio,Holmes,0,0,0,Immigration
Esparza-Recendez v. Holder,05/20/13,526 Fed.Appx. 886,2013 WL 2151013,1,1,Briscoe,Holloway,Tymkovich,0,0,0,Immigration
Navarro v. Holder,05/16/13,525 Fed.Appx. 739,2013 WL 2097411,1,1,Kelly,Porfilio,Holmes,0,0,0,Immigration
Sadik v. Holder,05/10/13,525 Fed.Appx. 723,2013 WL 1926345,1,1,Lucero,Porfilio,Matheson,0,0,0,Immigration
Karki v. Holder,04/30/13,715 F.3d 792,2013 WL 1799994,1,1,Kelly,McKay,O'Brien,1,1,1,Immigration
Salgado-Toribio v. Holder,04/23/13,713 F.3d 1267,2013 WL 1731220,1,1,O'Brien,McKay,Baldock,0,0,0,Immigration
Damaschin v. Holder,04/22/13,523 Fed.Appx. 527,2013 WL 1715438,1,1,Kelly,Porfilio,Holmes,0,0,0,Immigration
Novitskiy v. Holder,03/26/13,514 Fed.Appx. 724,2013 WL 1200300,1,1,Briscoe,McKay,Holmes,0,0,0,Immigration
Arce-Jimenez v. Holder,03/21/13,513 Fed.Appx. 800,2013 WL 1150309,1,1,Briscoe,Holloway,Tymkovich,0,0,0,Immigration
Meza-Rios v. Holder,02/27/13,512 Fed.Appx. 749,2013 WL 693539,1,1,Tymkovich,Ebel,Holmes,0,0,0,Immigration
Mohamed v. Napolitano,02/20/13,511 Fed.Appx. 763,2013 WL 617020,1,1,Lucero,Porfilio,Matheson,0,0,0,Immigration
Sanchez-Naranjo v. Holder,02/12/13,510 Fed.Appx. 759,2013 WL 500714,1,1,O'Brien,McKay,Baldock,0,0,0,Immigration
Mukhia v. Holder,01/22/13,507 Fed.Appx. 824,2013 WL 226884,1,1,Kelly,McKay,O'Brien,1,1,1,Immigration
Zuniga-Espinoza v. Holder,01/11/13,507 Fed.Appx. 778,2013 WL 136016,1,1,Hartz,Ebel,Gorsuch,0,0,0,Immigration
Na Zheng v. Holder,01/10/13,507 Fed.Appx. 755,2013 WL 116811,1,1,Kelly,O'Brien,Matheson,1,1,1,Immigration
Cifuentes v. Holder,01/08/13,506 Fed.Appx. 851,2013 WL 71524,1,1,Kelly,McKay,O'Brien,0,0,0,Immigration
Tejeda-Acosta v. Holder,12/26/12,506 Fed.Appx. 785,2012 WL 6691072,1,1,Kelly,O'Brien,Matheson,0,0,0,Immigration
Mateo v. Holder,12/21/12,506 Fed.Appx. 756,2012 WL 6634596,1,1,Lucero,Tymkovich,Holmes,0,0,0,Immigration
Ibarra v. Holder,12/20/12,506 Fed.Appx. 738,2012 WL 6621637,1,1,Kelly,McKay,O'Brien,0,0,0,Immigration
Mahomed v. Holder,12/19/12,506 Fed.Appx. 688,2012 WL 6604536,1,1,Tymkovich,Holloway,Matheson,0,0,0,Immigration
Gallego-Arroyave v. Holder,12/12/12,505 Fed.Appx. 749,2012 WL 6177089,1,1,Kelly,O'Brien,Matheson,0,0,0,Immigration
Amartey v. Holder,12/10/12,505 Fed.Appx. 710,2012 WL 6098760,1,1,Gorsuch,Anderson,Ebel,0,0,0,Immigration
Martinez-Carbajal v. Holder,12/03/12,504 Fed.Appx. 691,2012 WL 5992185,1,1,Lucero,Tymkovich,Holmes,0,0,0,Immigration
Aguilar-Aguilar v. Napolitano,12/03/12,700 F.3d 1238,2012 WL 5992179,1,1,Matheson,Porfilio,Baldock,0,0,0,Immigration
Gurung v. Holder,11/30/12,504 Fed.Appx. 681,2012 WL 5974241,1,1,Lucero,Tymkovich,Holmes,0,0,0,Immigration
Barrera-Quintero v. Holder,11/15/12,699 F.3d 1239,2012 WL 5521836,1,1,Kelly,Holloway,Matheson,0,0,0,Immigration
Mohamed v. Holder,11/15/12,501 Fed.Appx. 844,2012 WL 5519737,1,1,Lucero,Tymkovich,Holmes,0,0,0,Immigration
Ocampo-Guaderrama v. Holder,11/14/12,501 Fed.Appx. 795,2012 WL 5507114,1,1,Lucero,Tymkovich,Holmes,0,0,0,Immigration
Yuan Shan Wu v. Holder,11/14/12,501 Fed.Appx. 786,2012 WL 5507112,1,1,Tymkovich,Holloway,Matheson,0,0,0,Immigration
Diaz v. Holder,11/01/12,501 Fed.Appx. 734,2012 WL 5359295,1,1,Hartz,Anderson,Ebel,0,0,0,Immigration
Jin Hua Lin v. Holder,10/30/12,500 Fed.Appx. 782,2012 WL 5328594,1,1,Gorsuch,Brorby,Holmes,0,0,0,Immigration
Jobira v. Holder,10/30/12,487 Fed.Appx. 465,2012 WL 5328592,1,1,Gorsuch,Brorby,Holmes,0,0,0,Immigration
Chaundari v. Holder,10/17/12,499 Fed.Appx. 833,2012 WL 4903007,1,1,Hartz,Anderson,Ebel,0,0,0,Immigration
Musau v. Carlson,10/17/12,499 Fed.Appx. 837,2012 WL 4903251,1,1,Kelly,McKay,O'Brien,1,1,0,Immigration
Aguirre-Onate v. Holder,10/16/12,499 Fed.Appx. 797,2012 WL 4876561,1,1,Tymkovich,Holloway,Matheson,0,0,0,Immigration
Singh v. Holder,10/09/12,498 Fed.Appx. 813,2012 WL 4786702,1,1,Matheson,Porfilio,Baldock,0,0,0,Immigration
Neri-Garcia v. Holder,10/03/12,696 F.3d 1003,2012 WL 4513201,1,1,Hartz,Anderson,O'Brien,0,0,0,Immigration
Vaquero-Cordero v. Holder,10/01/12,498 Fed.Appx. 760,2012 WL 4478372,1,1,Gorsuch,Brorby,Holmes,1,1,1,Immigration
Arriaya-Flores v. Holder,09/28/12,497 Fed.Appx. 859,2012 WL 4465844,1,1,Hartz,Anderson,Ebel,0,0,0,Immigration
Esparza-Ruvalcaba v. Holder,09/27/12,481 Fed.Appx. 453,2012 WL 4458398,1,1,Briscoe,McKay,Holmes,0,0,0,Immigration
Hernandez-Luis v. Holder,09/25/12,496 Fed.Appx. 892,2012 WL 4354746,1,1,Hartz,Anderson,Ebel,0,0,0,Immigration
Rivera-Ortiz v. Holder,09/12/12,497 Fed.Appx. 776,2012 WL 3984422,1,1,Lucero,Hartz,O'Brien,0,0,0,Immigration
Kaur v. Holder,09/10/12,482 Fed.Appx. 370,2012 WL 3893129,1,1,Hartz,Anderson,Ebel,0,0,0,Immigration
Sosa-Valenzuela v. Holder,08/31/12,692 F.3d 1103,2012 WL 3775976,1,0.5,Briscoe,Tymkovich,Eagan,1,1,1,Immigration
Sosa-Valenzuela v. Holder,08/31/12,692 F.3d 1103,2012 WL 3775976,2,0.5,Briscoe,Tymkovich,Eagan,0,0,0,Immigration
Hassoun v. Holder,08/30/12,495 Fed.Appx. 930,2012 WL 3743494,1,1,Tymkovich,Holloway,Matheson,0,0,0,Immigration
Lopez v. Holder,08/23/12,495 Fed.Appx. 889,2012 WL 3608664,1,1,Matheson,Porfilio,Baldock,0,0,0,Immigration
Varela-Cardoza v. Holder,08/23/12,495 Fed.Appx. 886,2012 WL 3608572,1,1,Matheson,Porfilio,Baldock,0,0,0,Immigration
Marrakchi v. Napolitano,08/21/12,494 Fed.Appx. 877,2012 WL 3570723,1,1,Lucero,Baldock,Tymkovich,1,0,0,Immigration
Awe v. Napolitano,08/20/12,494 Fed.Appx. 860,2012 WL 3553721,1,1,Holmes,Brorby,Ebel,0,0,0,Immigration
Celaya-Martinez v. Holder,08/14/12,493 Fed.Appx. 934,2012 WL 3292955,1,1,Tymkovich,Holloway,Matheson,0,0,0,Immigration
Campos-Perez v. Holder,08/06/12,490 Fed.Appx. 995,2012 WL 3156341,1,1,Holmes,Brorby,Ebel,0,0,0,Immigration
Martinez-Mercado v. Holder,07/27/12,492 Fed.Appx. 890,2012 WL 3055844,1,1,Kelly,Murphy,Holmes,0,0,0,Immigration
Oseguera-Garcia v. Holder,06/25/12,485 Fed.Appx. 948,2012 WL 2369336,1,1,Tymkovich,Baldock,Gorsuch,0,0,0,Immigration
Jin Bin Wu v. Holder,06/18/12,481 Fed.Appx. 427,2012 WL 2236701,1,1,Briscoe,Porfilio,Murphy,0,0,0,Immigration
Qing Yuan Lian v. Holder,06/12/12,485 Fed.Appx. 298,2012 WL 2108228,1,1,Briscoe,Porfilio,Murphy,0,0,0,Immigration
Arriaga-Alvarado v. Holder,06/06/12,483 Fed.Appx. 520,2012 WL 2020274,1,1,Lucero,O'Brien,Matheson,0,0,0,Immigration
Kaitov v. Holder,05/29/12,483 Fed.Appx. 476,2012 WL 1925547,1,1,Murphy,Anderson,Hartz,0,0,0,Immigration
Kapoor v. Holder,05/22/12,483 Fed.Appx. 442,2012 WL 1850869,1,1,Briscoe,McKay,Lucero,0,0,0,Immigration
Palacios-Yanez v. Holder,05/08/12,480 Fed.Appx. 474,2012 WL 1593032,1,1,Briscoe,McKay,Lucero,0,0,0,Immigration
Shepherd v. Holder,05/08/12,678 F.3d 1171,2012 WL 1592973,1,1,Hartz,O'Brien,Matheson,0,0,0,Immigration
Schubler v. Holder,03/28/12,472 Fed.Appx. 867,2012 WL 1021957,1,1,Tymkovich,Baldock,Brorby,0,0,0,Immigration
Escamilla v. Holder,03/09/12,459 Fed.Appx. 776,2012 WL 760162,1,1,Briscoe,Ebel,Lucero,0,0,0,Immigration
Mwangi v. Terry,03/07/12,465 Fed.Appx. 784,2012 WL 718955,1,1,Kelly,Murphy,Holmes,0,0,0,Immigration
Martinez-Diaz v. Holder,01/25/12,457 Fed.Appx. 774,2012 WL 207062,1,1,Hartz,Anderson,Baldock,0,0,0,Immigration
Rivera-Barrientos v. Holder,01/11/12,666 F.3d 641,2012 WL 75974,1,1,Tymkovich,Brorby,Matheson,0,0,0,Immigration
Hansraj v. Holder,01/10/12,456 Fed.Appx. 743,2012 WL 57242,1,1,Kelly,Gorsuch,Matheson,0,0,0,Immigration
Abajue v. Holder,01/09/12,453 Fed.Appx. 853,2012 WL 34505,1,1,Hartz,Anderson,Baldock,0,0,0,Immigration
Zhi Wei Pang v. Holder,01/06/12,665 F.3d 1226,2012 WL 28950,1,1,Kelly,Siler,Matheson,0,0,0,Immigration
Qi Hui Chen v. Holder,12/15/11,451 Fed.Appx. 769,2011 WL 6242781,1,1,Tymkovich,Brorby,Ebel,0,0,0,Immigration
Magallon-Almanza v. Holder,12/14/11,450 Fed.Appx. 779,2011 WL 6188725,1,1,Kelly,Porfilio,Matheson,0,0,0,Immigration
Hernandez v. Holder,12/14/11,450 Fed.Appx. 773,2011 WL 6188719,1,1,Kelly,Porfilio,Matheson,0,0,0,Immigration
Garcia-Tinoco v. Holder,12/12/11,450 Fed.Appx. 751,2011 WL 6145366,1,1,Lucero,Anderson,Gorsuch,0,0,0,Immigration
Ruelas-Rios v. Holder,12/06/11,450 Fed.Appx. 726,2011 WL 6037123,1,1,Tymkovich,Brorby,Ebel,0,0,0,Immigration
Pacaja Vicente v. Holder,12/01/11,451 Fed.Appx. 738,2011 WL 6000530,1,1,Kelly,Porfilio,Matheson,0,0,0,Immigration
Gong Geng Chen v. Holder,11/02/11,444 Fed.Appx. 305,2011 WL 5176166,1,1,Murphy,Anderson,Hartz,0,0,0,Immigration
Kasonso v. Holder,10/20/11,445 Fed.Appx. 76,2011 WL 4978898,1,1,Lucero,Ebel,O'Brien,0,0,0,Immigration
KC v. Holder,10/18/11,443 Fed.Appx. 383,2011 WL 4925859,1,1,Lucero,Baldock,Tymkovich,1,1,1,Immigration
Cordova-Soto v. Holder,10/17/11,659 F.3d 1029,2011 WL 4908351,1,1,Hartz,Holloway,Porfilio,0,0,0,Immigration
Garcia v. Holder,10/14/11,440 Fed.Appx. 660,2011 WL 4867554,1,1,Murphy,Anderson,Hartz,0,0,0,Immigration
Navarro-Perez v. Holder,09/30/11,439 Fed.Appx. 723,2011 WL 4509484,1,1,Hartz,Holloway,Porfilio,0,0,0,Immigration
Luevano v. Holder,09/30/11,660 F.3d 1207,2011 WL 4509473,1,1,Kelly,Seymour,O'Brien,0,0,0,Immigration
Jobira v. Holder,09/28/11,438 Fed.Appx. 731,2011 WL 4470845,1,1,Lucero,Baldock,Tymkovich,0,0,0,Immigration
Bakanovas v. Holder,09/20/11,438 Fed.Appx. 717,2011 WL 4362121,1,1,Hartz,Holloway,Porfilio,0,0,0,Immigration
Rivera Barrientos v. Holder,09/07/11,658 F.3d 1222,2011 WL 3907119,1,1,Tymkovich,Brorby,Matheson,0,0,0,Immigration
Sajidi v. Holder,09/06/11,438 Fed.Appx. 693,2011 WL 3890858,1,1,Lucero,Baldock,Tymkovich,0,0,0,Immigration
Juned v. Holder,08/16/11,435 Fed.Appx. 796,2011 WL 3583171,1,1,Hartz,Holloway,Porfilio,0,0,0,Immigration
Akinmulero v. Holder,08/15/11,433 Fed.Appx. 663,2011 WL 3562942,1,1,Briscoe,Ebel,O'Brien,0,0,0,Immigration
Damaso-Mendoza v. Holder,08/09/11,653 F.3d 1245,2011 WL 3455825,1,1,Kelly,Hartz,Holmes,0,0,0,Immigration
Pizano-Zeferino v. Holder,08/08/11,432 Fed.Appx. 767,2011 WL 3438346,1,1,Holmes,Anderson,Brorby,0,0,0,Immigration
Vaccaro v. Holder,07/13/11,465 Fed.Appx. 744,2011 WL 7820951,1,1,Briscoe,Ebel,O'Brien,0,0,0,Immigration
Jimenez-Guzman v. Holder,06/28/11,642 F.3d 1294,2011 WL 2547562,1,1,Matheson,McKay,Ebel,0,0,0,Immigration
Waugh v. Holder,06/22/11,642 F.3d 1279,2011 WL 2464779,1,1,Holmes,McKay,Porfilio,0,0,0,Immigration
Chepsiror v. Holder,06/08/11,427 Fed.Appx. 625,2011 WL 2210091,1,1,Kelly,Ebel,Lucero,0,0,0,Immigration
Yong Chen v. Holder,06/07/11,429 Fed.Appx. 699,2011 WL 2193386,1,1,Matheson,McKay,Ebel,0,0,0,Immigration
Vasiliu v. Holder,06/07/11,651 F.3d 1185,2011 WL 2193985,1,1,Matheson,McKay,Ebel,0,0,0,Immigration
Li Xin Jie v. Holder,06/06/11,424 Fed.Appx. 796,2011 WL 2176191,1,1,O'Brien,Anderson,Holmes,0,0,0,Immigration
Ba v. Holder,06/02/11,424 Fed.Appx. 789,2011 WL 2160567,1,1,O'Brien,Anderson,Holmes,0,0,0,Immigration
Cardenas-Tafoya v. Holder,05/24/11,424 Fed.Appx. 721,2011 WL 2006351,1,1,Tymkovich,Baldock,Brorby,0,0,0,Immigration
Condermarin-Caceres v. Holder,05/05/11,422 Fed.Appx. 744,2011 WL 1681690,1,1,O'Brien,Anderson,Holmes,0,0,0,Immigration
Efagene v. Holder,04/29/11,642 F.3d 918,2011 WL 1614299,1,1,Murphy,Hartz,O'Brien,1,1,1,Immigration
Rodriguez-Heredia v. Holder,04/15/11,639 F.3d 1264,2011 WL 1447615,1,1,Holmes,McKay,Porfilio,0,0,0,Immigration
Quezada-Duarte v. Holder,04/06/11,418 Fed.Appx. 754,2011 WL 1289147,1,1,Kelly,Hartz,Holmes,0,0,0,Immigration
Valero-Avendano v. Holder,04/01/11,418 Fed.Appx. 720,2011 WL 1206772,1,1,Holmes,McKay,Porfilio,0,0,0,Immigration
Pesik v. Holder,03/30/11,418 Fed.Appx. 710,2011 WL 1226219,1,1,O'Brien,McKay,Tymkovich,0,0,0,Immigration
Cisneros-Diaz v. Holder,03/18/11,415 Fed.Appx. 940,2011 WL 923999,1,1,Hartz,Brorby,Tymkovich,0,0,0,Immigration
Padilla-Caldera v. Holder,03/14/11,637 F.3d 1140,2011 WL 856272,1,1,Kelly,Baldock,Brorby,0,0,0,Immigration
Davtyan v. Holder,03/04/11,415 Fed.Appx. 88,2011 WL 754843,1,1,Lucero,Anderson,Baldock,1,1,1,Immigration
Hernandez v. Holder,02/11/11,412 Fed.Appx. 155,2011 WL 477712,1,1,Tacha,Kelly,Lucero,0,0,0,Immigration
Bhattarai v. Holder,02/01/11,408 Fed.Appx. 212,2011 WL 304789,1,1,Lucero,Gorsuch,Arguello,1,0,0,Immigration
Ritonga v. Holder,01/28/11,633 F.3d 971,2011 WL 258380,1,1,Tymkovich,Seymour,Baldock,0,0,0,Immigration
Olivan-Duenas v. Holder,01/26/11,416 Fed.Appx. 678,2011 WL 223804,1,1,Kelly,Baldock,Brorby,0,0,0,Immigration
Krylov v. Holder,01/12/11,407 Fed.Appx. 290,2011 WL 94548,1,1,Tacha,Anderson,Kelly,1,1,1,Immigration
Maingi v. Holder,01/05/11,406 Fed.Appx. 324,2011 WL 14470,1,1,Hartz,Brorby,Tymkovich,0,0,0,Immigration
Contreras-Bocanegra v. Holder,12/23/10,629 F.3d 1170,2010 WL 5209228,1,1,Briscoe,McKay,Hartz,0,0,0,Immigration
Galindo v. Holder,12/23/10,408 Fed.Appx. 131,2010 WL 5191937,1,1,Briscoe,Tacha,O'Brien,0,0,0,Immigration
Dean v. Holder,12/22/10,408 Fed.Appx. 128,2010 WL 5176819,1,1,Tacha,Anderson,Kelly,0,0,0,Immigration
Green v. Napolitano,12/21/10,627 F.3d 1341,2010 WL 5157366,1,1,Tymkovich,Porfilio,Gorsuch,0,0,0,Immigration
Juarez Jimenez v. Holder,12/17/10,410 Fed.Appx. 101,2010 WL 5129291,1,1,Lucero,Ebel,O'Brien,0,0,0,Immigration
Bermudez v. Holder,12/13/10,405 Fed.Appx. 269,2010 WL 5065109,1,1,Briscoe,Lucero,Holmes,0,0,0,Immigration
Tello v. Holder,12/07/10,404 Fed.Appx. 260,2010 WL 4948968,1,1,Tymkovich,Porfilio,Gorsuch,0,0,0,Immigration
Neyra-Martinez v. Holder,12/03/10,410 Fed.Appx. 85,2010 WL 4912314,1,1,Tymkovich,Porfilio,Gorsuch,0,0,0,Immigration
Raju v. Holder,12/01/10,421 Fed.Appx. 795,2010 WL 4868051,1,1,Hartz,Anderson,Tymkovich,0,0,0,Immigration
Supusepa v. Holder,11/30/10,403 Fed.Appx. 345,2010 WL 4845745,1,1,Briscoe,Tacha,O'Brien,0,0,0,Immigration
Namgyal Tsering v. U.S. Immigration & Customs Enforcement,11/30/10,403 Fed.Appx. 339,2010 WL 4840478,1,1,Murphy,Holmes,Armijo,0,0,0,Immigration
Thu Thuy Huyhn v. Holder,11/15/10,402 Fed.Appx. 355,2010 WL 4598138,1,1,Lucero,Ebel,O'Brien,0,0,0,Immigration
Garcia-Carbajal v. Holder,11/05/10,625 F.3d 1233,2010 WL 4367060,1,1,Lucero,Gorsuch,Arguello,0,0,0,Immigration
Dallakoti v. Holder,10/05/10,619 F.3d 1264,2010 WL 3860994,1,1,Tacha,Lucero,Murphy,0,0,0,Immigration
Castillo-Torres v. Holder,09/13/10,394 Fed.Appx. 517,2010 WL 3529413,1,1,Hartz,O'Brien,Holmes,0,0,0,Immigration
Said-Saad v. Holder,09/13/10,394 Fed.Appx. 511,2010 WL 3529330,1,1,Hartz,Porfilio,Brorby,0,0,0,Immigration
Karmacharya v. Holder,09/02/10,394 Fed.Appx. 450,2010 WL 3446829,1,1,Hartz,O'Brien,Holmes,0,0,0,Immigration
Simatupang v. Holder,08/06/10,390 Fed.Appx. 783,2010 WL 3069680,1,1,Briscoe,Tacha,O'Brien,0,0,0,Immigration
Lama-Tamang v. Holder,08/04/10,392 Fed.Appx. 631,2010 WL 3033629,1,1,Tacha,Holloway,Anderson,0,0,0,Immigration
Torres-Pacheco v. Holder,07/29/10,389 Fed.Appx. 814,2010 WL 2982847,1,1,Hartz,Anderson,Tymkovich,0,0,0,Immigration
Zorig v. Holder,07/19/10,387 Fed.Appx. 865,2010 WL 2825708,1,1,Hartz,O'Brien,Holmes,0,0,0,Immigration
Iliev v. Holder,07/19/10,613 F.3d 1019,2010 WL 2802819,1,1,Hartz,Gorsuch,Holmes,0,0,0,Immigration
Diaz-Garcia v. Holder,07/02/10,385 Fed.Appx. 801,2010 WL 2650508,1,1,Briscoe,Tacha,O'Brien,0,0,0,Immigration
Salas-Acuna v. Holder,06/22/10,383 Fed.Appx. 783,2010 WL 2508802,1,1,Briscoe,Tacha,O'Brien,0,0,0,Immigration
Estalita v. Holder,06/11/10,382 Fed.Appx. 711,2010 WL 2340814,1,1,Tacha,Ebel,Hartz,0,0,0,Immigration
Ahmed v. Holder,06/02/10,381 Fed.Appx. 786,2010 WL 2181769,1,1,Briscoe,Baldock,Tacha,0,0,0,Immigration
Duron-Amador v. Holder,06/02/10,381 Fed.Appx. 778,2010 WL 2181724,1,1,Briscoe,Tymkovich,Gorsuch,0,0,0,Immigration
Lin Guo Li v. Holder,05/28/10,380 Fed.Appx. 769,2010 WL 2144291,1,1,Hartz,Seymour,Anderson,0,0,0,Immigration
Nak Chen v. Holder,05/27/10,380 Fed.Appx. 748,2010 WL 2113605,1,1,Briscoe,Baldock,Tacha,1,1,1,Immigration
Dao Shun Wu v. Holder,05/12/10,377 Fed.Appx. 801,2010 WL 1896420,1,1,McKay,Brorby,Ebel,0,0,0,Immigration
Orellana-Morales v. Holder,05/12/10,377 Fed.Appx. 798,2010 WL 1896418,1,1,McKay,Brorby,Ebel,0,0,0,Immigration
Contreras-Bocanegra v. Holder,04/26/10,376 Fed.Appx. 817,2010 WL 1645134,1,1,Hartz,McKay,Anderson,0,0,0,Immigration
Zhang v. Holder,04/19/10,375 Fed.Appx. 879,2010 WL 1531061,1,1,Kelly,Baldock,Holmes,0,0,0,Immigration
G.S. v. Holder,04/15/10,373 Fed.Appx. 836,2010 WL 1499931,1,1,Kelly,Porfilio,O'Brien,0,0,0,Immigration
Martinez-Osogobio v. Holder,04/15/10,373 Fed.Appx. 830,2010 WL 1499812,1,1,Kelly,Baldock,Holmes,0,0,0,Immigration
Nalwamba v. Holder,04/08/10,375 Fed.Appx. 859,2010 WL 1492595,1,1,Henry,Brorby,Hartz,0,0,0,Immigration
Khakhn v. Holder,04/05/10,371 Fed.Appx. 933,2010 WL 1274225,1,1,Lucero,Porfilio,Anderson,0,0,0,Immigration
Mwagile v. Holder,03/30/10,374 Fed.Appx. 809,2010 WL 1220731,1,1,Gorsuch,Anderson,Brorby,0,0,0,Immigration
Shen v. Holder,03/30/10,370 Fed.Appx. 915,2010 WL 1200417,1,1,Hartz,McKay,Anderson,0,0,0,Immigration
Cohen v. Delong,03/23/10,369 Fed.Appx. 953,2010 WL 1049848,1,1,Hartz,McKay,Anderson,0,0,0,Immigration
Takwi v. Holder,03/19/10,374 Fed.Appx. 777,2010 WL 1006571,1,1,Hartz,McKay,Anderson,0,0,0,Immigration
Santos v. Holder,03/17/10,369 Fed.Appx. 922,2010 WL 939866,1,1,Lucero,Ebel,Frizzell,0,0,0,Immigration
Marpaung v. Holder,03/16/10,369 Fed.Appx. 907,2010 WL 925880,1,1,Kelly,Baldock,Holmes,0,0,0,Immigration
De La Cruz Zacarias v. Holder,02/26/10,367 Fed.Appx. 932,2010 WL 675706,1,1,Kelly,Seymour,Lucero,0,0,0,Immigration
Wu Xiong Tao v. Holder,02/25/10,367 Fed.Appx. 898,2010 WL 653577,1,1,O'Brien,Porfilio,Tymkovich,0,0,0,Immigration
Lema v. U.S. Dept. of Homeland Sec.,02/18/10,365 Fed.Appx. 974,2010 WL 549634,1,1,Hartz,McKay,Anderson,0,0,0,Immigration
Bento v. Holder,02/16/10,365 Fed.Appx. 931,2010 WL 528481,1,1,Hartz,Seymour,Ebel,0,0,0,Immigration
