RespondentID,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,"In a row of three seats, who should get to use the two arm rests?","In a row of two seats, who should get to use the middle arm rest?",Who should have control over the window shade?,Is itrude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words tothe stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is itrude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is itrude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to go to the bathroom?,Is itrude to wake a passenger up if you are trying to walk around?,"In general, is itrude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?",Have you ever used personal electronics during take off or landing in violation of a flight attendant's direction?,Have you ever smoked a cigarette in an airplane bathroom when it was against the rules?,Gender,Age,Household Income,Education,Location (Census Region)
3431838216,Once a year or less,Once in a while,"5'6""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3431837847,Once a year or less,Once in a while,"5'9""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,West South Central
3431837048,Once a year or less,Usually,"5'10""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",Yes,No,Male,18-29,"$0 - $24,999",Some college or Associate degree,West North Central
3431832795,Once a month or less,Once in a while,"5'4""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude",No,No,Female,> 60,150000,Graduate degree,West South Central
3431828635,Once a year or less,Once in a while,"5'7""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,18-29,"$0 - $24,999",Some college or Associate degree,West South Central
3431827807,Once a year or less,Usually,"5'9""",No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",Yes,No,Female,45-60,150000,Graduate degree,Middle Atlantic
3431822775,Once a year or less,Never,"5'5""",No,The person in the middle seat gets both arm rests,The person by the window,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Female,> 60,,Graduate degree,East North Central
3431822505,Never,,,,,,,,,,,,,,,,,,,,,Female,30-44,"$25,000 - $49,999",Bachelor degree,West North Central
3431821681,Once a year or less,Once in a while,"6'1""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific
3431821208,Once a year or less,Usually,"5'6""",No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3431820584,Once a year or less,Never,"5'4""",No,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Once,,,,,,,,,,,,,,,,
3431820319,Once a year or less,Usually,"5'9""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3431818574,Never,,,,,,,,,,,,,,,,,,,,,Female,> 60,"$0 - $24,999",Some college or Associate degree,Mountain
3431818301,Once a year or less,Always,"5'4""",No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",Yes,No,Female,18-29,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3431815266,Once a year or less,Usually,"5'5""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Female,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3431814033,Once a year or less,Once in a while,"5'2""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude",Yes,No,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,East South Central
3431813221,Never,,,,,,,,,,,,,,,,,,,,,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
3431812523,Once a month or less,Always,"5'9""",No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",Yes,No,Male,30-44,"$25,000 - $49,999",Bachelor degree,Pacific
3431811997,Once a year or less,About half the time,"5'9""",No,Other (please specify),The person by the window,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3431811871,Once a year or less,Once in a while,"5'6""",No,Other (please specify),The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude",No,No,Male,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
3431811073,Once a month or less,Once in a while,"5'6""",Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,30-44,150000,Graduate degree,Middle Atlantic
3431810107,Once a year or less,Never,"5'8""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,45-60,"$25,000 - $49,999",Graduate degree,Middle Atlantic
3431809207,Once a month or less,About half the time,"5'3""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3431806805,Once a month or less,Once in a while,"5'6""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Female,> 60,,Graduate degree,West North Central
3431806310,Once a year or less,About half the time,"5'3""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central
3431802612,Once a year or less,Always,"5'7""",No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",Yes,No,Female,18-29,,Some college or Associate degree,Pacific
3431797233,Never,,,,,,,,,,,,,,,,,,,,,Male,> 60,"$0 - $24,999",Some college or Associate degree,New England
3431796148,Never,,,,,,,,,,,,,,,,,,,,,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3431794981,Once a year or less,About half the time,"5'9""",Yes,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3431794171,Once a year or less,Once in a while,"5'4""",No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude",No,No,Female,18-29,"$25,000 - $49,999",High school degree,Middle Atlantic
3431793323,Once a year or less,Once in a while,"5'8""",No,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Once,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude",No,No,Female,18-29,,Some college or Associate degree,Mountain
3431793142,Once a year or less,Never,"5'3""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Male,18-29,"$0 - $24,999",High school degree,West North Central
3431792084,Never,,,,,,,,,,,,,,,,,,,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3431791820,Once a year or less,Once in a while,"5'9""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,45-60,,Some college or Associate degree,Middle Atlantic
3431791611,Once a year or less,Always,"5'8""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3431791454,Once a month or less,Never,"5'6""",No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,"Yes, very rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3431789766,Never,,,,,,,,,,,,,,,,,,,,,Male,> 60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3431785714,Once a month or less,Usually,"5'4""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3431785706,Never,,,,,,,,,,,,,,,,,,,,,Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic
3431781890,Once a month or less,Once in a while,"5'11""",No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude",No,No,Male,> 60,,Graduate degree,Pacific
3431780662,Once a year or less,Never,"5'10""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude",No,No,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,West North Central
3431779152,Once a year or less,Once in a while,"5'11""",No,Other (please specify),Other (please specify),Everyone in the row should have some say,"Yes, very rude","Yes, very rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude",No,No,Male,30-44,"$0 - $24,999",Bachelor degree,Middle Atlantic
3431777715,Never,,,,,,,,,,,,,,,,,,,,,Female,30-44,"$0 - $24,999",High school degree,East North Central
3431776169,Once a year or less,Always,"5'4""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude",No,No,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3431775668,Once a year or less,Once in a while,"5'3""",No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,> 60,,Graduate degree,East North Central
3431775137,A few times per month,Always,"6'0""",No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",Yes,No,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
3431774671,Once a month or less,Usually,"5'9""",Yes,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3431774647,Once a year or less,Never,"5'4""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, very rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3431774571,Once a month or less,About half the time,"5'3""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",No,No,Female,> 60,150000,Graduate degree,East North Central
3431771032,Once a month or less,Once in a while,"5'5""",Yes,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,> 60,,Graduate degree,West South Central
3431769849,Once a year or less,Usually,"6'1""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","Yes, somewhat rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","Yes, very rude","Yes, very rude",No,No,Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
3431769300,Once a year or less,About half the time,"5'5""",No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3431768949,Once a year or less,Usually,"5'5""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, very rude",Yes,No,Female,30-44,,Some college or Associate degree,South Atlantic
3431768059,Never,,,,,,,,,,,,,,,,,,,,,Female,> 60,,Bachelor degree,East North Central
3431767233,Once a month or less,About half the time,"5'5""",Yes,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,30-44,,Graduate degree,Pacific
3431767197,Once a month or less,Usually,"5'3""",No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",Yes,No,Female,18-29,"$25,000 - $49,999",Bachelor degree,West North Central
3431765507,Once a year or less,Never,"5'7""",No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude",No,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific
3431764152,Once a year or less,Always,"5'1""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,West North Central
3431763674,Once a year or less,Once in a while,"5'6""",No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, very rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,18-29,"$25,000 - $49,999",Bachelor degree,Mountain
3431762850,Once a month or less,Once in a while,"5'10""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3431762195,Once a year or less,Once in a while,"5'2""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3431760331,Once a month or less,About half the time,"5'6""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,> 60,150000,Graduate degree,West South Central
3431759736,Once a year or less,About half the time,"5'8""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Male,45-60,150000,Bachelor degree,West South Central
3431755117,Once a year or less,Once in a while,"5'10""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
3431755097,Never,,,,,,,,,,,,,,,,,,,,,Female,18-29,"$25,000 - $49,999",High school degree,East South Central
3431754696,Once a month or less,Once in a while,"5'1""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Four times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Female,45-60,,Graduate degree,East North Central
3431754605,Once a year or less,Always,"5'11""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3431754304,Once a year or less,Always,"5'11""",Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",Yes,No,Male,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
3431754014,Once a year or less,Never,"5'6""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,18-29,,Some college or Associate degree,Pacific
3431753976,Once a month or less,Never,"5'4""",No,The arm rests should be shared,The person by the window,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Three times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, very rude",Yes,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3431753863,Once a month or less,Once in a while,"5'9""",No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,45-60,,Some college or Associate degree,Pacific
3431753137,Never,,,,,,,,,,,,,,,,,,,,,Female,18-29,150000,Bachelor degree,New England
3431751323,Never,,,,,,,,,,,,,,,,,,,,,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3431751287,Once a year or less,Always,"5'1""",No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Female,45-60,"$0 - $24,999",Graduate degree,Pacific
3431751153,Once a month or less,Once in a while,"5'2""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude",Yes,No,Female,18-29,"$0 - $24,999",Graduate degree,Pacific
